gender,offset_word,no,img,pause_trigger,delay_frames_after,onset_img,duration_measured_word,condition,rt,response,word,delay_frames_before,pause_trigger_t,scan day,ID,session,key_t,word_score_warriner,onset_word,word_trigger,duration_frames,offset_img,word_score_pc,age,word_label,duration_measured_img,img_trigger,correct_resp
female,452.2397940380033,46,image_stim_n.png,32,180,457.86144022498047,0.6949417750001885,faceWord_exp,0.6846118859830312,y,fee,336,453.23798905697186,Monday,1,6,458.5460521109635,2.86,451.5448522630031,12,42,458.5563371339813,2.6698720582687456,23,neg,0.6948969090008177,22,1
female,462.2498368140077,47,image_stim_n.png,42,336,465.2713009159779,0.6980150260496885,faceWord_exp,0.5532389549771324,y,comb,180,463.2474399089697,Monday,1,6,465.82453987095505,5.65,461.55182178795803,13,42,465.9718973059789,-0.15774590184623308,23,neu,0.7005963900010101,22,1
female,472.2592656739871,48,image_stim_n.png,32,336,475.28038706298685,0.6976652499870397,faceWord_exp,0.5060376179753803,y,lawyer,180,473.2575853400049,Monday,1,6,475.7864246809622,3.94,471.56160042400006,12,42,475.9819877249538,1.4290259416609457,23,neg,0.7016006619669497,22,1
female,482.2692135969992,49,image_stim_n.png,42,180,487.8829250980052,0.6968454500311054,faceWord_exp,0.6077029209700413,y,audience,336,483.2673293459811,Monday,1,6,488.49062801897526,5.89,481.5723681469681,13,42,488.5853554919595,-0.7656585604551551,23,neu,0.7024303939542733,22,1
female,492.2789286769694,50,image_stim_p.png,41,336,495.30087464500684,0.6967649799771607,faceWord_exp,0.8023438419913873,b,analogy,180,493.27717707300326,Monday,1,6,496.10321848699823,5.24,491.5821636969922,13,42,496.00131263397634,0.06851316647377265,23,neu,0.7004379889694974,21,1
female,502.2886927030049,51,image_stim_n.png,32,336,505.3092817949946,0.6972677250159904,faceWord_exp,0.6208690140047111,y,rake,180,503.2867133609834,Monday,1,6,505.9301508089993,4.75,501.59142497798894,12,42,506.0111548299901,0.5993691927879942,23,neg,0.7018730349955149,22,1
female,512.2985262419679,52,image_stim_p.png,31,336,515.3194308379898,0.6977565810084343,faceWord_exp,0.6366490689688362,b,hygiene,180,513.2965565790073,Monday,1,6,515.9560799069586,6.38,511.6007696609595,11,42,516.0207863259711,-1.613773182399739,23,pos,0.7013554879813455,21,1
female,522.3081683869823,53,image_stim_n.png,32,336,525.3302934849635,0.697863959998358,faceWord_exp,0.5525913269957528,y,mayor,180,523.30618692399,Monday,1,6,525.8828848119592,4.59,521.6103044269839,12,42,526.0307222499978,0.3271241198863318,23,neg,0.7004287650343031,22,1
female,532.3178595879581,54,image_stim_n.png,42,336,535.3415289869881,0.6972775749745779,faceWord_exp,0.5717817620025016,y,medicine,180,533.3155884229927,Monday,1,6,535.9133107489906,5.9,531.6205820129835,13,42,536.040723062004,0.597486551423763,23,neu,0.6991940750158392,22,1
female,542.3277092449716,55,image_stim_n.png,42,180,547.9467644589604,0.6939280179794878,faceWord_exp,-0.8466855069855228,b,satire,336,543.3253611399559,Monday,1,6,547.1000789519749,5.81,541.6337812269921,13,42,548.6440968120005,-0.9476055713690849,23,neu,0.6973323530401103,22,0
female,552.3374635879882,56,image_stim_p.png,31,180,557.9523431540001,0.6976650659926236,faceWord_exp,0.6902182449703105,b,handshake,336,553.3349911389523,Monday,1,6,558.6425613989704,6.21,551.6397985219955,11,42,558.6536827489617,-1.283661754694624,23,pos,0.7013395949616097,21,1
female,562.3470248609665,57,image_stim_p.png,31,336,565.3678910059971,0.6968679070123471,faceWord_exp,0.555888665956445,b,party,180,563.3451930040028,Monday,1,6,565.9237796719535,7.18,561.6501569539541,11,42,566.0698076509871,-2.3202480308548075,23,pos,0.7019166449899785,21,1
female,572.3564397289883,58,image_stim_n.png,42,336,575.3777099739527,0.6977863120264374,faceWord_exp,0.5223980310256593,y,era,180,573.3548453069525,Monday,1,6,575.9001080049784,5.29,571.6586534169619,13,42,576.0793305229745,0.38949539348709145,23,neu,0.7016205490217544,22,1
female,582.36668370798,59,image_stim_n.png,32,336,585.3869223449728,0.6968517110217363,faceWord_exp,0.7065820710267872,y,protest,180,583.3651398069924,Monday,1,6,586.0935044159996,4.42,581.6698319969582,12,42,586.0889104619855,1.346131993343653,23,neg,0.701988117012661,22,1
female,592.3758596949629,60,image_stim_n.png,32,336,595.3978166919551,0.6947679269942455,faceWord_exp,0.6551091860164888,y,prison,180,593.374556642957,Monday,1,6,596.0529258779716,1.94,591.6810917679686,12,42,596.098814159981,3.587794463102913,23,neg,0.7009974680258892,22,1
