ID,word_label,pause_trigger,img_trigger,key_t,duration_measured_img,word,delay_frames_before,word_score_warriner,offset_word,delay_frames_after,no,correct_resp,session,img,offset_img,word_score_pc,duration_frames,rt,age,pause_trigger_t,onset_img,word_trigger,onset_word,scan day,response,gender,duration_measured_word,condition
km,neg,32,22,186.30805371201131,0.6995422709733248,policeman,180,4.21,182.52092238899786,336,19,1,1,image_stim_n.png,186.2561273809988,0.397042668763988,42,0.7514686019858345,21,183.52204421703937,185.55658511002548,12,181.82626257900847,Monday,y,male,0.694659809989389,faceWord_exp
km,pos,31,21,196.1969231130206,0.7039465010166168,lake,180,7.13,192.55909623601474,336,20,1,1,image_stim_p.png,196.29417678702157,-1.5151286486205269,42,0.6066928270156495,21,193.56012338004075,195.59023028600495,11,191.86356561799766,Monday,b,male,0.6955306180170737,faceWord_exp
km,pos,31,21,208.83859395002946,0.7018745199893601,pie,336,6.45,202.59708881902043,180,21,1,1,image_stim_p.png,208.9335085520288,-2.2727319315779937,42,0.6069599179900251,21,203.59824002702953,208.23163403203944,11,201.901488833013,Monday,b,male,0.6955999860074371,faceWord_exp
km,neu,42,22,218.84035328304162,0.7015348720015027,bridge,336,5.44,212.6348147460376,180,22,1,1,image_stim_n.png,218.9707747020293,0.1935892361901769,42,0.5711134530138224,21,213.63629775302252,218.2692398300278,13,211.94016952603124,Monday,y,male,0.6946452200063504,faceWord_exp
km,neu,42,22,226.597375095007,0.7013673729961738,field,180,5.73,222.67265297402628,336,23,1,1,image_stim_n.png,226.40788026404334,-0.9990759838186469,42,0.8908622039598413,21,223.67374233802548,225.70651289104717,13,221.97700078203343,Monday,y,male,0.6956521919928491,faceWord_exp
km,neu,41,21,236.26576522999676,0.701867081981618,embassy,180,5.3,232.71147067804122,336,24,1,1,image_stim_p.png,236.4465383720235,-0.05916451699915906,42,0.5210939399548806,21,233.71250182803487,235.74467129004188,13,232.01598150201607,Monday,b,male,0.6954891760251485,faceWord_exp
km,neg,32,22,246.4208703750046,0.6987730269902386,bribe,180,3.32,242.7495514790062,336,25,1,1,image_stim_n.png,246.48465803801082,2.3815246085651838,42,0.6349853639840148,21,243.75064879399724,245.78588501102058,12,242.05663394602016,Monday,y,male,0.69291753298603,faceWord_exp
km,neg,32,22,256.3781349210185,0.7020407959935255,aggressive,180,3.08,252.78763985604746,336,26,1,1,image_stim_n.png,256.5227143189986,2.166851165767892,42,0.5574613980134018,21,253.78868818003684,255.8206735230051,12,252.09302598802606,Monday,y,male,0.6946138680214062,faceWord_exp
km,neg,32,22,269.0305584529997,0.7020146129652858,avalanche,336,4.0,262.825744522037,180,27,1,1,image_stim_n.png,269.1620501319994,3.2148840110758776,42,0.5705229339655489,21,263.82674363901606,268.46003551903414,12,262.13102089602035,Monday,y,male,0.6947236260166392,faceWord_exp
km,pos,31,21,279.10270687402226,0.7016189060523175,happy,336,8.47,272.86383137799567,180,28,1,1,image_stim_p.png,279.2000273610465,-3.1501939707833047,42,0.6042984190280549,21,273.86499192001065,278.4984084549942,11,272.16854904301,Monday,b,male,0.6952823349856772,faceWord_exp
km,neu,42,22,289.12443251599325,0.7015950179775245,famous,336,5.89,282.9019288440468,180,29,1,1,image_stim_n.png,289.2382204220048,-0.8050043475134195,42,0.587807111965958,21,283.9029125220259,288.5366254040273,13,282.2067158530117,Monday,y,male,0.6952129910350777,faceWord_exp
km,pos,31,21,299.26235625799745,0.7015372429741547,plum,336,6.15,292.93989973602584,180,30,1,1,image_stim_p.png,299.2763348229928,-1.1648995537800455,42,0.6875586779788136,21,293.9410553930211,298.57479758001864,11,292.24458238400985,Monday,b,male,0.6953173520159908,faceWord_exp
km,pos,31,21,,0.7017699730349705,garden,336,7.25,302.97809110500384,180,31,,1,image_stim_p.png,309.3144321400323,-2.3673221107876317,42,,21,303.97914947901154,308.6126621669973,11,302.28296298201894,Monday,,male,0.6951281229848973,faceWord_exp
km,neu,41,21,316.7228087320109,0.6984089809702709,fence,180,5.05,313.0161259630113,336,32,1,1,image_stim_p.png,316.75131140399026,0.3759356543037889,42,0.6699063089909032,21,314.01724316802574,316.05290242302,13,312.32326562004164,Monday,b,male,0.6928603429696523,faceWord_exp
km,neg,32,22,326.6578500420437,0.7033314980217256,diplomat,180,4.65,323.054312955006,336,33,1,1,image_stim_n.png,326.78935988101875,0.13451130194660302,42,0.5718216590466909,21,324.0553828320117,326.08602838299703,12,322.3591897430015,Monday,y,male,0.6951232120045461,faceWord_exp
km,neu,42,22,336.7957944160444,0.7017697269911878,treaty,180,5.42,333.0923638410168,336,34,0,1,image_stim_n.png,336.8275091990363,-0.7213913907893977,42,0.6700549439992756,21,334.0934552150429,336.1257394720451,13,332.3973002030398,Monday,b,male,0.6950636379770003,faceWord_exp
km,neg,32,22,346.65195330104325,0.7019511549733579,jury,180,4.23,343.1304670100217,336,35,1,1,image_stim_n.png,346.86549300601473,1.7036686386059527,42,0.4884114500018768,21,344.1315186720458,346.1635418510414,12,342.4360737220268,Monday,y,male,0.6943932879948989,faceWord_exp
km,neu,41,21,359.3908661690075,0.7019306439906359,fiddle,336,5.05,353.16854754602537,180,36,1,1,image_stim_p.png,359.5048797430354,-1.0601571884744718,42,0.5879170699627139,21,354.1696278200252,358.8029490990448,13,352.4735700369929,Monday,b,male,0.6949775090324692,faceWord_exp
km,pos,31,21,369.44751599401934,0.7022979650064372,sled,336,6.35,363.2066588450107,180,37,1,1,image_stim_p.png,369.54266620904673,-1.9273821271493088,42,0.607147749979049,21,364.20772266201675,368.8403682440403,11,362.5110692020389,Monday,b,male,0.6955896429717541,faceWord_exp
km,neu,42,22,377.13268941204296,0.7022655850159936,beer,180,5.67,373.244723263022,336,38,1,1,image_stim_n.png,376.9800318470225,-0.9222259722889368,42,0.854923150036484,21,374.24577289802255,376.2777662620065,13,372.5490986360237,Monday,y,male,0.695624626998324,faceWord_exp
km,neg,32,22,389.6083754650317,0.6980174459749833,deceit,336,2.89,383.28290836000815,180,39,1,1,image_stim_n.png,389.6189356970135,4.314775126713813,42,0.6874572139931843,21,384.28392515401356,388.92091825103853,12,382.5901003089966,Monday,y,male,0.6928080510115251,faceWord_exp
km,neu,41,21,399.55934639804764,0.7009882840211503,tourist,336,5.71,393.3208498210297,180,40,1,1,image_stim_p.png,399.6572170390282,-0.31568469709749714,42,0.6031176430406049,21,394.3219862949918,398.95622875500703,13,392.6259875270189,Monday,b,male,0.694862294010818,faceWord_exp
km,pos,31,21,409.58287314203335,0.7017054570023902,lemonade,336,7.05,403.3589845470269,180,41,1,1,image_stim_p.png,409.6953236620175,-2.146343780688921,42,0.5892549370182678,21,404.3600477990112,408.9936182050151,11,402.6640658680117,Monday,b,male,0.6949186790152453,faceWord_exp
km,neg,32,22,416.9848957610084,0.7021446799626574,gasp,180,4.5,413.39740478101885,336,42,1,1,image_stim_n.png,417.132102078991,1.3014161644429498,42,0.554938361980021,21,414.3980886210338,416.42995739902835,12,412.7015437830123,Monday,y,male,0.6958609980065376,faceWord_exp
km,pos,31,21,427.0888102960307,0.7016018459689803,beach,180,7.21,423.43523181200726,336,43,1,1,image_stim_p.png,427.1701397279976,-2.8031613090757777,42,0.6202724140021019,21,424.4362953820382,426.4685378820286,11,422.7400922460365,Monday,b,male,0.6951395659707487,faceWord_exp
km,neg,32,22,439.7949118510005,0.7015202360344119,alligator,336,4.23,433.473263411026,180,44,1,1,image_stim_n.png,439.8096590990317,1.9014187675556817,42,0.686772988003213,21,434.47437972103944,439.1081388629973,12,432.7785495700082,Monday,y,male,0.6947138410178013,faceWord_exp
km,pos,31,21,449.71635410399176,0.702267401968129,boat,336,6.36,443.51139387703734,180,45,1,1,image_stim_p.png,449.8476550820051,-1.0613549170130714,42,0.5709664239548147,21,444.5124573840294,449.14538768003695,11,442.81569760502316,Monday,b,male,0.6956962720141746,faceWord_exp
km,neg,32,22,459.80452802201035,0.6984721370390616,plot,336,4.9,453.54947330104187,180,46,1,1,image_stim_n.png,459.88581798103405,0.2016963621838916,42,0.617182178015355,21,454.55058136599837,459.187345843995,12,452.8563810810447,Monday,y,male,0.6930922199971974,faceWord_exp
km,neg,32,22,469.86166488804156,0.7017092420137487,envy,336,3.05,463.5876044220058,180,47,1,1,image_stim_n.png,469.92382078501396,3.3697994362845387,42,0.6395533450413495,21,464.58854676404735,469.2221115430002,12,462.89204608404543,Monday,y,male,0.6955583379603922,faceWord_exp
km,pos,31,21,479.9135562070296,0.7017888259724714,moral,336,6.85,473.62562289100606,180,48,1,1,image_stim_p.png,479.9619038560195,-1.1443669013398097,42,0.6534411769825965,21,474.6266919830232,479.260115030047,11,472.9305174140027,Monday,b,male,0.6951054770033807,faceWord_exp
km,pos,31,21,489.904516028997,0.7013859099824913,zoo,336,7.0,483.6637710570358,180,49,1,1,image_stim_p.png,490.0000976700103,-2.1296901000704778,42,0.6058042689692229,21,484.66471920901677,489.2987117600278,11,482.9693071700167,Monday,b,male,0.6944638870190829,faceWord_exp
km,neg,32,22,497.67294788901927,0.7020221090060659,victim,180,2.05,493.70186300802743,336,50,1,1,image_stim_n.png,497.4369711850304,3.457530661450998,42,0.9379988129949197,21,494.7028763660346,496.73494907602435,12,493.006584243034,Monday,y,male,0.695278764993418,faceWord_exp
km,pos,31,21,509.86221236002166,0.7018950839992613,oak,336,6.47,503.7398076149984,180,51,1,1,image_stim_p.png,510.0762383270194,-1.0543324261381863,42,0.48786911700153723,21,504.7410135670216,509.3743432430201,11,503.04421770904446,Monday,b,male,0.6955899059539661,faceWord_exp
km,neg,32,22,517.53188704903,0.7020608399761841,tornado,180,3.63,513.7780111780157,336,52,1,1,image_stim_n.png,517.5132464269991,3.6605330306018913,42,0.7207014620071277,21,514.7792078810162,516.8111855870229,12,513.0829865669948,Monday,y,male,0.6950246110209264,faceWord_exp
km,neu,42,22,527.4916033460177,0.6982711989548989,noun,180,5.22,523.8161326870322,336,53,1,1,image_stim_n.png,527.5509311979986,0.11872473318936595,42,0.6389433469739743,21,524.8170721870265,526.8526599990437,13,523.1228381750407,Monday,y,male,0.693294511991553,faceWord_exp
km,neu,42,22,537.6079902800266,0.7017351020476781,rocket,180,5.8,533.8542273259955,336,54,1,1,image_stim_n.png,537.589324057044,-0.17528733847197087,42,0.7204013250302523,21,534.8552930460428,536.8875889549963,13,533.1588246480096,Monday,y,male,0.6954026779858395,faceWord_exp
km,pos,31,21,547.6462531380239,0.7020325610064901,kiss,180,7.78,543.8921190410038,336,55,1,1,image_stim_p.png,547.6274281410151,-2.8785481086132907,42,0.7208575580152683,21,544.89332959702,546.9253955800086,11,543.1967724510469,Monday,b,male,0.6953465899568982,faceWord_exp
km,pos,31,21,560.1215853579924,0.7019494249834679,wealthy,336,6.37,553.9305145289982,180,56,1,1,image_stim_p.png,560.2667088310118,-1.8465637543339983,42,0.5568259519641288,21,554.9308393900283,559.5647594060283,11,553.2354299669969,Monday,b,male,0.6950845620012842,faceWord_exp
km,neu,41,21,567.705335463048,0.7010414380347356,keyboard,180,5.17,563.9684162850026,336,57,1,1,image_stim_p.png,567.7032940870267,-0.08455950357770388,42,0.7030828140559606,21,564.9694163520471,567.002252648992,13,563.2735853129998,Monday,b,male,0.6948309720028192,faceWord_exp
km,neu,41,21,577.5959961230401,0.701143346959725,corkscrew,180,5.26,574.0064787790179,336,58,1,1,image_stim_p.png,577.7417312519974,-0.3369766028281135,42,0.5554082180024125,21,575.0075739030144,577.0405879050377,13,573.3121075759991,Monday,b,male,0.694371203018818,faceWord_exp
km,neu,42,22,587.5820221360191,0.7009422369883396,school,180,5.41,584.0445418070303,336,59,1,1,image_stim_n.png,587.7796284930082,0.26215401176465297,42,0.5033358799992129,21,585.0456074720132,587.0786862560199,13,583.3497811940033,Monday,y,male,0.6947606130270287,faceWord_exp
km,neg,32,22,597.5726927620126,0.6979375429800712,hurricane,180,3.16,594.0828248890466,336,60,1,1,image_stim_n.png,597.8178738050046,3.648586845460279,42,0.4527564999880269,21,595.0838896060013,597.1199362620246,12,593.3903899040306,Monday,y,male,0.692434985016007,faceWord_exp
