img,word_trigger,duration_frames,offset_img,duration_measured_img,duration_measured_word,scan day,no,word_score_pc,age,img_trigger,gender,correct_resp,word_label,key_t,onset_word,onset_img,response,offset_word,ID,pause_trigger,word,word_score_warriner,pause_trigger_t,delay_frames_before,rt,delay_frames_after,session,condition
image_stim_p.png,11,42,8.01173750939779,0.6793274446390569,0.6900739963166416,Tuesday,1,-2.2727319315779937,23,21,female,1,pos,7.762129048351198,0.9880036031827331,7.332410064758733,b,1.6780775994993746,2019102204,31,pie,6.45,2.6784423515200615,336,0.4297189835924655,180,1,faceWord_exp
image_stim_n.png,12,42,15.428729309001938,0.678893078584224,0.6959321643225849,Tuesday,2,4.010420717126172,23,22,female,1,neg,15.179094542283565,11.015940017765388,14.749836230417714,y,11.711872182087973,2019102204,32,lonely,2.67,12.712200362700969,180,0.4292583118658513,336,1,faceWord_exp
image_stim_p.png,13,42,25.42924227169715,0.6736409056466073,0.6962292273528874,Tuesday,3,0.3759356543037889,23,21,female,1,neu,25.41294905077666,21.032780847745016,24.75560136605054,b,21.729010075097904,2019102204,41,fence,5.05,22.72937707277015,180,0.657347684726119,336,1,faceWord_exp
image_stim_n.png,12,42,35.429730211850256,0.6742199535947293,0.6957913322839886,Tuesday,4,3.3697994362845387,23,22,female,1,neg,35.18006432731636,31.033657600171864,34.755510258255526,y,31.729448932455853,2019102204,32,envy,3.05,32.729788661934435,180,0.42455406906083226,336,1,faceWord_exp
image_stim_n.png,12,42,45.43015912431292,0.6822929398622364,0.6952421190217137,Tuesday,5,2.166851165767892,23,22,female,1,neg,45.19700268120505,41.03466556058265,44.747866184450686,y,41.729907679604366,2019102204,32,aggressive,3.08,42.73028398049064,180,0.4491364967543632,336,1,faceWord_exp
image_stim_p.png,11,42,58.03064270154573,0.6738507102709264,0.6961737284436822,Tuesday,6,-2.1296901000704778,23,21,female,1,pos,57.86431095213629,51.03416158026084,57.356791991274804,b,51.730335308704525,2019102204,31,zoo,7.0,52.73070230637677,336,0.5075189608614892,180,1,faceWord_exp
image_stim_n.png,13,42,65.43094829749316,0.674923472572118,0.6974380100145936,Tuesday,7,-0.9990759838186469,23,22,female,1,neu,65.4481740903575,61.03335155476816,64.75602482492104,y,61.730789564782754,2019102204,42,field,5.73,62.73124702856876,180,0.6921492654364556,336,1,faceWord_exp
image_stim_n.png,12,42,78.03152619069442,0.681690794415772,0.6975111528299749,Tuesday,8,1.3014161644429498,23,22,female,1,neg,78.03220340400003,71.03373042214662,77.34983539627865,y,71.7312415749766,2019102204,32,gasp,4.5,72.7316756201908,336,0.6823680077213794,180,1,faceWord_exp
image_stim_p.png,11,42,85.43189819273539,0.6763462300878018,0.696837468072772,Tuesday,9,-1.0543324261381863,23,21,female,1,pos,85.38226528675295,81.03485707938671,84.75555196264759,b,81.73169454745948,2019102204,31,oak,6.47,82.7321080614347,180,0.6267133241053671,336,1,faceWord_exp
image_stim_p.png,11,42,98.0324388728477,0.6757739193271846,0.6970495185814798,Tuesday,10,-1.6708771386143015,23,21,female,1,pos,98.1829707948491,91.03508549043909,97.35666495352052,b,91.73213500902057,2019102204,31,pineapple,6.9,92.73239004658535,336,0.8263058413285762,180,1,faceWord_exp
image_stim_p.png,13,42,108.03290660236962,0.68152911006473,0.6961916934233159,Tuesday,11,-0.8455595735963974,23,21,female,1,neu,108.16688673687167,101.03639500495046,107.35137749230489,b,101.73258669837378,2019102204,41,whale,5.81,102.73293380625546,336,0.8155092445667833,180,1,faceWord_exp
image_stim_p.png,13,42,115.43320417846553,0.6819560977164656,0.6955953224096447,Tuesday,12,-0.18281188470513854,23,21,female,1,neu,115.41691095754504,111.03744274470955,114.75124808074906,b,111.7330380671192,2019102204,41,spatula,5.14,112.73342752084136,180,0.6656628767959774,336,1,faceWord_exp
image_stim_n.png,12,42,125.43364271498285,0.6736854971386492,0.6962536082137376,Tuesday,13,0.13451130194660302,23,22,female,1,neg,125.25068539381027,121.0372704740148,124.7599572178442,y,121.73352408222854,2019102204,32,diplomat,4.65,122.73385226284154,180,0.4907281759660691,336,1,faceWord_exp
image_stim_p.png,13,42,138.0342616706621,0.67411601357162,0.6968230321072042,Tuesday,14,-0.9222259722889368,23,21,female,1,neu,137.88456607982516,131.03712900029495,137.36014565709047,b,131.73395203240216,2019102204,41,beer,5.67,132.73429368669167,336,0.5244204227346927,180,1,faceWord_exp
image_stim_p.png,11,42,148.03471464314498,0.6815095408819616,0.697461107512936,Tuesday,15,-2.8785481086132907,23,21,female,1,pos,147.78504811716266,141.03695191745646,147.35320510226302,b,141.7344130249694,2019102204,31,kiss,7.78,142.73483391758054,336,0.4318430148996413,180,1,faceWord_exp
image_stim_n.png,12,42,155.43502152268775,0.6744307205080986,0.6969869621098042,Tuesday,16,0.397042668763988,23,22,female,1,neg,155.1353785111569,151.0378816020675,154.76059080217965,y,151.7348685641773,2019102204,32,policeman,4.21,152.735212784959,180,0.37478770897723734,336,1,faceWord_exp
image_stim_n.png,12,42,165.4354693624191,0.6823186040855944,0.6968631322961301,Tuesday,17,2.561630339716405,23,22,female,1,neg,165.21918518817984,161.03844011877663,164.7531507583335,y,161.73530325107276,2019102204,32,hospital,3.52,162.7356850055512,180,0.4660344298463315,336,1,faceWord_exp
image_stim_n.png,13,42,178.03605431318283,0.673658870626241,0.6971865009982139,Tuesday,18,0.1935892361901769,23,22,female,1,neu,178.03673762176186,171.0385613818653,177.3623954425566,y,171.7357478828635,2019102204,42,bridge,5.44,172.73612899589352,336,0.6743421792052686,180,1,faceWord_exp
image_stim_p.png,11,42,185.4363720996771,0.676679543685168,0.696788706118241,Tuesday,19,-1.5151286486205269,23,21,female,1,pos,185.35341939819045,181.03943075588904,184.75969255599193,b,181.73621946200728,2019102204,31,lake,7.13,182.73657234432176,180,0.5937268421985209,336,1,faceWord_exp
image_stim_p.png,13,42,195.43688089190982,0.6814267740119249,0.6970658793579787,Tuesday,20,-0.17528733847197087,23,21,female,1,neu,195.4205401923973,191.0395577934105,194.7554541178979,b,191.73662367276847,2019102204,41,rocket,5.8,192.73702627955936,180,0.6650860744994134,336,1,faceWord_exp
image_stim_p.png,13,42,208.03740713582374,0.6814720071852207,0.6972214682027698,Tuesday,21,-0.8050043475134195,23,21,female,1,neu,208.03805066482164,201.03989495662972,207.35593512863852,b,201.7371164248325,2019102204,41,famous,5.89,202.7375049162656,336,0.6821155361831188,180,1,faceWord_exp
image_stim_n.png,12,42,218.03782931133173,0.6748031717725098,0.6970812778454274,Tuesday,22,0.5814463879932942,23,22,female,1,neg,218.0718077137135,211.04049646062776,217.36302613955922,y,211.7375777384732,2019102204,32,sandpaper,4.95,212.73813176364638,336,0.7087815741542727,180,1,faceWord_exp
image_stim_p.png,13,42,225.43821478728205,0.6759433026891202,0.6975172481033951,Tuesday,23,0.11872473318936595,23,21,female,1,neu,225.58877429831773,221.0405048013199,224.76227148459293,b,221.7380220494233,2019102204,41,noun,5.22,222.73849747818895,180,0.8265028137248009,336,1,faceWord_exp
image_stim_n.png,12,42,238.03878305619583,0.673770188819617,0.6955148007255048,Tuesday,24,1.7036686386059527,23,22,female,1,neg,238.12262309668586,231.0429586172104,237.3650128673762,y,231.7384734179359,2019102204,32,jury,4.23,232.73892382415943,336,0.7576102293096483,180,1,faceWord_exp
image_stim_n.png,13,42,248.03929313155822,0.680776507826522,0.6971791225951165,Tuesday,25,0.26215401176465297,23,22,female,0,neu,247.8062836159952,241.0417941052001,247.3585166237317,b,241.7389732277952,2019102204,42,school,5.41,242.7393966866657,336,0.4477669922634959,180,1,faceWord_exp
image_stim_n.png,12,42,258.0397233273834,0.6813279669731855,0.6971431926358491,Tuesday,26,3.6605330306018913,23,22,female,1,neg,257.8233201354742,251.04223713302054,257.3583953604102,y,251.73938032565638,2019102204,32,tornado,3.63,252.7397614386864,336,0.46492477506399155,180,1,faceWord_exp
image_stim_p.png,11,42,265.4400048633106,0.6756154429167509,0.697047914378345,Tuesday,27,-1.1443669013398097,23,21,female,1,pos,265.47386585199274,261.04277800559066,264.76438942039385,b,261.739825919969,2019102204,31,moral,6.85,262.7401890680194,180,0.7094764315988868,336,1,faceWord_exp
image_stim_n.png,12,42,278.04062959342264,0.6754935381468385,0.6973930974490941,Tuesday,28,4.314775126713813,23,22,female,1,neg,278.1413075767923,271.04290985525586,277.3651360552758,y,271.74030295270495,2019102204,32,deceit,2.89,272.7406523062382,336,0.7761715215165168,180,1,faceWord_exp
image_stim_n.png,13,42,285.44089893903583,0.6817414809484035,0.6951121941674501,Tuesday,29,-0.5907285556577869,23,22,female,1,neu,285.30786549136974,281.04567805700935,284.75915745808743,y,281.7407902511768,2019102204,42,truck,5.16,282.7411017501727,180,0.5487080332823098,336,1,faceWord_exp
image_stim_n.png,13,42,295.44137244299054,0.6804640467744321,0.6972926864400506,Tuesday,30,-1.0601571884744718,23,22,female,1,neu,295.47516991291195,291.04390177549794,294.7609083962161,y,291.741194461938,2019102204,42,fiddle,5.05,292.7416198456194,180,0.7142615166958421,336,1,faceWord_exp
image_stim_p.png,11,42,305.44184177648276,0.6742918132804334,0.6970742200501263,Tuesday,31,-3.1501939707833047,23,21,female,1,pos,305.60903776669875,301.0445703272708,304.7675499632023,b,301.7416445473209,2019102204,31,happy,8.47,302.74206832703203,180,0.8414878034964204,336,1,faceWord_exp
image_stim_p.png,11,42,315.4422697266564,0.6796261116396636,0.6974970374722034,Tuesday,32,-1.9273821271493088,23,21,female,1,pos,315.4927928587422,311.044602728216,314.7626436150167,b,311.7420997656882,2019102204,31,sled,6.35,312.74253477342427,180,0.7301492437254637,336,1,faceWord_exp
image_stim_n.png,13,42,328.04298877250403,0.6719172354787588,0.697391172638163,Tuesday,33,-1.1856791528275217,23,22,female,1,neu,328.0600759787485,321.0451644528657,327.3710715370253,y,321.7425556255039,2019102204,42,hamster,5.88,322.7430384326726,336,0.6890044417232275,180,1,faceWord_exp
image_stim_p.png,11,42,338.04332593572326,0.6749369464814663,0.6975265510845929,Tuesday,34,-2.40140153221556,23,21,female,1,pos,337.9603366625961,331.04547659331,337.3683889892418,b,331.7430031443946,2019102204,31,love,8.0,332.7433659718372,336,0.5919476733542979,180,1,faceWord_exp
image_stim_n.png,12,42,345.4436610455159,0.6745837430935353,0.6970145509112626,Tuesday,35,3.457530661450998,23,22,female,1,neg,345.51084311306477,341.04643226298504,344.7690773024224,y,341.7434468138963,2019102204,32,victim,2.05,342.74383305967785,180,0.7417658106423914,336,1,faceWord_exp
