word_label,session,key_t,word_score_pc,word_score_warriner,rt,condition,img,word_trigger,duration_frames,delay_frames_before,no,offset_word,duration_measured_word,scan day,duration_measured_img,offset_img,ID,pause_trigger,correct_resp,onset_word,gender,onset_img,img_trigger,word,age,response,pause_trigger_t,delay_frames_after
pos,2,185.93426588999864,-1.3503642789447028,7.68,0.46016819500073325,faceWord_exp,image_stim_p.png,11,42,180,19,182.4487548939942,0.6949615089979488,Monday,0.6913607909955317,186.16545848599344,K,31,1,181.75379338499624,female,185.4740976949979,21,musical,23,b,183.44927734299563,336
neg,2,195.9507216119964,3.561717315569441,4.76,0.46017649699933827,faceWord_exp,image_stim_n.png,12,42,180,20,192.46529689199815,0.6953151390043786,Monday,0.6913698790012859,196.18191499399836,K,32,0,191.76998175299377,female,195.49054511499708,22,landslide,23,b,193.46579132399347,336
pos,2,206.23455465000006,-1.0752281295040744,6.4,0.7273275360057596,faceWord_exp,image_stim_p.png,11,42,180,21,202.4818632319948,0.6957939099957002,Monday,0.6912509540125029,206.1984780680068,K,31,0,201.7860693219991,female,205.5072271139943,21,mercy,23,y,203.48228618499706,336
neu,2,218.80050166300498,0.650019808676411,5.19,0.6766205200110562,faceWord_exp,image_stim_n.png,13,42,336,22,212.49833199000568,0.6955292880011257,Monday,0.6910595730005298,218.81494071599445,K,42,1,211.80280270200456,female,218.12388114299392,22,highway,23,y,213.49883938700077,180
neg,2,228.8836930010002,1.3393636650983416,4.78,0.6097801760042785,faceWord_exp,image_stim_n.png,12,42,336,23,222.51488482300192,0.6957980379957007,Monday,0.740903106998303,229.01481593199424,K,32,1,221.81908678500622,female,228.27391282499593,22,heavy,23,y,223.51540067199676,180
pos,2,239.2669764309976,-1.3695211950901562,7.59,0.7578413879964501,faceWord_exp,image_stim_p.png,11,42,336,24,232.88146000700362,0.6939305670093745,Monday,0.7055531749938382,239.214688217995,K,31,1,232.18752943999425,female,238.50913504300115,21,tree,23,b,233.88187331499648,180
pos,2,248.7668029119959,-3.1565376907491283,8.53,0.22642532599275,faceWord_exp,image_stim_p.png,11,42,336,25,242.91440751300252,0.6953141380072339,Monday,0.6908141780004371,249.2311917640036,K,31,1,242.21909337499528,female,248.54037758600316,21,vacation,23,b,243.9150640529988,180
pos,2,256.3332445260021,-1.7947555393350414,6.4,0.3593485659948783,faceWord_exp,image_stim_p.png,11,42,180,26,252.93111189799674,0.6955620679946151,Monday,0.6914863509882707,256.6653823109955,K,31,1,252.23554983000213,female,255.9738959600072,21,piano,23,b,253.931644804994,336
neu,2,268.98312917699513,0.0657349158769076,5.29,0.39356848399620503,faceWord_exp,image_stim_p.png,13,42,336,27,262.9642422629986,0.6958210140001029,Monday,0.6913712149980711,269.280931907997,K,41,1,262.2684212489985,female,268.58956069299893,21,camel,23,b,263.96467379300157,180
neu,2,279.1330097519967,-0.02119054453060663,5.97,0.5271332989941584,faceWord_exp,image_stim_n.png,13,42,336,28,272.9807391619979,0.6955921189946821,Monday,0.6916500359948259,279.2975264889974,K,42,1,272.28514704300324,female,278.60587645300257,22,power,23,y,273.98111639599665,180
pos,2,286.63289133699436,-1.8879163634684628,7.88,0.6100906489882618,faceWord_exp,image_stim_p.png,11,42,180,29,282.99741033600003,0.6937207070004661,Monday,0.6912852809909964,286.7140859689971,K,31,1,282.30368962899956,female,286.0228006880061,21,joke,23,b,283.9979547260009,336
pos,2,296.4825670680002,-2.461915733068042,7.0,0.44372025100165047,faceWord_exp,image_stim_p.png,11,42,180,30,293.01375516499684,0.6955101490020752,Monday,0.6916384799988009,296.73048529699736,K,31,1,292.31824501599476,female,296.03884681699856,21,embrace,23,b,294.0144161680073,336
neu,2,306.4326977460005,-0.8400509032218062,5.94,0.37478128699876834,faceWord_exp,image_stim_p.png,13,42,180,31,303.030372017005,0.6933982769987779,Monday,0.6891625550051685,306.7470790140069,K,41,1,302.3369737400062,female,306.0579164590017,21,store,23,b,304.0307933889999,336
neu,2,319.3656501670048,0.4272037094573085,5.03,0.692869802005589,faceWord_exp,image_stim_n.png,13,42,336,32,313.0470203820005,0.6953970100003062,Monday,0.6906319099944085,319.3634122749936,K,42,1,312.3516233720002,female,318.6727803649992,22,scissors,23,y,314.0474946049944,180
pos,2,329.18239527900005,-1.5621536719325724,6.81,0.49295017900294624,faceWord_exp,image_stim_p.png,11,42,336,33,323.0634492060053,0.6949589860014385,Monday,0.6906670790049247,329.380112179002,K,31,0,322.3684902200039,female,328.6894450999971,21,sailboat,23,y,324.06388013799733,180
neg,2,339.36525683400396,4.537930167489568,2.35,0.6603054830047768,faceWord_exp,image_stim_n.png,12,42,336,34,333.0799718310009,0.6947837930056266,Monday,0.6916401610069443,339.3965915120061,K,32,0,332.38518803799525,female,338.7049513509992,22,terrorist,23,b,334.08041099700495,180
neu,2,346.6986239849939,-0.32263149533554664,5.67,0.5761951929889619,faceWord_exp,image_stim_n.png,13,42,180,35,343.09641206600645,0.6952890740067232,Monday,0.6906391499942401,346.8130679419992,K,42,1,342.4011229919997,female,346.12242879200494,22,attribute,23,y,344.0970848870056,336
neg,2,356.8819344910007,4.02985566434138,3.52,0.5266049780038884,faceWord_exp,image_stim_n.png,12,42,180,36,353.11317739299557,0.6956173669896089,Monday,0.7245325630065054,357.07986207600334,K,32,1,352.41756002600596,female,356.35532951299683,22,problem,23,y,354.1802480970073,336
neu,2,367.06498237900087,-0.5485436049411244,5.72,0.5932200370007195,faceWord_exp,image_stim_n.png,13,42,180,37,363.4463100510038,0.6964826620096574,Monday,0.6911810290039284,367.1629433710041,K,42,1,362.74982738899416,female,366.47176234200015,22,apartment,23,y,364.44691834600235,336
pos,2,376.7009725289972,-1.7608811602119443,7.5,0.21029690399882384,faceWord_exp,image_stim_p.png,11,42,180,38,373.4628713429993,0.693321750004543,Monday,0.6887001910072286,377.17937581600563,K,31,1,372.76954959299474,female,376.4906756249984,21,summer,23,b,374.46343737799907,336
neu,2,387.01507918699645,-0.34443889393116306,5.43,0.5105975350015797,faceWord_exp,image_stim_n.png,13,42,180,39,383.47942661300476,0.6942671970027732,Monday,0.6914438480016543,387.1959254999965,K,42,1,382.785159416002,female,386.50448165199487,22,asparagus,23,y,384.4799721370073,336
neu,2,397.1979136250011,-0.5451009915059291,5.8,0.6763279830047395,faceWord_exp,image_stim_n.png,13,42,180,40,393.49574261500675,0.6949832560057985,Monday,0.6909265360009158,397.21251217799727,K,42,1,392.80075935900095,female,396.52158564199635,22,toaster,23,y,394.4967334880057,336
pos,2,407.16442578900023,-2.2291915044129413,6.73,0.6261241739994148,faceWord_exp,image_stim_p.png,11,42,180,41,403.51225605100626,0.6958917410083814,Monday,0.6906436449935427,407.22894525999436,K,31,1,402.8163643099979,female,406.5383016150008,21,luck,23,b,404.5129353550001,336
neu,2,419.7145253380004,0.10630403813009667,5.86,0.5600909430067986,faceWord_exp,image_stim_p.png,13,42,336,42,413.52878701400186,0.6954583509941585,Monday,0.6912672470061807,419.84570164199977,K,41,1,412.8333286630077,female,419.1544343949936,21,whole,23,b,414.5292603380076,180
pos,2,427.01387269599945,-1.3205598447631597,6.17,0.4425954619946424,faceWord_exp,image_stim_p.png,11,42,180,43,423.54545119800605,0.6954888590116752,Monday,0.6906704159919173,427.2619476499967,K,31,1,422.8499623389944,female,426.5712772340048,21,chicken,23,b,424.54573601600714,336
pos,2,437.4308491260017,-1.7539828459428422,6.91,0.5093973729963182,faceWord_exp,image_stim_p.png,11,42,180,44,433.7617415160057,0.744954895999399,Monday,0.6905166929936968,437.6119684459991,K,31,1,433.0167866200063,female,436.9214517530054,21,spaghetti,23,b,434.8466585499991,336
neu,2,447.3975198209955,0.3296196251321362,5.15,0.45765441399998963,faceWord_exp,image_stim_p.png,13,42,180,45,443.91170127599617,0.6938224129989976,Monday,0.6886603610037128,447.62852576799924,K,41,1,443.21787886299717,female,446.9398654069955,21,pan,23,b,444.91260232900095,336
neg,2,460.1806454089965,0.7321109855355353,3.48,0.6265458830021089,faceWord_exp,image_stim_n.png,12,42,336,46,453.92830261700146,0.6960192560072755,Monday,0.690892155005713,460.2449916810001,K,32,0,453.2322833609942,female,459.5540995259944,22,axe,23,b,454.9289019449934,180
pos,2,470.06366939100553,-2.7563434535584275,7.21,0.4935090390063124,faceWord_exp,image_stim_p.png,11,42,336,47,463.945040532999,0.695554550999077,Monday,0.6914168250077637,470.261577177007,K,31,1,463.2494859819999,female,469.5701603519992,21,optimism,23,b,464.94521829200676,180
neg,2,477.6133576239954,-0.14866519221167074,4.43,0.6262573449930642,faceWord_exp,image_stim_n.png,12,42,180,48,473.96150845299417,0.6962571209878661,Monday,0.6911197930021444,477.6782200720045,K,32,1,473.2652513320063,female,476.98710027900233,22,van,23,y,474.96196099299414,336
neg,2,490.16341331500735,3.4738609063027237,2.29,0.5596542860002955,faceWord_exp,image_stim_n.png,12,42,336,49,483.9780542320077,0.6961889970116317,Monday,0.6906668189913034,490.29442584799835,K,32,1,483.2818652349961,female,489.60375902900705,22,sick,23,y,484.9785332140018,180
neu,2,496.6631883020018,-0.06058349899147484,5.48,-0.3575630050036125,faceWord_exp,image_stim_n.png,13,42,180,50,493.9943622080027,0.6950530100002652,Monday,0.6903782159934053,497.7111295229988,K,42,1,493.29930919800245,female,497.0207513070054,22,business,23,y,494.99526815800346,336
neg,2,507.47990589200344,0.16339675594021513,4.41,0.4433353159984108,faceWord_exp,image_stim_n.png,12,42,180,51,504.01088082199567,0.6960137739952188,Monday,0.6909423939941917,507.7275129699992,K,32,1,503.31486704800045,female,507.03657057600503,22,jaw,23,y,505.0113416170061,336
neu,2,520.2131986580061,-0.6680004122251881,5.82,0.47919367300346494,faceWord_exp,image_stim_p.png,13,42,336,52,514.0274870519934,0.6954069809871726,Monday,0.6944082859990885,520.4284132710018,K,41,1,513.3320800710062,female,519.7340049850027,21,monkey,23,b,515.0279831340013,180
neg,2,530.3635622000002,3.4296451702105397,2.53,0.6112780480034417,faceWord_exp,image_stim_n.png,12,42,336,53,524.1276026889973,0.6933377029927215,Monday,0.6918133680010214,530.4440975199977,K,32,1,523.4342649860046,female,529.7522841519967,22,angry,23,y,525.1277088979987,180
neu,2,536.2460166600067,-0.049892793833906636,5.5,-0.9234646209952189,faceWord_exp,image_stim_n.png,13,42,180,54,534.1440229589934,0.6960115839901846,Monday,0.6911426489969017,537.8606239299988,K,42,1,533.4480113750033,female,537.1694812810019,22,nose,23,y,535.1444650379999,336
neg,2,550.3290582879999,2.483224745184551,3.57,0.542924038003548,faceWord_exp,image_stim_n.png,12,42,336,55,544.1605698500061,0.695830629003467,Monday,0.6910020360082854,550.4771362860047,K,32,1,543.4647392210027,female,549.7861342499964,22,cough,23,y,545.161082022998,180
pos,2,558.062507619994,-2.4114282062334524,6.48,0.8597656629863195,faceWord_exp,image_stim_p.png,11,42,180,56,554.1771240999951,0.6954913719964679,Monday,0.690967392991297,557.893709349999,K,31,1,553.4816327279987,female,557.2027419570077,21,carnival,23,b,555.177544954,336
neu,2,570.3624388690077,-0.09980687036967174,5.55,0.5429928040102823,faceWord_exp,image_stim_p.png,13,42,336,57,564.193636993994,0.6954738529893802,Monday,0.690746082997066,570.5101921479945,K,41,1,563.4981631410046,female,569.8194460649975,21,eggplant,23,b,565.1940458260069,180
neg,2,577.8127088420006,1.0482300490198866,4.75,0.5774662570038345,faceWord_exp,image_stim_n.png,12,42,180,58,574.2101602869952,0.6954126769996947,Monday,0.6915182840020861,577.9267608689988,K,32,1,573.5147476099955,female,577.2352425849967,22,ricochet,23,y,575.2106449620042,336
pos,2,587.9790412510047,-2.0702836690965865,6.95,0.7265737039997475,faceWord_exp,image_stim_p.png,11,42,180,59,584.2267145829974,0.6951959949947195,Monday,0.6908054599916795,587.9432730069966,K,31,0,583.5315185880027,female,587.2524675470049,21,restaurant,23,y,585.2271234579966,336
neu,2,600.5954794340068,0.3495373155897487,5.5,0.70809528400423,faceWord_exp,image_stim_p.png,13,42,336,60,594.2598619229975,0.6934801079914905,Monday,0.7057472269952996,600.5931313769979,K,41,1,593.566381815006,female,599.8873841500026,21,winter,23,b,595.2603115620004,180
