response,word_label,scan day,pause_trigger_t,offset_word,onset_img,age,delay_frames_before,word_score_warriner,word_score_pc,delay_frames_after,rt,word_trigger,word,img_trigger,key_t,gender,ID,duration_measured_word,img,onset_word,duration_frames,condition,correct_resp,no,session,offset_img,pause_trigger,duration_measured_img
y,neg,Monday,2.693265000008978,1.6917403000115883,4.727180700007011,74,180,2.81,3.6887696102955196,336,0.6310857999924337,12,malice,22,5.358266499999445,male,74,0.6818460000067716,image_stim_n.png,1.0098943000048166,42,faceWord_exp,1,1,3,5.408506000007037,32,0.6813253000000259
y,neg,Monday,12.708657800001674,11.707702400002745,17.36624890001258,74,336,3.0,3.4211910580769755,180,0.4254466999991564,12,tax,22,17.791695600011735,male,74,0.6973980999900959,image_stim_n.png,11.010304300012649,42,faceWord_exp,1,2,3,18.056913500011433,32,0.6906645999988541
b,pos,Monday,22.755314000009093,21.7558987000084,24.869130500010215,74,180,7.0,-1.8894778219780863,336,0.4719541999947978,11,coffee,21,25.341084700005013,male,74,0.6843378000048688,image_stim_p.png,21.071560900003533,42,faceWord_exp,1,3,3,25.55594970000675,31,0.6868191999965347
y,neg,Monday,32.856583200002206,31.855463800005964,34.937814500008244,74,180,2.11,3.6129749181587063,336,0.6018191999901319,12,criminal,22,35.539633699998376,male,74,0.6892515000072308,image_stim_n.png,31.166212299998733,42,faceWord_exp,1,4,3,35.62162020000687,32,0.6838056999986293
y,neg,Monday,42.938075600002776,41.93690700001025,44.97584800000186,74,180,4.59,2.1987551193617842,336,0.4794597000000067,12,volcano,22,45.45530770000187,male,74,0.697385999999824,image_stim_n.png,41.23952100001043,42,faceWord_exp,1,5,3,45.65433040000789,32,0.6784824000060325
y,neg,Monday,52.95392759999959,51.95290709999972,57.60918030000175,74,336,4.85,-0.3331872788781821,180,0.47784110000065994,12,voter,22,58.08702140000241,male,74,0.6921814999950584,image_stim_n.png,51.26072560000466,42,faceWord_exp,1,6,3,58.30201759999909,32,0.6928372999973362
y,neu,Monday,63.00273710000329,62.001599000010174,67.68236140000226,74,336,5.68,-0.4971407339658378,180,0.5195440000097733,13,cafeteria,22,68.20190540001204,male,74,0.6916760000021895,image_stim_n.png,61.309923000007984,42,faceWord_exp,1,7,3,68.3670936999988,42,0.68473229999654
b,neu,Monday,73.06843430000299,72.06654790000175,77.72290259999863,74,336,5.71,0.1511721542964875,180,0.5278988000063691,13,sum,21,78.250801400005,male,74,0.6972037999948952,image_stim_p.png,71.36934410000686,42,faceWord_exp,1,8,3,78.41613910000888,41,0.6932365000102436
y,neg,Monday,83.11660649999976,82.11508190000313,87.7715043000062,74,336,3.4,3.4172209593162717,180,0.5779557000059867,12,delirium,22,88.34946000001219,male,74,0.6973039000004064,image_stim_n.png,81.41777800000273,42,faceWord_exp,1,9,3,88.46456780000881,32,0.6930635000026086
y,neg,Monday,93.1653776000021,92.16430340000079,97.85064910000074,74,336,4.95,1.239138220826116,180,0.5638392000109889,12,debate,22,98.41448830001173,male,74,0.6901821999927051,image_stim_n.png,91.47412120000808,42,faceWord_exp,1,10,3,98.52993160000187,32,0.6792825000011362
b,pos,Monday,103.23081950000778,102.22949450000306,105.25042240000039,74,180,7.18,-1.7760144816699572,336,0.6454612000088673,11,island,21,105.89588360000926,male,74,0.6921072999975877,image_stim_p.png,101.53738720000547,42,faceWord_exp,1,11,3,105.9279649000091,31,0.6775425000087125
y,neu,Monday,113.22953090000374,112.22848320000048,115.28270330000669,74,180,5.63,-0.23071750329615884,336,0.5137575999979163,13,pen,22,115.7964609000046,male,74,0.6914150999946287,image_stim_n.png,111.53706810000585,42,faceWord_exp,1,12,3,115.96099600000889,42,0.6782927000022028
y,neu,Monday,123.27827880000405,122.2770862000034,127.93494080001255,74,336,5.81,-1.343270424679961,180,0.5424902999948245,13,jam,22,128.47743110000738,male,74,0.6926728999969782,image_stim_n.png,121.58441330000642,42,faceWord_exp,1,13,3,128.6260658000101,42,0.6911249999975553
y,neg,Monday,133.32634070000495,132.32554080001137,135.37791370000923,74,180,3.45,3.6017940902369654,336,0.5319656999927247,12,grievance,22,135.90987940000196,male,74,0.6906844000041019,image_stim_n.png,131.63485640000727,42,faceWord_exp,1,14,3,136.0584713999997,32,0.6805576999904588
y,neu,Monday,143.35931090000668,142.3579510999989,145.41112850001082,74,180,5.61,0.5990623206044929,336,0.5141928999946686,13,witness,22,145.9253214000055,male,74,0.6894342999876244,image_stim_n.png,141.66851680001128,42,faceWord_exp,1,15,3,146.0901012000104,42,0.6789726999995764
y,neu,Monday,153.39074470000924,152.38994079999975,158.0484204000095,74,336,5.82,-1.5026706526379858,180,0.40915599999425467,13,spiritual,22,158.45757640000375,male,74,0.6913861999928486,image_stim_n.png,151.6985546000069,42,faceWord_exp,1,16,3,158.73910080001224,42,0.6906804000027478
y,neg,Monday,163.43979319999926,162.4379928999988,165.493206500003,74,180,2.62,4.2618443246155895,336,0.5796606000076281,12,shame,22,166.07286710001063,male,74,0.6905636999872513,image_stim_n.png,161.74742920001154,42,faceWord_exp,1,17,3,166.17151359999843,32,0.6783070999954361
b,pos,Monday,173.47183990001213,172.47047070000554,178.12984100000176,74,336,6.32,-1.100912149643323,180,0.6920401000097627,11,saxophone,21,178.82188110001152,male,74,0.6926533999940148,image_stim_p.png,171.77781730001152,42,faceWord_exp,1,18,3,178.82000390000758,31,0.6901629000058165
b,pos,Monday,183.52075070000137,182.519484000004,188.17270300000382,74,336,7.23,-2.484088237918995,180,0.5473159999964992,11,butterfly,21,188.72001900000032,male,74,0.6892962999991141,image_stim_p.png,181.8301877000049,42,faceWord_exp,1,19,3,188.85195799999929,31,0.6792549999954645
y,neu,Monday,193.55185950000305,192.5507951000036,198.20618720000493,74,336,5.75,0.5062695562835388,180,0.46254639999824576,13,year,21,198.66873360000318,male,74,0.6923644999915268,image_stim_p.png,191.85843060001207,42,faceWord_exp,0,20,3,198.90005890000612,41,0.693871700001182
y,neg,Monday,203.60128620000614,202.60013350000372,208.2531852000102,74,336,4.68,0.41231466195915456,180,0.6813782999961404,12,foot,22,208.93456350000633,male,74,0.6947463999968022,image_stim_n.png,201.90538710000692,42,faceWord_exp,1,21,3,208.93270960000518,32,0.6795243999949889
b,neu,Monday,213.63342860000557,212.6322358000034,218.2858586000075,74,336,5.65,0.13339963708933658,180,0.48060549999354407,13,pencil,21,218.76646410000103,male,74,0.6919668999908026,image_stim_p.png,211.9402689000126,42,faceWord_exp,1,22,3,218.96457910000754,41,0.678720500000054
b,pos,Monday,223.66489580000052,222.6639823000005,228.31800160001148,74,336,6.84,-1.728066945394655,180,0.5810970999882556,11,computer,21,228.89909869999974,male,74,0.6806011000007857,image_stim_p.png,221.9833811999997,42,faceWord_exp,1,23,3,228.99698020001233,31,0.6789786000008462
b,pos,Monday,233.69743010000093,232.69634270000097,235.75086140001076,74,180,7.25,-1.6019047514101912,336,0.5299535999947693,11,family,21,236.28081500000553,male,74,0.6916803999920376,image_stim_p.png,232.00466230000893,42,faceWord_exp,1,24,3,236.4291910000029,31,0.6783295999921393
b,pos,Monday,243.72947660001228,242.7283305000019,245.7824740000069,74,180,8.21,-3.230607919269787,336,0.6304404999973485,11,joy,21,246.41291450000426,male,74,0.6934865999937756,image_stim_p.png,242.03484390000813,42,faceWord_exp,1,25,3,246.4612718999997,31,0.6787978999927873
y,neg,Monday,253.76101090000884,252.76019790000282,258.41818390000844,74,336,4.7,0.33736940436804663,180,0.5930917999939993,12,radish,22,259.01127570000244,male,74,0.6930934999982128,image_stim_n.png,252.0671044000046,42,faceWord_exp,1,26,3,259.1096233999997,32,0.6914394999912474
b,neu,Monday,263.8102499000088,262.80905120000534,265.8663615000114,74,180,5.48,0.2046331385026182,336,0.6106137999886414,13,glass,21,266.47697530000005,male,74,0.6921529999963241,image_stim_p.png,262.116898200009,42,faceWord_exp,1,27,3,266.5586639000103,41,0.69230239999888
b,pos,Monday,273.85858590000134,272.8576266000018,278.5173073000042,74,336,7.0,-1.9950971558262764,180,0.5241722000064328,11,park,21,279.0414795000106,male,74,0.6905529999930877,image_stim_p.png,272.16707360000873,42,faceWord_exp,1,28,3,279.20674550000695,31,0.689438200002769
b,pos,Monday,283.9072407000058,282.90660670000943,288.58660770001006,74,336,7.3,-1.4443598905895143,180,0.6199454000015976,11,raspberry,21,289.20655310001166,male,74,0.6919077000056859,image_stim_p.png,282.21469900000375,42,faceWord_exp,1,29,3,289.272086500001,31,0.6854787999909604
b,neu,Monday,293.9729614000098,292.9713444000081,296.0279998000042,74,180,5.73,0.30770997164376424,336,0.5948530000023311,13,reality,21,296.6228528000065,male,74,0.6908663000067463,image_stim_p.png,292.28047810000135,42,faceWord_exp,1,30,3,296.7214711000124,41,0.6934713000082411
b,pos,Monday,304.0217424000002,303.0206240000116,306.0767373999988,74,180,7.48,-2.2287379941341,336,0.5942082000110531,11,hope,21,306.6709456000099,male,74,0.6932579000131227,image_stim_p.png,302.32736609999847,42,faceWord_exp,1,31,3,306.7696520000027,31,0.69291460000386
b,pos,Monday,314.06958550000854,313.06871750000573,318.72547250000935,74,336,6.29,-1.6804307003665144,180,0.4776201999920886,11,flute,21,319.20309270000143,male,74,0.6929113999940455,image_stim_p.png,312.3758061000117,42,faceWord_exp,1,32,3,319.40150110000104,31,0.676028599991696
y,neu,Monday,324.10250190000806,323.1014065000054,326.1554160000087,74,180,5.7,0.07332602516344529,336,0.763756000000285,13,jungle,22,326.919172000009,male,74,0.6926844999979949,image_stim_n.png,322.4087220000074,42,faceWord_exp,1,33,3,326.83424920000834,42,0.6788331999996444
b,pos,Monday,334.1345624000096,333.13351710001007,338.79190290000406,74,336,6.26,-2.0727743906520253,180,0.5916135000006761,11,fountain,21,339.38351640000474,male,74,0.6785435000056168,image_stim_p.png,332.45497360000445,42,faceWord_exp,1,34,3,339.482353600004,31,0.6904506999999285
b,neg,Monday,344.1830134000047,343.1815748000081,346.23648410000897,74,180,4.6,0.041184453360586966,336,0.5799821999971755,12,cabbage,22,346.81646630000614,male,74,0.6931354999978794,image_stim_n.png,342.4884393000102,42,faceWord_exp,0,35,3,346.9150464999984,32,0.6785623999894597
y,neu,Monday,354.2153270000126,353.2142176000052,356.2690849000064,74,180,5.72,0.20373950943912453,336,0.5637082000030205,13,plane,22,356.83279310000944,male,74,0.6923949000047287,image_stim_n.png,352.5218227000005,42,faceWord_exp,1,36,3,356.94677510000474,42,0.6776901999983238
b,neu,Monday,364.24733990000095,363.2462899000093,368.9043849000009,74,336,5.55,-0.123291752025302,180,0.5588879999995697,13,faucet,21,369.46327290000045,male,74,0.6919976000062888,image_stim_p.png,362.554292300003,42,faceWord_exp,1,37,3,369.5951410999987,41,0.6907561999978498
b,pos,Monday,374.29562790000637,373.29463860001124,376.3447115000017,74,180,7.15,-1.9498998207384868,336,0.5673308999976143,11,symphony,21,376.91204239999934,male,74,0.6928957000054652,image_stim_p.png,372.6017429000058,42,faceWord_exp,1,38,3,377.02752280001005,31,0.6828113000083249
y,neg,Monday,384.3280706000078,383.32701000000816,386.3821478000027,74,180,3.28,2.3068979902815,336,0.5794304000010015,12,trial,22,386.9615782000037,male,74,0.6936255000036908,image_stim_n.png,382.63338450000447,42,faceWord_exp,1,39,3,387.05925840001146,32,0.6771106000087457
y,neg,Monday,394.3598467999982,393.3590636000008,399.0143504000007,74,336,4.57,0.7962654471128737,180,0.4946935000043595,12,reporter,22,399.50904390000505,male,74,0.6917191999964416,image_stim_n.png,392.66734440000437,42,faceWord_exp,1,40,3,399.69129180000164,32,0.6769414000009419
b,pos,Monday,404.392225100004,403.3907884000073,406.4452714000072,74,180,6.63,-1.4106928476010352,336,0.597043500005384,11,car,21,407.04231490001257,male,74,0.6944946000003256,image_stim_p.png,402.69629380000697,42,faceWord_exp,1,41,3,407.12393149999843,31,0.678660099991248
y,neg,Monday,414.42421209999884,413.4232211000053,419.08141720001004,74,336,3.23,3.9847946241932393,180,0.5591595000005327,12,snub,22,419.64057670001057,male,74,0.6935615999973379,image_stim_n.png,412.729659500008,42,faceWord_exp,1,42,3,419.77237310000055,32,0.690955899990513
y,neg,Monday,424.472998199999,423.47163770000043,426.5304357999994,74,180,4.32,1.7592404876513306,336,0.6420333000132814,12,cold,22,427.1724691000127,male,74,0.6931246999884024,image_stim_n.png,422.778513000012,42,faceWord_exp,1,43,3,427.22108060000755,32,0.6906448000081582
b,pos,Monday,434.5211503000028,433.5203002000053,439.1788269000099,74,336,6.75,-1.0841943171680315,180,0.5759574999974575,11,bird,21,439.75478440000734,male,74,0.6944013000029372,image_stim_p.png,432.82589890000236,42,faceWord_exp,1,44,3,439.8697305000096,31,0.6909035999997286
b,neu,Monday,444.5706079000083,443.56951169999957,449.22632560000056,74,336,5.89,-1.0048841857254538,180,0.6604256999999052,13,gum,21,449.88675130000047,male,74,0.6787811999965925,image_stim_p.png,442.890730500003,42,faceWord_exp,1,45,3,449.918708600002,41,0.6923830000014277
b,pos,Monday,454.6191675000009,453.6179913000087,459.2718867000076,74,336,6.71,-1.2474567486001964,180,0.5303202999930363,11,advantage,21,459.80220700000064,male,74,0.6917378000071039,image_stim_p.png,452.9262535000016,42,faceWord_exp,1,46,3,459.95071240000834,31,0.6788257000007434
b,neu,Monday,464.6516571000102,463.64975609999965,469.30472860000737,74,336,5.58,-0.945340141786388,180,0.5137526000034995,13,tuba,21,469.81848120001086,male,74,0.6938679999875603,image_stim_p.png,462.9558881000121,42,faceWord_exp,1,47,3,469.9826417000004,41,0.6779130999930203
b,pos,Monday,474.6832041000016,473.68191680000746,479.33705070000724,74,336,7.11,-1.9002611819546853,180,0.3620134999946458,11,couple,21,479.6990642000019,male,74,0.6918846000044141,image_stim_p.png,472.99003220000304,42,faceWord_exp,1,48,3,480.0146464999998,31,0.6775957999925595
b,neg,Monday,484.7152279000002,483.714181000003,486.7689098000119,74,180,3.37,2.411295736651624,336,0.5295284999883734,12,tobacco,22,487.29843830000027,male,74,0.6921030999947106,image_stim_n.png,483.0220779000083,42,faceWord_exp,0,49,3,487.4470011000085,32,0.6780912999965949
b,pos,Monday,494.74673800000164,493.7458908000117,499.40334400000575,74,336,6.75,-1.2126784285084091,180,0.5769999000040116,11,agreement,21,499.98034390000976,male,74,0.692713200012804,image_stim_p.png,493.0531775999989,42,faceWord_exp,1,50,3,500.0954092000029,31,0.6920651999971597
b,pos,Monday,504.7961049000005,503.79496660000586,509.44844849999936,74,336,7.11,-2.098490136277324,180,0.6306478000042262,11,rose,21,510.0790963000036,male,74,0.69352460000664,image_stim_p.png,503.1014419999992,42,faceWord_exp,1,51,3,510.12740840000333,31,0.6789599000039743
y,neg,Monday,514.8280573000084,513.8267657000106,519.4800626000069,74,336,3.47,3.583082910341294,180,0.5644398000004003,12,cyclone,22,520.0445024000073,male,74,0.6917460000113351,image_stim_n.png,513.1350196999992,42,faceWord_exp,1,52,3,520.1593560000038,32,0.6792933999968227
b,neu,Monday,524.8593962000014,523.8585290000046,529.5126951999991,74,336,5.34,-0.1793860699809707,180,0.5643952000100398,13,patent,21,530.0770904000092,male,74,0.6928503999952227,image_stim_p.png,523.1656786000094,42,faceWord_exp,1,53,3,530.1915740000113,41,0.6788788000121713
y,neu,Monday,534.8921642000059,533.8910990000004,539.548346399999,74,336,5.4,-1.7878104403788575,180,0.5610145000100601,13,harp,22,540.109360900009,male,74,0.6935738999891328,image_stim_n.png,533.1975251000113,42,faceWord_exp,1,54,3,540.2401794000034,42,0.691833000004408
b,pos,Monday,544.9403870000097,543.9398105,549.5927079000103,74,336,6.62,-1.0930411682114536,180,0.6983764999895357,11,goldfish,21,550.2910843999998,male,74,0.6918721999973059,image_stim_p.png,543.2479383000027,42,faceWord_exp,1,55,3,550.2719247000059,31,0.6792167999956291
y,neg,Monday,554.989607200012,553.9880300000077,559.6424582000036,74,336,3.95,1.8802224749820768,180,0.6295905000006314,12,dusty,22,560.2720487000042,male,74,0.6797424999967916,image_stim_n.png,553.3082875000109,42,faceWord_exp,1,56,3,560.3203732000111,32,0.6779150000074878
y,neu,Monday,565.0216323000059,564.020801000006,567.075568100001,74,180,5.1,0.05858023181365075,336,0.595825500000501,13,cabinet,22,567.6713936000015,male,74,0.6921382000000449,image_stim_n.png,563.328662800006,42,faceWord_exp,1,57,3,567.7533980000007,42,0.6778298999997787
y,neg,Monday,575.053409900007,574.052345300006,579.7186194000096,74,336,4.18,1.9197700017151131,180,0.5176623000006657,12,belch,22,580.2362817000103,male,74,0.6920435000065481,image_stim_n.png,573.3603017999994,42,faceWord_exp,1,58,3,580.4025667000096,32,0.6839472999999998
b,neu,Monday,585.1016458000086,584.1009533000033,589.7554977000109,74,336,5.24,0.6016604903777263,180,0.6797302999912063,13,toe,21,590.4352280000021,male,74,0.6943437000008998,image_stim_p.png,583.4066096000024,42,faceWord_exp,1,59,3,590.4335871000076,41,0.6780893999966793
y,neu,Monday,595.1344452000048,594.1336703999987,599.8318135000009,74,336,5.95,-0.6884171372613734,180,0.5518418999999994,13,egg,22,600.3836554000009,male,74,0.6937701999995625,image_stim_n.png,593.4399001999991,42,faceWord_exp,1,60,3,600.51552120001,42,0.6837077000091085
