no,word_score_pc,offset_img,duration_measured_img,img,offset_word,delay_frames_after,onset_word,word_trigger,pause_trigger_t,delay_frames_before,condition,gender,rt,scan day,duration_frames,ID,img_trigger,session,pause_trigger,word_label,word,correct_resp,duration_measured_word,word_score_warriner,age,response,key_t,onset_img
1,0.4395766978022416,7.972826132318005,0.6820844186004251,image_stim_n.png,1.6725338173564523,180,0.9808676799293607,13,2.672966258600354,336,faceWord_exp,female,0.48259904934093356,Wednesday,42,2019102308,22,4,42,neu,red,1,0.6916661374270916,5.67,23,y,7.773340763058513,7.29074171371758
2,-2.303583541830637,15.373209362383932,0.6859879391267896,image_stim_p.png,11.673021115828305,336,10.977205723291263,11,12.673514830181375,180,faceWord_exp,female,0.6030201599933207,Wednesday,42,2019102308,21,4,31,pos,wonder,1,0.6958153925370425,6.68,23,b,15.290241583250463,14.687221423257142
3,3.803034067475641,25.373683187179267,0.6840669757220894,image_stim_n.png,21.673483391758054,336,20.97661769296974,12,22.673820233903825,180,faceWord_exp,female,0.5842744065448642,Wednesday,42,2019102308,22,4,32,neg,flood,1,0.6968656987883151,2.76,23,y,25.273890618002042,24.689616211457178
4,2.6978270877422883,35.374121082248166,0.6860658940859139,image_stim_n.png,31.673937326762825,336,30.978745894506574,12,32.67436014395207,180,faceWord_exp,female,0.41981678339652717,Wednesday,42,2019102308,22,4,32,neg,scream,1,0.6951914322562516,3.02,23,y,35.10787197155878,34.68805518816225
5,-0.10198134801944247,47.97471533622593,0.6859231372363865,image_stim_n.png,41.674407622776926,180,40.97700040997006,12,42.674858670448884,336,faceWord_exp,female,0.40301926154643297,Wednesday,42,2019102308,22,4,32,neg,saw,1,0.6974072128068656,4.16,23,y,47.69181146053597,47.28879219898954
6,2.0765857872261098,55.37502253637649,0.6858897737693042,image_stim_n.png,51.67487150267698,336,50.978787598665804,12,52.67517498135567,180,faceWord_exp,female,0.6030644306447357,Wednesday,42,2019102308,22,4,32,neg,court,1,0.696083904011175,3.52,23,y,55.29219719325192,54.68913276260719
7,2.8314410724962364,67.97562031890266,0.6851920287590474,image_stim_n.png,61.6753026607912,180,60.978513633599505,12,62.67581786890514,336,faceWord_exp,female,0.5189674275461584,Wednesday,42,2019102308,22,4,32,neg,denial,1,0.6967890271916986,3.57,23,y,67.80939571768977,67.29042829014361
8,0.12602488928311428,75.3759608825203,0.6860944454092532,image_stim_p.png,71.67575402930379,336,70.97911064652726,13,72.67622785409912,180,faceWord_exp,female,0.7199981007725,Wednesday,42,2019102308,21,4,41,neu,shoulder,1,0.6966433827765286,5.1,23,b,75.40986453788355,74.68986643711105
9,2.8496222967354625,85.376422196161,0.6852731918916106,image_stim_n.png,81.67624164861627,336,80.98002910311334,12,82.6766420097556,180,faceWord_exp,female,0.7691597484517843,Wednesday,42,2019102308,22,4,32,neg,empty,1,0.6962125455029309,3.78,23,y,85.46030875272118,84.69114900426939
10,-2.93465986085152,97.97698148246855,0.685555818490684,image_stim_p.png,91.67666927794926,180,90.98082308843732,11,92.67715689726174,336,faceWord_exp,female,0.6358840954490006,Wednesday,42,2019102308,21,4,31,pos,festival,1,0.6958461895119399,6.84,23,b,97.92730975942686,97.29142566397786
11,-1.883093263099396,107.97744889138266,0.6850823147688061,image_stim_p.png,101.6772367770318,180,100.9797679700423,11,102.67761981463991,336,faceWord_exp,female,0.6521227799821645,Wednesday,42,2019102308,21,4,31,pos,choir,1,0.697468806989491,6.15,23,b,107.94448935659602,107.29236657661386
12,-0.05436507667908295,115.37777630193159,0.6856023347936571,image_stim_n.png,111.67765093245544,336,110.98030370962806,13,112.67807471216656,180,faceWord_exp,female,0.5027130239177495,Wednesday,42,2019102308,22,4,42,neu,mouth,0,0.6973472228273749,5.59,23,b,115.19488699105568,114.69217396713793
