pause_trigger_t,word_trigger,no,delay_frames_after,word_label,age,duration_measured_img,onset_word,session,pause_trigger,delay_frames_before,offset_word,gender,condition,key_t,duration_measured_word,word_score_pc,response,word_score_warriner,scan day,duration_frames,rt,ID,offset_img,onset_img,img_trigger,img,word,correct_resp
472.70399520592764,12,48,336,neg,23,0.6858769415412098,471.0062761732843,3,32,180,471.70363494497724,female,faceWord_exp,475.42115324526094,0.6973587716929615,2.3068979902815,y,3.28,Wednesday,42,0.7031550251413137,2019102308,475.40387516166084,474.7179982201196,22,image_stim_n.png,trial,1
482.70442636404186,13,49,336,neu,23,0.6859192876145244,481.0069809756242,3,42,180,481.7041209603194,female,faceWord_exp,485.8048406478483,0.6971399846952409,-1.5026706526379858,y,5.82,Wednesday,42,1.0864879414439201,2019102308,485.4042719940189,484.7183527064044,22,image_stim_n.png,spiritual,1
492.704979426926,13,50,336,neu,23,0.6857332221698016,491.0070525147021,3,41,180,491.70460761711,female,faceWord_exp,495.38844072818756,0.6975551024079323,-1.343270424679961,b,5.81,Wednesday,42,0.6694387181196362,2019102308,495.4047352322377,494.7190020100679,21,image_stim_p.png,jam,1
502.7054150761105,13,51,336,neu,23,0.685654625762254,501.00778041477315,3,41,180,501.70504775783047,female,faceWord_exp,505.3555966822896,0.6972673430573195,0.30770997164376424,b,5.73,Wednesday,42,0.6360441758297384,2019102308,505.40520713222213,504.7195525064599,21,image_stim_p.png,reality,1
512.7058889009058,13,52,336,neu,23,0.6853970217052847,511.0080235826317,3,41,180,511.7055202992633,female,faceWord_exp,515.3393788498361,0.6974967166315764,0.2046331385026182,b,5.48,Wednesday,42,0.6191196162253618,2019102308,515.405656255316,514.7202592336107,21,image_stim_p.png,glass,1
522.706350855995,13,53,336,neu,23,0.6797101616393775,521.009138049325,3,42,180,521.7060441691428,female,faceWord_exp,525.5734078749083,0.6969061198178679,-1.7878104403788575,y,5.4,Wednesday,42,0.8469988638535142,2019102308,525.4061191726942,524.7264090110548,22,image_stim_n.png,harp,1
532.7067788061686,12,54,180,neg,23,0.685553893679753,531.0089234327897,3,32,336,531.7064060340635,female,faceWord_exp,538.5738444866147,0.6974826012738049,0.33736940436804663,y,4.7,Wednesday,42,1.2526965024881065,2019102308,538.0067018778063,537.3211479841266,22,image_stim_n.png,radish,1
542.7072526309639,12,55,180,neg,23,0.6856594376731664,541.0093748015352,3,32,336,541.7068551571574,female,faceWord_exp,548.1743354422506,0.6974803556222469,4.2618443246155895,y,2.62,Wednesday,42,0.8527784354519099,2019102308,548.0072164444719,547.3215570067987,22,image_stim_n.png,shame,1
552.7076937339734,13,56,180,neu,23,0.684932499891147,551.0101325360592,3,41,336,551.7072991472669,female,faceWord_exp,558.0748293492943,0.6971666112076491,0.20373950943912453,b,5.72,Wednesday,42,0.752134136389941,2019102308,558.0076277127955,557.3226952129044,21,image_stim_p.png,plane,1
562.7081271377392,11,57,180,pos,23,0.685555818490684,561.010586471064,3,31,336,561.7078127516434,female,faceWord_exp,568.0754029434174,0.6972262805793434,-1.0930411682114536,b,6.62,Wednesday,42,0.7528591491281986,2019102308,568.0080996127799,567.3225437942892,21,image_stim_p.png,goldfish,1
572.7086862958968,12,58,180,neg,23,0.686041512992233,571.0112931984477,3,32,336,571.7082554586232,female,faceWord_exp,577.7923139650375,0.6969622601754963,3.4172209593162717,y,3.4,Wednesday,42,0.4698150830809027,2019102308,578.0085403949488,577.3224988819566,22,image_stim_n.png,delirium,1
582.7091928424779,13,59,180,neu,23,0.6855102647095919,581.0111398547888,3,41,336,581.7087703458965,female,faceWord_exp,588.0762739214115,0.6976304911077023,0.6016604903777263,b,5.24,Wednesday,42,0.7527465478051454,2019102308,588.0090376383159,587.3235273736063,21,image_stim_p.png,toe,1
592.709504341241,11,60,336,pos,23,0.6858259339351207,591.0118141809944,3,31,180,591.7091607621405,female,faceWord_exp,,0.697346581146121,-1.8894778219780863,,7.0,Wednesday,42,,2019102308,595.4093374600634,594.7235115261283,21,image_stim_p.png,coffee,
