word_trigger,pause_trigger_t,condition,offset_img,delay_frames_before,img,offset_word,correct_resp,scan day,onset_word,rt,pause_trigger,duration_measured_img,onset_img,no,img_trigger,gender,word_score_pc,ID,duration_measured_word,age,session,duration_frames,word_label,word_score_warriner,response,key_t,word,delay_frames_after
12,2.699586999951862,faceWord_exp,5.430428899941035,180,image_stim_n.png,1.6994546999922022,1,Monday,1.0073313999455422,0.5462468999903649,32,0.6972288999240845,4.73320000001695,1,22,male,2.3068979902815,qwerty,0.69212330004666,24,3,42,neg,3.28,y,5.279446900007315,trial,336
11,12.723062900011428,faceWord_exp,15.437159099965356,180,image_stim_p.png,11.724041100009345,1,Monday,11.028587199980393,0.60222239990253,31,0.6845549999270588,14.752604100038297,2,21,male,-2.2287379941341,qwerty,0.6954539000289515,24,3,42,pos,7.48,b,15.354826499940827,hope,336
12,22.730153699987568,faceWord_exp,25.44370760000311,180,image_stim_n.png,21.73061740002595,1,Monday,21.037731899996288,0.534871399984695,32,0.6824199999682605,24.761287600034848,3,22,male,0.7962654471128737,qwerty,0.6928855000296608,24,3,42,neg,4.57,y,25.296159000019543,reporter,336
11,32.738757199957035,faceWord_exp,35.45232079993002,180,image_stim_p.png,31.738632099935785,1,Monday,31.04332830000203,0.4197853000368923,31,0.6858857999322936,34.76643499999773,4,21,male,-1.0930411682114536,qwerty,0.6953037999337539,24,3,42,pos,6.62,b,35.18622030003462,goldfish,336
11,42.745303499978036,faceWord_exp,45.45856209995691,180,image_stim_p.png,41.74459469993599,1,Monday,41.050900000031106,0.5024437999818474,31,0.6836387999355793,44.77492330002133,5,21,male,-2.0727743906520253,qwerty,0.6936946999048814,24,3,42,pos,6.26,b,45.277367100003175,fountain,336
12,52.749948199954815,faceWord_exp,55.46334839996416,180,image_stim_n.png,51.7505145999603,1,Monday,51.05649889993947,0.48622409999370575,32,0.6848786999471486,54.77846970001701,6,22,male,3.9847946241932393,qwerty,0.6940157000208274,24,3,42,neg,3.23,y,55.26469380001072,snub,336
13,62.75758929993026,faceWord_exp,65.47385269997176,180,image_stim_p.png,61.75742059992626,0,Monday,61.061177799943835,0.6216628999682143,41,0.6870063999667764,64.78684630000498,7,21,male,0.2046331385026182,qwerty,0.6962427999824286,24,3,42,neu,5.48,y,65.4085091999732,glass,336
12,72.76776890002657,faceWord_exp,78.07799110002816,336,image_stim_n.png,71.76696999999695,1,Monday,71.07306269998662,0.6159805000061169,32,0.6813975000986829,77.39659359992947,8,22,male,-0.3331872788781821,qwerty,0.6939073000103235,24,3,42,neg,4.85,y,78.01257409993559,voter,180
11,82.77440679993015,faceWord_exp,85.48876129998825,180,image_stim_p.png,81.77349849999882,1,Monday,81.08044609997887,0.6208638000534847,31,0.6865985000040382,84.80216279998422,9,21,male,-1.9498998207384868,qwerty,0.6930524000199512,24,3,42,pos,7.15,b,85.4230266000377,symphony,336
12,92.78206290001981,faceWord_exp,95.49447739997413,180,image_stim_n.png,91.78107989998534,1,Monday,91.08662159997039,0.518508999957703,32,0.6837088000029325,94.8107685999712,10,22,male,1.239138220826116,qwerty,0.6944583000149578,24,3,42,neg,4.95,y,95.3292775999289,debate,336
