duration_measured_img,correct_resp,pause_trigger_t,word_score_pc,word,age,key_t,word_trigger,word_label,session,scan day,offset_word,img,no,offset_img,gender,img_trigger,duration_measured_word,delay_frames_after,pause_trigger,duration_frames,condition,rt,word_score_warriner,ID,onset_img,delay_frames_before,response,onset_word
0.6909179229987785,1,304.64666859399586,-0.29144085929118746,hand,23,307.1815118559898,13,neu,4,Monday,303.64647173199046,image_stim_n.png,31,307.36279253999237,female,22,0.6962546419963473,336,42,42,faceWord_exp,0.5096372389962198,5.9,K,306.6718746169936,180,y,302.9502170899941
0.7052896969980793,1,314.6631765179918,-1.2316584124512135,banjo,23,319.8482417100022,11,pos,4,Monday,313.6626852049958,image_stim_p.png,32,319.99595544399926,female,21,0.6934365829947637,180,31,42,faceWord_exp,0.5575759630009998,6.35,K,319.2906657470012,336,b,312.96924862200103
0.6901468470023246,1,324.6964939140016,2.8496222967354625,empty,23,327.2647194589954,12,neg,4,Monday,323.69592098498833,image_stim_n.png,33,327.41232989499986,female,22,0.6957572329993127,336,32,42,faceWord_exp,0.5425364109978545,3.78,K,326.72218304799753,180,y,323.000163751989
0.6907763409981271,1,334.7128488159942,2.7437052692255306,stampede,23,339.897926531994,12,neg,4,Monday,333.71243799499644,image_stim_n.png,34,340.0290521299903,female,22,0.6953215370012913,180,32,42,faceWord_exp,0.5596507430018391,4.48,K,339.3382757889922,336,y,333.01711645799514
0.6905775429913774,1,344.7293685159966,3.4698173961771306,animosity,23,347.1985043839959,12,neg,4,Monday,343.7294783929974,image_stim_n.png,35,347.4456383709912,female,22,0.6954024150036275,336,32,42,faceWord_exp,0.4434435559960548,3.4,K,346.75506082799984,180,y,343.0340759779938
0.6910179629921913,1,354.74575746599294,-1.883093263099396,choir,23,357.3806183790002,11,pos,4,Monday,353.74543638600153,image_stim_p.png,36,357.46212159899005,female,21,0.6955331930075772,336,31,42,faceWord_exp,0.6095147430023644,6.15,K,356.77110363599786,180,b,353.04990319299395
0.6905341709934874,0,364.76255138499255,0.6669259665908855,businessman,23,369.84707617000095,13,neu,4,Monday,363.76199257400003,image_stim_n.png,37,370.0786188149941,female,22,0.6945786500000395,180,42,42,faceWord_exp,0.4589915260003181,5.38,K,369.3880846440006,336,b,363.067413924
0.6908210109977517,1,374.77906738300226,-2.93465986085152,festival,23,379.9640493009938,11,pos,4,Monday,373.7785736799997,image_stim_p.png,38,380.0951530579914,female,21,0.695498208006029,180,31,42,faceWord_exp,0.5597172540001338,6.84,K,379.40433204699366,336,b,373.08307547199365
0.6888886029919377,1,384.79559411299124,-1.426145970237633,lust,23,387.2133553219901,11,pos,4,Monday,383.7952111019986,image_stim_p.png,39,387.51172078699165,female,21,0.6933908600040013,336,31,42,faceWord_exp,0.3905231379903853,6.26,K,386.8228321839997,180,b,383.1018202419946
0.6907790409895824,0,394.8120907650009,-2.411716547027706,flower,23,397.5975029819965,11,pos,4,Monday,393.8116209889995,image_stim_p.png,40,397.5282557289902,female,21,0.6957212179986527,336,31,42,faceWord_exp,0.7600262939959066,7.3,K,396.8374766880006,180,y,393.11589977100084
0.6906229909945978,0,404.828638587991,-0.5273916336755435,scientist,23,409.7800923869945,13,neu,4,Monday,403.828132797993,image_stim_n.png,41,410.14472093599034,female,22,0.6951069269998698,180,42,42,faceWord_exp,0.32599444199877325,5.83,K,409.45409794499574,336,b,403.13302587099315
0.690448066990939,1,414.8452060189884,0.060511318752979076,pig,23,419.99667779399897,12,neg,4,Monday,413.8446587549988,image_stim_n.png,42,420.1612762369914,female,22,0.696267268009251,180,32,42,faceWord_exp,0.5258496239985107,4.83,K,419.47082817000046,336,y,413.14839148698957
0.6907670070067979,1,424.8616753440001,4.2176174504439885,insult,23,427.37994836099097,12,neg,4,Monday,423.8612238200003,image_stim_n.png,43,427.57755007500236,female,22,0.6956627040053718,336,32,42,faceWord_exp,0.4931652929953998,2.62,K,426.88678306799557,180,y,423.16556111599493
0.6907696950074751,1,434.87831823799934,-1.5082836116280287,kitchen,23,440.1632299060002,11,pos,4,Monday,433.8779531619948,image_stim_p.png,44,440.19431665400043,female,21,0.6957748419954441,180,31,42,faceWord_exp,0.6596829470072407,6.17,K,439.50354695899296,336,b,433.18217831999937
0.690729130001273,0,444.8947495350003,-0.9031069202434168,boy,23,449.9961923279916,13,neu,4,Monday,443.8940898939909,image_stim_p.png,45,450.2108735859947,female,21,0.6960706239915453,180,41,42,faceWord_exp,0.476047871998162,5.84,K,449.52014445599343,336,y,443.19801926999935
0.6888343679893296,1,454.9113404769887,2.6978270877422883,scream,23,457.1794017009961,12,neg,4,Monday,453.9108831810008,image_stim_n.png,46,457.62745785398874,female,22,0.6935390030121198,336,32,42,faceWord_exp,0.24077821499668062,3.02,K,456.9386234859994,180,y,453.2173441779887
0.6911939869896742,1,464.92764758899284,-2.1205664047688315,trust,23,467.62949028499133,11,pos,4,Monday,463.9271944039938,image_stim_p.png,47,470.24398067899165,female,21,0.6956945120036835,180,31,42,faceWord_exp,-1.923296407010639,7.24,K,469.552786692002,336,b,463.2314998919901
0.6905926559993532,1,474.94436173699796,-3.0311112754680245,peace,23,477.29606693099777,11,pos,4,Monday,473.943873694996,image_stim_p.png,48,477.6604648700013,female,21,0.6955387040070491,336,31,42,faceWord_exp,0.3261947169958148,7.75,K,476.96987221400195,180,b,473.24833499098895
0.6895734610006912,1,484.96072565000213,-1.301667818567906,bicycle,23,487.4792706199951,11,pos,4,Monday,483.9601784539991,image_stim_p.png,49,487.6767160899908,female,21,0.6953526360011892,336,31,42,faceWord_exp,0.4921279910049634,6.71,K,486.9871426289901,180,b,483.2648258179979
0.6908734009921318,1,494.9774003759958,-0.9453395472380092,team,23,500.1790795689885,13,neu,4,Monday,493.9769922179985,image_stim_n.png,50,500.29352654099057,female,22,0.6960621970065404,180,42,42,faceWord_exp,0.5764264289900893,5.91,K,499.60265313999844,336,y,493.28093002099195
0.6899319340009242,1,504.9948177819897,0.4398740830446768,hall,23,507.5121923919942,13,neu,4,Monday,503.9933008039952,image_stim_p.png,51,507.71012434399745,female,21,0.6954795060009928,336,41,42,faceWord_exp,0.49199998199765105,5.89,K,507.0201924099965,180,b,503.29782129799423
0.6908042450086214,1,515.0105073799932,-0.7774272008663468,theme,23,517.428411461995,13,neu,4,Monday,514.010038376,image_stim_n.png,52,517.7265879280021,female,22,0.6958452480030246,336,42,42,faceWord_exp,0.3926277790014865,5.43,K,517.0357836829935,180,y,513.314193127997
0.7056027630023891,0,525.0270104649971,-1.5215329943370883,bread,23,530.5454427259974,11,pos,4,Monday,524.026521740001,image_stim_p.png,53,530.3597902699985,female,21,0.6934208800084889,180,31,42,faceWord_exp,0.891255219001323,6.52,K,529.6541875069961,336,y,523.3331008599926
0.6903412999963621,1,535.0601843479963,0.4395766978022416,red,23,537.6783912239916,13,neu,4,Monday,534.0597384829889,image_stim_n.png,54,537.7763828659954,female,22,0.6958941819902975,336,42,42,faceWord_exp,0.5923496579925995,5.67,K,537.086041565999,180,y,533.3638443009986
0.69086891101324,1,545.0766186469991,0.42679466080263373,zone,23,547.6451902879926,12,neg,4,Monday,544.0762039489928,image_stim_n.png,55,547.7929352810024,female,22,0.6943785839976044,336,32,42,faceWord_exp,0.5431239180034027,4.75,K,547.1020663699892,180,y,543.3818253649952
0.6905349759908859,1,555.09336501699,-2.066768843681998,honey,23,560.2449291809899,11,pos,4,Monday,554.0927893259941,image_stim_p.png,56,560.409158822993,female,21,0.6957658239989541,180,31,42,faceWord_exp,0.5263053339876933,7.27,K,559.7186238470022,336,b,553.3970235019951
0.6910316970024724,1,565.1096522129956,3.668156535681199,battle,23,567.7278887569992,12,neg,4,Monday,564.1092448739946,image_stim_n.png,57,567.8257620689983,female,22,0.6955238149967045,336,32,42,faceWord_exp,0.5931583850033348,3.52,K,567.1347303719958,180,y,563.4137210589979
0.6913464499957627,1,575.1262792179914,-1.6859102219357711,truce,23,580.1613545649889,11,pos,4,Monday,574.1257825509965,image_stim_p.png,58,580.4425272649969,female,21,0.6958259730017744,180,31,42,faceWord_exp,0.4101737499877345,6.42,K,579.7511808150011,336,b,573.4299565779947
0.6905468179902527,1,585.1428528899996,-1.7294291477603156,dog,23,587.544724123989,11,pos,4,Monday,584.1423869939899,image_stim_p.png,59,587.8590338279901,female,21,0.6960470539925154,336,31,42,faceWord_exp,0.37623711398919113,7.0,K,587.1684870099998,180,b,583.4463399399974
0.7048148759931792,1,595.1595941599953,0.19555716741692625,majority,23,597.7438287440018,12,neg,4,Monday,594.1587207650009,image_stim_n.png,60,597.8920341219928,female,22,0.6931164070119848,336,32,42,faceWord_exp,0.5566094980022172,4.95,K,597.1872192459996,180,y,593.4656043579889
