delay_frames_after,word,session,response,key_t,condition,word_label,age,word_score_warriner,scan day,offset_word,duration_measured_img,duration_frames,ID,pause_trigger_t,gender,correct_resp,word_score_pc,img_trigger,rt,pause_trigger,duration_measured_word,onset_img,delay_frames_before,onset_word,word_trigger,offset_img,img,no
180,worker,4,b,107.7713870779844,faceWord_exp,neu,25,5.95,Monday,101.68742352887057,0.685293723247014,42,2019102103,102.68779245135374,female,1,0.0196438746392397,21,0.4689348021056503,41,0.6960701094940305,107.30245227587875,336,100.99135341937654,13,107.98774599912576,image_stim_p.png,11
336,empty,4,y,115.27177107823081,faceWord_exp,neg,25,3.78,Monday,111.68786880222615,0.685467277187854,42,2019102103,112.68827333371155,female,1,2.8496222967354625,22,0.5691912514157593,32,0.6964492975967005,114.70257982681505,180,110.99141950462945,12,115.38804710400291,image_stim_n.png,12
336,wonder,4,b,125.17209816805553,faceWord_exp,pos,25,6.68,Monday,121.68830348912161,0.6856629664544016,42,2019102103,122.6886300657643,female,1,-2.303583541830637,21,0.4692373184952885,31,0.6975515737431124,124.70286084956024,180,120.9907519153785,11,125.38852381601464,image_stim_p.png,13
336,peace,4,b,135.1560561353108,faceWord_exp,pos,25,7.75,Monday,131.68878084269818,0.6853460139827803,42,2019102103,132.68910164490808,female,1,-3.0311112754680245,21,0.45240675401873887,31,0.697344014653936,134.70364938129205,180,130.99143682804424,11,135.38899539527483,image_stim_p.png,14
180,denial,4,y,147.7232600172283,faceWord_exp,neg,25,3.57,Monday,141.68921809608582,0.6858204804593697,42,2019102103,142.68965342466254,female,1,2.8314410724962364,22,0.41950111417099833,32,0.6973924558842555,147.30375890305731,336,140.99182564020157,12,147.98957938351668,image_stim_n.png,15
336,animosity,4,y,155.2902916284511,faceWord_exp,neg,25,3.4,Monday,151.68973009637557,0.6855413825251162,42,2019102103,152.6901320614852,female,1,3.4698173961771306,22,0.5859258959535509,32,0.6971727064810693,154.70436573249754,180,150.9925573898945,12,155.38990711502265,image_stim_n.png,16
180,heroism,4,b,167.77416329993866,faceWord_exp,pos,25,7.05,Monday,161.69014264794532,0.6852966104634106,42,2019102103,162.6904281618772,female,1,-2.30162279277581,21,0.4689344813814387,31,0.6972667014924809,167.30522881855723,336,160.99287594645284,11,167.99052542902064,image_stim_p.png,17
180,boy,4,b,178.0248483729083,faceWord_exp,neu,25,5.84,Monday,171.69067806669045,0.6855359289329499,42,2019102103,172.69097994151525,female,1,-0.9031069202434168,21,0.7194293186767027,41,0.6975297591416165,177.3054190542316,336,170.99314830754884,13,177.99095498316456,image_stim_p.png,18
336,kitchen,4,b,185.3750533333514,faceWord_exp,pos,25,6.17,Monday,181.6910729742376,0.6853254826273769,42,2019102103,182.69148263859097,female,1,-1.5082836116280287,21,0.6690957805840299,31,0.6970485560595989,184.70595755276736,180,180.99402441817801,11,185.39128303539474,image_stim_p.png,19
336,trust,4,b,195.30879838427063,faceWord_exp,pos,25,7.24,Monday,191.69159556087106,0.6850406103767455,42,2019102103,192.69197282427922,female,1,-2.1205664047688315,21,0.6020593574503437,31,0.6972955736564472,194.7067390268203,180,190.99429998721462,11,195.39177963719703,image_stim_p.png,20
336,elevator,4,y,205.54277768475004,faceWord_exp,neu,25,5.95,Monday,201.69201164133847,0.6859205707442015,42,2019102103,202.69245049869642,female,1,0.1872293205875,22,0.8365028586704284,42,0.6972532278159633,204.7062748260796,180,200.9947584135225,13,205.3921953968238,image_stim_n.png,21
336,team,4,b,215.4265087165404,faceWord_exp,neu,25,5.91,Monday,211.69245595228858,0.6852071066386998,42,2019102103,212.69286465423647,female,1,-0.9453395472380092,21,0.7190623208880424,41,0.6974296689732,214.70744639565237,180,210.99502628331538,13,215.39265350229107,image_stim_p.png,22
336,bell,4,b,225.17675974429585,faceWord_exp,neu,25,5.67,Monday,221.69296089489944,0.6850040388526395,42,2019102103,222.69329388753977,female,1,-0.6996261236875504,21,0.46864062652457505,41,0.697622471023351,224.70811911777128,180,220.9953384238761,13,225.39312315662391,image_stim_p.png,23
336,hall,4,b,235.39422382880002,faceWord_exp,neu,25,5.89,Monday,231.69338916579727,0.6860989367123693,42,2019102103,232.69376867474057,female,1,0.4398740830446768,21,0.6867626763414592,41,0.6974970374722034,234.70746115245856,180,230.99589212832507,13,235.39356008917093,image_stim_p.png,24
336,journalist,4,y,245.32779981696513,faceWord_exp,neu,25,5.3,Monday,241.69386074494105,0.6853899639099836,42,2019102103,242.69422164733987,female,1,0.18094025084207666,22,0.6191654909634963,42,0.6969645058270544,244.70863432600163,180,240.996896239114,13,245.3940242899116,image_stim_n.png,25
180,truce,4,b,257.91170145128854,faceWord_exp,pos,25,6.42,Monday,251.6942527651554,0.6852167306933552,42,2019102103,252.69457260495983,female,1,-1.6859102219357711,21,0.6022075680084527,31,0.6972750423010439,257.3094938832801,336,250.99697772285435,11,257.99471061397344,image_stim_p.png,26
336,explosion,4,y,265.1953390012495,faceWord_exp,neg,25,3.17,Monday,261.6947702190373,0.6861621347488835,42,2019102103,262.6951728258282,female,1,3.1835494020570807,22,0.48658854491077363,32,0.6958625504048541,264.70875045633875,180,260.99890766863246,12,265.39491259108763,image_stim_n.png,27
336,lust,4,b,275.4126545544714,faceWord_exp,pos,25,6.26,Monday,271.6952414774569,0.68518978334032,42,2019102103,272.6955731868511,female,1,-1.426145970237633,21,0.7024191048694775,31,0.6975435537751764,274.7102354496019,180,270.9976979236817,11,275.3954252329422,image_stim_p.png,28
180,court,4,y,287.81301051657647,faceWord_exp,neg,25,3.52,Monday,281.69567905156873,0.6854374426184222,42,2019102103,282.6960290467832,female,1,2.0765857872261098,22,0.5024438708787784,32,0.6973860397702083,287.3105666456977,336,280.9982930117985,12,287.9960040883161,image_stim_n.png,29
336,zone,4,y,295.3634136685869,faceWord_exp,neg,25,4.75,Monday,291.69617340771947,0.6857909666141495,42,2019102103,292.69645763840526,female,1,0.42679466080263373,22,0.6529321637935936,32,0.6961159841157496,294.7104815047933,180,291.0000574236037,12,295.3962724714074,image_stim_n.png,30
180,snake,4,y,308.01409893413074,faceWord_exp,neg,25,4.03,Monday,301.69659814971965,0.6854069663677365,42,2019102103,302.6970177589683,female,1,1.95458394600482,22,0.7025891300290823,32,0.6973546012304723,307.31150980410166,336,300.9992435484892,12,307.9969167704694,image_stim_n.png,31
180,accident,4,y,317.8808890454238,faceWord_exp,neg,25,2.55,Monday,311.69704919762444,0.6851317181717604,42,2019102103,312.6973128969548,female,1,3.9974740190684885,22,0.5686564741190523,32,0.6972391124581918,317.3122325713048,336,310.99981008516625,12,317.99736428947654,image_stim_n.png,32
180,put,4,b,328.04841834912077,faceWord_exp,neu,25,5.09,Monday,321.6976183006773,0.6857158988714218,42,2019102103,322.6980000551557,female,1,0.3545861367636661,21,0.736330138752237,41,0.6976320951944217,327.31208821036853,336,320.99998620548286,13,327.99780410923995,image_stim_p.png,33
336,door,4,y,335.4986927312566,faceWord_exp,neu,25,5.43,Monday,331.69802764419,0.6859269867418334,42,2019102103,332.69855279731564,female,1,0.37753019343780747,22,0.786506162956357,42,0.6976603256771341,334.71218656830024,180,331.0003673185129,13,335.3981135550421,image_stim_n.png,34
336,scream,4,y,345.2656504937913,faceWord_exp,neg,25,3.02,Monday,341.6984565566527,0.6866940245963633,42,2019102103,342.69873757939786,female,1,2.6978270877422883,22,0.5537276248214766,32,0.6973315034992993,344.71192286896985,180,341.0011250531534,12,345.3986168935662,image_stim_n.png,35
180,dog,4,b,358.0165120080346,faceWord_exp,pos,25,7.0,Monday,351.6988950932864,0.6859314779285342,42,2019102103,352.6992803766625,female,1,-1.7294291477603156,21,0.7032156566856429,31,0.6980735189281404,357.313296351349,336,351.00082157435827,11,357.9992278292775,image_stim_p.png,36
336,majority,4,y,365.4667036230676,faceWord_exp,neg,25,4.95,Monday,361.6994003566215,0.6854762596776709,42,2019102103,362.6996675848495,female,1,0.19555716741692625,22,0.752650948590599,32,0.6974431426497176,364.714052674477,180,361.00195721397176,12,365.39952893415466,image_stim_n.png,37
180,saw,4,y,378.0506915532751,faceWord_exp,neg,25,4.16,Monday,371.6998401763849,0.6863498039310798,42,2019102103,372.70014718407765,female,1,-0.10198134801944247,22,0.7369566654087976,32,0.6977183908456936,377.3137348878663,336,371.0021217855392,12,378.0000846917974,image_stim_n.png,38
336,honey,4,b,385.3675638862187,faceWord_exp,pos,25,7.27,Monday,381.700319775613,0.6854108159895986,42,2019102103,382.70075702900067,female,1,-2.066768843681998,21,0.6525472012581304,31,0.6977135788183659,384.7150166849606,180,381.00260619679466,11,385.4004275009502,image_stim_p.png,39
336,bread,4,b,395.16805702331476,faceWord_exp,pos,25,6.52,Monday,391.70073361042887,0.6852407908299938,42,2019102103,392.70110862818547,female,1,-1.5215329943370883,21,0.4524022628320381,31,0.6973520348547027,394.7156547604827,180,391.00338157557417,11,395.4008955513127,image_stim_p.png,40
336,loan,4,y,405.30158482689876,faceWord_exp,neg,25,4.19,Monday,401.70122283371165,0.6849203094607219,42,2019102103,402.7016061922768,female,1,0.7532200949518182,22,0.5850125722354278,32,0.6976112429983914,404.71657225466333,180,401.00361159071326,12,405.40149256412406,image_stim_n.png,41
180,theme,4,b,417.7690115380101,faceWord_exp,neu,25,5.43,Monday,411.7016488589579,0.6848792468663305,42,2019102103,412.70205948571675,female,1,-0.7774272008663468,21,0.4519816911779344,41,0.6975727466633543,417.31702984683216,336,411.00407611229457,13,418.0019090936985,image_stim_p.png,42
180,baseball,4,y,428.06956915627234,faceWord_exp,neu,25,5.79,Monday,421.70213423261885,0.6863276687217876,42,2019102103,422.70248711504973,female,1,-0.4066038871991289,22,0.7534728437894955,42,0.696990490774624,427.31609631248284,336,421.0051437418442,13,428.00242398120463,image_stim_n.png,43
180,bicycle,4,b,437.8700154562248,faceWord_exp,pos,25,6.71,Monday,431.70259265892673,0.6857787760673091,42,2019102103,432.7028897217242,female,1,-1.301667818567906,21,0.5529371682787314,31,0.6973064809571952,437.31707828794606,336,431.00528617796954,11,438.00285706401337,image_stim_p.png,44
336,pig,4,y,445.3703243887285,faceWord_exp,neg,25,4.83,Monday,441.7030334410956,0.6857669064775109,42,2019102103,442.70337252900936,female,1,0.060511318752979076,22,0.6529048955999315,32,0.6975579898571596,444.71741949312855,180,441.00547545123845,12,445.40318639960606,image_stim_n.png,45
180,scientist,4,y,458.02094485226553,faceWord_exp,neu,25,5.83,Monday,451.703452408663,0.685410495265387,42,2019102103,452.7039050605381,female,1,-0.5273916336755435,22,0.7026006790110841,42,0.6970469518564641,457.31834417325445,336,451.00640545680653,13,458.00375466851983,image_stim_n.png,46
180,businessman,4,b,468.0214837997919,faceWord_exp,neu,25,5.38,Monday,461.7039547848981,0.6851041291374713,42,2019102103,462.70424607326277,female,1,0.6669259665908855,21,0.70237355097197,41,0.6971698191482574,467.3191102488199,336,461.00678496574983,13,468.0042143779574,image_stim_p.png,47
180,expensive,4,y,477.921702137799,faceWord_exp,neg,25,3.36,Monday,471.70438048930373,0.6858323500491679,42,2019102103,472.7046509255888,female,1,-0.3663992490442602,22,0.602848851471208,32,0.6970989218680188,477.3188532863278,336,471.0072815674357,12,478.00468563637696,image_stim_n.png,48
180,harmonica,4,b,487.80563655809965,faceWord_exp,pos,25,6.32,Monday,481.7048443693202,0.6854287809692323,42,2019102103,482.7052546752384,female,1,-1.3206920491180312,21,0.48593442933633924,31,0.6970854483079165,487.3197021287633,336,481.0077589210123,11,488.00513090973254,image_stim_p.png,49
336,chestnut,4,b,495.47268497932237,faceWord_exp,neu,25,5.68,Monday,491.7053473871201,0.686251959297806,42,2019102103,492.7057371616829,female,1,-0.4880378396985329,21,0.7533448436297476,41,0.6968923254171386,494.7193401356926,180,491.008455061703,13,495.4055920949904,image_stim_p.png,50
336,mouth,4,b,505.3730326006189,faceWord_exp,neu,25,5.59,Monday,501.7057811116101,0.6859038890106604,42,2019102103,502.7061327107949,female,1,-0.05436507667908295,21,0.652989266673103,41,0.6972705511143431,504.7200433339458,180,501.0085105604958,13,505.40594722295646,image_stim_p.png,51
336,bonfire,4,b,515.5069354219595,faceWord_exp,pos,25,6.53,Monday,511.7062276682118,0.6858114978531376,42,2019102103,512.7066697335104,female,1,-1.7974288604529352,21,0.7863592355279252,31,0.6970113429706544,514.7205761864316,180,511.00921632524114,11,515.4063876842847,image_stim_p.png,52
180,stampede,4,y,527.7907362602418,faceWord_exp,neg,25,4.48,Monday,521.7066007611575,0.6857486207736656,42,2019102103,522.7071002500597,female,1,2.7437052692255306,22,0.4694795241812244,32,0.6971034131711349,527.3212567360606,336,521.0094973479863,12,528.0070053568343,image_stim_n.png,53
336,guard,4,b,535.3077920278301,faceWord_exp,neu,25,5.89,Monday,531.7071583152283,0.6855875779874623,42,2019102103,532.7075596387731,female,1,0.29188517290671034,21,0.5860336854821071,41,0.6973225210094824,534.721758342348,180,531.0098357942188,13,535.4073459203355,image_stim_p.png,54
336,flower,4,b,545.2081418946618,faceWord_exp,pos,25,7.3,Monday,541.7076231575338,0.6854627860011533,42,2019102103,542.707980851992,female,1,-2.411716547027706,21,0.4858080332633108,31,0.6972452076151967,544.7223338613985,180,541.0103779499186,11,545.4077966473997,image_stim_p.png,55
180,bay,4,b,558.0087944704574,faceWord_exp,pos,25,7.23,Monday,551.7080956991995,0.685467598028481,42,2019102103,552.7085547670722,female,1,-1.17416436554964,21,0.6859417436644435,31,0.6975265512010083,557.3228527267929,336,551.0105691479985,11,558.0083203248214,image_stim_p.png,56
180,red,4,b,567.8591874210397,faceWord_exp,neu,25,5.67,Monday,561.7085124211153,0.6858730919193476,42,2019102103,562.7089150279062,female,1,0.4395766978022416,21,0.5362599473446608,41,0.697416516020894,567.322927473695,336,561.0110959050944,13,568.0088005656144,image_stim_p.png,57
336,choir,4,b,575.3595480025979,faceWord_exp,pos,25,6.15,Monday,571.7090343663003,0.6857823048485443,42,2019102103,572.7094116295921,female,1,-1.883093263099396,21,0.6361933486768976,31,0.6972833832260221,574.723354653921,180,571.0117509830743,11,575.4091369587695,image_stim_p.png,58
180,torment,4,y,587.9935278164921,faceWord_exp,neg,25,2.53,Monday,581.7094356897287,0.6862837187945843,42,2019102103,582.7097908178112,female,1,4.5355840269859025,22,0.6699850442819297,32,0.6971752727404237,587.3235427722102,336,581.0122604169883,12,588.0098264910048,image_stim_n.png,59
336,circus,4,b,595.4273001354886,faceWord_exp,neu,25,5.85,Monday,591.7099037400912,0.6861537938239053,42,2019102103,592.7103384271031,female,1,-2.547043884761341,21,0.7034039675490931,41,0.6970703704282641,594.7238961679395,180,591.012833369663,13,595.4100499617634,image_stim_p.png,60
