age,word_score_warriner,word,scan day,duration_measured_word,delay_frames_before,ID,condition,response,word_label,pause_trigger,rt,img_trigger,no,offset_img,key_t,onset_word,session,duration_frames,onset_img,duration_measured_img,img,correct_resp,word_trigger,offset_word,word_score_pc,gender,delay_frames_after,pause_trigger_t
,4.76,landslide,Monday,0.697419082513079,336,2019102102,faceWord_exp,y,neg,32,0.7193388524465263,22,43,427.9903114539338,428.0246016760357,420.9925445577828,2,42,427.30526282358915,0.6850486303446814,image_stim_n.png,1,12,421.6899636402959,3.561717315569441,female,180,422.6904547883896
,5.48,business,Monday,0.6972930072806776,180,2019102102,faceWord_exp,y,neu,42,0.6191629244713113,22,44,435.39070847874973,435.3244147124933,430.993195144576,2,42,434.705251788022,0.6854566907277331,image_stim_n.png,1,13,431.6904881518567,-0.06058349899147484,female,336,432.69094497407787
,3.52,problem,Monday,0.6970645961118862,336,2019102102,faceWord_exp,y,neg,32,0.5194572926266119,22,45,447.9912433841964,447.8248362465529,440.9938425233122,2,42,447.30537895392627,0.6858644302701578,image_stim_n.png,1,12,441.6909071194241,4.02985566434138,female,180,442.69132608699147
,6.4,piano,Monday,0.697450841893442,336,2019102102,faceWord_exp,b,pos,31,0.46852192969527096,21,46,457.9916873744223,457.77540320018306,450.99395737051964,2,42,457.3068812704878,0.6848061039345339,image_stim_p.png,1,11,451.6914082124131,-1.7947555393350414,female,180,452.69175949075725
,5.72,apartment,Monday,0.6970030020456761,180,2019102102,faceWord_exp,b,neu,41,0.5863631493411958,21,47,465.39203178766184,465.2925532836234,460.99480717547704,2,42,464.7061901342822,0.6858416533796117,image_stim_p.png,1,13,461.6918101775227,-0.5485436049411244,female,336,462.6921569646802
,5.82,monkey,Monday,0.6972846663556993,180,2019102102,faceWord_exp,b,neu,41,0.6859783150721341,21,48,475.39242059981916,475.39297558763064,470.9950349449646,2,42,474.7069972725585,0.6854233272606507,image_stim_p.png,1,13,471.6923196113203,-0.6680004122251881,female,336,472.6926375263138
,5.27,verb,Monday,0.6975762754445896,180,2019102102,faceWord_exp,b,neu,41,0.5697555423248559,21,49,485.39293452491984,485.2765558423707,480.99520432855934,2,42,484.70680030004587,0.6861342248739675,image_stim_p.png,1,13,481.69278060400393,0.17918122123944408,female,336,482.69320598768536
,6.95,restaurant,Monday,0.6968246360775083,336,2019102102,faceWord_exp,b,pos,31,0.5862739663571119,21,50,497.9935217212187,497.89389468578156,490.99636210349854,2,42,497.30762071942445,0.6859010017942637,image_stim_p.png,1,11,491.69318673957605,-2.0702836690965865,female,180,492.6936535066925
,5.15,pan,Monday,0.6975506113376468,336,2019102102,faceWord_exp,y,neu,42,0.5694998629624024,22,51,507.99394614237826,507.87776539474726,500.99612791789696,2,42,507.30826553178485,0.6856806105934083,image_stim_n.png,1,13,501.6936785292346,0.3296196251321362,female,180,502.6940538678318
,2.35,terrorist,Monday,0.6968535082414746,336,2019102102,faceWord_exp,y,neg,32,0.4692430930444971,22,52,517.994393982226,517.7780645749299,510.9972805600846,2,42,517.3088214818854,0.6855725003406405,image_stim_n.png,1,12,511.6941340683261,4.537930167489568,female,180,512.6945350710303
,7.1,barbecue,Monday,0.6970238542417064,180,2019102102,faceWord_exp,b,pos,31,0.5182870062999427,21,53,525.3947897237958,525.2284842804074,520.9975092919776,2,42,524.7101972741075,0.6845924496883526,image_stim_p.png,1,11,521.6945331462193,-2.5746228757417584,female,336,522.6950181990396
,8.53,vacation,Monday,0.6971281149890274,336,2019102102,faceWord_exp,b,pos,31,0.5856253043748438,21,54,537.9953528599581,537.8955840299604,530.9979025954381,2,42,537.3099587255856,0.6853941343724728,image_stim_p.png,1,11,531.6950307104271,-3.1565376907491283,female,180,532.695463151671
,5.65,theory,Monday,0.6972715135198087,180,2019102102,faceWord_exp,y,neu,42,0.6199431153945625,22,55,545.3956347167259,545.3294885194628,540.9982609314611,2,42,544.7095454040682,0.6860893126577139,image_stim_n.png,1,13,541.6955324449809,0.1106807997481866,female,336,542.6958577383775
,6.73,luck,Monday,0.6975053782807663,180,2019102102,faceWord_exp,b,pos,31,0.6199405490187928,21,56,555.3961550578242,555.3298914469779,550.9984928714111,2,42,554.7099508979591,0.6862041598651558,image_stim_p.png,1,11,551.6959982496919,-2.2291915044129413,female,336,552.6963325255783
,5.94,store,Monday,0.6973748117452487,336,2019102102,faceWord_exp,b,neu,41,0.5361896916292608,21,57,567.9967226851732,567.8471284677507,560.9990728817647,2,42,567.3109387761215,0.6857839090516791,image_stim_p.png,1,13,561.69644769351,-0.8400509032218062,female,180,562.6967688164441
,5.19,highway,Monday,0.6970434231916443,336,2019102102,faceWord_exp,b,neu,42,0.5357145835878327,22,58,577.9972128708614,577.8475859316532,570.9998286915943,2,42,577.3118713480653,0.6853415227960795,image_stim_n.png,0,13,571.696872114786,0.650019808676411,female,180,572.6972387916176
,7.59,tree,Monday,0.6974963956745341,336,2019102102,faceWord_exp,b,pos,31,0.618154322495684,21,59,587.997648841003,587.931367265177,580.9998857944738,2,42,587.3132129426813,0.6844358983216807,image_stim_p.png,1,11,581.6973821901483,-1.3695211950901562,female,180,582.6976728369482
,7.88,joke,Monday,0.6972368668066338,336,2019102102,faceWord_exp,b,pos,31,0.6018408911768347,21,60,597.9981387058506,597.915177663439,591.0005270779366,2,42,597.3133367722621,0.6848019335884601,image_stim_p.png,1,11,591.6977639447432,-1.8879163634684628,female,180,592.6982249374269
