word_label,correct_resp,onset_word,word,onset_img,gender,pause_trigger,img,offset_img,duration_frames,scan day,duration_measured_img,img_trigger,no,delay_frames_after,word_score_pc,response,session,condition,delay_frames_before,word_trigger,key_t,age,word_score_warriner,ID,duration_measured_word,offset_word,pause_trigger_t,rt
pos,1,0.9818053848575801,tree,7.302949519362301,female,31,image_stim_p.png,7.97304139053449,42,Tuesday,0.6700918711721897,21,1,180,-1.3695211950901562,b,2,faceWord_exp,336,11,7.773367710644379,23,7.59,2019102204,0.6908820967655629,1.672687481623143,2.6730878427624702,0.4704181912820786
neg,1,10.977996821515262,jaw,14.701992438174784,female,32,image_stim_n.png,15.373342495411634,42,Tuesday,0.6713500572368503,22,2,336,0.16339675594021513,y,2,faceWord_exp,180,12,15.273755881236866,23,4.41,2019102204,0.6952106803655624,11.673207501880825,12.673518038354814,0.5717634430620819
neu,1,20.978960832115263,business,27.29173427587375,female,42,image_stim_n.png,27.9739219925832,42,Tuesday,0.6821877167094499,22,3,180,-0.06058349899147484,y,2,faceWord_exp,336,13,28.157741309143603,23,5.48,2019102204,0.6946999633219093,21.673660795437172,22.67399603361264,0.8660070332698524
pos,1,30.97699720202945,restaurant,34.69758557877503,female,31,image_stim_p.png,35.37426191451959,42,Tuesday,0.6766763357445598,21,4,336,-2.0702836690965865,b,2,faceWord_exp,180,11,35.35808642790653,23,6.95,2019102204,0.6971104708500206,31.674107672879472,32.67445510160178,0.6605008491314948
pos,1,40.97792688664049,joke,47.298539131181315,female,31,image_stim_p.png,47.974827616941184,42,Tuesday,0.6762884857598692,21,5,180,-1.8879163634684628,b,2,faceWord_exp,336,11,47.758700956590474,23,7.88,2019102204,0.6966157939750701,41.67454268061556,42.67491224454716,0.46016182540915906
pos,1,50.97830960364081,piano,54.69200522522442,female,31,image_stim_p.png,55.37522303778678,42,Tuesday,0.6832178125623614,21,6,336,-1.7947555393350414,b,2,faceWord_exp,180,11,55.242223595269024,23,6.4,2019102204,0.6966937487013638,51.67500335234217,52.675393127137795,0.5502183700446039
neu,1,60.97945198020898,monkey,64.69816109794192,female,42,image_stim_n.png,65.37563558924012,42,Tuesday,0.6774744912981987,22,7,336,-0.6680004122251881,y,2,faceWord_exp,180,13,65.40951807191595,23,5.82,2019102204,0.6960133274551481,61.675465307664126,62.67585155344568,0.7113569739740342
pos,1,70.97905771434307,embrace,74.69971666764468,female,31,image_stim_p.png,75.37610203563236,42,Tuesday,0.6763853679876775,21,8,336,-2.461915733068042,b,2,faceWord_exp,180,11,75.4766035778448,23,7.0,2019102204,0.6968862300273031,71.67594394437037,72.67632441571914,0.776886910200119
neu,1,80.97889763396233,camel,87.29975593369454,female,42,image_stim_n.png,87.97666773828678,42,Tuesday,0.6769118045922369,22,9,180,0.0657349158769076,y,2,faceWord_exp,336,13,87.9436636120081,23,5.29,2019102204,0.6975060198456049,81.67640365380794,82.67674819543026,0.6439076783135533
neg,1,90.97923864680342,sick,97.2945210840553,female,32,image_stim_n.png,97.97720476100221,42,Tuesday,0.6826836769469082,22,10,180,3.4738609063027237,y,2,faceWord_exp,336,12,97.91089078434743,23,2.29,2019102204,0.6976096387952566,91.67684828559868,92.67728618066758,0.6163697002921253
neu,1,100.98024564469233,attribute,107.29547162097879,female,42,image_stim_n.png,107.9776003099978,42,Tuesday,0.6821286890190095,22,11,180,-0.32263149533554664,y,2,faceWord_exp,336,13,107.96128527470864,23,5.67,2019102204,0.6970475935377181,101.67729323823005,102.677770270966,0.665813653729856
pos,1,110.98169727437198,fireworks,117.30198647128418,female,31,image_stim_p.png,117.97816075151786,42,Tuesday,0.6761742802336812,21,12,180,-1.926056195769395,b,2,faceWord_exp,336,11,117.76180375507101,23,6.8,2019102204,0.6960543901659548,111.67775166453794,112.67815138399601,0.4598172837868333
neu,1,120.9810348181054,scissors,124.70165816228837,female,42,image_stim_n.png,125.37841309444048,42,Tuesday,0.6767549321521074,22,13,336,0.4272037094573085,y,2,faceWord_exp,180,13,125.26220379536971,23,5.03,2019102204,0.6971794432029128,121.67821426130831,122.67862488795072,0.5605456330813468
neg,1,130.9819657858461,clang,134.6972391125746,female,32,image_stim_n.png,135.37885034782812,42,Tuesday,0.6816112352535129,22,14,336,1.472290472628449,y,2,faceWord_exp,180,12,135.37941784691066,23,4.1,2019102204,0.6967165258247405,131.67868231167085,132.6790842767805,0.6821787343360484
neg,1,140.98220253782347,hoe,144.69677587412298,female,32,image_stim_n.png,145.37929947068915,42,Tuesday,0.6825235965661705,22,15,336,0.2623575316864496,y,2,faceWord_exp,180,12,145.37982269912027,23,4.8,2019102204,0.6969407664146274,141.6791433042381,142.6794846379198,0.683046824997291
neu,1,150.98218874330632,highway,154.70418383763172,female,41,image_stim_p.png,155.37974474416114,42,Tuesday,0.6755609065294266,21,16,336,0.650019808676411,b,2,faceWord_exp,180,13,155.56372125376947,23,5.19,2019102204,0.6974007966928184,151.67958953999914,152.6799552545417,0.8595374161377549
neu,1,160.98263177112676,speech,164.70349282980897,female,42,image_stim_n.png,165.3802214562893,42,Tuesday,0.6767286264803261,22,17,336,-0.18776275500974607,y,2,faceWord_exp,180,13,165.19733952358365,23,5.62,2019102204,0.6975018493831158,161.68013362050988,162.6803931496106,0.49384669377468526
neg,1,170.9832753003575,ricochet,174.6985697997734,female,32,image_stim_n.png,175.38066929602064,42,Tuesday,0.6820994962472469,22,18,336,1.0482300490198866,y,2,faceWord_exp,180,12,175.49774219444953,23,4.75,2019102204,0.697279212763533,171.68055451312102,172.68097540549934,0.799172394676134
neg,1,180.98380590695888,cough,184.6994770283345,female,32,image_stim_n.png,185.38112130621448,42,Tuesday,0.6816442778799683,22,19,336,2.483224745184551,y,2,faceWord_exp,180,12,185.28150870697573,23,3.57,2019102204,0.6971370973624289,181.6809430043213,182.68135715997778,0.582031678641215
neg,1,190.98397112009116,tired,194.7024175010156,female,32,image_stim_n.png,195.3815848652739,42,Tuesday,0.6791673642583191,22,20,336,2.351878020671037,y,2,faceWord_exp,180,12,195.282040276099,23,4.29,2019102204,0.6974591827020049,191.68143030279316,192.68182521034032,0.5796227750834078
neu,1,200.9846281229984,eggplant,207.30586721492,female,41,image_stim_p.png,207.9821762321517,42,Tuesday,0.6763090172316879,21,21,180,-0.09980687036967174,b,2,faceWord_exp,336,13,207.73262262833305,23,5.55,2019102204,0.6972965360619128,201.68192465906031,202.68226214288734,0.4267554134130478
pos,1,210.98494058428332,summer,214.69933395064436,female,31,image_stim_p.png,215.3825103796553,42,Tuesday,0.6831764290109277,21,22,336,-1.7608811602119443,b,2,faceWord_exp,180,11,215.54970733216032,23,7.5,2019102204,0.6973834733944386,211.68232405767776,212.68269394268282,0.8503733815159649
neu,1,220.9855690356344,apartment,224.70079648774117,female,41,image_stim_p.png,225.38297746749595,42,Tuesday,0.6821809797547758,21,23,336,-0.5485436049411244,b,2,faceWord_exp,180,13,225.5001565515995,23,5.72,2019102204,0.69723269646056,221.68280173209496,222.68321781256236,0.7993600638583302
neg,1,230.98563544172794,plea,234.70741656096652,female,32,image_stim_n.png,235.3834163248539,42,Tuesday,0.6759997638873756,22,24,336,2.166481281776448,y,2,faceWord_exp,180,12,235.18385107605718,23,4.35,2019102204,0.6976144509389997,231.68324989266694,232.68361304071732,0.47643451509065926
neu,1,240.98685481073335,asparagus,247.30765568697825,female,41,image_stim_p.png,247.98399165156297,42,Tuesday,0.6763359645847231,21,25,180,-0.34443889393116306,b,2,faceWord_exp,336,13,248.06790034356527,23,5.43,2019102204,0.6968438841868192,241.68369869492017,242.68405125662684,0.7602446565870196
neg,1,250.98676241980866,office,257.31167662120424,female,32,image_stim_n.png,257.98446643864736,42,Tuesday,0.6727898174431175,22,26,180,0.6502198887451732,y,2,faceWord_exp,336,12,257.8681965081487,23,4.54,2019102204,0.6974226112943143,251.68418503110297,252.6846145852469,0.556519886944443
neu,1,260.9870854674373,pan,264.700747404946,female,42,image_stim_n.png,265.3848230424337,42,Tuesday,0.6840756374876946,22,27,336,0.3296196251321362,y,2,faceWord_exp,180,13,265.46861688722856,23,5.15,2019102204,0.6975425914861262,261.6846280589234,262.684985432541,0.7678694822825491
pos,1,270.99180639209226,vacation,274.70863592997193,female,31,image_stim_p.png,275.3852519548964,42,Tuesday,0.6766160249244422,21,28,336,-3.1565376907491283,b,2,faceWord_exp,180,11,275.3690835260786,23,8.53,2019102204,0.6932999826967716,271.68510637478903,272.68551251036115,0.6604475961066782
pos,1,280.9881139593199,mercy,284.7025397266261,female,31,image_stim_p.png,285.3857289876323,42,Tuesday,0.6831892610061914,21,29,336,-1.0752281295040744,b,2,faceWord_exp,180,11,285.3528849417344,23,6.4,2019102204,0.6974242152646184,281.6855381745845,282.68582753813826,0.6503452151082456
neg,1,290.98870872636326,problem,294.7092977447901,female,32,image_stim_n.png,295.38616592017934,42,Tuesday,0.6768681753892452,22,30,336,4.02985566434138,y,2,faceWord_exp,180,12,295.203183255624,23,3.52,2019102204,0.6973154635634273,291.6860241899267,292.6863542953506,0.49388551083393395
neu,1,300.98909721779637,winter,304.7084302958101,female,41,image_stim_p.png,305.38667022110894,42,Tuesday,0.6782399252988398,21,31,336,0.3495373155897487,b,2,faceWord_exp,180,13,305.33705945056863,23,5.5,2019102204,0.6973568468820304,301.6864540646784,302.6868149670772,0.6286291547585279
neu,1,310.9895036742091,whole,317.31274360930547,female,41,image_stim_p.png,317.98720159800723,42,Tuesday,0.6744579887017608,21,32,180,0.10630403813009667,b,2,faceWord_exp,336,13,318.23773364839144,23,5.86,2019102204,0.6974232529755682,311.6869269271847,312.68726954376325,0.9249900390859693
neg,1,320.98953511286527,lab,327.31186717771925,female,32,image_stim_n.png,327.9877180894837,42,Tuesday,0.675850911764428,22,33,180,0.2032181950076048,y,2,faceWord_exp,336,12,328.00489447871223,23,4.57,2019102204,0.6978409371804446,321.6873760500457,322.6877539551351,0.6930273009929806
neu,1,330.9906640155241,street,334.70501920650713,female,42,image_stim_n.png,335.38800058769993,42,Tuesday,0.6829813811928034,22,34,336,0.3228926581020319,y,2,faceWord_exp,180,13,335.32173216482624,23,5.07,2019102204,0.6971701399888843,331.687834155513,332.68824542406946,0.6167129583191127
neg,1,340.9910335796885,perjury,344.706426886376,female,32,image_stim_n.png,345.3884686380625,42,Tuesday,0.6820417516864836,22,35,336,3.222893544100452,y,2,faceWord_exp,180,12,345.372383617796,23,2.95,2019102204,0.6972407165449113,341.68827429623343,342.68866439163685,0.6659567314200103
pos,1,350.99164117896,sailboat,354.7131569948979,female,31,image_stim_p.png,355.3889299517032,42,Tuesday,0.6757729568053037,21,36,336,-1.5621536719325724,b,2,faceWord_exp,180,11,355.3726575828623,23,6.81,2019102204,0.6971425509545952,351.6887837299146,352.6891006825026,0.6595005879644305
pos,1,360.99185451236553,musical,367.31349717336707,female,31,image_stim_p.png,367.9895017493982,42,Tuesday,0.6760045760311186,21,37,180,-1.3503642789447028,b,2,faceWord_exp,336,11,367.7900106057059,23,7.68,2019102204,0.6973392027430236,361.68919371510856,362.6895206125919,0.4765134323388338
neu,1,370.99212559033185,verb,374.7121641121339,female,42,image_stim_n.png,375.38982787681744,42,Tuesday,0.6776637646835297,22,38,336,0.17918122123944408,y,2,faceWord_exp,180,13,375.4569929416757,23,5.27,2019102204,0.697505378164351,371.6896309684962,372.68998962524347,0.7448288295418024
neu,1,380.9926911643706,toaster,387.31603920971975,female,41,image_stim_p.png,387.99049751926214,42,Tuesday,0.6744583095423877,21,39,180,-0.5451009915059291,b,2,faceWord_exp,336,13,388.0410196890589,23,5.8,2019102204,0.6974296690896153,381.69012083346024,382.6905090040527,0.7249804793391377
neg,1,390.99318102933466,stone,397.31471301359124,female,32,image_stim_n.png,397.990882481914,42,Tuesday,0.6761694683227688,22,40,180,0.5494484707734639,y,2,faceWord_exp,336,12,398.00805598380975,23,4.81,2019102204,0.6973940599709749,391.69057508930564,392.6909497862216,0.6933429702185094
pos,1,400.993701370433,artist,404.7145463889465,female,31,image_stim_p.png,405.39121117582545,42,Tuesday,0.6766647868789732,21,41,336,-1.2978987804410356,b,2,faceWord_exp,180,11,405.67511723726057,23,6.76,2019102204,0.697328295558691,401.69102966599166,402.69139858847484,0.9605708483140916
neg,1,410.9945354561787,landslide,417.3162987388205,female,32,image_stim_n.png,417.9918567580171,42,Tuesday,0.6755580191966146,22,42,180,3.561717315569441,y,2,faceWord_exp,336,12,417.7756861478556,23,4.76,2019102204,0.6970482349861413,411.69158369116485,412.6918919822201,0.45938740903511643
neg,1,420.9945357767865,angry,424.7093885319773,female,32,image_stim_n.png,425.39210557215847,42,Tuesday,0.68271704018116,22,43,336,3.4296451702105397,y,2,faceWord_exp,180,12,425.34244988905266,23,2.53,2019102204,0.6974521251395345,421.69198790192604,422.6923083832953,0.6330613570753485
