ID,offset_word,delay_frames_before,onset_word,session,age,correct_resp,word,no,word_score_warriner,img_trigger,pause_trigger,word_label,delay_frames_after,word_score_pc,duration_frames,gender,duration_measured_word,key_t,scan day,pause_trigger_t,duration_measured_img,offset_img,condition,rt,word_trigger,response,img,onset_img
mikkel,161.807175348,336,161.09435060700002,6,46,1,lawyer,17,3.94,22,32,neg,180,1.4290259416609457,42,male,0.7128247409999631,167.894394433,Monday,162.80726594600003,0.6843726849999712,168.10751239399997,faceWord_exp,0.4712547240000049,12,y,image_stim_n.png,167.423139709
mikkel,171.80610886099998,180,171.111268677,6,46,1,rake,18,4.75,22,32,neg,336,0.5993691927879942,42,male,0.694840183999986,175.34348840999996,Monday,172.80747365800005,0.6845146929999828,175.506989664,faceWord_exp,0.5210134389999439,12,y,image_stim_n.png,174.82247497100002
mikkel,181.82425817600006,336,181.127781755,6,46,1,river,19,6.72,21,31,pos,180,-1.8284590275958619,42,male,0.6964764210000567,187.81151991599995,Monday,182.824943039,0.6834854210000003,188.12419844800002,faceWord_exp,0.37080688899993675,11,b,image_stim_p.png,187.44071302700002
mikkel,191.82411242499995,336,191.128211405,6,46,1,parade,20,6.37,21,31,pos,180,-2.3709211732995845,42,male,0.6959010199999511,197.893187678,Monday,192.82478445100003,0.6851234829999839,198.12383077699997,faceWord_exp,0.45448038400002133,11,b,image_stim_p.png,197.43870729399998
mikkel,201.823889571,180,201.128261158,6,46,1,pumpkin,21,7.0,21,31,pos,336,-1.1380831950062478,42,male,0.6956284130000085,205.30959874999996,Monday,202.82440351599996,0.6859498110000004,205.523833739,faceWord_exp,0.47171482199996717,11,b,image_stim_p.png,204.837883928
mikkel,211.82390924600008,336,211.12779172700004,6,46,0,table,22,5.49,22,42,neu,180,0.1576901893660491,42,male,0.6961175190000404,217.91015224000023,Monday,212.82442341399997,0.6856062729998484,218.12383779100003,faceWord_exp,0.47192072200004986,13,b,image_stim_n.png,217.43823151800018
mikkel,221.8228166780001,180,221.12758757300014,6,46,0,prairie,23,5.33,22,42,neu,336,-1.1818642926883074,42,male,0.695229104999953,225.2412854710002,Monday,222.82463711000003,0.6854551779999838,225.522846898,faceWord_exp,0.4038937510001688,13,b,image_stim_n.png,224.83739172000003
mikkel,231.84042283400015,336,231.14339336700016,6,46,1,dolphin,24,6.67,21,31,pos,180,-2.035068499528653,42,male,0.697029466999993,237.9764725570002,Monday,232.84055629800002,0.6844009960000221,238.1395267590002,faceWord_exp,0.52134679400001,11,b,image_stim_p.png,237.45512576300018
mikkel,241.84009054500018,336,241.14404270900002,6,46,1,forest,25,6.68,21,31,pos,180,-1.6320665929887423,42,male,0.6960478360001616,247.9427313770001,Monday,242.84109413000022,0.685613124999918,248.13991539000006,faceWord_exp,0.4884291119999489,11,b,image_stim_p.png,247.45430226500014
mikkel,251.83982177200016,336,251.14363632000016,6,46,1,girl,26,7.15,21,31,pos,180,-1.313583728320736,42,male,0.6961854520000088,257.89267840800005,Monday,252.840417257,0.6846196490000693,258.13905479000016,faceWord_exp,0.43824326699996163,11,b,image_stim_p.png,257.4544351410001
mikkel,261.83963981800014,180,261.14355017800005,6,46,1,folly,27,4.11,22,32,neg,336,2.52891321026023,42,male,0.696089640000082,265.32677809300014,Monday,262.84029354300003,0.6837786439998581,265.53879471900007,faceWord_exp,0.4717620179999358,12,y,image_stim_n.png,264.8550160750002
mikkel,271.8397118600002,180,271.1446610400002,6,46,1,accordion,28,5.26,21,41,neu,336,-0.8574934623041074,42,male,0.6950508200000058,275.37055190500007,Monday,272.83981075400004,0.6953454189999775,275.5673836870002,faceWord_exp,0.49851363699985995,13,b,image_stim_p.png,274.8720382680002
mikkel,281.90039374000014,180,281.20584879800015,6,46,1,blueberry,29,7.11,21,31,pos,336,-1.4048581699918157,42,male,0.6945449419999932,285.42581352800005,Monday,282.90100200300014,0.6909267710000222,285.60634024600006,faceWord_exp,0.5104000530000121,11,b,image_stim_p.png,284.91541347500004
mikkel,291.9056870940002,180,291.209614105,6,46,1,era,30,5.29,21,41,neu,336,0.38949539348709145,42,male,0.6960729890001858,295.33786986200005,Monday,292.906991962,0.697617960999878,295.61817443000007,faceWord_exp,0.4173133929998585,13,b,image_stim_p.png,294.9205564690002
mikkel,301.91718287000015,180,301.22154575900015,6,46,1,quantity,31,5.33,21,41,neu,336,-0.1985745460766808,42,male,0.6956371109999964,305.4259240330001,Monday,302.9185511000002,0.6904443150001498,305.62255374000017,faceWord_exp,0.49381460800009336,13,b,image_stim_p.png,304.932109425
mikkel,311.9220960120002,336,311.2268347730002,6,46,1,sin,32,3.08,22,32,neg,180,3.1738538072533196,42,male,0.6952612390000468,317.92051727700016,Monday,312.92352114300013,0.690406590000066,318.23425351900016,faceWord_exp,0.3766703480000615,12,y,image_stim_n.png,317.5438469290001
mikkel,321.9339828510002,180,321.23806640500004,6,46,1,law,33,4.55,22,32,neg,336,0.7240429444440241,42,male,0.695916446000183,325.4255757500001,Monday,322.9345547270001,0.6894977730000846,325.63836521400015,faceWord_exp,0.47670830900005967,12,y,image_stim_n.png,324.94886744100006
mikkel,331.9385323590001,336,331.24319665500013,6,46,1,analogy,34,5.24,21,41,neu,180,0.06851316647377265,42,male,0.6953357039999446,338.05374821500016,Monday,332.93872618700004,0.6960753369999111,338.25061533500013,faceWord_exp,0.4992082169999321,13,b,image_stim_p.png,337.5545399980002
mikkel,341.951302003,336,341.2555278190001,6,46,1,crow,35,4.32,22,32,neg,180,0.8985553834191027,42,male,0.6957741839999017,348.07392793300016,Monday,342.9514555270001,0.7365720880000026,348.3049729150001,faceWord_exp,0.505527106000045,12,y,image_stim_n.png,347.5684008270001
mikkel,352.0057229130001,180,351.310278455,6,46,0,gunshot,36,2.79,22,32,neg,336,3.2726955917764444,42,male,0.6954444580001109,355.525767835,Monday,353.00617315400007,0.7014829609997832,355.722323307,faceWord_exp,0.5049274889997832,12,b,image_stim_n.png,355.0208403460002
mikkel,362.02161381100007,336,361.32649949100016,6,46,1,hygiene,37,6.38,21,31,pos,180,-1.613773182399739,42,male,0.6951143199999024,368.10859186100004,Monday,363.0226649140001,0.7014919540001756,368.3391999620002,faceWord_exp,0.4708838530000321,11,b,image_stim_p.png,367.637708008
mikkel,372.03871164300006,180,371.3420804880001,6,46,1,chair,38,5.89,22,42,neu,336,-0.4928774877246448,42,male,0.6966311549999773,375.6581349840002,Monday,373.0381021090001,0.7024079979998987,375.75488933400004,faceWord_exp,0.6056536480000432,13,y,image_stim_n.png,375.05248133600014
mikkel,382.05475062100015,336,381.3584822790002,6,46,1,finger,39,5.8,22,42,neu,180,-0.3659926056186196,42,male,0.6962683419999394,388.22411909100003,Monday,383.05548747900013,0.7007172500000252,388.3708995520002,faceWord_exp,0.553936788999863,13,y,image_stim_n.png,387.67018230200017
mikkel,392.0706078400002,180,391.3751763390002,6,46,1,cheese,40,6.81,21,31,pos,336,-1.5755240884938977,42,male,0.69543150100003,395.67385390800007,Monday,393.072189481,0.7022527430001446,395.78796075800017,faceWord_exp,0.5881458930000463,11,b,image_stim_p.png,395.085708015
mikkel,402.0885435880001,336,401.3924143380001,6,46,1,satire,41,5.81,21,41,neu,180,-0.9476055713690849,42,male,0.6961292500000127,408.1922608850001,Monday,403.08851570800005,0.7021972079999159,408.40478841200013,faceWord_exp,0.4896696809998957,13,b,image_stim_p.png,407.7025912040002
mikkel,412.1044268510001,180,411.4094117400001,6,46,1,rumor,42,3.14,22,32,neg,336,3.1728286127179004,42,male,0.6950151109999751,415.64086230600003,Monday,413.10558474200013,0.7024587939999947,415.8216625420001,faceWord_exp,0.5216585579998991,12,y,image_stim_n.png,415.11920374800013
mikkel,422.12166753100007,336,421.42477399000006,6,46,1,judge,43,3.89,22,32,neg,180,1.421533554407035,42,male,0.6968935410000086,428.24128772200004,Monday,423.1209954870002,0.7021325409998553,428.43795495200004,faceWord_exp,0.5054653109998526,12,y,image_stim_n.png,427.7358224110002
mikkel,432.13732636400016,180,431.44196559500017,6,46,1,sun,44,6.92,21,31,pos,336,-1.2017878999114775,42,male,0.6953607689999899,435.5912325700002,Monday,433.13764536300016,0.6999184720000358,435.8542851000001,faceWord_exp,0.4368659420001677,11,b,image_stim_p.png,435.15436662800005
mikkel,442.1536152540001,180,441.4593402410002,6,46,1,handshake,45,6.21,21,31,pos,336,-1.283661754694624,42,male,0.694275012999924,445.674522399,Monday,443.1550249100002,0.7015345489999163,445.870272494,faceWord_exp,0.5057844539999223,11,b,image_stim_p.png,445.1687379450001
mikkel,452.17004803600014,180,451.4743967390001,6,46,1,protest,46,4.42,22,32,neg,336,1.346131993343653,42,male,0.6956512970000404,455.73952802600013,Monday,453.1717500340002,0.7046393180000905,455.8879815040001,faceWord_exp,0.5561858400001256,12,y,image_stim_n.png,455.183342186
mikkel,462.1885894410001,336,461.492879472,6,46,0,advice,47,5.78,22,42,neu,180,-0.30581232848456497,42,male,0.6957099690000632,468.15712349800003,Monday,463.22167331,0.7023278250001113,468.5379151610001,faceWord_exp,0.32153616200002944,13,b,image_stim_n.png,467.835587336
mikkel,472.2698106460001,336,471.5742964550001,6,46,1,role,48,5.1,22,42,neu,180,0.07641955756997082,42,male,0.6955141910000293,478.34108968700014,Monday,473.270028474,0.7021555559999797,478.5878931120002,faceWord_exp,0.4553521309999269,13,y,image_stim_n.png,477.8857375560002
mikkel,482.28840299900014,336,481.592557155,6,46,1,mayor,49,4.59,22,32,neg,180,0.3271241198863318,42,male,0.6958458440001323,488.27376218300003,Monday,483.2887654340001,0.7015931550001824,488.6044024600002,faceWord_exp,0.3709528780000255,12,y,image_stim_n.png,487.902809305
mikkel,492.3033059960002,336,491.6067919090002,6,46,1,scooter,50,5.42,22,42,neu,180,-0.9209473384247756,42,male,0.6965140869999686,498.4558352500002,Monday,493.30415291500015,0.7022940230001495,498.6205846580002,faceWord_exp,0.5375446150001153,13,y,image_stim_n.png,497.91829063500006
mikkel,502.320763714,180,501.6256744230001,6,46,1,escalator,51,5.95,22,42,neu,336,-0.1293625696653618,42,male,0.6950892909999311,505.8570749510001,Monday,503.3213931240001,0.7043796620000649,506.0378738310002,faceWord_exp,0.5235807819999536,13,y,image_stim_n.png,505.3334941690001
mikkel,512.33697296,180,511.6420896290002,6,46,1,home,52,7.48,21,31,pos,336,-2.2232275900644445,42,male,0.6948833309998008,515.6241112200001,Monday,513.3384045020001,0.6919179120000081,516.0521659840002,faceWord_exp,0.2638631479999276,11,b,image_stim_p.png,515.3602480720002
mikkel,522.353655146,336,521.6586326830001,6,46,1,politician,53,3.25,22,32,neg,180,1.7380634654586231,42,male,0.6950224629999866,528.2574954510002,Monday,523.3537336060002,0.701957124999808,528.67023641,faceWord_exp,0.28921616599996014,12,y,image_stim_n.png,527.9682792850002
mikkel,532.3689278380001,336,531.6727325950002,6,46,1,fee,54,2.86,22,32,neg,180,2.6698720582687456,42,male,0.6961952429999201,538.2731490000002,Monday,533.369689231,0.7035864270001184,538.6877183710002,faceWord_exp,0.28901705600014793,12,y,image_stim_n.png,537.9841319440001
mikkel,542.3879313450001,336,541.691163025,6,46,1,lost,55,2.53,22,32,neg,180,3.7741942061665816,42,male,0.6967683200000465,548.3050935730001,Monday,543.3898371210001,0.6994024539999373,548.703256115,faceWord_exp,0.3012399120000282,12,y,image_stim_n.png,548.0038536610001
mikkel,552.4026728310001,336,551.7080246470001,6,46,1,big,56,5.64,21,41,neu,180,0.6345811289687322,42,male,0.694648184000016,558.3226214970001,Monday,553.4025711690002,0.7053344389998983,558.720804292,faceWord_exp,0.30715164399998685,13,b,image_stim_p.png,558.0154698530001
mikkel,562.4188930850001,180,561.7226312280001,6,46,1,read,57,6.73,21,31,pos,336,-1.87678309604286,42,male,0.6962618570000814,565.8220816420002,Monday,563.419374897,0.703084299000011,566.1368958720001,faceWord_exp,0.3882700690001002,11,b,image_stim_p.png,565.4338115730001
mikkel,572.4353164680002,180,571.7414949680002,6,46,1,camera,58,6.61,21,31,pos,336,-1.0219663684796234,42,male,0.6938215000000127,575.9392220540002,Monday,573.4379591530002,0.7021692450000501,576.1520718180001,faceWord_exp,0.489319481000166,11,b,image_stim_p.png,575.449902573
mikkel,582.4526582940001,336,581.7558426480001,6,46,1,comb,59,5.65,21,41,neu,180,-0.15774590184623308,42,male,0.6968156460000046,588.5915456690001,Monday,583.4527794170002,0.703130511000154,588.7688652500002,faceWord_exp,0.5258109300000342,13,b,image_stim_p.png,588.065734739
mikkel,592.5189667420001,180,591.8130724190002,6,46,1,audience,60,5.89,21,41,neu,336,-0.7656585604551551,42,male,0.7058943229999386,595.8940910560001,Monday,593.519964271,0.701902827999902,596.2351817320001,faceWord_exp,0.36081215199988037,13,b,image_stim_p.png,595.5332789040002
