age,correct_resp,word_score_warriner,no,key_t,onset_img,word_score_pc,duration_measured_img,pause_trigger,word,response,session,word_trigger,condition,scan day,img,delay_frames_before,offset_word,duration_measured_word,offset_img,img_trigger,ID,pause_trigger_t,duration_frames,onset_word,delay_frames_after,gender,rt,word_label
25,1,4.75,21,207.9128922688542,207.2934245823417,0.5993691927879942,0.6857646608259529,32,rake,y,6,12,faceWord_exp,Monday,image_stim_n.png,336,201.67891489318572,0.6976205463288352,207.97918924316764,22,2019102103,202.67925237701274,42,200.98129434685688,180,female,0.6194676865125075,neg
25,1,3.25,22,215.21321121032815,214.69443658483215,1.7380634654586231,0.6850871266797185,32,politician,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,211.67937460262328,0.6970078140730038,215.37952371151187,22,2019102103,212.67972748505417,42,210.98236678855028,336,female,0.5187746254960075,neg
25,1,5.33,23,225.14702651684638,224.69441765744705,-0.1985745460766808,0.6855834076413885,41,quantity,b,6,13,faceWord_exp,Monday,image_stim_p.png,180,221.67984425695613,0.6959135578945279,225.38000106508844,21,2019102103,222.68016153026838,42,220.9839306990616,336,female,0.4526088593993336,neu
25,1,4.55,24,235.23079662234522,234.69468231929932,0.7240429444440241,0.6857730016345158,32,law,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,231.68027124460787,0.6970934682758525,235.38045532093383,22,2019102103,232.68062059825752,42,230.983177776332,336,female,0.5361143030459061,neg
25,1,5.65,25,245.3312609513523,244.69592831481714,-0.15774590184623308,0.6850207205861807,42,comb,y,6,13,faceWord_exp,Monday,image_stim_n.png,180,241.68073063332122,0.6976705912966281,245.38094903540332,22,2019102103,242.68115730024874,42,240.9830600420246,336,female,0.6353326365351677,neu
25,1,5.84,26,255.46530620893463,254.69637070107274,-0.6912617476649511,0.6849863947136328,42,soccer,y,6,13,faceWord_exp,Monday,image_stim_n.png,180,251.6811977212783,0.6973417691187933,255.38135709578637,22,2019102103,252.6815948743606,42,250.9838559521595,336,female,0.7689355078618973,neu
25,1,7.63,27,265.08219047565944,264.69689104217105,-2.539279812815429,0.6849273671396077,31,chocolate,b,6,11,faceWord_exp,Monday,image_stim_p.png,180,261.6816429946339,0.6969654681161046,265.38181840931065,21,2019102103,262.68204111012165,42,260.98467752651777,336,female,0.3852994334883988,pos
25,1,4.42,28,277.8327170724515,277.29734670952894,1.346131993343653,0.6851185652194545,32,protest,y,6,12,faceWord_exp,Monday,image_stim_n.png,336,271.6821181026753,0.6972102402942255,277.9824652747484,22,2019102103,272.68246713548433,42,270.9849078623811,180,female,0.5353703629225492,neg
25,1,6.67,29,287.8665584921837,287.2978032110259,-2.035068499528653,0.6851115075405687,31,dolphin,b,6,11,faceWord_exp,Monday,image_stim_p.png,336,281.68259224831127,0.6972022202098742,287.98291471856646,21,2019102103,282.68293903546873,42,280.9853900281014,180,female,0.5687552811577916,pos
25,1,4.59,30,295.2335859971354,294.69803534343373,0.3271241198863318,0.6851811216911301,32,mayor,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,291.6830394464778,0.6975159647408873,295.38321646512486,22,2019102103,292.68333939649165,42,290.9855234817369,336,female,0.5355506537016481,neg
25,0,5.24,31,305.300685618422,304.69841068191454,0.06851316647377265,0.6852414325112477,42,analogy,b,6,13,faceWord_exp,Monday,image_stim_n.png,180,301.6834892111365,0.6975534985540435,305.3836521144258,22,2019102103,302.6838225246174,42,300.98593571258243,336,female,0.602274936507456,neu
25,1,6.68,32,315.18446060002316,314.6991369780153,-1.6320665929887423,0.684986715670675,31,forest,b,6,11,faceWord_exp,Monday,image_stim_p.png,180,311.6839450709522,0.6973273330368102,315.384123693686,21,2019102103,312.6843146351166,42,310.98661773791537,336,female,0.4853236220078543,pos
25,1,5.8,33,327.8183595717419,327.29945405886974,-0.3659926056186196,0.6852449614088982,41,finger,b,6,13,faceWord_exp,Monday,image_stim_p.png,336,321.68440895085223,0.6973520347382873,327.98469902027864,21,2019102103,322.684768890962,42,320.98705691611394,180,female,0.518905512872152,neu
25,1,6.21,34,337.71892148884945,337.30018099665176,-1.283661754694624,0.6850232869619504,31,handshake,b,6,11,faceWord_exp,Monday,image_stim_p.png,336,331.6848770012148,0.6972522652940825,337.9852042836137,21,2019102103,332.6853039889829,42,330.9876247359207,180,female,0.41874049219768494,pos
25,1,2.79,35,345.13583020074293,344.70032041717786,3.2726955917764444,0.6851612320169806,32,gunshot,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,341.68530270573683,0.6970594632439315,345.38548164919484,22,2019102103,342.6856536632404,42,340.9882432424929,336,female,0.43550978356506675,neg
25,1,5.49,36,357.7365595123265,357.30098717240617,0.1576901893660491,0.6850710865110159,42,table,y,6,13,faceWord_exp,Monday,image_stim_n.png,336,351.6858477485366,0.6975233431439847,357.9860582589172,22,2019102103,352.686158285127,42,350.98832440539263,180,female,0.43557233992032707,neu
25,1,6.38,37,367.9035649461439,367.3014699796913,-1.613773182399739,0.6850685201352462,31,hygiene,b,6,11,faceWord_exp,Monday,image_stim_p.png,336,361.68628660589457,0.6973648668499663,367.98653849982657,21,2019102103,362.6866548868129,42,360.9889217390446,180,female,0.6020949664525688,pos
25,1,2.86,38,375.17067861848045,374.70164019730873,2.6698720582687456,0.685283136786893,32,fee,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,371.6867168016033,0.6976859897840768,375.3869233340956,22,2019102103,372.68704113259446,42,370.98903081181925,336,female,0.46903842117171735,neg
25,1,3.38,39,387.77120903274044,387.3021962757921,4.673386290788297,0.6852516981307417,32,woe,y,6,12,faceWord_exp,Monday,image_stim_n.png,336,381.6871437893715,0.6975435537751764,387.9874479739228,22,2019102103,382.68749827565625,42,380.9896002355963,180,female,0.4690127569483593,neg
25,1,5.05,40,395.47159136482514,394.7027575512184,-0.441124933220443,0.685041251941584,42,bugle,y,6,13,faceWord_exp,Monday,image_stim_n.png,180,391.68762274691835,0.697541949688457,395.38779880315997,22,2019102103,392.6880176543491,42,390.9900807972299,336,female,0.7688338136067614,neu
25,1,5.89,41,405.4221945691388,404.70323779201135,-0.7656585604551551,0.6850050013745204,41,audience,b,6,13,faceWord_exp,Monday,image_stim_p.png,180,401.6881145366933,0.6973966263467446,405.38824279338587,21,2019102103,402.6884468876524,42,400.9907179103466,336,female,0.7189567771274596,neu
25,1,6.72,42,417.7726446224842,417.30399212625343,-1.8284590275958619,0.6848814925178885,31,river,b,6,11,faceWord_exp,Monday,image_stim_p.png,336,411.6885392786935,0.6956408760743216,417.9888736187713,21,2019102103,412.6889672287507,42,410.9928984026192,180,female,0.46865249623078853,pos
25,1,5.26,43,427.98982832592446,427.3044630638324,-0.8574934623041074,0.6848096328321844,42,accordion,y,6,13,faceWord_exp,Monday,image_stim_n.png,336,421.68906475265976,0.6972413581097499,427.98927269666456,22,2019102103,422.6893977453001,42,420.99182339455,180,female,0.6853652620920911,neu
25,1,3.14,44,435.1400789045729,434.70468974264804,3.1728286127179004,0.6849283295450732,32,rumor,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,431.68945581046864,0.697427102481015,435.3896180721931,22,2019102103,432.68982505379245,42,430.99202870798763,336,female,0.43538916192483157,neg
25,1,3.94,45,445.54071781411767,444.70518249471206,1.4290259416609457,0.684893362224102,32,lawyer,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,441.6899251440773,0.6973215586040169,445.39007585693616,22,2019102103,442.690302407369,42,440.99260358547326,336,female,0.8355353194056079,neg
25,1,5.78,46,455.40776264236774,454.7056194272591,-0.30581232848456497,0.6849074774654582,42,advice,y,6,13,faceWord_exp,Monday,image_stim_n.png,180,451.69036753021646,0.6973173881415278,455.39052690472454,22,2019102103,452.6907127132872,42,450.99305014207494,336,female,0.7021432151086628,neu
25,1,6.73,47,465.4915532791056,464.70641148777213,-1.87678309604286,0.6845918081235141,31,read,b,6,11,faceWord_exp,Monday,image_stim_p.png,180,461.6908163324697,0.6975608770735562,465.39100329589564,21,2019102103,462.69122920476366,42,460.99325545539614,336,female,0.7851417913334444,pos
25,1,7.53,48,477.69198629795574,477.31010308663826,-3.0889019952949432,0.6814902927726507,31,honeymoon,b,6,11,faceWord_exp,Monday,image_stim_p.png,336,471.69125679379795,0.6973850774811581,477.9915933794109,21,2019102103,472.69171265373006,42,470.9938717163168,180,female,0.38188321131747216,pos
25,1,5.1,49,485.64244385808706,484.7068721597316,0.07641955756997082,0.6850515175610781,42,role,y,6,13,faceWord_exp,Monday,image_stim_n.png,180,481.6917280522175,0.6974011175334454,485.39192367729265,22,2019102103,482.6921203932725,42,480.99432693468407,336,female,0.9355716983554885,neu
25,1,5.9,50,498.0598222243134,497.307690333575,0.597486551423763,0.6847916678525507,41,medicine,b,6,13,faceWord_exp,Monday,image_stim_p.png,336,491.69219931052066,0.6970017187995836,497.99248200142756,21,2019102103,492.6926279022591,42,490.9951975917211,180,female,0.7521318907383829,neu
25,1,6.61,51,505.2599941100925,504.70789038576186,-1.0219663684796234,0.6849296127911657,31,camera,b,6,11,faceWord_exp,Monday,image_stim_p.png,180,501.69265324564185,0.6973209170391783,505.392819998553,21,2019102103,502.69304751150776,42,500.9953323286027,336,female,0.5521037243306637,pos
25,1,5.33,52,515.3603737474186,514.7081906566164,-1.1818642926883074,0.6850977131398395,41,prairie,b,6,13,faceWord_exp,Monday,image_stim_p.png,180,511.6931129550794,0.6972564357565716,515.3932883697562,21,2019102103,512.6935052961344,42,510.99585651932284,336,female,0.6521830908022821,neu
25,1,2.07,53,525.06093219982,524.7087350578513,4.494524106175375,0.6850069260690361,32,funeral,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,521.6936101984465,0.6973655085312203,525.3937419839203,22,2019102103,522.6939447950572,42,520.9962446899153,336,female,0.35219714196864516,neg
25,1,7.33,54,535.2779112315038,534.7094366521342,-1.071197614358652,0.6847714573377743,31,chipmunk,b,6,11,faceWord_exp,Monday,image_stim_p.png,180,531.694048093399,0.6973350322805345,535.394208109472,21,2019102103,532.6944381888025,42,530.9967130611185,336,female,0.5684745793696493,pos
25,1,1.94,55,547.7617902813945,547.3095002992777,3.587794463102913,0.6852988561149687,32,prison,y,6,12,faceWord_exp,Monday,image_stim_n.png,336,541.69451389811,0.6974450674606487,547.9947991553927,22,2019102103,542.6949007855728,42,540.9970688306494,180,female,0.4522899821167812,neg
25,1,7.18,56,555.2954565432156,554.7104494245723,-2.3202480308548075,0.6846582142170519,31,party,b,6,11,faceWord_exp,Monday,image_stim_p.png,180,551.6950008758577,0.6974200449185446,555.3951076387893,21,2019102103,552.6952979386551,42,550.9975808309391,336,female,0.5850071186432615,pos
25,1,2.29,57,565.3293807299342,564.7104827880394,4.2219398121868315,0.6851374926045537,32,guilt,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,561.6954384499695,0.6975227015791461,565.3956202806439,22,2019102103,562.6958506806986,42,560.9979157483904,336,female,0.6188979418948293,neg
25,1,4.32,58,575.1797242769971,574.7106781565817,0.8985553834191027,0.6853893222287297,32,crow,y,6,12,faceWord_exp,Monday,image_stim_n.png,180,571.6958628712455,0.697281458415091,575.3960674788104,22,2019102103,572.6962266608607,42,570.9985814128304,336,female,0.4690461204154417,neg
25,1,3.19,59,587.8303951063426,587.3115165409399,1.5556418242275696,0.6850861641578376,32,old,y,6,12,faceWord_exp,Monday,image_stim_n.png,336,581.6963318840135,0.6978319549234584,587.9966027050978,22,2019102103,582.6967547012027,42,580.99849992909,180,female,0.5188785654027015,neg
25,1,2.53,60,597.7643088991754,597.3118777641794,3.7741942061665816,0.6851910664699972,32,lost,y,6,12,faceWord_exp,Monday,image_stim_n.png,336,591.6967989718542,0.6976391526404768,597.9970688306494,22,2019102103,592.6971303605242,42,590.9991598192137,180,female,0.4524311349960044,neg
