onset_img,scan day,duration_measured_word,duration_frames,word,pause_trigger,onset_word,ID,word_score_pc,word_score_warriner,key_t,pause_trigger_t,word_trigger,img,delay_frames_after,response,gender,duration_measured_img,session,offset_word,correct_resp,offset_img,delay_frames_before,no,condition,rt,word_label,age,img_trigger
7.3024208372225985,Monday,0.6903640014352277,42,nose,42,0.9935172299155965,2019102103,-0.049892793833906636,5.5,7.984736874816008,2.6843306751688942,13,image_stim_n.png,180,y,female,0.6817645786795765,2,1.6838812313508242,1,7.984185415902175,336,1,faceWord_exp,0.6823160375934094,neu,25,22
17.298721346771345,Monday,0.6954098985297605,42,knowledge,31,10.988995202700607,2019102103,-1.6425048482978826,7.28,17.81836053414736,12.684757983661257,11,image_stim_p.png,180,b,female,0.6859346858691424,2,11.684405101230368,1,17.984656032640487,336,2,faceWord_exp,0.5196391873760149,pos,25,21
27.301260175067,Monday,0.6942245345562696,42,vacation,31,20.990646371385083,2019102103,-3.1565376907491283,8.53,27.835523128858767,22.68520903144963,11,image_stim_p.png,180,b,female,0.6838632663711905,2,21.684870905941352,1,27.98512344143819,336,3,faceWord_exp,0.5342629537917674,pos,25,21
37.30014955799561,Monday,0.6961272121407092,42,monkey,41,30.98919345845934,2019102103,-0.6680004122251881,5.82,37.98611279530451,32.68565205927007,13,image_stim_p.png,180,b,female,0.6854316680692136,2,31.68532067060005,1,37.985581226064824,336,4,faceWord_exp,0.6859632373088971,neu,25,21
47.30113891174551,Monday,0.696294991648756,42,apartment,42,40.98954088718165,2019102103,-0.5485436049411244,5.72,47.920088823651895,42.686105031869374,13,image_stim_n.png,180,y,female,0.6848786053014919,2,41.6858358788304,1,47.986017517047,336,5,faceWord_exp,0.6189499119063839,neu,25,22
57.30084345303476,Monday,0.6974989621667191,42,day,31,50.98869717749767,2019102103,-1.2502658664257256,6.36,57.85348516260274,52.68655126763042,11,image_stim_p.png,180,b,female,0.6856956883566454,2,51.68619613966439,1,57.986539141391404,336,6,faceWord_exp,0.552641709567979,pos,25,21
67.30130252090748,Monday,0.6965596535010263,42,sailboat,31,60.99008208035957,2019102103,-1.5621536719325724,6.81,67.82062603894155,62.68701675161719,11,image_stim_p.png,180,b,female,0.6856587961083278,2,61.6866417338606,1,67.98696131701581,336,7,faceWord_exp,0.5193235180340707,pos,25,21
74.70135724975262,Monday,0.6974110624287277,42,clang,32,70.98969775938895,2019102103,1.472290472628449,4.1,75.38790402619634,72.68748929316644,12,image_stim_n.png,336,y,female,0.6859452724456787,2,71.68710882181767,1,75.3873025221983,180,8,faceWord_exp,0.6865467764437199,neg,25,22
84.70182979130186,Monday,0.6963492071954533,42,jaw,32,80.99118082784116,2019102103,0.16339675594021513,4.41,85.48813288647216,82.68790088233072,12,image_stim_n.png,336,y,female,0.6859019641997293,2,81.68753003503662,1,85.38773175550159,180,9,faceWord_exp,0.7863030951702967,neg,25,22
94.70276492962148,Monday,0.6966911824420094,42,theory,42,90.99134251207579,2019102103,0.1106807997481866,5.65,95.37189182802103,92.68842731870245,13,image_stim_n.png,336,y,female,0.6854364802129567,2,91.6880336945178,1,95.38820140983444,180,10,faceWord_exp,0.6691268983995542,neu,25,22
104.70253844326362,Monday,0.6965134579222649,42,perjury,32,100.99196422670502,2019102103,3.222893544100452,2.95,105.22231429244857,102.6888764416799,12,image_stim_n.png,336,y,female,0.6861220344435424,2,101.68847768462729,1,105.38866047770716,180,11,faceWord_exp,0.5197758491849527,neg,25,22
114.70327468425967,Monday,0.6972760047065094,42,toaster,42,110.99166299344506,2019102103,-0.5451009915059291,5.8,115.35617733432446,112.68941988062579,13,image_stim_n.png,336,y,female,0.6858272171812132,2,111.68893899815157,1,115.38910190144088,180,12,faceWord_exp,0.6529026500647888,neu,25,22
124.7037793060299,Monday,0.697234942112118,42,attribute,42,120.99218301370274,2019102103,-0.32263149533554664,5.67,125.32331243623048,122.68980869278312,13,image_stim_n.png,336,y,female,0.6858233676757663,2,121.68941795581486,1,125.38960267370567,180,13,faceWord_exp,0.6195331302005798,neu,25,22
137.3044239259325,Monday,0.6974136288044974,42,artist,31,130.99247943493538,2019102103,-1.2978987804410356,6.76,137.940508843516,132.69023375562392,11,image_stim_p.png,180,b,female,0.6857187860878184,2,131.68989306373987,1,137.99014271202032,336,14,faceWord_exp,0.6360849175835028,pos,25,21
147.30425775039475,Monday,0.6976253582397476,42,lab,32,140.99271682859398,2019102103,0.2032181950076048,4.57,147.92434394347947,142.69071816687938,12,image_stim_n.png,180,y,female,0.6863462751498446,2,141.69034218683373,1,147.9906040255446,336,15,faceWord_exp,0.6200861930847168,neg,25,22
157.30535810184665,Monday,0.6972272427519783,42,winter,41,150.9935566886561,2019102103,0.3495373155897487,5.5,157.9916065322468,152.69118172605522,13,image_stim_p.png,180,b,female,0.685696009080857,2,151.69078393140808,1,157.9910541109275,336,16,faceWord_exp,0.6862484304001555,neu,25,21
164.70574036962353,Monday,0.6972060698317364,42,problem,32,160.99403564620297,2019102103,4.02985566434138,3.52,165.25842250022106,162.69167351571377,12,image_stim_n.png,336,y,female,0.6856604001950473,2,161.6912417160347,1,165.39140076981857,180,17,faceWord_exp,0.5526821305975318,neg,25,22
174.70600438979454,Monday,0.6976298494264483,42,sick,32,170.99407125532161,2019102103,3.4738609063027237,2.29,175.2588818889344,172.69213065889198,12,image_stim_n.png,336,y,female,0.6858522398397326,2,171.69170110474806,1,175.39185662963428,180,18,faceWord_exp,0.5528774991398677,neg,25,22
184.7065824753372,Monday,0.6973401650320739,42,tree,31,180.99481487472076,2019102103,-1.3695211950901562,7.59,185.5261643033009,182.6925926139811,11,image_stim_p.png,336,b,female,0.6857547159306705,2,181.69215503975283,1,185.39233719126787,180,19,faceWord_exp,0.8195818279637024,pos,25,21
194.70710666605737,Monday,0.6970540096517652,42,restaurant,31,190.99556555168238,2019102103,-2.0702836690965865,6.95,195.193174228305,192.69298784225248,11,image_stim_p.png,336,b,female,0.68570948287379,2,191.69261956133414,1,195.39281614893116,180,20,faceWord_exp,0.4860675622476265,pos,25,21
204.707564450684,Monday,0.6973462604219094,42,summer,31,200.9957269151928,2019102103,-1.7608811602119443,7.5,205.24360657332,202.69344498531427,11,image_stim_p.png,336,b,female,0.6856350568123162,2,201.6930731756147,1,205.39319950749632,180,21,faceWord_exp,0.5360421226359904,pos,25,21
214.70757279160898,Monday,0.6971611574990675,42,landslide,32,210.99635761231184,2019102103,3.561717315569441,4.76,215.260798361036,212.69394415349234,12,image_stim_n.png,336,y,female,0.6861300544114783,2,211.6935187698109,1,215.39370284602046,180,22,faceWord_exp,0.5532255694270134,neg,25,22
227.30937133682892,Monday,0.6976420399732888,42,verb,42,220.9963701235829,2019102103,0.17918122123944408,5.27,228.04473842750303,222.69434002332855,13,image_stim_n.png,180,y,female,0.68496073060669,2,221.69401216355618,1,227.9943320674356,336,23,faceWord_exp,0.7353670906741172,neu,25,22
234.70944114332087,Monday,0.697531363228336,42,street,42,230.99692350730766,2019102103,0.3228926581020319,5.07,235.4117976918351,232.69482764264103,13,image_stim_n.png,336,y,female,0.6851435878779739,2,231.694454870536,1,235.39458473119885,180,24,faceWord_exp,0.7023565485142171,neu,25,22
244.70920503302477,Monday,0.6971220197156072,42,asparagus,42,240.99776657531038,2019102103,-0.34443889393116306,5.43,245.46231472864747,242.69523249496706,13,image_stim_n.png,336,y,female,0.6858262547757477,2,241.694888595026,1,245.39503128780052,180,25,faceWord_exp,0.7531096956226975,neu,25,22
257.30993434460834,Monday,0.6974588619777933,42,whole,41,250.99787468567956,2019102103,0.10630403813009667,5.86,257.79603527020663,252.69573390868027,13,image_stim_p.png,180,b,female,0.685698575573042,2,251.69533354765736,1,257.9956329201814,336,26,faceWord_exp,0.48610092559829354,neu,25,21
264.7107721514767,Monday,0.6973744909046218,42,joke,31,260.99845630000345,2019102103,-1.8879163634684628,7.88,265.22966547391843,262.69623468082864,11,image_stim_p.png,336,b,female,0.6852196180261672,2,261.6958307909081,1,265.39599176950287,180,27,faceWord_exp,0.5188933224417269,pos,25,21
274.71071569039486,Monday,0.6976089973468333,42,hoe,32,270.99861894664355,2019102103,0.2623575316864496,4.8,275.2635210090084,272.69664659083355,12,image_stim_n.png,336,y,female,0.6857094827573746,2,271.6962279439904,1,275.39642517315224,180,28,faceWord_exp,0.5528053186135367,neg,25,22
287.31111553811934,Monday,0.6973125761142001,42,piano,31,280.99941870651674,2019102103,-1.7947555393350414,6.4,288.0475050252862,282.6971149620367,11,image_stim_p.png,180,b,female,0.685904209734872,2,281.69673128263094,1,287.9970197478542,336,29,faceWord_exp,0.736389487166889,pos,25,21
297.31129582901485,Monday,0.697367754066363,42,musical,31,290.9998068771092,2019102103,-1.3503642789447028,7.68,297.7977419376839,292.69753136322834,11,image_stim_p.png,180,b,female,0.6861836283933371,2,291.6971746311756,1,297.9974794574082,336,30,faceWord_exp,0.4864461086690426,pos,25,21
304.7118696157122,Monday,0.6974469922715798,42,plea,32,301.00016938347835,2019102103,2.166481281776448,4.35,305.3315746958833,302.6981158647686,12,image_stim_n.png,336,y,female,0.6859619541792199,2,301.69761637574993,1,305.3978315698914,180,31,faceWord_exp,0.6197050801711157,neg,25,22
317.31221492716577,Monday,0.6973093681735918,42,highway,42,311.00084788003005,2019102103,0.650019808676411,5.19,318.0324857098749,312.69846810551826,13,image_stim_n.png,180,y,female,0.6861752875847742,2,311.69815724820364,1,317.99839021475054,336,32,faceWord_exp,0.7202707827091217,neu,25,22
327.3129434688017,Monday,0.6965817888267338,42,excuse,32,321.0019825573545,2019102103,2.373388118792564,4.52,328.03287901333533,322.6990955945803,12,image_stim_n.png,180,y,female,0.6858878489583731,2,321.69856434618123,1,327.99883131776005,336,33,faceWord_exp,0.719935544533655,neg,25,22
337.31318920326885,Monday,0.6974550123559311,42,tired,32,331.0015764217824,2019102103,2.351878020671037,4.29,337.69974008610006,332.69935319863725,12,image_stim_n.png,180,y,female,0.6861351873958483,2,331.6990314341383,1,337.9993243906647,336,34,faceWord_exp,0.38655088283121586,neg,25,22
347.31378846173175,Monday,0.6972731174901128,42,power,42,341.0022055148147,2019102103,-0.02119054453060663,5.97,347.8167738466291,342.69991556485184,13,image_stim_n.png,180,b,female,0.6859969216166064,2,341.6994786323048,0,347.99978538334835,336,35,faceWord_exp,0.5029853848973289,neu,25,22
354.71468208823353,Monday,0.6973892478272319,42,mercy,31,351.002543640323,2019102103,-1.0752281295040744,6.4,355.25049355404917,352.70039644732606,11,image_stim_p.png,336,b,female,0.6854108159895986,2,351.6999328881502,1,355.40009290422313,180,36,faceWord_exp,0.535811465815641,pos,25,21
367.31526543491054,Monday,0.6974415385629982,42,angry,32,361.00293469813187,2019102103,3.4296451702105397,2.53,367.85103519645054,362.70083755021915,12,image_stim_n.png,180,y,female,0.6853864350123331,2,361.70037623669486,1,368.0006518699229,336,37,faceWord_exp,0.5357697615399957,neg,25,22
374.7153631512774,Monday,0.6973148217657581,42,embrace,31,371.0035201620776,2019102103,-2.461915733068042,7.0,375.1847634372534,372.701219304814,11,image_stim_p.png,336,b,female,0.6856652121059597,2,371.7008349838434,1,375.4010283633834,180,38,faceWord_exp,0.4694002859760076,pos,25,21
387.31584608682897,Monday,0.697427423321642,42,heavy,32,381.00390031258576,2019102103,1.3393636650983416,4.78,387.8519257432781,382.7016193451127,12,image_stim_n.png,180,y,female,0.6857681896071881,2,381.7013277359074,1,388.00161427643616,336,39,faceWord_exp,0.5360796564491466,neg,25,22
