condition,duration_measured_img,response,offset_img,onset_word,duration_measured_word,word_score_pc,rt,word_trigger,correct_resp,word,onset_img,duration_frames,pause_trigger_t,key_t,scan day,delay_frames_after,img_trigger,pause_trigger,offset_word,session,img,ID,word_score_warriner,age,no,delay_frames_before,word_label,gender
faceWord_exp,0.6860572323203087,y,195.3809782284079,190.98318836279213,0.6976901603629813,0.6016604903777263,0.5198605408659205,13,1,toe,194.6949209960876,42,192.6811743027065,195.21478153695352,Monday,336,22,42,191.68087852315512,3,image_stim_n.png,2019102102,5.24,24,20,180,neu,female
faceWord_exp,0.6855554978828877,y,205.38142735150177,200.9840157115832,0.6972766463877633,2.1987551193617842,0.5693972064182162,12,1,volcano,204.69587185361888,42,202.68174468900543,205.2652690600371,Monday,336,22,32,201.68129235797096,3,image_stim_n.png,2019102102,4.59,24,21,180,neg,female
faceWord_exp,0.6863190069561824,y,217.98198375070933,210.98443820804823,0.697276967111975,0.30770997164376424,0.6034737741574645,13,1,reality,217.29566474375315,42,212.68211617786437,217.89913851791061,Monday,180,22,42,211.6817151751602,3,image_stim_n.png,2019102102,5.73,24,22,336,neu,female
faceWord_exp,0.6860485706711188,y,225.38236954738386,220.98449883970898,0.6976680249208584,0.41231466195915456,0.6697967333020642,12,1,foot,224.69632097671274,42,222.68262240372133,225.3661177100148,Monday,336,22,32,221.68216686462983,3,image_stim_n.png,2019102102,4.68,24,23,180,neg,female
faceWord_exp,0.6860155281610787,b,235.38285139226355,230.98489599279128,0.6977539998479187,-1.4106928476010352,0.7532049739966169,11,1,car,234.69683586410247,42,232.68297207797877,235.45004083809908,Monday,336,21,31,231.6826499926392,3,image_stim_p.png,2019102102,6.63,24,24,180,pos,female
faceWord_exp,0.685616129427217,b,247.98339495947585,240.98576023371425,0.6973549220710993,-1.7760144816699572,0.6526864293264225,11,1,island,247.29777883004863,42,242.6835116673028,247.95046525937505,Monday,180,21,31,241.68311515578534,3,image_stim_p.png,2019102102,7.18,24,25,336,pos,female
faceWord_exp,0.6861505857668817,y,255.38374835508876,250.98618369258475,0.697383152670227,2.411295736651624,0.5866730441339314,12,1,tobacco,254.69759776932187,42,252.68395790306386,255.2842708134558,Monday,336,22,32,251.68356684525497,3,image_stim_n.png,2019102102,3.37,24,26,180,neg,female
faceWord_exp,0.685719748493284,y,267.9843394010095,260.98668061511125,0.6973343907156959,1.8802224749820768,0.7528751892969012,12,1,dusty,267.2986196525162,42,262.68444744718727,268.0514948418131,Monday,180,22,32,261.68401500582695,3,image_stim_n.png,2019102102,3.95,24,27,336,neg,female
faceWord_exp,0.6846161889843643,b,275.384640185046,270.9867835926125,0.6976850274950266,-1.343270424679961,0.48501629347447306,13,0,jam,274.70002399606165,42,272.684924159199,275.1850402895361,Monday,336,22,42,271.6844686201075,3,image_stim_n.png,2019102102,5.81,24,28,180,neu,female
faceWord_exp,0.6858342749765143,b,287.9852774265455,280.98779283626936,0.6971524958498776,1.239138220826116,0.5195339643396437,12,0,debate,287.299443151569,42,282.68531617941335,287.81897711590864,Monday,180,22,32,281.68494533211924,3,image_stim_n.png,2019102102,4.95,24,29,336,neg,female
faceWord_exp,0.6850791065953672,y,297.9857259079581,290.9880129065132,0.6974854884902015,0.33736940436804663,0.5853994595818222,12,1,radish,297.30064680136275,42,292.6857903250493,297.88604626094457,Monday,180,22,32,291.6854983950034,3,image_stim_n.png,2019102102,4.7,24,30,336,neg,female
faceWord_exp,0.6847923094173893,b,305.3860478649149,300.98876005469356,0.697084165061824,-2.0727743906520253,0.7686817533103749,11,1,fountain,304.7012555554975,42,302.68621731270105,305.46993730880786,Monday,336,21,31,301.6858442197554,3,image_stim_p.png,2019102102,6.26,24,31,180,pos,female
faceWord_exp,0.6858509567100555,y,317.9865920738084,310.98859259602614,0.69774726300966,-1.0048841857254538,0.7530946180922911,13,1,gum,317.30074111709837,42,312.6867030070862,318.05383573519066,Monday,180,22,42,311.6863398590358,3,image_stim_n.png,2019102102,5.89,24,32,336,neu,female
faceWord_exp,0.6848843797342852,b,325.38693680777214,320.98957296740264,0.6972166562918574,-1.9498998207384868,0.7021412902977318,11,1,symphony,324.70205242803786,42,322.6871691326378,325.4041937183356,Monday,336,21,31,321.6867896236945,3,image_stim_p.png,2019102102,7.15,24,33,180,pos,female
faceWord_exp,0.6852061442332342,y,335.3873917051824,330.9899810277857,0.6972615686245263,3.583082910341294,0.5689118326408789,12,1,cyclone,334.70218556094915,42,332.68769909779076,335.27109739359,Monday,336,22,32,331.6872425964102,3,image_stim_n.png,2019102102,3.47,24,34,180,neg,female
faceWord_exp,0.6850117382127792,y,347.9879955832148,340.99036438635085,0.6973481852328405,-1.7878104403788575,0.5187162396032363,13,1,harp,347.302983845002,42,342.68813570961356,347.82170008460525,Monday,180,22,42,341.6877125715837,3,image_stim_n.png,2019102102,5.4,24,35,336,neu,female
faceWord_exp,0.6847329610027373,b,357.988437969354,350.9907487073215,0.6974059295607731,0.07332602516344529,0.5517922253347933,13,1,jungle,357.30370500835124,42,352.6886387274135,357.85549723368604,Monday,180,21,41,351.68815463688225,3,image_stim_p.png,2019102102,5.7,24,36,336,neu,female
faceWord_exp,0.684979657875374,y,365.38880548032466,360.9911904518958,0.6974476338364184,1.9197700017151131,0.5520677943713963,12,1,belch,364.7038258224493,42,362.6890198403271,365.2558936168207,Monday,336,22,32,361.68863808573224,3,image_stim_n.png,2019102102,4.18,24,37,180,neg,female
faceWord_exp,0.6854255729122087,b,375.3892247687327,370.9919080863474,0.697198370588012,-1.4443598905895143,0.5192930418998003,11,1,raspberry,374.70379919582047,42,372.68949270271696,375.22309223772027,Monday,336,21,31,371.6891064569354,3,image_stim_p.png,2019102102,7.3,24,38,180,pos,female
faceWord_exp,0.6860861046006903,y,385.3896674757125,380.9923081266461,0.6972179395379499,0.7962654471128737,0.5531155343633145,12,1,reporter,384.7035813711118,42,382.6899155199062,385.2566969054751,Monday,336,22,32,381.68952606618404,3,image_stim_n.png,2019102102,4.57,24,39,180,neg,female
faceWord_exp,0.6859372523613274,y,395.39015509502497,390.99271169572603,0.697289799223654,-0.4971407339658378,0.6530191011261195,13,1,cafeteria,394.70421784266364,42,392.6903822871391,395.35723694378976,Monday,336,22,42,391.6900014949497,3,image_stim_n.png,2019102102,5.68,24,40,180,neu,female
faceWord_exp,0.6859196082223207,y,405.3906468846835,400.992934332462,0.6975194935221225,0.2046331385026182,0.6029977037105709,13,1,glass,404.7047272764612,42,402.69076628726907,405.30772498017177,Monday,336,22,42,401.69045382598415,3,image_stim_n.png,2019102102,5.48,24,41,180,neu,female
faceWord_exp,0.6859812022885308,y,415.3910934412852,410.99354738532566,0.6973754534265026,-0.123291752025302,0.5865136055508628,13,1,faucet,414.70511223899666,42,412.69153845810797,415.2916258445475,Monday,336,22,42,411.69092283875216,3,image_stim_n.png,2019102102,5.55,24,42,180,neu,female
faceWord_exp,0.685579557903111,b,425.3915197873721,420.9945049798116,0.6969211974646896,-1.2474567486001964,0.5527241555973887,11,1,advantage,424.705940229469,42,422.69186760112643,425.25866438506637,Monday,336,21,31,421.6914261772763,3,image_stim_p.png,2019102102,6.71,24,43,180,pos,female
faceWord_exp,0.6850701241055503,y,435.3919685896253,430.9943689596839,0.6974335185950622,2.3068979902815,0.7355842737015337,12,1,trial,434.70689846551977,42,432.6921688343864,435.4424827392213,Monday,336,22,32,431.691802478279,3,image_stim_n.png,2019102102,3.28,24,44,180,neg,female
faceWord_exp,0.6856902346480638,y,445.3923936524661,440.99515620816965,0.6971139996312559,0.05858023181365075,0.6361035241279751,13,0,cabinet,444.70670341781806,42,442.69263431825675,445.34280694194604,Monday,336,21,41,441.6922702078009,3,image_stim_p.png,2019102102,5.1,24,45,180,neu,female
faceWord_exp,0.6857527911197394,y,455.3929043695098,450.995565872523,0.6971884256927297,3.6017940902369654,0.5194393276469782,12,1,grievance,454.70715157839004,42,452.69316203775816,455.226590906037,Monday,336,22,32,451.69275429821573,3,image_stim_n.png,2019102102,3.45,24,46,180,neg,female
faceWord_exp,0.685111507656984,y,465.3933631166583,460.9959890105529,0.6972140899160877,0.041184453360586966,0.8190258778631687,12,1,cabbage,464.7082516090013,42,462.6935434716288,465.5272774868645,Monday,336,22,32,461.69320310046896,3,image_stim_n.png,2019102102,4.6,24,47,180,neg,female
faceWord_exp,0.6855494026094675,b,477.99401319015305,470.99618052947335,0.6975368169369176,-1.9002611819546853,0.6860893125412986,11,1,couple,477.3084637875436,42,472.6940195419593,477.9945531000849,Monday,180,21,31,471.69371734641027,3,image_stim_p.png,2019102102,7.11,24,48,336,pos,female
faceWord_exp,0.6860716685187072,y,487.99442959134467,480.9968667252688,0.6972413581097499,-1.5026706526379858,0.5863968335324898,13,1,spiritual,487.30835792282596,42,482.694510690053,487.89475475635845,Monday,180,22,42,481.6941080833785,3,image_stim_n.png,2019102102,5.82,24,49,336,neu,female
faceWord_exp,0.68600012967363,b,495.3947271674406,490.99721800372936,0.6973414482781664,-1.6019047514101912,0.43649464612826705,11,1,family,494.70872703776695,42,492.69504931697156,495.1452216838952,Monday,336,21,31,491.6945594520075,3,image_stim_p.png,2019102102,7.25,24,50,180,pos,female
faceWord_exp,0.6858573727076873,b,505.3951833480969,500.99786987365223,0.6971704608295113,-1.8894778219780863,0.4029098680475727,11,1,coffee,504.7093259753892,42,502.6953855175525,505.1122358434368,Monday,336,21,31,501.69504033448175,3,image_stim_p.png,2019102102,7.0,24,51,180,pos,female
faceWord_exp,0.6861961397808045,y,517.995761561906,510.99820575350896,0.6973494683625177,3.6129749181587063,0.5199247013079002,12,1,criminal,517.3095654221252,42,512.6958686456783,517.8294901234331,Monday,180,22,32,511.6955552218715,3,image_stim_n.png,2019102102,2.11,24,52,336,neg,female
faceWord_exp,0.6861332624685019,b,525.3961313184118,520.9986272875685,0.6973238042555749,-1.0930411682114536,0.6198792756767944,11,1,goldfish,524.7099980559433,42,522.6964849065989,525.3298773316201,Monday,336,21,31,521.6959510918241,3,image_stim_p.png,2019102102,6.62,24,53,180,pos,female
faceWord_exp,0.6858105355640873,y,535.3965727422619,530.998865322792,0.6975403456017375,-0.945340141786388,0.7364180386066437,13,1,tuba,534.7107622066978,42,532.6968239945127,535.4471802453045,Monday,336,22,42,531.6964056683937,3,image_stim_n.png,2019102102,5.58,24,54,180,neu,female
faceWord_exp,0.6852892320603132,b,545.3970318101346,540.9996413431363,0.6972179395379499,-2.484088237918995,0.4691401155432686,11,1,butterfly,544.7117425780743,42,542.6971592326881,545.1808826936176,Monday,336,21,31,541.6968592826743,3,image_stim_p.png,2019102102,7.23,24,55,180,pos,female
faceWord_exp,0.6860190569423139,y,555.3974921612535,551.0005392684834,0.6967848564963788,3.4211910580769755,0.553057148354128,12,1,tax,554.7114731043112,42,552.697693047463,555.2645302526653,Monday,336,22,32,551.6973241249798,3,image_stim_n.png,2019102102,3.0,24,56,180,neg,female
faceWord_exp,0.6860604404937476,y,567.9980867359554,561.0001122807153,0.6976952931145206,0.1511721542964875,0.5030787383439019,13,1,sum,567.3120262954617,42,562.6982352031628,567.8151050338056,Monday,180,22,42,561.6978075738298,3,image_stim_n.png,2019102102,5.71,24,57,336,neu,female
faceWord_exp,0.6862317487830296,y,575.3984981967369,571.0007497146726,0.6974935085745528,4.2618443246155895,0.45325046381913126,12,1,shame,574.7122664479539,42,572.6986038048053,575.165516911773,Monday,336,22,32,571.6982432232471,3,image_stim_n.png,2019102102,2.62,24,58,180,neg,female
faceWord_exp,0.6860857837600634,b,585.3988642320037,581.0012777550146,0.6974197240779176,-0.23071750329615884,0.48648524668533355,13,0,pen,584.7127784482436,42,582.6990436245687,585.199263694929,Monday,336,22,42,581.6986974790925,3,image_stim_n.png,2019102102,5.63,24,59,180,neu,female
faceWord_exp,0.6860043001361191,b,595.399333886453,591.0019748581108,0.6972153730457649,-1.100912149643323,0.41977828729432076,11,1,saxophone,594.7133295863168,42,592.6994090182707,595.1331078736112,Monday,336,21,31,591.6991902311565,3,image_stim_p.png,2019102102,6.32,24,60,180,pos,female
