key_t,rt,word_score_pc,duration_measured_word,pause_trigger_t,age,word,delay_frames_after,word_trigger,pause_trigger,word_score_warriner,word_label,ID,response,img_trigger,offset_img,duration_frames,img,no,onset_word,duration_measured_img,offset_word,onset_img,condition,scan day,delay_frames_before,session,correct_resp,gender
8.136610712390393,0.849154012510553,-1.0543324261381863,0.6903027282096446,2.6694999914616346,25,oak,180,11,31,6.47,pos,2019102206,b,21,7.969410872552544,42,image_stim_p.png,1,0.9787988269235939,0.6819541726727039,1.6691015551332384,7.28745669987984,faceWord_exp,Tuesday,336,1,1,male
18.18701899726875,0.9028803543187678,-0.8050043475134195,0.6950810763519257,12.669916071696207,25,famous,180,13,42,5.89,neu,2019102206,y,22,17.9698295192793,42,image_stim_n.png,2,10.974476338597015,0.6856908763293177,11.66955741494894,17.284138642949983,faceWord_exp,Tuesday,336,1,1,male
25.287277050549164,0.601223347010091,1.5906822936049958,0.6975968067999929,22.67047779634595,25,mouse,336,12,32,4.8,neg,2019102206,y,22,25.370203125523403,42,image_stim_n.png,3,20.972439565695822,0.6841494219843298,21.670036372495815,24.686053703539073,faceWord_exp,Tuesday,180,1,1,male
35.55447381082922,0.868976698955521,-1.9273821271493088,0.6975480448454618,32.67087077908218,25,sled,336,11,31,6.35,pos,2019102206,b,21,35.37064294540323,42,image_stim_p.png,4,30.97293135547079,0.685145833529532,31.670479400316253,34.6854971118737,faceWord_exp,Tuesday,180,1,1,male
45.28810600331053,0.6031327613163739,3.457530661450998,0.6946316324174404,42.67135486938059,25,victim,336,12,32,2.05,neg,2019102206,y,22,45.37106993305497,42,image_stim_n.png,5,40.97627186845057,0.6860966910608113,41.67090350086801,44.68497324199416,faceWord_exp,Tuesday,180,1,1,male
55.53871921659447,0.852778114611283,0.11872473318936595,0.6968313730321825,52.67180720041506,25,noun,336,13,41,5.22,neu,2019102206,b,21,55.37152483058162,42,image_stim_p.png,6,50.974530233303085,0.6855837285984308,51.67136160633527,54.68594110198319,faceWord_exp,Tuesday,180,1,1,male
67.97265578643419,0.685880791163072,-2.146343780688921,0.6971470422577113,62.672162007773295,25,lemonade,180,11,31,7.05,pos,2019102206,b,21,67.97209534491412,42,image_stim_p.png,7,60.97465887502767,0.6853203496430069,61.67180591728538,67.28677499527112,faceWord_exp,Tuesday,336,1,1,male
77.92292888532393,0.6353515640366822,-0.17528733847197087,0.6973825108725578,72.67265123105608,25,rocket,180,13,42,5.8,neu,2019102206,y,22,77.97255473374389,42,image_stim_n.png,8,70.97489113593474,0.6849774124566466,71.6722736468073,77.28757732128724,faceWord_exp,Tuesday,336,1,1,male
88.17358380299993,0.8861097798217088,-0.08455950357770388,0.6959218988195062,82.67310003330931,25,keyboard,180,13,41,5.17,neu,2019102206,b,21,87.9730356161017,42,image_stim_p.png,9,80.97690224461257,0.6855615929234773,81.67282414343208,87.28747402317822,faceWord_exp,Tuesday,336,1,1,male
95.25701995333657,0.56927465996705,3.648586845460279,0.6964938889723271,92.67355076037347,25,hurricane,336,12,32,3.16,neg,2019102206,y,22,95.37338901171461,42,image_stim_n.png,10,90.9766738335602,0.6856437183450907,91.67316772253253,94.68774529336952,faceWord_exp,Tuesday,180,1,1,male
