pause_trigger_t,ID,condition,word,onset_img,gender,img_trigger,onset_word,scan day,duration_frames,correct_resp,duration_measured_word,age,no,duration_measured_img,word_trigger,word_label,offset_word,img,response,pause_trigger,offset_img,session,word_score_warriner,delay_frames_after,key_t,delay_frames_before,rt,word_score_pc
103.3165365820023,77,faceWord_exp,agreement,107.94738871400477,female,21,101.60706181600108,Monday,42,1,0.7079716839944012,25,11,0.7041675119980937,11,pos,102.31503349999548,image_stim_p.png,b,31,108.65155622600287,3,6.75,180,108.38899890599714,336,0.4416101919923676,-1.2126784285084091
113.35378223199223,77,faceWord_exp,foot,117.98737769499712,female,22,111.65928724499827,Monday,42,1,0.6937731590005569,25,12,0.7019016849953914,12,neg,112.35306040399882,image_stim_n.png,y,32,118.68927937999251,3,4.68,180,118.49472572699597,336,0.5073480319988448,0.41231466195915456
123.3926743829943,77,faceWord_exp,snub,128.02630750500248,female,22,121.69517309799267,Monday,42,1,0.6965056620101677,25,13,0.701832487990032,12,neg,122.39167876000283,image_stim_n.png,y,32,128.7281399929925,3,3.23,180,128.53222225299396,336,0.5059147479914827,3.9847946241932393
133.430181179996,77,faceWord_exp,criminal,135.46239680799772,female,22,131.73431475099642,Monday,42,1,0.695012787997257,25,14,0.7016183710074984,12,neg,132.42932753899368,image_stim_n.png,y,32,136.16401517900522,3,2.11,336,135.9520559990051,180,0.48965919100737665,3.6129749181587063
143.46863591299916,77,faceWord_exp,faucet,148.10390701699362,female,22,141.77322140999604,Monday,42,1,0.6952880340104457,25,15,0.6999118890089449,13,neu,142.4685094440065,image_stim_n.png,y,42,148.80381890600256,3,5.55,180,148.6415030509961,336,0.5375960340024903,-0.123291752025302
153.50697803500225,77,faceWord_exp,advantage,155.53516422599205,female,21,151.81036405300256,Monday,42,0,0.6951597849983955,25,16,0.7057116210053209,11,pos,152.50552383800095,image_stim_p.png,y,31,156.24087584699737,3,6.71,336,156.02954895999574,180,0.4943847340036882,-1.2474567486001964
163.54464936099248,77,faceWord_exp,shame,168.17766416999802,female,22,161.84814222900604,Monday,42,1,0.6967019969888497,25,17,0.7025491350068478,12,neg,162.5448442259949,image_stim_n.png,y,32,168.88021330500487,3,2.62,180,168.50223217099847,336,0.3245680010004435,4.2618443246155895
173.58277071999328,77,faceWord_exp,jungle,175.61055585999566,female,21,171.88915892700606,Monday,42,1,0.6925368509982945,25,18,0.7069301730080042,13,neu,172.58169577800436,image_stim_p.png,b,41,176.31748603300366,3,5.7,336,176.15455085699796,180,0.5439949970023008,0.07332602516344529
183.6206995919929,77,faceWord_exp,radish,188.25065821300086,female,22,181.92465527099557,Monday,42,1,0.6953669960057596,25,19,0.705902811998385,12,neg,182.62002226700133,image_stim_n.png,y,32,188.95656102499925,3,4.7,180,188.65936407599656,336,0.4087058629957028,0.33736940436804663
193.65870020800503,77,faceWord_exp,coffee,195.68699991700123,female,21,191.96236638800474,Monday,42,1,0.6957099469873356,25,20,0.7061150609952165,11,pos,192.65807633499207,image_stim_p.png,b,31,196.39311497799645,3,7.0,336,196.04708966400358,180,0.3600897470023483,-1.8894778219780863
203.69707929099968,77,faceWord_exp,spiritual,205.72556810299284,female,21,202.0011233700061,Monday,42,1,0.6952103629882913,25,21,0.7057411610003328,13,neu,202.6963337329944,image_stim_p.png,b,41,206.43130926399317,3,5.82,336,206.1864843939984,180,0.4609162910055602,-1.5026706526379858
213.7351409450057,77,faceWord_exp,patent,215.7622868489998,female,21,212.03883021499496,Monday,42,1,0.6952930859988555,25,22,0.7069406149967108,13,neu,212.73412330099382,image_stim_p.png,b,41,216.4692274639965,3,5.34,336,216.35611433599843,180,0.5938274869986344,-0.1793860699809707
223.77315475400246,77,faceWord_exp,tax,228.40324125500047,female,22,222.07856845199422,Monday,42,1,0.6935617359995376,25,23,0.7052403620036785,12,neg,222.77213018799375,image_stim_n.png,y,32,229.10848161700414,3,3.0,180,228.9443316889956,336,0.541090433995123,3.4211910580769755
233.81069098399894,77,faceWord_exp,bird,238.44016252100118,female,21,232.11412374000065,Monday,42,1,0.6960527649935102,25,24,0.7068867280031554,11,pos,232.81017650499416,image_stim_p.png,b,31,239.14704924900434,3,6.75,180,239.0509561749932,336,0.6107936539920047,-1.0841943171680315
243.84965718399326,77,faceWord_exp,malice,245.88070788100595,female,22,242.15611573700153,Monday,42,1,0.6924223959940718,25,25,0.7028894619870698,12,neg,242.8485381329956,image_stim_n.png,y,32,246.58359734299302,3,2.81,336,246.23821982399386,180,0.35751194298791233,3.6887696102955196
253.88834378799947,77,faceWord_exp,trial,255.9176498309971,female,22,252.19061095500365,Monday,42,1,0.695751115999883,25,26,0.7039946020086063,12,neg,252.88636207100353,image_stim_n.png,y,32,256.6216444330057,3,3.28,336,256.32665728199936,180,0.4090074510022532,2.3068979902815
263.9256874410057,77,faceWord_exp,reality,265.9567027909943,female,21,262.22942912099825,Monday,42,1,0.6952149249991635,25,27,0.702913516011904,13,neu,262.9246440459974,image_stim_p.png,b,41,266.6596163070062,3,5.73,336,266.3975102319964,180,0.4408074410021072,0.30770997164376424
273.9635704240063,77,faceWord_exp,cabbage,275.9947008279996,female,22,272.2673307810037,Monday,42,1,0.6955144179955823,25,28,0.7031425400055014,12,neg,272.9628451989993,image_stim_n.png,y,32,276.6978433680051,3,4.6,336,276.3352561329957,180,0.3405553049960872,0.041184453360586966
284.002616288999,77,faceWord_exp,plane,286.03612140500627,female,22,282.30697700800374,Monday,42,0,0.6941735290020006,25,29,0.7002818019973347,13,neu,283.00115053700574,image_stim_n.png,b,42,286.7364032070036,3,5.72,336,286.3241567639925,180,0.2880353589862352,0.20373950943912453
294.0408926829987,77,faceWord_exp,pencil,298.67358701299236,female,21,292.3444895230059,Monday,42,1,0.6949015839927597,25,30,0.7026431320118718,13,neu,293.03939110699866,image_stim_p.png,b,41,299.37623014500423,3,5.65,180,299.06125669399626,336,0.3876696810038993,0.13339963708933658
304.07904049199715,77,faceWord_exp,saxophone,308.7118982660031,female,21,302.383251266001,Monday,42,1,0.6948544320039218,25,31,0.7015643740014639,11,pos,303.07810569800495,image_stim_p.png,b,31,309.4134626400046,3,6.32,180,309.068117118004,336,0.3562188520008931,-1.100912149643323
314.13356220300193,77,faceWord_exp,voter,316.16925186400476,female,22,312.42552012199303,Monday,42,0,0.7063125240092631,25,32,0.6983915309974691,12,neg,313.1318326460023,image_stim_n.png,b,32,316.86764339500223,3,4.85,336,316.57015976900584,180,0.40090790500107687,-0.3331872788781821
324.1713423570036,77,faceWord_exp,reporter,326.2059059369931,female,22,322.47694626600423,Monday,42,1,0.6937770259974059,25,33,0.6992748120101169,12,neg,323.17072329200164,image_stim_n.png,y,32,326.9051807490032,3,4.57,336,326.72461769699294,180,0.5187117599998601,0.7962654471128737
334.20967107999604,77,faceWord_exp,delirium,336.24522043600155,female,22,332.5155067000014,Monday,42,1,0.6930668400018476,25,34,0.6979415270034224,12,neg,333.2085735400033,image_stim_n.png,y,32,336.94316196300497,3,3.4,336,336.58093802300573,180,0.33571758700418286,3.4172209593162717
344.2471303630009,77,faceWord_exp,gum,348.8798320030037,female,21,342.55095024099865,Monday,42,1,0.6950056759960717,25,35,0.7031539689924102,13,neu,343.2459559169947,image_stim_p.png,b,41,349.5829859719961,3,5.89,180,349.4525150919944,336,0.5726830889907433,-1.0048841857254538
354.28418895399955,77,faceWord_exp,toe,358.9500908399932,female,22,352.5879891450022,Monday,42,1,0.6953464219986927,25,36,0.7043037240073318,13,neu,353.2833355670009,image_stim_n.png,y,42,359.65439456400054,3,5.24,180,359.5234984980052,336,0.5734076580120018,0.6016604903777263
364.3574429159926,77,faceWord_exp,pen,368.98331927300023,female,22,362.6601337320026,Monday,42,1,0.6963343910028925,25,37,0.6927631970029324,13,neu,363.35646812300547,image_stim_n.png,y,42,369.67608247000317,3,5.63,180,369.52896663499996,336,0.5456473619997269,-0.23071750329615884
374.3790257100045,77,faceWord_exp,cold,376.4047492499958,female,22,372.6818413800065,Monday,42,1,0.695870269992156,25,38,0.7080933200049913,12,neg,373.3777116499987,image_stim_n.png,y,32,377.1128425700008,3,4.32,336,376.9161358370038,180,0.511386587008019,1.7592404876513306
384.41666184899805,77,faceWord_exp,computer,386.44424561900087,female,21,382.72038806699857,Monday,42,1,0.6954471799981548,25,39,0.7067031820042757,11,pos,383.4158352469967,image_stim_p.png,b,31,387.15094880100514,3,6.84,336,386.837232484002,180,0.39298686500114854,-1.728066945394655
394.45505323000543,77,faceWord_exp,goldfish,396.48210470999766,female,21,392.7599270299979,Monday,42,1,0.6941515799990157,25,40,0.7070803300011903,11,pos,393.45407860999694,image_stim_p.png,b,31,397.18918503999885,3,6.62,336,396.8761124989978,180,0.3940077890001703,-1.0930411682114536
404.49296172299364,77,faceWord_exp,cabinet,406.52067100899876,female,21,402.79668782200315,Monday,42,1,0.6954050810018089,25,41,0.7060168989992235,13,neu,403.49209290300496,image_stim_p.png,b,41,407.226687907998,3,5.1,336,406.94563269200444,180,0.4249616830056766,0.05858023181365075
414.53079007199267,77,faceWord_exp,cafeteria,416.55897173300036,female,21,412.831843973996,Monday,42,1,0.6982737240032293,25,42,0.7062195329926908,13,neu,413.53011769799923,image_stim_p.png,b,41,417.26519126599305,3,5.68,336,417.1008308760065,180,0.5418591430061497,-0.4971407339658378
424.5690437549929,77,faceWord_exp,year,429.1977177499939,female,21,422.8720041579945,Monday,42,1,0.6945449490012834,25,43,0.7060030550055671,13,neu,423.5665491069958,image_stim_p.png,b,41,429.90372080499947,3,5.75,180,429.723942290002,336,0.5262245400081156,0.5062695562835388
434.6071864569967,77,faceWord_exp,cyclone,439.235058516002,female,22,432.91004521099967,Monday,42,1,0.695222451002337,25,44,0.7077455199905671,12,neg,433.605267662002,image_stim_n.png,y,32,439.9428040359926,3,3.47,180,439.7955150780035,336,0.560456562001491,3.583082910341294
444.6615823809989,77,faceWord_exp,tuba,449.28985478400136,female,22,442.96384372600005,Monday,42,1,0.6963539470016258,25,45,0.7064236080041155,13,neu,443.6601976730017,image_stim_n.png,y,42,449.9962783920055,3,5.58,180,449.8004007910058,336,0.5105460070044501,-0.945340141786388
454.69900404800137,77,faceWord_exp,hope,459.32625541099696,female,21,453.0019321849977,Monday,42,1,0.6963277729955735,25,46,0.6911078929988435,11,pos,453.6982599579933,image_stim_p.png,b,31,460.0173633039958,3,7.48,180,459.9045694219967,336,0.5783140109997476,-2.2287379941341
464.72024452900223,77,faceWord_exp,tobacco,469.35574064600223,female,22,463.0273601030058,Monday,42,1,0.6922279889986385,25,47,0.7004227049910696,12,neg,463.7195880920044,image_stim_n.png,y,32,470.0561633509933,3,3.37,180,469.8753696000058,336,0.519628954003565,2.411295736651624
474.7588918669935,77,faceWord_exp,harp,476.7907456029934,female,22,473.06185887499305,Monday,42,1,0.6959539160015993,25,48,0.7018388720025541,13,neu,473.75781279099465,image_stim_n.png,y,42,477.49258447499597,3,5.4,336,477.29498467300436,180,0.5042390700109536,-1.7878104403788575
484.7970720459998,77,faceWord_exp,witness,489.43041614600224,female,21,483.1025453790062,Monday,42,1,0.6933812749921344,25,49,0.7016717279911973,13,neu,483.7959266539983,image_stim_p.png,b,41,490.13208787399344,3,5.61,180,489.98563773400383,336,0.5552215880015865,0.5990623206044929
494.8347838810005,77,faceWord_exp,joy,499.4617736789951,female,21,493.1377744469937,Monday,42,1,0.6963559860014357,25,50,0.6912264790007612,11,pos,493.83413043299515,image_stim_p.png,b,31,500.15300015799585,3,8.21,180,499.7563449279987,336,0.2945712490036385,-3.230607919269787
504.85567175099277,77,faceWord_exp,belch,509.48811750400637,female,22,503.15803572599543,Monday,42,1,0.6972059060062747,25,51,0.704370844992809,12,neg,503.8552416320017,image_stim_n.png,y,32,510.1924883489992,3,4.18,180,509.9101554969966,336,0.4220379929902265,1.9197700017151131
514.8953620719985,77,faceWord_exp,raspberry,519.5246129010047,female,21,513.1988485879992,Monday,42,1,0.6955945240042638,25,52,0.7059769549960038,11,pos,513.8944431120035,image_stim_p.png,b,31,520.2305898560007,3,7.3,180,519.8503747859941,336,0.32576188498933334,-1.4443598905895143
524.9334996079997,77,faceWord_exp,egg,529.5611041569937,female,22,523.2360855890001,Monday,42,1,0.6956283100007568,25,53,0.707796294009313,13,neu,523.9317138990009,image_stim_n.png,y,42,530.268900451003,3,5.95,180,529.9386916619987,336,0.3775875050050672,-0.6884171372613734
534.9716831510013,77,faceWord_exp,couple,536.9998139139934,female,21,533.2773900610046,Monday,42,1,0.6931001829943852,25,54,0.7047548359987559,11,pos,533.9704902439989,image_stim_p.png,b,31,537.7045687499922,3,7.11,336,537.4737247970043,180,0.47391088301083073,-1.9002611819546853
545.0091180099989,77,faceWord_exp,grievance,549.6548765460029,female,22,543.3131039059954,Monday,42,1,0.6956198340049013,25,55,0.7067434700002195,12,neg,544.0087237400003,image_stim_n.png,y,32,550.3616200160031,3,3.45,180,550.048119936997,336,0.39324339099403005,3.6017940902369654
555.0645212550007,77,faceWord_exp,flute,557.0923573070031,female,21,553.3674905299995,Monday,42,1,0.6959015930042369,25,56,0.7060312639951007,11,pos,554.0633921230037,image_stim_p.png,b,31,557.7983885709982,3,6.29,336,557.434558798006,180,0.34220149100292474,-1.6804307003665144
565.1026571120019,77,faceWord_exp,family,567.1300556119968,female,21,563.4058279070014,Monday,42,1,0.6956571530026849,25,57,0.7052965510083595,11,pos,564.101485060004,image_stim_p.png,b,31,567.8353521630052,3,7.25,336,567.523719357996,180,0.3936637459992198,-1.6019047514101912
575.1399105290038,77,faceWord_exp,sum,577.1668166320014,female,21,573.4418048490043,Monday,42,1,0.6972122089937329,25,58,0.7064746800024295,13,neu,574.139017057998,image_stim_p.png,b,41,577.8732913120039,3,5.71,336,577.6452232239972,180,0.47840659199573565,0.1511721542964875
585.1949038080056,77,faceWord_exp,glass,589.8217735910002,female,21,583.4857202679996,Monday,42,1,0.7082902819965966,25,59,0.6910680099972524,13,neu,584.1940105499962,image_stim_p.png,b,41,590.5128416009975,3,5.48,180,590.4501354639942,336,0.6283618729939917,0.2046331385026182
595.2163464729965,77,faceWord_exp,car,597.2490551469964,female,21,593.5211983979971,Monday,42,1,0.6940941070060944,25,60,0.7015534940001089,11,pos,594.2152925050032,image_stim_p.png,b,31,597.9506086409965,3,6.63,336,597.7376590259955,180,0.48860387899912894,-1.4106928476010352
