word_trigger,pause_trigger_t,condition,offset_img,delay_frames_before,img,offset_word,correct_resp,scan day,onset_word,rt,pause_trigger,duration_measured_img,onset_img,no,img_trigger,gender,word_score_pc,ID,duration_measured_word,age,session,duration_frames,word_label,word_score_warriner,response,key_t,word,delay_frames_after
11,2.703590300050564,faceWord_exp,5.433488099952228,180,image_stim_p.png,1.7036360000493005,1,Monday,1.0152655000565574,0.414626199984923,31,0.6956081999232993,4.737879900028929,1,21,male,-1.4048581699918157,qwerty,0.6883704999927431,24,6,42,pos,7.11,b,5.152506100013852,blueberry,336
12,12.72599760000594,faceWord_exp,15.4411161999451,180,image_stim_n.png,11.727937999996357,1,Monday,11.032931499998085,0.6348081000614911,32,0.6838553999550641,14.757260799990036,2,22,male,0.7240429444440241,qwerty,0.6950064999982715,24,6,42,neg,4.55,y,15.392068900051527,law,336
13,22.734566599945538,faceWord_exp,25.4479501999449,180,image_stim_n.png,21.734920999966562,1,Monday,21.04044969996903,0.5204350000713021,42,0.686364599969238,24.76158559997566,3,22,male,0.07641955756997082,qwerty,0.6944712999975309,24,6,42,neu,5.1,y,25.282020600046962,role,336
11,32.74067530001048,faceWord_exp,35.456394999986514,180,image_stim_p.png,31.74161849997472,1,Monday,31.04799810005352,0.4850134999724105,31,0.6842414999846369,34.77215350000188,4,21,male,-2.539279812815429,qwerty,0.6936203999212012,24,6,42,pos,7.63,b,35.25716699997429,chocolate,336
11,42.74909589998424,faceWord_exp,48.057821099995635,336,image_stim_p.png,41.74993000004906,1,Monday,41.05502460000571,0.5688695999560878,31,0.68460999999661,47.373211099999025,5,21,male,-1.5755240884938977,qwerty,0.6949054000433534,24,6,42,pos,6.81,b,47.94208069995511,cheese,180
13,52.75384330004454,faceWord_exp,58.065200399956666,336,image_stim_p.png,51.754198999959044,1,Monday,51.06221000000369,0.4581626000581309,41,0.6903443000046536,57.37485609995201,6,21,male,0.597486551423763,qwerty,0.6919889999553561,24,6,42,neu,5.9,b,57.83301870001014,medicine,180
11,62.76100709999446,faceWord_exp,68.07253739994485,336,image_stim_p.png,61.76137349999044,1,Monday,61.069594500004314,0.5072459999937564,31,0.6893763999687508,67.3831609999761,7,21,male,-1.1380831950062478,qwerty,0.691778999986127,24,6,42,pos,7.0,b,67.89040699996985,pumpkin,180
11,72.77181960002054,faceWord_exp,78.08101950003766,336,image_stim_p.png,71.7691442000214,1,Monday,71.07263209996745,0.4728160999948159,31,0.687725100084208,77.39329439995345,8,21,male,-1.1812540207039297,qwerty,0.6965121000539511,24,6,42,pos,6.32,b,77.86611049994826,elm,180
13,82.77847699995618,faceWord_exp,85.49116810003761,180,image_stim_n.png,81.77875840000343,1,Monday,81.08068180002738,0.7354280999861658,42,0.6843051000032574,84.80686300003435,9,22,male,-0.9476055713690849,qwerty,0.6980765999760479,24,6,42,neu,5.81,y,85.54229110002052,satire,336
13,92.7859190000454,faceWord_exp,98.09591080003884,336,image_stim_n.png,91.78606209997088,1,Monday,91.09201040002517,0.7860413999296725,42,0.6841239000204951,97.41178690001834,10,22,male,-0.30581232848456497,qwerty,0.6940516999457031,24,6,42,neu,5.78,y,98.19782829994801,advice,180
12,102.79251429997385,faceWord_exp,105.50518119998742,180,image_stim_n.png,101.79292200005148,1,Monday,101.09749549999833,0.5516023000236601,32,0.683069400023669,104.82211179996375,11,22,male,1.5036737146000605,qwerty,0.695426500053145,24,6,42,neg,3.68,y,105.37371409998741,bee,336
12,112.79736089997459,faceWord_exp,115.51110809994861,180,image_stim_n.png,111.79760659998283,1,Monday,111.10231870005373,0.5901347000617534,32,0.6890878999838606,114.82202019996475,12,22,male,0.8985553834191027,qwerty,0.6952878999290988,24,6,42,neg,4.32,y,115.41215490002651,crow,336
12,122.80451789998915,faceWord_exp,128.11566530005075,336,image_stim_n.png,121.80531069997232,1,Monday,121.12116640002932,0.4914285000413656,32,0.6902335000922903,127.42543179995846,13,22,male,0.5993691927879942,qwerty,0.6841442999430001,24,6,42,neg,4.75,y,127.91686029999983,rake,180
13,132.81189480004832,faceWord_exp,138.12345760001335,336,image_stim_p.png,131.81206579995342,1,Monday,131.11639109998941,0.6359770999988541,41,0.6855236999690533,137.4379339000443,14,21,male,-1.1818642926883074,qwerty,0.6956746999640018,24,6,42,neu,5.33,b,138.07391100004315,prairie,180
13,142.81957209995016,faceWord_exp,148.13007970002946,336,image_stim_n.png,141.81932220002636,1,Monday,141.1235827000346,0.5579716000938788,42,0.6897124000824988,147.44036729994696,15,22,male,0.1576901893660491,qwerty,0.6957394999917597,24,6,42,neu,5.49,y,147.99833890004084,table,180
12,152.8267525000265,faceWord_exp,155.54042930004653,180,image_stim_n.png,151.82658999995328,1,Monday,151.13048819999676,0.6244974000146613,32,0.6907460000365973,154.84968330000993,16,22,male,4.673386290788297,qwerty,0.6961017999565229,24,6,42,neg,3.38,y,155.4741807000246,woe,336
13,162.8342192999553,faceWord_exp,165.54756870004348,180,image_stim_p.png,161.8344568000175,1,Monday,161.14175449998584,0.5891086000483483,41,0.6881025000475347,164.85946619999595,17,21,male,0.06851316647377265,qwerty,0.6927023000316694,24,6,42,neu,5.24,b,165.4485748000443,analogy,336
12,172.8446976999985,faceWord_exp,178.1546261999756,336,image_stim_n.png,171.84387260000221,1,Monday,171.148383700056,0.5028459000168368,32,0.6853448000038043,177.4692813999718,18,22,male,1.346131993343653,qwerty,0.6954888999462128,24,6,42,neg,4.42,y,177.97212729998864,protest,180
13,182.85135130002163,faceWord_exp,188.16303439997137,336,image_stim_p.png,181.85113389999606,1,Monday,181.15435800002888,0.6904096999205649,41,0.6895698999287561,187.4734645000426,19,21,male,-0.1985745460766808,qwerty,0.6967758999671787,24,6,42,neu,5.33,b,188.16387419996317,quantity,180
13,192.8585283999564,faceWord_exp,198.16905569995288,336,image_stim_n.png,191.85791390005033,1,Monday,191.16248259996064,0.49976979999337345,42,0.6818679999560118,197.48718769999687,20,22,male,-0.6912617476649511,qwerty,0.6954313000896946,24,6,42,neu,5.84,y,197.98695749999024,soccer,180
11,202.86593980004545,faceWord_exp,205.57864510000218,180,image_stim_p.png,201.86466479999945,1,Monday,201.1685757000232,0.4670504000969231,31,0.6832418000558391,204.89540329994634,21,21,male,-1.0219663684796234,qwerty,0.6960890999762341,24,6,42,pos,6.61,b,205.36245370004326,camera,336
12,212.8727253000252,faceWord_exp,218.18260209995788,336,image_stim_n.png,211.87354279996362,1,Monday,211.17723949998617,0.5372468000277877,32,0.6850783999543637,217.4975237000035,22,22,male,0.3271241198863318,qwerty,0.6963032999774441,24,6,42,neg,4.59,y,218.0347705000313,mayor,180
11,222.87975399999414,faceWord_exp,225.59327800001483,180,image_stim_p.png,221.8791253999807,1,Monday,221.19091719994321,0.703882799949497,31,0.6864764000056311,224.9068016000092,23,21,male,-1.87678309604286,qwerty,0.6882082000374794,24,6,42,pos,6.73,b,225.6106843999587,read,336
11,232.88418369996361,faceWord_exp,238.1954067000188,336,image_stim_p.png,231.8848986000521,1,Monday,231.18906110001262,0.45330970000941306,31,0.6852672999957576,237.51013940002304,24,21,male,-3.0889019952949432,qwerty,0.6958375000394881,24,6,42,pos,7.53,b,237.96344910003245,honeymoon,180
13,242.89171290001832,faceWord_exp,248.2026386000216,336,image_stim_p.png,241.8918361000251,1,Monday,241.19739460002165,0.4727570000104606,41,0.6880087000317872,247.5146298999898,25,21,male,-0.441124933220443,qwerty,0.6944415000034496,24,6,42,neu,5.05,b,247.98738690000027,bugle,180
13,252.8992991000414,faceWord_exp,255.61258570000064,180,image_stim_p.png,251.89936379995197,1,Monday,251.20311150001362,0.5730970998993143,41,0.6889006999554113,254.92368500004523,26,21,male,0.38949539348709145,qwerty,0.6962522999383509,24,6,42,neu,5.29,b,255.49678209994454,era,336
11,262.906457999954,faceWord_exp,265.6200246999506,180,image_stim_p.png,261.906549599953,1,Monday,261.21031250001397,0.7187438000692055,31,0.6846249999944121,264.9353996999562,27,21,male,-1.2017878999114775,qwerty,0.6962370999390259,24,6,42,pos,6.92,b,265.6541435000254,sun,336
12,272.91320359997917,faceWord_exp,278.2248073000228,336,image_stim_n.png,271.91368650004733,1,Monday,271.2169208000414,0.5048742000944912,32,0.6875237000640482,277.53728359995876,28,22,male,3.1738538072533196,qwerty,0.6967657000059262,24,6,42,neg,3.08,y,278.04215780005325,sin,180
13,282.92361449997406,faceWord_exp,288.23529980005696,336,image_stim_n.png,281.9230742000509,1,Monday,281.2263901999686,0.5889159000944346,42,0.6883544001029804,287.546945399954,29,22,male,-0.15774590184623308,qwerty,0.696684000082314,24,6,42,neu,5.65,y,288.1358613000484,comb,180
11,292.9311873000115,faceWord_exp,295.64427469996735,180,image_stim_p.png,291.93159439996816,1,Monday,291.2348707000492,0.5878271999536082,31,0.6867459999630228,294.95752870000433,30,21,male,-2.2453726125286497,qwerty,0.6967236999189481,24,6,42,pos,6.4,b,295.54535589995794,dinner,336
11,302.9380519000115,faceWord_exp,305.651234399993,180,image_stim_p.png,301.9380984000163,1,Monday,301.2408413999947,0.5500928999390453,31,0.6827852999558672,304.9684491000371,31,21,male,-1.313583728320736,qwerty,0.6972570000216365,24,6,42,pos,7.15,b,305.51854199997615,girl,336
13,312.946231000009,faceWord_exp,318.2552754000062,336,image_stim_p.png,311.9459483999526,1,Monday,311.24914109997917,0.4201625999994576,41,0.6850930999498814,317.57018230005633,32,21,male,-0.1293625696653618,qwerty,0.6968072999734432,24,6,42,neu,5.95,b,317.9903449000558,escalator,180
12,322.95254249998834,faceWord_exp,325.66482669999823,180,image_stim_n.png,321.9523405999644,1,Monday,321.25635369995143,0.61766530002933,32,0.6825614999979734,324.98226520000026,33,22,male,2.52891321026023,qwerty,0.6959869000129402,24,6,42,neg,4.11,y,325.5999305000296,folly,336
13,332.9581425000215,faceWord_exp,338.2708978999872,336,image_stim_n.png,331.9605738000246,1,Monday,331.2750325000379,0.5704507000045851,42,0.6856788999866694,337.5852190000005,34,22,male,0.4070035035588155,qwerty,0.685541299986653,24,6,42,neu,5.21,y,338.1556697000051,church,180
