ID,offset_word,delay_frames_before,onset_word,session,age,correct_resp,word,no,word_score_warriner,img_trigger,pause_trigger,word_label,delay_frames_after,word_score_pc,duration_frames,gender,duration_measured_word,key_t,scan day,pause_trigger_t,duration_measured_img,offset_img,condition,rt,word_trigger,response,img,onset_img
mikkel,422.60026861999995,336,421.90498914700004,5,,1,mandolin,43,5.7,21,41,neu,180,-1.4097678477610591,42,male,0.6952794729999141,428.654422342,Monday,423.60180274999993,0.6856644609999876,428.90047529799995,faceWord_exp,0.4396115050000162,13,b,image_stim_p.png,428.21481083699996
mikkel,432.60087897200003,180,431.90430952099996,5,,1,election,44,4.5,22,32,neg,336,0.5712560851538326,42,male,0.6965694510000731,436.11933665999993,Monday,433.601174108,0.6857113749999826,436.300768543,faceWord_exp,0.5042794919999096,12,y,image_stim_n.png,435.615057168
mikkel,442.600759531,180,441.904842842,5,,1,cherry,45,7.05,21,31,pos,336,-1.7441234463665167,42,male,0.6959166890000006,446.03745517899995,Monday,443.60090448799997,0.6858551940000552,446.300588477,faceWord_exp,0.42272189599998455,11,b,image_stim_p.png,445.61473328299996
mikkel,452.60089085100003,336,451.904703316,5,,1,bed,46,7.16,21,31,pos,180,-1.962809513975644,42,male,0.6961875350000355,458.652727464,Monday,453.60056953799995,0.686327586999937,458.90050492499995,faceWord_exp,0.43855012599999554,11,b,image_stim_p.png,458.214177338
mikkel,462.60048841,180,461.902914085,5,,1,cab,47,4.81,22,32,neg,336,0.1828236131989572,42,male,0.697574325000005,466.11966651399996,Monday,463.600683108,0.6869704299999739,466.30017927899996,faceWord_exp,0.5064576649999708,12,y,image_stim_n.png,465.613208849
mikkel,472.600057334,180,471.90385590999995,5,,1,mob,48,3.7,22,32,neg,336,2.490397821352158,42,male,0.6962014240000372,475.953918275,Monday,473.600655331,0.6862021599999935,476.29994205,faceWord_exp,0.3401783849999447,12,y,image_stim_n.png,475.61373989000003
mikkel,482.59929988600004,180,481.90566838199993,5,,1,mosquito,49,3.12,22,32,neg,336,2.9843905620469613,42,male,0.6936315040001091,486.119417967,Monday,483.59966893499995,0.7016677049999771,486.316830031,faceWord_exp,0.5042556409999861,12,y,image_stim_n.png,485.615162326
mikkel,492.63260693199993,336,491.937514513,5,,1,vice,50,3.81,22,32,neg,180,2.1399531488678094,42,male,0.6950924189999341,498.684713321,Monday,493.649896465,0.6889437780000662,498.949787528,faceWord_exp,0.4238695710000684,12,y,image_stim_n.png,498.26084374999994
mikkel,502.65050835700004,180,501.95447527199997,5,,1,dangerous,51,2.33,22,32,neg,336,3.17672342877373,42,male,0.6960330850000673,506.20244944800004,Monday,503.65061640600004,0.70120895499997,506.366131593,faceWord_exp,0.5375268100000312,12,y,image_stim_n.png,505.664922638
mikkel,512.666821947,180,511.97055668099995,5,,1,water,52,7.0,21,31,pos,336,-1.2320142343270626,42,male,0.6962652660000686,516.036310799,Monday,513.666652874,0.684534163999956,516.365884547,faceWord_exp,0.3549604160000399,11,b,image_stim_p.png,515.681350383
mikkel,522.6660778199999,336,521.971930776,5,,1,umbrella,53,5.84,22,42,neu,180,0.002541127499528235,42,male,0.6941470439999193,528.753621067,Monday,523.666465551,0.6852201789999981,528.966476749,faceWord_exp,0.4723644970000578,13,y,image_stim_n.png,528.28125657
mikkel,532.666722303,336,531.9699989009999,5,,1,friendly,54,7.84,21,31,pos,180,-2.9544920916265727,42,male,0.6967234020000888,538.619090139,Monday,533.666022407,0.6854147420000345,538.965740313,faceWord_exp,0.33876456800010146,11,b,image_stim_p.png,538.2803255709999
mikkel,542.66555552,180,541.969980689,5,,1,book,55,7.05,21,31,pos,336,-1.1429809241505904,42,male,0.6955748310000445,546.169008571,Monday,543.667106396,0.6860681009999325,546.365809016,faceWord_exp,0.4892676559999245,11,b,image_stim_p.png,545.679740915
mikkel,552.665743704,180,551.970114059,5,,1,dictation,56,4.26,22,32,neg,336,0.7498341013103271,42,male,0.69562964499994,556.153171525,Monday,553.666904493,0.6863450490000105,556.366186903,faceWord_exp,0.4733296709999877,12,y,image_stim_n.png,555.679841854
mikkel,562.665646065,180,561.969884787,5,,1,ant,57,3.9,22,32,neg,336,1.5300907112092572,42,male,0.6957612780000773,566.186248945,Monday,563.66581754,0.6857568240000091,566.366373858,faceWord_exp,0.5056319110000231,12,y,image_stim_n.png,565.680617034
mikkel,572.665353371,180,571.97012922,5,,1,dread,58,3.0,22,32,neg,336,4.006417686109669,42,male,0.6952241510000476,576.084975523,Monday,573.665888584,0.6851896599999918,576.365450861,faceWord_exp,0.404714322000018,12,y,image_stim_n.png,575.680261201
mikkel,582.665434588,180,581.969401971,5,,1,desk,59,5.56,21,41,neu,336,0.16108323717668446,42,male,0.6960326170000144,586.169585948,Monday,583.666090198,0.6852198640000324,586.36550355,faceWord_exp,0.4893022620000238,13,b,image_stim_p.png,585.6802836859999
mikkel,592.664965274,336,591.9692131649999,5,,1,editor,60,5.43,22,42,neu,180,0.14106522732466809,42,male,0.6957521090000682,598.635878565,Monday,593.665737677,0.6834643049999158,598.9651461569999,faceWord_exp,0.3541967129999648,13,y,image_stim_n.png,598.281681852
