scan day,duration_measured_word,word_trigger,word_score_pc,onset_img,word_score_warriner,age,session,pause_trigger,offset_img,onset_word,no,delay_frames_before,duration_measured_img,img,rt,offset_word,response,condition,ID,img_trigger,pause_trigger_t,duration_frames,delay_frames_after,word_label,word,key_t,gender,correct_resp
Tuesday,0.6958914226852357,12,0.42679466080263373,334.7173659191467,4.75,23,4,32,335.39149829372764,330.995460328646,34,180,0.6741323745809495,image_stim_n.png,0.6746921741869301,331.69135175133124,y,faceWord_exp,2019102204,22,332.6916754406411,42,336,neg,zone,335.3920580933336,female,1
Tuesday,0.6972779294010252,11,-1.2094761189992442,347.3178761228919,6.73,23,4,31,347.99215638730675,340.99450722546317,35,336,0.6742802644148469,image_stim_p.png,0.4412627287674695,341.6917851548642,b,faceWord_exp,2019102204,21,342.69215953117236,42,180,pos,parent,347.7591388516594,female,1
Tuesday,0.6972182602621615,12,3.1835494020570807,357.3218925660476,3.17,23,4,32,357.9925336504821,350.9950397571083,36,336,0.6706410844344646,image_stim_n.png,0.40438106656074524,351.6922580173705,y,faceWord_exp,2019102204,22,352.69267826830037,42,180,neg,explosion,357.72627363260835,female,1
Tuesday,0.6972266011871397,12,2.6978270877422883,367.31056151282974,3.02,23,4,32,367.99299881374463,360.99547733110376,37,336,0.6824373009148985,image_stim_n.png,0.4827636207919568,361.6927039322909,y,faceWord_exp,2019102204,22,362.6930683637038,42,180,neg,scream,367.7933251336217,female,1
Tuesday,0.6972981400322169,13,0.1872293205875,374.718249729136,5.95,23,4,41,375.3933220540639,370.99590078997426,38,180,0.6750723249278963,image_stim_p.png,0.6756096684839576,371.6931989300065,b,faceWord_exp,2019102204,21,372.69361757696606,42,336,neu,elevator,375.39385939761996,female,1
Tuesday,0.6976314533967525,12,0.7532200949518182,387.3200919034425,4.19,23,4,32,387.99393972638063,380.99601467489265,39,336,0.6738478229381144,image_stim_n.png,0.5241875203792006,381.6936461282894,y,faceWord_exp,2019102204,22,382.6940548303537,42,180,neg,loan,387.8442794238217,female,1
Tuesday,0.697468486148864,13,0.4395766978022416,394.72086137952283,5.67,23,4,41,395.39425173867494,390.99660559231415,40,180,0.6733903591521084,image_stim_p.png,0.6906225678976625,391.694074078463,b,faceWord_exp,2019102204,21,392.6945036323741,42,336,neu,red,395.4114839474205,female,1
Tuesday,0.6973905309569091,13,-2.547043884761341,404.7136372355744,5.85,23,4,41,405.39472780912183,400.9971596177202,41,180,0.681090573547408,image_stim_p.png,0.7649344634264708,401.6945501486771,b,faceWord_exp,2019102204,21,402.6949081639759,42,336,neu,circus,405.4785716990009,female,1
Tuesday,0.6973975887522101,12,3.803034067475641,417.32147263595834,2.76,23,4,32,417.9953150053043,410.99764884100296,42,336,0.6738423693459481,image_stim_n.png,0.5075269809458405,411.69504642975517,y,faceWord_exp,2019102204,22,412.6953649863135,42,180,neg,flood,417.8289996169042,female,1
Tuesday,0.6971255484968424,12,3.9974740190684885,427.3139851135202,2.55,23,4,32,427.9957493713591,420.998359096935,43,336,0.6817642578389496,image_stim_n.png,0.43212949112057686,421.69548464543186,y,faceWord_exp,2019102204,22,422.6959969664458,42,180,neg,accident,427.74611460464075,female,1
Tuesday,0.6971887464169413,13,-0.4880378396985329,437.3216952725779,5.68,23,4,41,437.99623057455756,430.99873026506975,44,336,0.6745353019796312,image_stim_p.png,0.5582576722372323,431.6959190114867,b,faceWord_exp,2019102204,21,432.69637262588367,42,180,neu,chestnut,437.87995294481516,female,1
Tuesday,0.6975050575565547,13,0.37753019343780747,444.75323737505823,5.43,23,4,42,445.42995894374326,440.9988675683271,45,180,0.676721568685025,image_stim_n.png,0.677300937473774,441.69637262588367,y,faceWord_exp,2019102204,22,442.69675502204336,42,336,neu,door,445.430538312532,female,1
Tuesday,0.6969118942506611,13,0.18094025084207666,457.3560185371898,5.3,23,4,41,458.03046433557756,451.03325884300284,46,336,0.674445798387751,image_stim_p.png,0.75836539757438,451.7301707372535,b,faceWord_exp,2019102204,21,452.7306362213567,42,180,neu,journalist,458.1143839347642,female,1
Tuesday,0.6973202754743397,11,-2.066768843681998,467.35097809368744,7.27,23,4,31,468.03096254123375,461.0333137002308,47,336,0.6799844475463033,image_stim_p.png,0.4970730012282729,461.73063397570513,b,faceWord_exp,2019102204,21,462.73100161505863,42,180,pos,honey,467.8480510949157,female,1
Tuesday,0.6972487363964319,11,-1.883093263099396,477.3536776439287,6.15,23,4,31,478.0314556141384,471.03384045744315,48,336,0.6777779702097178,image_stim_p.png,0.46145177097059786,471.7310891938396,b,faceWord_exp,2019102204,21,472.7315466578584,42,180,pos,choir,477.8151294148993,female,1
Tuesday,0.6971492879092693,12,0.19555716741692625,487.3569677907508,4.95,23,4,32,488.0318425016012,481.03442816692404,49,336,0.6748747108504176,image_stim_n.png,0.47522701579146087,481.7315774548333,b,faceWord_exp,2019102204,22,482.7319511892274,42,180,neg,majority,487.83219480654225,female,0
Tuesday,0.6974068919662386,11,-1.17416436554964,494.7560479226522,7.23,23,4,31,495.4321814610157,491.0346546533983,50,180,0.6761335383635014,image_stim_p.png,0.6265031988732517,491.73206154536456,b,faceWord_exp,2019102204,21,492.7324343174696,42,336,pos,bay,495.38255112152547,female,1
Tuesday,0.6970251374877989,13,-0.5273916336755435,507.35676504392177,5.83,23,4,42,508.0328443667386,501.0354550546035,51,336,0.676079322816804,image_stim_n.png,0.4763527102768421,501.7324801920913,b,faceWord_exp,2019102204,22,502.7328407736495,42,180,neu,scientist,507.8331177541986,female,0
Tuesday,0.6974787516519427,13,0.4398740830446768,517.3597116116434,5.89,23,4,41,518.0332575598732,511.0354929093737,52,336,0.6735459482297301,image_stim_p.png,0.7741501471027732,511.73297166102566,b,faceWord_exp,2019102204,21,512.7333656060509,42,180,neu,hall,518.1338617587462,female,1
Tuesday,0.6967620796058327,11,-2.8305869761860607,524.7510966621339,6.67,23,4,31,525.4335532111581,521.0366741030011,53,180,0.6824565490242094,image_stim_p.png,0.5828343257308006,521.733436182607,b,faceWord_exp,2019102204,21,522.7337666088715,42,336,pos,gratitude,525.3339309878647,female,1
Tuesday,0.6973546012304723,13,-0.9031069202434168,534.7527183170896,5.84,23,4,41,535.4340286399238,531.0364963784814,54,180,0.6813103228341788,image_stim_p.png,0.6987099903635681,531.7338509797119,b,faceWord_exp,2019102204,21,532.7342808546964,42,336,neu,boy,535.4514283074532,female,1
Tuesday,0.6970360446721315,11,-2.30162279277581,547.3605610958766,7.05,23,4,31,548.0346350844484,541.0372695117258,55,336,0.674073988571763,image_stim_p.png,0.6410406692884862,541.7343055563979,b,faceWord_exp,2019102204,21,542.7346456067171,42,180,pos,heroism,548.0016017651651,female,1
Tuesday,0.6972837040666491,12,2.7422742606943906,554.7609507420566,4.0,23,4,32,555.4349397181068,551.0375113964546,56,180,0.6739889760501683,image_stim_n.png,0.5410273883026093,551.7347951005213,y,faceWord_exp,2019102204,22,552.7351345091593,42,336,neg,fallacy,555.3019781303592,female,1
Tuesday,0.6957265303935856,13,-0.29144085929118746,567.3607118728105,5.9,23,4,41,568.0355221023783,561.0395228259731,57,336,0.6748102295678109,image_stim_p.png,0.7089076493866742,561.7352493563667,b,faceWord_exp,2019102204,21,562.7355740081985,42,180,neu,hand,568.0696195221972,female,1
Tuesday,0.6964255583006889,12,-0.10198134801944247,577.36192097608,4.16,23,4,32,578.0360129296314,571.039260730613,58,336,0.6740919535513967,image_stim_n.png,0.7913493132218719,571.7356862889137,y,faceWord_exp,2019102204,22,572.7360407751985,42,180,neg,saw,578.1532702893019,female,1
Tuesday,0.697484846925363,11,-1.426145970237633,584.761120446492,6.26,23,4,31,585.436337773921,581.0386778332759,59,180,0.6752173274289817,image_stim_p.png,0.5255599119700491,581.7361626802012,b,faceWord_exp,2019102204,21,582.7365948006045,42,336,pos,lust,585.286680358462,female,1
Tuesday,0.696933708852157,11,-1.5082836116280287,597.3628548313864,6.17,23,4,31,598.0369878474157,591.039752520388,60,336,0.6741330160293728,image_stim_p.png,0.7078759495634586,591.7366862292401,b,faceWord_exp,2019102204,21,592.7370798534248,42,180,pos,kitchen,598.0707307809498,female,1
