session,img_trigger,offset_img,word_score_warriner,ID,key_t,duration_frames,rt,age,duration_measured_word,offset_word,word_score_pc,delay_frames_after,no,condition,pause_trigger_t,correct_resp,word_label,word_trigger,img,scan day,onset_img,gender,onset_word,pause_trigger,word,duration_measured_img,delay_frames_before,response
2,21,347.99543723091483,5.94,2019102307,347.9124935118016,42,0.6027554981410503,25,0.6973841150756925,341.6950849259738,-0.8400509032218062,180,35,faceWord_exp,342.69545545242727,1,neu,13,image_stim_p.png,Wednesday,347.30973801366054,female,340.9977008108981,41,store,0.685699217254296,336,b
2,21,355.39572903257795,6.48,2019102307,355.24605429382063,42,0.5362028444651514,25,0.6973222002852708,351.6955879437737,-2.4114282062334524,336,36,faceWord_exp,352.69596328237094,1,pos,11,image_stim_p.png,Wednesday,354.7098514493555,female,350.99826574348845,31,carnival,0.6858775832224637,180,b
2,22,365.3961881005671,5.5,2019102307,365.24656565254554,42,0.5366452306043357,25,0.6973914934787899,361.69604861573316,0.3495373155897487,336,37,faceWord_exp,362.69639283651486,1,neu,13,image_stim_n.png,Wednesday,364.7099204219412,female,360.9986571222544,42,winter,0.6862676786258817,180,y
2,21,377.99679294088855,7.68,2019102307,377.94715201482177,42,0.6361731383949518,25,0.6973533181007951,371.696497738827,-1.3503642789447028,180,38,faceWord_exp,372.6968567164149,1,pos,11,image_stim_p.png,Wednesday,377.3109788764268,female,370.9991444207262,31,musical,0.6858140644617379,336,b
2,22,385.3971383164171,4.1,2019102307,385.2141027196776,42,0.5028317207470536,25,0.6974742603488266,381.696955202613,1.472290472628449,336,39,faceWord_exp,382.69739694707096,1,neg,12,image_stim_n.png,Wednesday,384.71127099893056,female,380.9994809422642,32,clang,0.6858673174865544,180,y
2,21,395.39755952963606,7.5,2019102307,395.2812401955016,42,0.5696397325955331,25,0.6974441050551832,391.6974662404973,-1.7608811602119443,336,40,faceWord_exp,392.69773475197144,1,pos,11,image_stim_p.png,Wednesday,394.71160046290606,female,391.0000221354421,31,summer,0.6859590667299926,180,b
2,22,407.99813678115606,4.43,2019102307,408.0155547342729,42,0.7033041978720576,25,0.6976824610028416,401.6978547319304,-0.14866519221167074,180,41,faceWord_exp,402.6982342407573,1,neg,12,image_stim_n.png,Wednesday,407.3122505364008,female,401.0001722709276,32,van,0.6858862447552383,336,y
2,22,415.3984876102768,3.48,2019102307,415.3322015434969,42,0.6198718973901123,25,0.6974418594036251,411.69830642128363,0.7321109855355353,336,42,faceWord_exp,412.69867887254804,1,neg,12,image_stim_n.png,Wednesday,414.7123296461068,female,411.00086456188,32,axe,0.6861579641699791,180,y
2,21,425.3989582271315,6.73,2019102307,425.3995180269703,42,0.686436420539394,25,0.6976032229140401,421.69877703813836,-2.2291915044129413,336,43,faceWord_exp,422.69913761969656,1,pos,11,image_stim_p.png,Wednesday,424.71308160643093,female,421.0011738152243,31,luck,0.6858766207005829,180,b
2,21,437.99953868659213,7.59,2019102307,438.00007731327787,42,0.6862291821744293,25,0.6973485059570521,431.6992191034369,-1.3695211950901562,180,44,faceWord_exp,432.69957423140295,1,pos,11,image_stim_p.png,Wednesday,437.31384813110344,female,431.00187059747986,31,tree,0.6856905554886907,336,b
2,22,445.39985679392703,4.57,2019102307,445.3502402487211,42,0.6364737297408283,25,0.6977068420965225,441.6997169884853,0.2032181950076048,336,45,faceWord_exp,442.70008719409816,1,neg,12,image_stim_n.png,Wednesday,444.71376651898026,female,441.0020101463888,32,lab,0.6860902749467641,180,y
2,21,455.40031137061305,8.53,2019102307,455.21740473620594,42,0.5026199910789728,25,0.6972429619636387,451.7001526376698,-3.1565376907491283,336,46,faceWord_exp,452.70050167059526,1,pos,11,image_stim_p.png,Wednesday,454.71478474512696,female,451.0029096757062,31,vacation,0.6855266254860908,180,b
2,22,468.000920381397,4.35,2019102307,467.7679727806244,42,0.45304258400574327,25,0.6976680250372738,461.7006139513105,2.166481281776448,180,47,faceWord_exp,462.70113365072757,1,neg,12,image_stim_n.png,Wednesday,467.31493019661866,female,461.00294592627324,32,plea,0.6859901847783476,336,y
2,22,478.0013306874316,5.55,2019102307,477.93514599394985,42,0.6198436666745692,25,0.6972747214604169,471.70109098404646,-0.09980687036967174,180,48,faceWord_exp,472.70135885383934,1,neu,13,image_stim_n.png,Wednesday,477.3153023272753,female,471.00381626258604,42,eggplant,0.6860283601563424,336,y
2,21,488.00179713382386,6.76,2019102307,488.06903020874597,42,0.7530025478918105,25,0.697325729066506,481.70153625751846,-1.2978987804410356,180,49,faceWord_exp,482.7019549042452,1,pos,11,image_stim_p.png,Wednesday,487.31602766085416,female,481.00421052845195,31,artist,0.6857694729696959,336,b
