word_trigger,pause_trigger_t,condition,offset_img,delay_frames_before,img,offset_word,correct_resp,scan day,onset_word,rt,pause_trigger,duration_measured_img,onset_img,no,img_trigger,gender,word_score_pc,ID,duration_measured_word,age,session,duration_frames,word_label,word_score_warriner,response,key_t,word,delay_frames_after
11,2.7258328000316396,faceWord_exp,8.05300050007645,336,image_stim_p.png,1.7257402000250295,1,Monday,1.0370133999967948,0.43378869991283864,31,0.6982318999944255,7.354768600082025,1,21,male,-1.2094761189992442,qwerty,0.6887268000282347,24,4,42,pos,6.73,b,7.788557299994864,parent,180
13,12.748864100081846,faceWord_exp,15.462611500057392,180,image_stim_n.png,11.750256500090472,1,Monday,11.05624910001643,0.618826900026761,42,0.6830083000240847,14.779603200033307,2,22,male,-2.547043884761341,qwerty,0.6940074000740424,24,4,42,neu,5.85,y,15.398430100060068,circus,336
11,22.757596900104545,faceWord_exp,28.067252000095323,336,image_stim_p.png,21.757362300064415,1,Monday,21.062437999993563,0.40504260000307113,31,0.6857775000389665,27.381474500056356,3,21,male,-1.17416436554964,qwerty,0.694924300070852,24,4,42,pos,7.23,b,27.786517100059427,bay,180
11,32.76253850001376,faceWord_exp,38.08931240008678,336,image_stim_p.png,31.762275400105864,1,Monday,31.06969310005661,0.4166045000310987,31,0.6966450000181794,37.3926674000686,4,21,male,-1.5082836116280287,qwerty,0.6925823000492528,24,4,42,pos,6.17,b,37.8092719000997,kitchen,180
13,42.78562080010306,faceWord_exp,48.096472100005485,336,image_stim_p.png,41.78581820009276,1,Monday,41.0914877000032,0.47373319999314845,41,0.6894650999456644,47.40700700005982,5,21,male,-0.4066038871991289,qwerty,0.6943305000895634,24,4,42,neu,5.79,b,47.88074020005297,baseball,180
11,52.79246220004279,faceWord_exp,55.50611700001173,180,image_stim_p.png,51.79251920001116,1,Monday,51.09694900002796,0.5045129000209272,31,0.6869567999383435,54.819160200073384,6,21,male,-1.5215329943370883,qwerty,0.6955701999831945,24,4,42,pos,6.52,b,55.32367310009431,bread,336
13,62.79950220009778,faceWord_exp,65.51625590003096,180,image_stim_n.png,61.800219600088894,1,Monday,61.10607850004453,0.5865119000663981,42,0.6858209000201896,64.83043500001077,7,22,male,-0.7774272008663468,qwerty,0.6941411000443622,24,4,42,neu,5.43,y,65.41694690007716,theme,336
13,72.80982369999401,faceWord_exp,75.52401910000481,180,image_stim_n.png,71.8097984000342,1,Monday,71.1135149000911,0.5853593000210822,42,0.6843643999891356,74.83965470001567,8,22,male,0.3545861367636661,qwerty,0.6962834999430925,24,4,42,neu,5.09,y,75.42501400003675,put,336
12,82.81723990000319,faceWord_exp,88.1277125000488,336,image_stim_n.png,81.81691809999757,1,Monday,81.12137980002444,0.6010659000603482,32,0.683877500006929,87.44383500004187,9,22,male,0.42679466080263373,qwerty,0.6955382999731228,24,4,42,neg,4.75,y,88.04490090010222,zone,180
11,92.82469680008944,faceWord_exp,98.13310110010207,336,image_stim_p.png,91.82356380007695,1,Monday,91.12901180004701,0.5684779000002891,31,0.6818996000802144,97.45120150002185,10,21,male,-2.066768843681998,qwerty,0.6945520000299439,24,4,42,pos,7.27,b,98.01967940002214,honey,180
