rt,onset_img,response,img,word_trigger,condition,age,delay_frames_after,correct_resp,duration_frames,offset_word,pause_trigger,word_score_pc,img_trigger,onset_word,no,word_score_warriner,duration_measured_word,pause_trigger_t,ID,session,duration_measured_img,delay_frames_before,gender,scan day,offset_img,word,key_t,word_label
0.4489623012486845,7.286568719428033,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,1.6681776449549943,31,-1.7974288604529352,21,0.9783811424858868,1,6.53,0.6897965024691075,2.6684692541603,2019102205,4,0.6818800673354417,336,female,Tuesday,7.968448786763474,bonfire,7.735531020676717,pos
0.45274616265669465,14.683029822539538,b,image_stim_p.png,13,faceWord_exp,25,336,1,42,11.668685795506462,41,-0.9031069202434168,21,10.971968949073926,2,5.84,0.6967168464325368,12.669121444923803,2019102205,4,0.6857425253838301,180,female,Tuesday,15.368772347923368,boy,15.135775985196233,neu
0.5846596898045391,27.28509302949533,y,image_stim_n.png,13,faceWord_exp,25,180,1,42,21.66911663278006,42,0.1872293205875,22,20.97406154149212,3,5.95,0.6950550912879407,22.669459891039878,2019102205,4,0.6842523994855583,336,female,Tuesday,27.969345428980887,elevator,27.869752719299868,neu
0.6364849577657878,34.68356588296592,y,image_stim_n.png,13,faceWord_exp,25,336,1,42,31.669513465138152,42,0.29188517290671034,22,30.97287232778035,4,5.89,0.6966411373578012,32.67006813199259,2019102205,4,0.686135187279433,180,female,Tuesday,35.369701070245355,guard,35.32005084073171,neu
0.5027547280769795,47.28451462322846,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,41.67000717972405,32,-0.10198134801944247,22,40.973684278083965,5,4.16,0.6963229016400874,42.67031001695432,2019102205,4,0.6857697935774922,336,female,Tuesday,47.97028441680595,saw,47.78726935130544,neg
0.6020847007166594,57.28567207744345,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,51.67047266359441,32,4.5355840269859025,22,50.973696468630806,6,2.53,0.6967761949636042,52.670772292651236,2019102205,4,0.6850816728547215,336,female,Tuesday,57.97075375029817,torment,57.88775677816011,neg
0.5528884064406157,64.68523694132455,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,61.670941355405375,32,0.060511318752979076,22,60.97387387230992,7,4.83,0.6970674830954522,62.671405556146055,2019102205,4,0.6859295531176031,180,female,Tuesday,65.37116649444215,pig,65.23812534776516,neg
0.7189702508039773,74.68656474142335,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,71.67134556616656,31,-1.426145970237633,21,70.97385301999748,8,6.26,0.6974925461690873,72.67180623812601,2019102205,4,0.684963938780129,180,female,Tuesday,75.37152868020348,lust,75.40553499222733,pos
0.5523760854266584,87.28675125585869,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,81.67178281955421,32,2.7422742606943906,22,80.9753008002881,9,4.0,0.6964820192661136,82.67225760687143,2019102205,4,0.6853687909897417,336,female,Tuesday,87.97212004684843,fallacy,87.83912734128535,neg
0.7019696612842381,94.68766926322132,y,image_stim_n.png,13,faceWord_exp,25,336,1,42,91.67226049397141,42,-0.4880378396985329,22,90.97586188325658,10,5.68,0.696398610714823,92.67262235889211,2019102205,4,0.684779156697914,180,female,Tuesday,95.37244841991924,chestnut,95.38963892450556,neu
0.6520525242667645,104.68817613064311,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,101.67272244906053,32,3.803034067475641,22,100.97520327637903,11,2.76,0.6975191726814955,102.67313211341389,2019102205,4,0.6847169210668653,180,female,Tuesday,105.37289305170998,flood,105.34022865490988,neg
0.5184897531289607,117.2886212116573,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,111.67319723637775,32,1.95458394600482,22,110.97668955265544,12,4.03,0.6965076837223023,112.6735456273891,2019102205,4,0.6848571114242077,336,female,Tuesday,117.97347832308151,snake,117.80711096478626,neg
0.6526598026975989,124.68830092274584,b,image_stim_p.png,13,faceWord_exp,25,336,1,42,121.6736790810246,41,0.12602488928311428,21,120.97641205880791,13,5.1,0.6972670222166926,122.67404126678593,2019102205,4,0.685605542967096,180,female,Tuesday,125.37390646571293,shoulder,125.34096072544344,neu
0.5014926923904568,137.28994676610455,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,131.67411344731227,31,-2.066768843681998,21,130.97662378824316,14,7.27,0.697489659069106,132.67449135216884,2019102205,4,0.6844955675769597,336,female,Tuesday,137.9744423336815,honey,137.791439458495,pos
0.4850656969938427,144.69005891866982,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,141.67458470561542,32,0.7532200949518182,22,140.9769920692779,15,4.19,0.6975926363375038,142.67494400404394,2019102205,4,0.6847050511278212,180,female,Tuesday,145.37476396979764,loan,145.17512461566366,neg
0.5850144971627742,154.6905468585901,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,151.6750328661874,31,-1.3206920491180312,21,150.97799008479342,16,6.32,0.697042781393975,152.6754386809189,2019102205,4,0.6846729712560773,180,female,Tuesday,155.37521982984617,harmonica,155.27556135575287,pos
0.519606786314398,164.68977917917073,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,161.67550348304212,32,3.668156535681199,22,160.97809177893214,17,3.52,0.6974117041099817,162.6759298290126,2019102205,4,0.6858663549646735,180,female,Tuesday,165.3756455341354,battle,165.20938596548513,neg
0.5352086785715073,174.69147173129022,b,image_stim_p.png,13,faceWord_exp,25,336,1,42,171.67595292674378,41,-0.9453395472380092,21,170.97829131782055,18,5.91,0.6976616089232266,172.6762053980492,2019102205,4,0.6846713670529425,180,female,Tuesday,175.37614309834316,team,175.22668040986173,neu
0.7190876642707735,187.29147089715116,y,image_stim_n.png,13,faceWord_exp,25,180,1,42,181.67639338830486,42,-0.05436507667908295,22,180.97915138863027,19,5.59,0.6972419996745884,182.67681845114566,2019102205,4,0.6852186555042863,336,female,Tuesday,187.97668955265544,mouth,188.01055856142193,neu
0.4514462724328041,194.69258266920224,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,191.6768617592752,31,-2.1205664047688315,21,190.97943690232933,20,7.24,0.6974248569458723,192.67722971946932,2019102205,4,0.6844525800552219,180,female,Tuesday,195.37703524925746,trust,195.14402894163504,pos
0.6026284606195986,207.29208202520385,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,201.67737825075164,31,-1.6859102219357711,21,200.97992901294492,21,6.42,0.6974492378067225,202.67769327852875,2019102205,4,0.6855304753407836,336,female,Tuesday,207.97761250054464,truce,207.89471048582345,pos
0.6348482253961265,217.29359685303643,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,211.67776930867694,32,4.2176174504439885,22,210.98048913362436,22,2.62,0.6972801750525832,212.67817416088656,2019102205,4,0.6844622041098773,336,female,Tuesday,217.9780590571463,insult,217.92844507843256,neg
0.5850658253766596,224.693731140811,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,221.6782376798801,32,3.4698173961771306,22,220.98112977552228,23,3.4,0.6971079043578357,222.67860852717422,2019102205,4,0.6846774623263627,180,female,Tuesday,225.37840860313736,animosity,225.27879696618766,neg
0.4850685843266547,237.29426765046082,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,231.67868936923333,31,-3.0311112754680245,21,230.98118174541742,24,7.75,0.697507623815909,232.67912950972095,2019102205,4,0.6847499634604901,336,female,Tuesday,237.97901761392131,peace,237.77933623478748,pos
0.619403526186943,244.69370002299547,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,241.67915838211775,32,2.7437052692255306,22,240.9818820564542,25,4.48,0.6972763256635517,242.6796354148537,2019102205,4,0.6856318488717079,180,female,Tuesday,245.37933187186718,stampede,245.31310354918242,neg
0.5019809533841908,257.2949589791242,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,251.67961584590375,31,-1.883093263099396,21,250.9821881018579,26,6.15,0.6974277440458536,252.68006240250543,2019102205,4,0.6850133421830833,336,female,Tuesday,257.9799723213073,choir,257.7969399325084,pos
0.5862139763776213,264.69447925151326,y,image_stim_n.png,13,faceWord_exp,25,336,1,42,261.6800624025054,42,0.0196438746392397,22,260.98277356568724,27,5.95,0.6972888368181884,262.6804887484759,2019102205,4,0.6857771722134203,180,female,Tuesday,265.3802564237267,worker,265.2806932278909,neu
0.6861714378464967,277.29523647297174,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,271.68055226746947,32,0.19555716741692625,22,270.98511862941086,28,4.95,0.6954336380586028,272.6809205482714,2019102205,4,0.6856122796889395,336,female,Tuesday,277.9808487526607,majority,277.98140791081823,neg
0.6193647091276944,284.6955263498239,y,image_stim_n.png,13,faceWord_exp,25,336,1,42,281.68099337024614,42,0.37753019343780747,22,280.98337763617747,29,5.43,0.6976157340686768,282.68142099957913,2019102205,4,0.6856369816232473,180,female,Tuesday,285.38116333144717,door,285.3148910589516,neu
0.5017682616598904,294.6968788516242,y,image_stim_n.png,13,faceWord_exp,25,336,1,42,291.68147393199615,42,0.4398740830446768,22,290.9841016866267,30,5.89,0.6973722453694791,292.6818736514542,2019102205,4,0.6847380939871073,180,female,Tuesday,295.3816169456113,hall,295.1986471132841,neu
