duration_frames,img,delay_frames_after,duration_measured_img,key_t,img_trigger,word_trigger,offset_word,rt,delay_frames_before,correct_resp,age,pause_trigger_t,condition,word_label,onset_word,no,word,ID,word_score_pc,pause_trigger,scan day,word_score_warriner,offset_img,onset_img,response,session,duration_measured_word,gender
42,image_stim_n.png,336,0.68588303681463,265.39709949935786,22,12,261.6963187311776,0.6864704254548997,180,1,25,262.696673538303,faceWord_exp,neg,260.99937475658953,27,screech,2019102206,2.424733943851676,32,Tuesday,3.5,265.3965121107176,264.71062907390296,y,5,0.6969439745880663,male
42,image_stim_n.png,180,0.6856892723590136,277.9307253402658,22,12,271.6967303203419,0.619266543770209,336,1,25,272.69716051593423,faceWord_exp,neg,270.99917810503393,28,riot,2019102206,3.227422121163128,32,Tuesday,3.15,277.9971480688546,277.3114587964956,y,5,0.697552215307951,male
42,image_stim_n.png,180,0.6860142450314015,287.9145511370152,22,12,281.6972079947591,0.603049352997914,336,1,25,282.6976080350578,faceWord_exp,neg,281.0002768523991,29,dangerous,2019102206,3.17672342877373,32,Tuesday,2.33,287.9975160290487,287.3115017840173,y,5,0.696931142359972,male
42,image_stim_n.png,336,0.6857678687665612,295.44834860693663,22,12,291.69766770419665,0.7362688656430691,180,1,25,292.69807544373907,faceWord_exp,neg,291.0003673185129,30,election,2019102206,0.5712560851538326,32,Tuesday,4.5,295.3978476100601,294.71207974129356,y,5,0.697300385683775,male
42,image_stim_n.png,336,0.685654625762254,305.34865099494345,22,13,301.6981267721858,0.636008566711098,180,1,25,302.69849729863927,faceWord_exp,neu,301.0009316096548,31,stapler,2019102206,0.19443075193465506,42,Tuesday,5.25,305.3982970539946,304.71264242823236,y,5,0.6971951625309885,male
42,image_stim_p.png,180,0.6852789663244039,318.11610952974297,21,11,311.6986163163092,0.8025167572777718,336,1,25,312.69900127872825,faceWord_exp,pos,311.00096786022186,32,cash,2019102206,-1.6872526925643307,31,Tuesday,7.51,317.9988717387896,317.3135927724652,b,5,0.6976484560873359,male
42,image_stim_p.png,336,0.6859465558081865,325.4497739307117,21,11,321.6991196547169,0.7365110712125897,180,1,25,322.69940260238945,faceWord_exp,pos,321.00221321429126,33,book,2019102206,-1.1429809241505904,31,Tuesday,7.05,325.39920941530727,324.7132628594991,b,5,0.6969064404256642,male
42,image_stim_p.png,336,0.6851798384450376,335.36667815153487,21,11,331.699498842936,0.6521673714742064,180,1,25,332.699935775483,faceWord_exp,pos,331.0022340663709,34,theater,2019102206,-1.8816288507581482,31,Tuesday,6.14,335.3996906185057,334.71451078006066,b,5,0.6972647765651345,male
42,image_stim_n.png,180,0.6857017835136503,347.95073922444135,22,12,341.69996111886576,0.6361356042325497,336,1,25,342.7003951643128,faceWord_exp,neg,341.0024380965624,35,mob,2019102206,2.490397821352158,32,Tuesday,3.7,348.00030540372245,347.3146036202088,y,5,0.6975230223033577,male
42,image_stim_n.png,180,0.6851599486544728,357.9513359165285,22,12,351.7004012593534,0.6357689274009317,336,1,25,352.70089048263617,faceWord_exp,neg,351.0028394199908,36,dead,2019102206,4.0294120701769724,32,Tuesday,2.02,358.000726937782,357.31556698912755,y,5,0.6975618393626064,male
42,image_stim_n.png,180,0.6856818939559162,367.90151245403104,22,13,361.7008625729941,0.5859929437283427,336,1,25,362.7013152248692,faceWord_exp,neu,361.0037071898114,37,newspaper,2019102206,0.3309936143559913,42,Tuesday,5.11,368.0012014042586,367.3155195103027,y,5,0.6971553831826895,male
42,image_stim_n.png,180,0.6850547255016863,377.93549342267215,22,13,371.701347946655,0.6189322676509619,336,1,25,372.70179739035666,faceWord_exp,neu,371.0038525131531,38,ticket,2019102206,-0.7502239645266248,42,Tuesday,5.28,378.0016158805229,377.3165611550212,y,5,0.6974954335018992,male
42,image_stim_p.png,336,0.6847028057090938,385.46907948399894,21,13,381.70181022258475,0.7518162215128541,180,1,25,382.7022757064551,faceWord_exp,neu,381.0044427891262,39,editor,2019102206,0.14106522732466809,41,Tuesday,5.43,385.4019660681952,384.7172632624861,b,5,0.6973674334585667,male
42,image_stim_p.png,336,0.6855022446252406,395.28623155644163,21,13,391.7022593454458,0.5692711311858147,180,1,25,392.7026417416055,faceWord_exp,neu,391.00477064889856,40,corn,2019102206,-1.235914274808286,41,Tuesday,5.95,395.40246266988106,394.7169604252558,b,5,0.6974886965472251,male
42,image_stim_n.png,180,0.6852446405682713,407.8200152318459,22,12,401.7027976515237,0.5022571641020477,336,1,25,402.7030738622416,faceWord_exp,neg,401.0055890153162,41,ambulance,2019102206,2.2468136409924253,32,Tuesday,3.71,408.0030027083121,407.31775806774385,y,5,0.6972086362075061,male
42,image_stim_p.png,336,0.6852241090964526,415.3037104620598,21,11,411.7031662531663,0.5855999609921128,180,1,25,412.70352491014637,faceWord_exp,pos,411.00753435958177,42,television,2019102206,-1.295378487470534,31,Tuesday,7.18,415.40333461016417,414.7181105010677,b,5,0.6956318935845047,male
42,image_stim_n.png,180,0.6851259437389672,428.03788160230033,22,12,421.70363911567256,0.7190302407834679,336,1,25,422.70401541655883,faceWord_exp,neg,421.0063801135402,43,whine,2019102206,3.0668244091236065,32,Tuesday,2.82,428.00397730525583,427.31885136151686,y,5,0.6972590021323413,male
42,image_stim_p.png,180,0.6849722794722766,437.8715290010441,21,11,431.7040827849414,0.5521383711602539,336,1,25,432.7044776924886,faceWord_exp,pos,431.0068295572419,44,water,2019102206,-1.2320142343270626,31,Tuesday,7.0,438.00436290935613,437.31939062988386,b,5,0.697253227699548,male
42,image_stim_n.png,336,0.6847124297637492,445.35507505829446,22,13,441.7045835570898,0.635091072646901,180,1,25,442.70490307617,faceWord_exp,neu,441.00690719136037,45,rum,2019102206,-1.1343736111597311,42,Tuesday,5.57,445.4046964154113,444.71998398564756,y,5,0.6976763657294214,male
42,image_stim_p.png,180,0.6847085799090564,458.07252053613774,21,11,451.7050188856665,0.751941975671798,336,1,25,452.7053730513435,faceWord_exp,pos,451.0073312919121,46,tea,2019102206,-1.410303556989907,31,Tuesday,6.56,458.005287140375,457.32057856046595,b,5,0.6976875937543809,male
42,image_stim_p.png,180,0.6847316778730601,467.82275969418697,21,11,461.70547506632283,0.5017310483381152,336,1,25,462.70592483109795,faceWord_exp,pos,461.0081352221314,47,spring,2019102206,-2.625984580876632,31,Tuesday,7.64,468.0057603237219,467.32102864584886,b,5,0.6973398441914469,male
42,image_stim_p.png,180,0.6852683799806982,477.9066308524925,21,11,471.70592354773544,0.5856923521496356,336,1,25,472.70627386379056,faceWord_exp,pos,471.00837357807904,48,wit,2019102206,-1.2397352233188434,31,Tuesday,7.25,478.0062068803236,477.3209385003429,b,5,0.6975499696563929,male
42,image_stim_p.png,180,0.6848356178961694,488.02399151050486,21,13,481.70638357801363,0.7021653505507857,336,1,25,482.706816340331,faceWord_exp,neu,481.0086603751406,49,bus,2019102206,0.5156614996478043,41,Tuesday,5.12,488.00666177785024,487.32182615995407,b,5,0.6977232028730214,male
42,image_stim_p.png,180,0.6848574322648346,497.9075156247709,21,13,491.7068416834809,0.5852323216386139,336,1,25,492.70725583913736,faceWord_exp,neu,491.0095056889113,50,desk,2019102206,0.16108323717668446,41,Tuesday,5.56,498.0071407353971,497.3222833031323,b,5,0.6973359945695847,male
42,image_stim_n.png,180,0.6850595376454294,508.2080992280971,22,12,501.7073373228777,0.8855528673157096,336,1,25,502.7076786563266,faceWord_exp,neg,501.01022300240584,51,banker,2019102206,0.8708146708303101,32,Tuesday,4.89,508.00760589842685,507.3225463607814,y,5,0.6971143204718828,male
42,image_stim_p.png,180,0.6849966603331268,517.9250311017968,21,11,511.7077556489967,0.6019926303997636,336,1,25,512.708121684147,faceWord_exp,pos,511.01004110765643,52,bed,2019102206,-1.962809513975644,31,Tuesday,7.16,518.0080351317301,517.323038471397,b,5,0.6977145413402468,male
42,image_stim_p.png,336,0.6849193470552564,525.7256621839479,21,11,521.7082204911858,1.002143600024283,180,1,25,522.7085566918831,faceWord_exp,pos,521.0111985618714,53,tangerine,2019102206,-1.178487968131687,31,Tuesday,6.81,525.4084379309788,524.7235185839236,b,5,0.69702192931436,male
42,image_stim_p.png,336,0.684945011511445,535.2092954993714,21,11,531.7086728222203,0.4854134467896074,180,1,25,532.7089836795349,faceWord_exp,pos,531.0115514441859,54,peaceful,2019102206,-2.641671297166366,31,Tuesday,8.0,535.4088270640932,534.7238820525818,b,5,0.6971213780343533,male
42,image_stim_n.png,180,0.684963297098875,547.9597524818964,22,12,541.7091344567016,0.6352774584665895,336,1,25,542.7094860558864,faceWord_exp,neg,541.0115414992906,55,vice,2019102206,2.1399531488678094,32,Tuesday,3.81,548.0094383205287,547.3244750234298,y,5,0.6975929574109614,male
42,image_stim_n.png,336,0.685023607686162,555.426954310853,22,13,551.7095912788063,0.7022413804661483,180,1,25,552.7099852240644,faceWord_exp,neu,551.0122536802664,56,number,2019102206,0.2374341841762725,42,Tuesday,5.59,555.409736538073,554.7247129303869,y,5,0.6973375985398889,male
42,image_stim_p.png,336,0.6847605500370264,565.3939351069275,21,13,561.7100484219845,0.6685096749570221,180,1,25,562.71038366016,faceWord_exp,neu,561.0130877657793,57,hairbrush,2019102206,-0.4963231956276321,41,Tuesday,5.95,565.4101859820075,564.7254254319705,b,5,0.6969606562051922,male
42,image_stim_p.png,180,0.6849251217208803,577.9611563121434,21,11,571.7105097353924,0.6352610976900905,336,1,25,572.7109206831083,faceWord_exp,pos,571.0130604975857,58,drum,2019102206,-1.4373817092238501,31,Tuesday,6.05,578.0108203361742,577.3258952144533,b,5,0.6974492378067225,male
42,image_stim_n.png,180,0.6852507358416915,587.6949501892086,22,12,581.7109450639691,0.3689144633244723,336,1,25,582.711339329835,faceWord_exp,neg,581.0157186642755,59,jealousy,2019102206,3.693241029119933,32,Tuesday,2.58,588.0112864617258,587.3260357258841,y,5,0.6952263996936381,male
42,image_stim_p.png,180,0.6851278685498983,597.9955106945708,21,13,591.7114095855504,0.6689263968728483,336,1,25,592.7118019266054,faceWord_exp,neu,591.0140944430605,60,dime,2019102206,-0.8220066925000616,41,Tuesday,5.58,598.0117121662479,597.326584297698,b,5,0.6973151424899697,male
