duration_frames,img,delay_frames_after,duration_measured_img,key_t,img_trigger,word_trigger,offset_word,rt,delay_frames_before,correct_resp,age,pause_trigger_t,condition,word_label,onset_word,no,word,ID,word_score_pc,pause_trigger,scan day,word_score_warriner,offset_img,onset_img,response,session,duration_measured_word,gender
42,image_stim_n.png,180,0.682077360805124,7.935252179391682,22,12,1.6844583544880152,0.6326327654533088,336,1,25,2.6847454723902047,faceWord_exp,neg,0.9963457426056266,1,mosquito,2019102206,2.9843905620469613,32,Tuesday,3.12,7.984696774743497,7.302619413938373,y,5,0.6881126118823886,male
42,image_stim_p.png,180,0.6855593475047499,17.935557583114132,21,11,11.684882775880396,0.6360120954923332,336,1,25,12.685202936409041,faceWord_exp,pos,10.98903819033876,2,applause,2019102206,-2.3591802685249372,31,Tuesday,7.12,17.98510483512655,17.2995454876218,b,5,0.6958445855416358,male
42,image_stim_p.png,336,0.6840977726969868,25.48602714133449,21,11,21.68530495138839,0.7846554552670568,180,1,25,22.685612600762397,faceWord_exp,pos,20.9897099500522,3,cherry,2019102206,-1.7441234463665167,31,Tuesday,7.05,25.38546945876442,24.701371686067432,b,5,0.6955950013361871,male
42,image_stim_n.png,336,0.685841974336654,35.33626739005558,22,12,31.685757603263482,0.6361789128277451,180,1,25,32.686200310243294,faceWord_exp,neg,30.98833884159103,4,army,2019102206,1.399169263323496,32,Tuesday,4.65,35.38593045156449,34.70008847722784,y,5,0.6974187616724521,male
42,image_stim_p.png,180,0.6853639790788293,47.970266772666946,21,13,41.68621314223856,0.6691297856159508,336,1,25,42.68661574902944,faceWord_exp,neu,40.98979367944412,5,mandolin,2019102206,-1.4097678477610591,41,Tuesday,5.7,47.986500966129825,47.301136987050995,b,5,0.696419462794438,male
42,image_stim_n.png,180,0.6852006905246526,58.054199524922296,22,12,51.68668857123703,0.7523567730095237,336,1,25,52.68706262647174,faceWord_exp,neg,50.9903913338203,6,grief,2019102206,4.735833249102137,32,Tuesday,2.33,57.987043442437425,57.30184275191277,y,5,0.6962972374167293,male
42,image_stim_n.png,180,0.6856956884730607,68.02138787996955,22,12,61.687141864560544,0.719652596861124,336,1,25,62.68755281204358,faceWord_exp,neg,60.99006668198854,7,dictation,2019102206,0.7498341013103271,32,Tuesday,4.26,67.98743097158149,67.30173528310843,y,5,0.6970751825720072,male
42,image_stim_p.png,336,0.6848712267819792,75.47172000654973,21,11,71.68758104275912,0.7687494426500052,180,1,25,72.68790569459088,faceWord_exp,pos,70.99027071218006,8,friendly,2019102206,-2.9544920916265727,31,Tuesday,7.84,75.3878417906817,74.70297056389973,b,5,0.6973103305790573,male
42,image_stim_p.png,336,0.6858445405960083,85.33862143615261,21,11,81.68803626089357,0.6361612684559077,180,1,25,82.68844015081413,faceWord_exp,pos,80.99079971504398,9,morning,2019102206,-1.211925852261804,31,Tuesday,6.41,85.38830470829271,84.7024601676967,b,5,0.6972365458495915,male
42,image_stim_p.png,336,0.6853806604631245,95.2055812519975,21,13,91.6885261258576,0.5023046426940709,180,1,25,92.68877250188962,faceWord_exp,neu,90.99121354985982,10,apricot,2019102206,-1.2450836009557775,41,Tuesday,5.95,95.38865726976655,94.70327660930343,b,5,0.6973125759977847,male
42,image_stim_p.png,336,0.6860614027827978,105.45634588389657,21,13,101.6889713993296,0.7532389790285379,180,1,25,102.68931241193786,faceWord_exp,neu,100.99173966539092,11,company,2019102206,0.4587040848007746,41,Tuesday,5.64,105.38916830765083,104.70310690486804,b,5,0.6972317339386791,male
42,image_stim_n.png,336,0.686062365071848,115.39018075936474,22,13,111.6894038405735,0.6866382050793618,180,1,25,112.68980644736439,faceWord_exp,neu,110.99212174070999,12,carrot,2019102206,-0.32385553549685003,42,Tuesday,5.79,115.38960491935723,114.70354255428538,y,5,0.6972820998635143,male
42,image_stim_p.png,180,0.6857450918760151,127.92388230934739,21,11,121.68987862789072,0.6194599873851985,336,1,25,122.69024370075203,faceWord_exp,pos,120.99320412706584,13,awe,2019102206,-2.1428059827362134,31,Tuesday,6.85,127.99016741383821,127.30442232196219,b,5,0.6966745008248836,male
42,image_stim_p.png,180,0.6855413825251162,137.92429774813354,21,13,131.6903299964033,0.6192014208063483,336,1,25,132.69070565584116,faceWord_exp,neu,130.9938906438183,14,umbrella,2019102206,0.002541127499528235,41,Tuesday,5.84,137.9906377098523,137.3050963273272,b,5,0.6964393525850028,male
42,image_stim_p.png,336,0.685553893679753,145.3580463277176,21,13,141.6907778363675,0.6526537074241787,180,1,25,142.6911971247755,faceWord_exp,neu,140.99309409200214,15,arm,2019102206,-0.2527650722021685,41,Tuesday,5.44,145.39094651397318,144.70539262029342,b,5,0.6976837443653494,male
42,image_stim_n.png,180,0.6853190665133297,157.77533551095985,22,12,151.69129721494392,0.46910643111914396,336,1,25,152.69166709994897,faceWord_exp,neg,150.99374339566566,16,curse,2019102206,3.659937177091274,32,Tuesday,2.9,157.99154814635403,157.3062290798407,y,5,0.6975538192782551,male
42,image_stim_n.png,180,0.6852985352743417,167.9592023063451,22,12,161.69173446833156,0.6524888153653592,336,1,25,162.6921791001223,faceWord_exp,neg,160.99432436819188,17,ant,2019102206,1.5300907112092572,32,Tuesday,3.9,167.9920120262541,167.30671349097975,y,5,0.6974101001396775,male
42,image_stim_n.png,180,0.6861740043386817,178.0597096227575,22,13,171.69217268400826,0.7534131745342165,336,1,25,172.69253358640708,faceWord_exp,neu,170.99526431853883,18,mushroom,2019102206,0.08756588783899029,42,Tuesday,5.61,177.99247045256197,177.3062964482233,y,5,0.6969083654694259,male
42,image_stim_n.png,180,0.6856818937230855,187.993525570957,22,12,181.69264554651454,0.686226295074448,336,1,25,182.693006769754,faceWord_exp,neg,180.99523705034517,19,dread,2019102206,4.006417686109669,32,Tuesday,3.0,187.99298116960563,187.30729927588254,y,5,0.6974084961693734,male
42,image_stim_n.png,180,0.6864951271563768,198.0105489376001,22,13,191.6931081430521,0.7035233059432358,336,1,25,192.69347706553526,faceWord_exp,neu,190.99559731129557,20,clue,2019102206,0.07992973296861662,42,Tuesday,5.38,197.99352075881325,197.30702563165687,y,5,0.6975108317565173,male
42,image_stim_n.png,336,0.6856828562449664,205.47759325243533,22,12,201.69356753188185,0.7695658840239048,180,1,25,202.69393388787284,faceWord_exp,neg,200.99666943214834,21,hierarchy,2019102206,1.0236166268558873,32,Tuesday,4.95,205.3937102246564,204.70802736841142,y,5,0.6968980997335166,male
42,image_stim_n.png,180,0.6857585657853633,218.07818109029904,22,12,211.69400606839918,0.7696329317986965,336,1,25,212.69436600850895,faceWord_exp,neg,210.99630788806826,22,cab,2019102206,0.1828236131989572,32,Tuesday,4.81,217.9943067242857,217.30854815850034,y,5,0.6976981803309172,male
42,image_stim_p.png,336,0.6856895931996405,225.52857673563994,21,11,221.69448919640854,0.819655291736126,180,1,25,222.6948488156777,faceWord_exp,pos,220.9972812018823,23,intellect,2019102206,-2.249771083793789,31,Tuesday,6.62,225.39461103710346,224.70892144390382,b,5,0.6972079945262522,male
42,image_stim_n.png,180,0.6858086108695716,238.0457441424951,22,13,231.69495371798985,0.7363471414428204,336,1,25,232.69537300639786,faceWord_exp,neu,230.99770145257935,24,engineer,2019102206,-0.41434578466507305,42,Tuesday,5.79,237.99520561192185,237.30939700105228,y,5,0.6972522654104978,male
42,image_stim_p.png,336,0.6854188360739499,245.34596106875688,21,11,241.6953723647166,0.6358350126538426,180,1,25,242.69572492642328,faceWord_exp,pos,240.99789232993498,25,penguin,2019102206,-1.2194148821621404,31,Tuesday,6.65,245.39554489217699,244.71012605610304,b,5,0.6974800347816199,male
42,image_stim_p.png,180,0.6860986158717424,257.8964710480068,21,11,251.69586704182439,0.5864115904550999,336,1,25,252.69620965840295,faceWord_exp,pos,250.99841042538173,26,tulip,2019102206,-2.547338598571031,31,Tuesday,7.25,257.99615807342343,257.3100594575517,b,5,0.6974566164426506,male
