duration_measured_img,ID,word_score_warriner,gender,duration_measured_word,offset_img,pause_trigger,word_score_pc,pause_trigger_t,onset_word,key_t,condition,age,session,duration_frames,response,word_label,delay_frames_before,offset_word,delay_frames_after,onset_img,scan day,img_trigger,correct_resp,no,word,img,rt,word_trigger
0.6847451515495777,2019102206,3.52,male,0.6974697692785412,385.3971415243577,32,3.668156535681199,382.69736005482264,380.9995338744484,385.3642025210429,faceWord_exp,25,4,42,y,neg,180,381.69700364372693,336,384.71239637280814,Tuesday,22,1,39,battle,image_stim_n.png,0.6518061482347548,12
0.6849174222443253,2019102206,6.52,male,0.6974482752848417,397.99772390862927,31,-1.5215329943370883,392.69797567417845,391.0000041704625,397.9147407307755,faceWord_exp,25,4,42,b,pos,336,391.69745244574733,180,397.31280648638494,Tuesday,21,1,40,bread,image_stim_p.png,0.6019342443905771,11
0.6848054623696953,2019102206,7.05,male,0.6970848066266626,407.9982022247277,31,-2.30162279277581,402.69817777955905,401.000811629463,408.01562595227733,faceWord_exp,25,4,42,b,pos,336,401.69789643608965,180,407.313396762358,Tuesday,21,1,41,heroism,image_stim_p.png,0.7022291899193078,11
0.6847287907730788,2019102206,6.15,male,0.6974004758521914,417.99862343794666,31,-1.883093263099396,412.69877479225397,411.0009361007251,417.91580932284705,faceWord_exp,25,4,42,b,pos,336,411.6983365765773,180,417.3138946471736,Tuesday,21,1,42,choir,image_stim_p.png,0.6019146756734699,11
0.6844041389413178,2019102206,5.84,male,0.6975842956453562,425.3989960816689,41,-0.9031069202434168,422.69968298333697,421.0012283513788,425.3995616559405,faceWord_exp,25,4,42,b,neu,180,421.69881264702417,336,424.71459194272757,Tuesday,21,1,43,boy,image_stim_p.png,0.6849697132129222,13
0.6848920788615942,2019102206,5.43,male,0.6975846162531525,437.9995970723685,42,0.37753019343780747,432.6996322965715,431.0016643216368,437.9500908832997,faceWord_exp,25,4,42,y,neu,336,431.69924893788993,180,437.3147049935069,Tuesday,22,1,44,door,image_stim_n.png,0.6353858897928149,13
0.6850428560283035,2019102206,4.48,male,0.697182971984148,448.00002438086085,32,2.7437052692255306,442.7000807779841,441.00252856267616,447.9337344642263,faceWord_exp,25,4,42,y,neg,336,441.6997115346603,180,447.31498152483255,Tuesday,22,1,45,stampede,image_stim_n.png,0.6187529393937439,12
0.6847618333995342,2019102206,6.42,male,0.6974691275972873,455.40042974660173,31,-1.6859102219357711,452.700548507506,451.0026915301569,455.5009877497796,faceWord_exp,25,4,42,b,pos,180,451.70016065775417,336,454.7156679132022,Tuesday,21,1,46,truce,image_stim_p.png,0.7853198365774006,11
0.6847611917182803,2019102206,6.32,male,0.6971550623420626,465.40092249866575,31,-1.3206920491180312,462.7009889688343,461.00348262814805,465.251165313879,faceWord_exp,25,4,42,b,pos,180,461.7006376904901,336,464.71616130694747,Tuesday,21,1,47,harmonica,image_stim_p.png,0.5350040069315583,11
0.6850890514906496,2019102206,4.95,male,0.6972827415447682,478.00137078762054,32,0.19555716741692625,472.7014464326203,471.0037925231736,478.2519105372485,faceWord_exp,25,4,42,y,neg,336,471.7010752647184,180,477.3162817361299,Tuesday,22,1,48,majority,image_stim_n.png,0.9356288011185825,12
0.6851236980874091,2019102206,5.67,male,0.6976266412530094,488.0018202313222,42,0.4395766978022416,482.7019799267873,481.00390319991857,487.9022012159694,faceWord_exp,25,4,42,y,neu,336,481.7015298411716,180,487.3166965332348,Tuesday,22,1,49,red,image_stim_n.png,0.5855046827346087,13
0.683825732441619,2019102206,7.3,male,0.6974049671553075,495.4021370555274,31,-2.411716547027706,492.70238253334537,491.0046128141694,495.3858457596507,faceWord_exp,25,4,42,b,pos,180,491.7020177813247,336,494.7183113230858,Tuesday,21,1,50,flower,image_stim_p.png,0.6675344365648925,11
0.6849828658159822,2019102206,3.17,male,0.6970514431595802,508.00276018166915,32,3.1835494020570807,502.7028130500112,501.0054055163637,507.9031892865896,faceWord_exp,25,4,42,y,neg,336,501.70245695952326,180,507.31777731585316,Tuesday,22,1,51,explosion,image_stim_n.png,0.5854119707364589,12
0.6849944149143994,2019102206,6.67,male,0.6971601950936019,518.0032266280614,31,-2.8305869761860607,512.7033808697015,511.00576706044376,517.9869366153143,faceWord_exp,25,4,42,b,pos,336,511.70292725553736,180,517.318232213147,Tuesday,21,1,52,gratitude,image_stim_p.png,0.66870440216735,11
0.6844108756631613,2019102206,6.26,male,0.6975583105813712,525.4035681539681,31,-1.426145970237633,522.7037109751254,521.0058010653593,525.6707405331545,faceWord_exp,25,4,42,b,pos,180,521.7033593759406,336,524.7191572783049,Tuesday,21,1,53,lust,image_stim_p.png,0.9515832548495382,11
0.684335166355595,2019102206,5.85,male,0.6972962152212858,535.4039726855699,41,-2.547043884761341,532.7042014817707,531.0065267197788,535.5045188190416,faceWord_exp,25,4,42,b,neu,180,531.7038229350001,336,534.7196375192143,Tuesday,21,1,54,circus,image_stim_p.png,0.7848812998272479,13
0.6848041792400181,2019102206,2.55,male,0.6971820096950978,548.004595490871,32,3.9974740190684885,542.7046515671536,541.0070541186724,548.1383465728723,faceWord_exp,25,4,42,y,neg,336,541.7042361283675,180,547.319791311631,Tuesday,22,1,55,accident,image_stim_n.png,0.8185552612412721,12
0.6845436878502369,2019102206,5.95,male,0.6973064809571952,555.40491712722,41,0.1872293205875,552.7051212214865,551.0074397227727,555.3720685900189,faceWord_exp,25,4,42,b,neu,180,551.7047462037299,336,554.7203734393697,Tuesday,21,1,56,elevator,image_stim_p.png,0.651695150649175,13
0.6848417131695896,2019102206,7.0,male,0.6973818694241345,568.005506569054,31,-1.7294291477603156,562.7055414721835,561.0078166653402,567.9225330152549,faceWord_exp,25,4,42,b,pos,336,561.7051985347643,180,567.3206648558844,Tuesday,21,1,57,dog,image_stim_p.png,0.6018681593704969,11
0.685173743404448,2019102206,2.62,male,0.6973356737289578,578.0059726946056,32,4.2176174504439885,572.7060358284507,571.0083087759558,578.023355680285,faceWord_exp,25,4,42,y,neg,336,571.7056444496848,180,577.3207989512011,Tuesday,22,1,58,insult,image_stim_n.png,0.7025567290838808,12
0.6847111466340721,2019102206,5.91,male,0.6976577593013644,585.4063068421092,42,-0.9453395472380092,582.7064426054712,581.0084624399897,585.3733203599695,faceWord_exp,25,4,42,y,neu,180,581.706120199291,336,584.7215956954751,Tuesday,22,1,59,team,image_stim_n.png,0.6517246644943953,13
0.684680670266971,2019102206,5.59,male,0.6974566162098199,598.0068924343213,42,-0.05436507667908295,592.7069648713805,591.0091643552296,598.2241034060717,faceWord_exp,25,4,42,y,neu,336,591.7066209714394,180,597.3222117640544,Tuesday,22,1,60,mouth,image_stim_n.png,0.90189164201729,13
