duration_measured_img,ID,word_score_warriner,gender,duration_measured_word,offset_img,pause_trigger,word_score_pc,pause_trigger_t,onset_word,key_t,condition,age,session,duration_frames,response,word_label,delay_frames_before,offset_word,delay_frames_after,onset_img,scan day,img_trigger,correct_resp,no,word,img,rt,word_trigger
0.6814139420166612,2019102206,6.71,male,0.6894022366032004,5.37979093962349,31,-1.301667818567906,2.680020698113367,0.9902341405395418,5.8803558722138405,faceWord_exp,25,4,42,b,pos,180,1.6796363771427423,336,4.698376997606829,Tuesday,21,1,1,bicycle,image_stim_p.png,1.1819788746070117,11
0.6853177833836526,2019102206,7.75,male,0.6967117136809975,15.380299731856212,31,-3.0311112754680245,12.680472066625953,10.983456232585013,15.447359894402325,faceWord_exp,25,4,42,b,pos,180,11.68016794626601,336,14.69498194847256,Tuesday,21,1,2,peace,image_stim_p.png,0.7523779459297657,11
0.6839765096083283,2019102206,5.79,male,0.6966709718108177,27.98084009089507,41,-0.4066038871991289,22.681081590941176,20.98396438313648,27.964538529282436,faceWord_exp,25,4,42,b,neu,336,21.6806353549473,180,27.296863581286743,Tuesday,21,1,3,baseball,image_stim_p.png,0.6676749479956925,13
0.6848173320759088,2019102206,6.84,male,0.6952334574889392,35.38116750167683,31,-2.93465986085152,32.68160866876133,30.985849416581914,35.598371415631846,faceWord_exp,25,4,42,b,pos,180,31.681082874070853,336,34.69635016960092,Tuesday,21,1,4,festival,image_stim_p.png,0.9020212460309267,11
0.6852346956729889,2019102206,5.3,male,0.6948311713058501,47.98176335962489,41,0.18094025084207666,42.68200068897568,40.986679973546416,48.2656665337272,faceWord_exp,25,4,42,b,neu,336,41.681511144852266,180,47.296528663951904,Tuesday,21,1,5,journalist,image_stim_p.png,0.9691378697752953,13
0.6850941844750196,2019102206,4.75,male,0.6958378485869616,55.38209044956602,32,0.42679466080263373,52.68235870427452,50.98618690064177,55.54928098595701,faceWord_exp,25,4,42,y,neg,180,51.68202474922873,336,54.696996265091,Tuesday,22,1,6,zone,image_stim_n.png,0.8522847208660096,12
0.6856084302999079,2019102206,7.24,male,0.697510511148721,67.98265839763917,31,-2.1205664047688315,62.68275970686227,60.98485653405078,68.26654232363217,faceWord_exp,25,4,42,b,pos,336,61.6823670451995,180,67.29704996733926,Tuesday,21,1,7,trust,image_stim_p.png,0.9694923562929034,11
0.6854114574380219,2019102206,5.89,male,0.6967928765807301,75.3830092267599,42,0.29188517290671034,72.68327748170123,70.98604286042973,75.45022529922426,faceWord_exp,25,4,42,y,neu,180,71.68283573701046,336,74.69759776932187,Tuesday,22,1,8,guard,image_stim_n.png,0.7526275299023837,13
0.6847380939871073,2019102206,3.02,male,0.6967890271916986,85.38344776351005,32,2.6978270877422883,82.68368682521395,80.98653689562343,85.40070435311645,faceWord_exp,25,4,42,y,neg,180,81.68332592281513,336,84.69870966952294,Tuesday,22,1,9,scream,image_stim_n.png,0.7019946835935116,12
0.6864113979972899,2019102206,5.83,male,0.6971139996312559,95.38396682124585,42,-0.5273916336755435,92.68414428899996,90.98663121159188,95.35097937681712,faceWord_exp,25,4,42,y,neu,180,91.68374521122314,336,94.69755542324856,Tuesday,22,1,10,scientist,image_stim_n.png,0.6534239535685629,13
0.6852914774790406,2019102206,6.17,male,0.6958965554367751,107.98450782196596,31,-1.5082836116280287,102.68448915146291,100.98831670614891,107.95153705938719,faceWord_exp,25,4,42,b,pos,336,101.68421326158568,180,107.29921634448692,Tuesday,21,1,11,kitchen,image_stim_p.png,0.6523207149002701,11
0.685371678089723,2019102206,6.35,male,0.6974068919662386,117.98498196760193,31,-1.2316584124512135,112.68507204880007,110.98724458529614,118.61901663872413,faceWord_exp,25,4,42,b,pos,336,111.68465147726238,180,117.2996102895122,Tuesday,21,1,12,banjo,image_stim_p.png,1.3194063492119312,11
0.6861149768810719,2019102206,5.1,male,0.6972920447587967,125.38532060640864,41,0.12602488928311428,122.68543840502389,120.98784256051295,125.5691171460785,faceWord_exp,25,4,42,b,neu,180,121.68513460527174,336,124.69920562952757,Tuesday,21,1,13,shoulder,image_stim_p.png,0.8699115165509284,13
0.6852516981307417,2019102206,5.09,male,0.6975762755610049,135.38577518309467,41,0.3545861367636661,132.6859571421519,130.9879872421734,135.336176923709,faceWord_exp,25,4,42,b,neu,180,131.6855635177344,336,134.70052348496392,Tuesday,21,1,14,put,image_stim_p.png,0.6356534387450665,13
0.6849228758364916,2019102206,7.23,male,0.6977161450777203,147.98630655976012,31,-1.17416436554964,142.68639567866921,140.98830740293488,147.87003823323175,faceWord_exp,25,4,42,b,pos,336,141.6860235480126,180,147.30138368392363,Tuesday,21,1,15,bay,image_stim_p.png,0.5686545493081212,11
0.6858487110584974,2019102206,5.43,male,0.6974348018411547,157.98673354741186,41,-0.7774272008663468,152.68686854094267,150.9890949721448,157.97048973012716,faceWord_exp,25,4,42,b,neu,336,151.68652977398597,180,157.30088483635336,Tuesday,21,1,16,theme,image_stim_p.png,0.6696048937737942,13
0.6851092621218413,2019102206,5.9,male,0.6977171075996011,167.98724651010707,41,-0.29144085929118746,162.68721757363528,160.98922874662094,167.9210047137458,faceWord_exp,25,4,42,b,neu,336,161.68694585422054,180,167.30213724798523,Tuesday,21,1,17,hand,image_stim_p.png,0.6188674657605588,13
0.6851840089075267,2019102206,5.89,male,0.6976202256046236,177.9877042947337,42,0.4398740830446768,172.68770166416653,170.98980683204718,177.97145823179744,faceWord_exp,25,4,42,y,neu,336,171.6874270576518,180,177.30252028582618,Tuesday,22,1,18,hall,image_stim_n.png,0.6689379459712654,13
0.6859305154066533,2019102206,4.83,male,0.6974068919662386,187.98814058559947,32,0.060511318752979076,182.68825697270222,180.9904587022029,188.07218946819194,faceWord_exp,25,4,42,y,neg,336,181.68786559416912,180,187.3022100701928,Tuesday,22,1,19,pig,image_stim_n.png,0.7699793979991227,12
0.6853912470396608,2019102206,3.78,male,0.6974341601599008,197.98861633520573,32,2.8496222967354625,192.68865540903062,190.9908353239298,197.8223311023321,faceWord_exp,25,4,42,y,neg,336,191.6882694840897,180,197.30322508816607,Tuesday,22,1,20,empty,image_stim_n.png,0.5191060141660273,12
0.6848728307522833,2019102206,6.73,male,0.69729268620722,205.3889248187188,31,-1.2094761189992442,202.68915874767117,200.99146666261367,205.45618227450177,faceWord_exp,25,4,42,b,pos,180,201.6887593488209,336,204.70405198796652,Tuesday,21,1,21,parent,image_stim_p.png,0.7521302865352482,11
0.6859568213112652,2019102206,3.57,male,0.6973202754743397,217.98953094216995,32,2.8314410724962364,212.68960658740252,210.99188851728104,217.7900093223434,faceWord_exp,25,4,42,y,neg,336,211.68920879275538,180,217.30357412085868,Tuesday,22,1,22,denial,image_stim_n.png,0.48643520148471,12
0.6853835477959365,2019102206,2.53,male,0.6973379196133465,225.38986348570324,32,4.5355840269859025,222.69007463776506,220.99232801632024,225.34018117608503,faceWord_exp,25,4,42,y,neg,180,221.6896659359336,336,224.7044799379073,Tuesday,22,1,23,torment,image_stim_n.png,0.6357012381777167,12
0.6853222746867687,2019102206,2.76,male,0.6974819598253816,237.99041763949208,32,3.803034067475641,232.69048430211842,230.99265363044105,237.9241174571216,faceWord_exp,25,4,42,y,neg,336,231.69013559026644,180,237.3050953648053,Tuesday,22,1,24,flood,image_stim_n.png,0.6190220923162997,12
0.6856658537872136,2019102206,7.27,male,0.6973780198022723,245.39074857905507,31,-2.066768843681998,242.69095652294345,240.9931845581159,245.40793619630858,faceWord_exp,25,4,42,b,pos,180,241.69056257791817,336,244.70508272526786,Tuesday,21,1,25,honey,image_stim_p.png,0.7028534710407257,11
0.6852160890121013,2019102206,6.53,male,0.6972189019434154,255.3912419725675,31,-1.7974288604529352,252.69142906437628,250.99382135039195,255.44174072379246,faceWord_exp,25,4,42,b,pos,180,251.69104025233537,336,254.7060258835554,Tuesday,21,1,26,bonfire,image_stim_p.png,0.7357148402370512,11
0.6850316277705133,2019102206,5.95,male,0.6963960444554687,265.39164650416933,42,0.0196438746392397,262.6918778666295,260.9951016716659,265.37546011037193,faceWord_exp,25,4,42,y,neu,180,261.6914977161214,336,264.7066148763988,Tuesday,22,1,27,worker,image_stim_n.png,0.6688452339731157,13
0.6861630971543491,2019102206,6.68,male,0.6974412177223712,275.39221015363,31,-2.303583541830637,272.6923276314046,270.9945008093491,275.3091820634436,faceWord_exp,25,4,42,b,pos,180,271.6919420270715,336,274.70604705647565,Tuesday,21,1,28,wonder,image_stim_p.png,0.603135006967932,11
0.6856113173998892,2019102206,3.52,male,0.6972570773214102,287.99280569073744,32,2.0765857872261098,282.6928142881952,280.9951687194407,287.9097583524417,faceWord_exp,25,4,42,y,neg,336,281.6924257967621,180,287.30719437333755,Tuesday,22,1,29,court,image_stim_n.png,0.6025639791041613,12
0.6850457431282848,2019102206,4.19,male,0.6975621602032334,297.9931492698379,32,0.7532200949518182,292.6932326143142,290.99530730606057,297.92683208500966,faceWord_exp,25,4,42,y,neg,336,291.6928694662638,180,297.3081035267096,Tuesday,22,1,30,loan,image_stim_n.png,0.618728558300063,12
0.6857158988714218,2019102206,5.67,male,0.6975486865267158,305.393494003918,41,-0.6996261236875504,302.6937795819249,300.9957711859606,305.3940448211506,faceWord_exp,25,4,42,b,neu,180,301.69331987248734,336,304.7077781050466,Tuesday,21,1,31,bell,image_stim_p.png,0.6862667161040008,13
0.6851150365546346,2019102206,5.38,male,0.6967088265810162,317.9940699720755,41,0.6669259665908855,312.6941799430642,310.99715993832797,318.0113082760945,faceWord_exp,25,4,42,b,neu,336,311.693868764909,180,317.3089549355209,Tuesday,21,1,32,businessman,image_stim_p.png,0.7023533405736089,13
0.6847801189869642,2019102206,3.36,male,0.6962247360497713,325.3944137436338,32,-0.3663992490442602,322.6946964345407,320.9980273875408,325.37823697389103,faceWord_exp,25,4,42,y,neg,180,321.69425212359056,336,324.7096336246468,Tuesday,22,1,33,expensive,image_stim_n.png,0.668603349244222,12
0.6855747459921986,2019102206,4.16,male,0.6976519848685712,335.39493376389146,32,-0.10198134801944247,332.6950676026754,330.99705696082674,335.295331109548,faceWord_exp,25,4,42,y,neg,180,331.6947089456953,336,334.70935901789926,Tuesday,22,1,34,saw,image_stim_n.png,0.5859720916487277,12
0.6849209510255605,2019102206,3.4,male,0.697113037109375,345.3953065359965,32,3.4698173961771306,342.6955148007255,340.9980469564907,345.31233651121147,faceWord_exp,25,4,42,y,neg,180,341.6951599936001,336,344.71038558497094,Tuesday,22,1,35,animosity,image_stim_n.png,0.6019509262405336,12
0.6848070663399994,2019102206,4.0,male,0.6972676638979465,355.39580410020426,32,2.7422742606943906,352.695991192013,350.99834177363664,355.3295141835697,faceWord_exp,25,4,42,y,neg,180,351.6956094375346,336,354.71099703386426,Tuesday,22,1,36,fallacy,image_stim_n.png,0.6185171497054398,12
0.6845440086908638,2019102206,5.68,male,0.6972355837933719,365.3962237094529,42,-0.4880378396985329,362.69645731756464,360.9988223351538,365.34666266292334,faceWord_exp,25,4,42,y,neu,180,361.6960579189472,336,364.71167970076203,Tuesday,22,1,37,chestnut,image_stim_n.png,0.6349829621613026,13
0.6846662340685725,2019102206,4.03,male,0.697463353164494,375.396688551642,32,1.95458394600482,372.69694974878803,370.9991107364185,375.33054941217415,faceWord_exp,25,4,42,y,neg,180,371.696574089583,336,374.7120223175734,Tuesday,22,1,38,snake,image_stim_n.png,0.6185270946007222,12
