condition,offset_img,word_trigger,word_score_pc,correct_resp,pause_trigger_t,duration_measured_word,img,onset_img,gender,word,age,word_label,duration_measured_img,pause_trigger,response,key_t,word_score_warriner,img_trigger,onset_word,duration_frames,offset_word,delay_frames_after,ID,rt,no,session,delay_frames_before,scan day
faceWord_exp,466.1734965000005,11,-1.4783411251765788,1,463.4605633000001,0.6955559999996694,image_stim_p.png,465.4904919999999,female,limousine,25,pos,0.6830045000006066,31,b,466.7563676,6.14,21,461.7656027000003,42,462.46115869999994,336,gr1nr2,1.2658756000000722,47,1,180,Monday
faceWord_exp,476.18079860000034,12,1.9014187675556817,1,473.4680172999997,0.6966033999997308,image_stim_n.png,475.5035261000003,female,alligator,25,neg,0.6772725000000719,32,y,475.93388219999997,4.23,22,471.77126990000033,42,472.46787330000006,336,gr1nr2,0.4303560999996989,48,1,180,Monday
faceWord_exp,486.1733446999997,11,-1.7483058493195842,1,483.47547570000006,0.6936149000002843,image_stim_p.png,485.49217000000044,female,woman,25,pos,0.6811746999992465,31,b,485.90692690000014,7.09,21,481.7827772999999,42,482.4763922000002,336,gr1nr2,0.414756899999702,49,1,180,Monday
faceWord_exp,496.18216010000015,12,4.010420717126172,1,493.46857270000055,0.6954961000001276,image_stim_n.png,495.50483820000045,female,lonely,25,neg,0.677321899999697,32,y,495.9487191999997,2.67,22,491.77199199999995,42,492.4674881000001,336,gr1nr2,0.44388099999923725,50,1,180,Monday
faceWord_exp,508.78741119999995,12,0.7573178762670367,1,503.47578299999986,0.696993300000031,image_stim_n.png,508.10899549999976,female,meeting,25,neg,0.6784157000001869,32,y,508.62315899999976,4.55,22,501.7798094999998,42,502.47680279999986,180,gr1nr2,0.5141634999999951,51,1,336,Monday
faceWord_exp,518.7792494000005,13,-0.31568469709749714,1,513.4841887000002,0.696826699999292,image_stim_p.png,518.1013926000005,female,tourist,25,neu,0.6778567999999723,41,b,518.5641769000003,5.71,21,511.78799940000044,42,512.4848260999997,180,gr1nr2,0.4627842999998393,52,1,336,Monday
faceWord_exp,526.189676,13,0.11872473318936595,1,523.4763025000002,0.6941468999993958,image_stim_p.png,525.5126234999998,female,noun,25,neu,0.6770525000001726,41,b,525.9236828000003,5.22,21,521.7823869000003,42,522.4765337999997,336,gr1nr2,0.4110593000004883,53,1,180,Monday
faceWord_exp,536.1990112000003,12,2.3815246085651838,0,533.4844583000004,0.69148370000039,image_stim_n.png,535.5135446000004,female,bribe,25,neg,0.685466599999927,32,b,536.415403,3.32,22,531.7942425000001,42,532.4857262000005,336,gr1nr2,0.9018583999995826,54,1,180,Monday
faceWord_exp,548.7879527000005,11,-1.0613549170130714,1,543.4936705999999,0.6961833999994269,image_stim_p.png,548.1141883,female,boat,25,pos,0.6737644000004366,31,b,548.5407235000002,6.36,21,541.7968005000002,42,542.4929838999997,180,gr1nr2,0.4265352000002167,55,1,336,Monday
faceWord_exp,558.7964561999997,11,-1.1443669013398097,1,553.4863596000005,0.6916611000006014,image_stim_p.png,558.1103494999998,female,moral,25,pos,0.6861066999999821,31,b,558.5141806000001,6.85,21,551.7932603999998,42,552.4849215000004,180,gr1nr2,0.4038311000003887,56,1,336,Monday
faceWord_exp,568.8046094000001,13,0.26215401176465297,1,563.493802,0.6928621000006387,image_stim_p.png,568.1213098999997,female,school,25,neu,0.6832995000004303,41,b,568.4900847999997,5.41,21,561.8008935999997,42,562.4937557000003,180,gr1nr2,0.3687749000000622,57,1,336,Monday
faceWord_exp,576.2161845,11,-1.2313279950095668,1,573.5026158999999,0.6975910999999542,image_stim_p.png,575.5409467999998,female,new,25,pos,0.6752377000002525,31,b,575.9505135999998,7.68,21,571.8048377000005,42,572.5024288000004,336,gr1nr2,0.40956679999999324,58,1,180,Monday
faceWord_exp,588.8213830000004,13,-0.8050043475134195,1,583.5104584000001,0.6881192999999257,image_stim_p.png,588.1369930000001,female,famous,25,neu,0.6843900000003487,41,b,588.6058246000002,5.89,21,581.8221265000002,42,582.5102458000001,180,gr1nr2,0.4688316000001578,59,1,336,Monday
faceWord_exp,596.2331860000004,12,1.3014161644429498,1,593.5181941000001,0.6934629999996105,image_stim_n.png,595.5441993000004,female,gasp,25,neg,0.6889866999999867,32,y,596.0679914000002,4.5,22,591.8249350000006,42,592.5183980000002,336,gr1nr2,0.5237920999998096,60,1,180,Monday
