img_trigger,age,word,gender,offset_word,duration_measured_word,word_score_warriner,word_score_pc,condition,session,onset_img,delay_frames_before,delay_frames_after,pause_trigger_t,duration_frames,offset_img,onset_word,rt,pause_trigger,no,key_t,duration_measured_img,img,correct_resp,response,word_label,ID,scan day,word_trigger
21,25,tuba,male,162.07407748799596,0.6904851149956812,5.58,-0.945340141786388,faceWord_exp,3,167.70233464399644,336,180,163.07330861399532,42,168.38421301699418,161.38359237300028,0.5166824370026006,41,17,168.21901708099904,0.681878372997744,image_stim_p.png,1,b,neu,60,Monday,13
21,25,faucet,male,172.09738158499385,0.6921015769985388,5.55,-0.123291752025302,faceWord_exp,3,175.13304636699468,180,336,173.09665994699753,42,175.810298847995,171.40528000799532,0.4617813529985142,41,18,175.5948277199932,0.6772524810003233,image_stim_p.png,1,b,neu,60,Monday,13
21,25,computer,male,182.1207248619976,0.689472564998141,6.84,-1.728066945394655,faceWord_exp,3,185.15435394399537,180,336,183.12009279599442,42,185.83346936199814,181.43125229699945,0.4305427330036764,31,19,185.58489667699905,0.6791154180027661,image_stim_p.png,1,b,pos,60,Monday,11
22,25,voter,male,192.14403524999943,0.6911889260009048,4.85,-0.3331872788781821,faceWord_exp,3,197.7771900699954,336,180,193.14359218299796,42,198.45439727099438,191.45284632399853,0.49480289200437255,32,20,198.27199296199979,0.6772072009989643,image_stim_n.png,1,y,neg,60,Monday,12
22,25,reporter,male,202.16733261599438,0.686026335999486,4.57,0.7962654471128737,faceWord_exp,3,207.80307795599947,336,180,203.1668452399972,42,208.477783505994,201.4813062799949,0.475901765996241,32,21,208.2789797219957,0.6747055499945418,image_stim_n.png,1,y,neg,60,Monday,12
22,25,plane,male,212.19067098300002,0.690314131003106,5.72,0.20373950943912453,faceWord_exp,3,215.22556924699893,180,336,213.1899849179972,42,215.903666057995,211.5003568519969,0.4460203209964675,42,22,215.6715895679954,0.6780968109960668,image_stim_n.png,1,y,neu,60,Monday,13
21,25,year,male,222.21398449799744,0.6910168859976693,5.75,0.5062695562835388,faceWord_exp,3,227.8462108619933,336,180,223.21369224699447,42,228.524373137996,221.52296761199977,0.5291969740064815,41,23,228.3754078359998,0.6781622760026949,image_stim_p.png,1,b,neu,60,Monday,13
21,25,agreement,male,232.23740618799638,0.6884176210005535,6.75,-1.2126784285084091,faceWord_exp,3,235.26950807699905,180,336,233.2366118459977,42,235.95033752099698,231.54898856699583,0.4496077020012308,31,24,235.71911577900028,0.6808294439979363,image_stim_p.png,1,b,pos,60,Monday,11
22,25,radish,male,242.2607616690002,0.6898512790066889,4.7,0.33736940436804663,faceWord_exp,3,245.29251889699663,180,336,243.26054704999842,42,245.97358316099417,241.57091038999351,0.4491424680018099,32,25,245.74166136499844,0.6810642639975413,image_stim_n.png,1,y,neg,60,Monday,12
21,25,reality,male,252.28411760899326,0.6910031829975196,5.73,0.30770997164376424,faceWord_exp,3,255.3173939499975,180,336,253.28388685299433,42,255.99707944699912,251.59311442599574,0.4307915809986298,41,26,255.74818553099612,0.6796854970016284,image_stim_p.png,1,b,neu,60,Monday,13
22,25,jam,male,262.3069680560002,0.6943094840025879,5.81,-1.343270424679961,faceWord_exp,3,267.93794789699314,336,180,263.3067364299932,42,268.61780417800037,261.6126585719976,0.46497954400547314,42,27,268.4029274409986,0.6798562810072326,image_stim_n.png,0,b,neu,60,Monday,13
21,25,family,male,272.33078998499695,0.6922655919988756,7.25,-1.6019047514101912,faceWord_exp,3,277.964236120999,336,180,273.33059669799695,42,278.64126253199356,271.6385243929981,0.3945357970005716,31,28,278.35877191799955,0.6770264109945856,image_stim_p.png,1,b,pos,60,Monday,11
21,25,pencil,male,282.35408419899613,0.6902441740021459,5.65,0.13339963708933658,faceWord_exp,3,285.37045824300003,180,336,283.35404116999416,42,286.06694395299564,281.663840024994,0.4475134359963704,41,29,285.8179716789964,0.6964857099956134,image_stim_p.png,1,b,neu,60,Monday,13
22,25,cabbage,male,292.3773303639973,0.689543747001153,4.6,0.041184453360586966,faceWord_exp,3,295.395414351995,180,336,293.37687786999595,42,296.0904393009987,291.68778661699616,0.2630862240039278,32,30,295.6585005759989,0.6950249490037095,image_stim_n.png,1,y,neg,60,Monday,12
22,25,tobacco,male,302.4007313379989,0.6897637280053459,3.37,2.411295736651624,faceWord_exp,3,305.4175413019984,180,336,303.4006144879968,42,306.1136446579985,301.71096760999353,0.2646238219967927,32,31,305.6821651239952,0.6961033560000942,image_stim_n.png,1,y,neg,60,Monday,12
22,25,dusty,male,312.42413905099966,0.6912438729996211,3.95,1.8802224749820768,faceWord_exp,3,318.05633352699806,336,180,313.42413466799917,42,318.73440533099347,311.73289517800004,0.41263497199543053,32,32,318.4689684989935,0.6780718039954081,image_stim_n.png,1,y,neg,60,Monday,12
22,25,pen,male,322.44741140599945,0.6969870180037105,5.63,-0.23071750329615884,faceWord_exp,3,328.08038373999443,336,180,323.4472830599989,42,328.7577520049963,321.75042438799574,0.46193958799995016,42,33,328.5423233279944,0.67736826500186,image_stim_n.png,1,y,neu,60,Monday,13
22,25,egg,male,332.47087268699397,0.6914093499945011,5.95,-0.6884171372613734,faceWord_exp,3,338.10377905499627,336,180,333.47060968499864,42,338.78121215399733,331.77946333699947,0.5118503280027653,42,34,338.61562938299903,0.677433099001064,image_stim_n.png,1,y,neu,60,Monday,13
22,25,gum,male,342.4941526509938,0.6914551749941893,5.89,-1.0048841857254538,faceWord_exp,3,345.5125340569939,180,336,343.493899178,42,346.2071005869948,341.8026974759996,0.429161694002687,42,35,345.9416957509966,0.6945665300008841,image_stim_n.png,1,y,neu,60,Monday,13
22,25,cold,male,352.5170734939966,0.6879537819986581,4.32,1.7592404876513306,faceWord_exp,3,358.1517170549996,336,180,353.5172865200002,42,358.8275799049952,351.8291197119979,0.41072884999448434,32,36,358.5624459049941,0.6758628499956103,image_stim_n.png,1,y,neg,60,Monday,12
21,25,fountain,male,362.5408560579963,0.696100506997027,6.26,-2.0727743906520253,faceWord_exp,3,365.55851156599965,180,336,363.54075453399855,42,366.253830362999,361.84475555099925,0.5794938119943254,31,37,366.138005377994,0.6953187969993451,image_stim_p.png,1,b,pos,60,Monday,11
22,25,snub,male,372.563984194996,0.6966754989989568,3.23,3.9847946241932393,faceWord_exp,3,378.1973352709974,336,180,373.5635807489962,42,378.87431165499584,371.86730869599705,0.4945222129972535,32,38,378.6918574839947,0.676976383998408,image_stim_n.png,1,y,neg,60,Monday,12
21,25,cabinet,male,382.58720057599567,0.6944911890022922,5.1,0.05858023181365075,faceWord_exp,3,385.60568845299713,180,336,383.587375639996,42,386.3004714619965,381.8927093869934,0.5294271109960391,41,39,386.13511556399317,0.6947830089993658,image_stim_p.png,1,b,neu,60,Monday,13
22,25,glass,male,392.6108592929959,0.6940077249964816,5.48,0.2046331385026182,faceWord_exp,3,398.2421112849988,336,180,393.6106793929939,42,398.9209656749954,391.9168515679994,0.4802849339976092,42,40,398.72239621899644,0.6788543899965589,image_stim_n.png,1,y,neu,60,Monday,13
21,25,bird,male,402.63383582899405,0.6925074999962817,6.75,-1.0841943171680315,faceWord_exp,3,408.2657664599974,336,180,403.63404649599397,42,408.9443930729976,401.94132832899777,0.5679329119957401,31,41,408.83369937199313,0.6786266130002332,image_stim_p.png,1,b,pos,60,Monday,11
22,25,jungle,male,412.65747173199634,0.6945257670013234,5.7,0.07332602516344529,faceWord_exp,3,418.2868568739941,336,180,413.65733981399535,42,418.96786118799355,411.962945964995,0.3825625720055541,42,42,418.66941944599967,0.6810043139994377,image_stim_n.png,1,y,neu,60,Monday,13
22,25,toe,male,422.6808511719937,0.6931532739981776,5.24,0.6016604903777263,faceWord_exp,3,425.7006025479932,180,336,423.68097580599715,42,426.39381109199894,421.98769789799553,0.511082647004514,42,43,426.2116851949977,0.6932085440057563,image_stim_n.png,1,y,neu,60,Monday,13
21,25,flute,male,432.70425735099707,0.6886819709980045,6.29,-1.6804307003665144,faceWord_exp,3,438.33648876099323,336,180,433.70423834499525,42,439.0145353589978,432.01557537999906,0.44604577400605194,31,44,438.7825345349993,0.6780465980045847,image_stim_p.png,0,y,pos,60,Monday,11
21,25,advantage,male,442.7274701849965,0.6916723499962245,6.71,-1.2474567486001964,faceWord_exp,3,445.74657119699987,180,336,443.7273977989971,42,446.44054272599897,442.03579783500027,0.37799427599384217,31,45,446.1245654729937,0.6939715289991,image_stim_p.png,1,b,pos,60,Monday,11
22,25,debate,male,452.75076744899707,0.6902377489968785,4.95,1.239138220826116,faceWord_exp,3,458.3796583639996,336,180,453.7509244219982,42,459.0609243409999,452.0605297000002,0.4834000139962882,32,46,458.8630583779959,0.6812659770002938,image_stim_n.png,1,y,neg,60,Monday,12
22,25,delirium,male,462.77415018799365,0.6941349709959468,3.4,3.4172209593162717,faceWord_exp,3,465.7930697289994,180,336,463.7740885099993,42,466.4872069949997,462.0800152169977,0.2954921860000468,32,47,466.08856191499945,0.6941372660003253,image_stim_n.png,1,y,neg,60,Monday,12
21,25,goldfish,male,472.7971860789985,0.6875946049985941,6.62,-1.0930411682114536,faceWord_exp,3,478.4265587629998,336,180,473.7983608929935,42,479.1078385019937,472.1095914739999,0.382415725995088,31,48,478.80897448899486,0.6812797389939078,image_stim_p.png,1,b,pos,60,Monday,11
22,25,volcano,male,482.82095640199987,0.6908925910029211,4.59,2.1987551193617842,faceWord_exp,3,485.83747773399955,180,336,483.8208879379963,42,486.5172390189982,482.13006381099694,0.49764190599671565,32,49,486.33511963999626,0.6797612849986763,image_stim_n.png,1,y,neg,60,Monday,12
22,25,malice,male,492.8442533619964,0.690401790998294,2.81,3.6887696102955196,faceWord_exp,3,498.47744604399486,336,180,493.844079562994,42,499.15464638499543,492.1538515709981,0.3284905440013972,32,50,498.80593658799626,0.6772003410005709,image_stim_n.png,1,y,neg,60,Monday,12
22,25,trial,male,502.8672115589943,0.6861617019967525,3.28,2.3068979902815,faceWord_exp,3,508.50061015099345,336,180,503.8676791769976,42,509.1779317729961,502.18104985699756,0.49548094000056153,32,51,508.996091090994,0.677321622002637,image_stim_n.png,1,y,neg,60,Monday,12
22,25,belch,male,512.8909161589982,0.6901631660002749,4.18,1.9197700017151131,faceWord_exp,3,515.9101782179932,180,336,513.8908956799933,42,516.5872960619963,512.2007529929979,0.44397811800445197,32,52,516.3541563359977,0.6771178440030781,image_stim_n.png,1,y,neg,60,Monday,12
21,25,couple,male,522.9139918719957,0.6897226419969229,7.11,-1.9002611819546853,faceWord_exp,3,528.545846301,336,180,523.914835081996,42,529.2246739919938,522.2242692299988,0.5466482819974772,31,53,529.0924945829975,0.6788276909937849,image_stim_p.png,1,b,pos,60,Monday,11
21,25,rose,male,532.9372201599981,0.6882567229986307,7.11,-2.098490136277324,faceWord_exp,3,535.9515066769964,180,336,533.9374660209942,42,536.633955336998,532.2489634369995,0.5335727780038724,31,54,536.4850794550002,0.6824486600016826,image_stim_p.png,1,b,pos,60,Monday,11
21,25,hope,male,542.9609318459989,0.6911995890040998,7.48,-2.2287379941341,faceWord_exp,3,548.592230325994,336,180,543.9608410719957,42,549.2713212019953,542.2697322569948,0.4139300690003438,31,55,549.0061603949944,0.6790908760012826,image_stim_p.png,1,b,pos,60,Monday,11
21,25,sum,male,552.9839960579993,0.6911250300036045,5.71,0.1511721542964875,faceWord_exp,3,558.6153196509986,336,180,553.984189472998,42,559.2946463629996,552.2928710279957,0.43060928100021556,41,56,559.0459289319988,0.6793267120010569,image_stim_p.png,1,b,neu,60,Monday,13
21,25,raspberry,male,563.0072352829957,0.6899279290009872,7.3,-1.4443598905895143,faceWord_exp,3,568.6375992760004,336,180,564.007699212998,42,569.3179897989976,562.3173073539947,0.43072659399331314,31,57,569.0683258699937,0.680390522997186,image_stim_p.png,1,b,pos,60,Monday,11
21,25,park,male,573.0308836769982,0.6940536430047359,7.0,-1.9950971558262764,faceWord_exp,3,578.6641799299978,336,180,574.0308169509954,42,579.341309190997,572.3368300339935,0.41176968900253996,31,58,579.0759496190003,0.6771292609992088,image_stim_p.png,1,b,pos,60,Monday,11
21,25,symphony,male,583.0543296420001,0.6851991080038715,7.15,-1.9498998207384868,faceWord_exp,3,588.6873131899993,336,180,584.0540735699979,42,589.3647764419948,582.3691305339962,0.3952902909950353,31,59,589.0826034809943,0.6774632519955048,image_stim_p.png,1,b,pos,60,Monday,11
21,25,butterfly,male,593.0772769959949,0.6885291739963577,7.23,-2.484088237918995,faceWord_exp,3,598.7099460739992,336,180,594.0775751919937,42,599.3880732699981,592.3887478219985,0.39600024899846176,31,60,599.1059463229976,0.6781271959989681,image_stim_p.png,1,b,pos,60,Monday,11
