session,condition,word_score_pc,img,ID,word_label,word_score_warriner,pause_trigger_t,duration_measured_img,key_t,age,delay_frames_after,scan day,offset_word,onset_word,response,onset_img,delay_frames_before,gender,pause_trigger,word_trigger,no,img_trigger,duration_measured_word,offset_img,rt,duration_frames,word,correct_resp
6,faceWord_exp,4.494524106175375,image_stim_n.png,2019102307,neg,2.07,422.70415400294587,0.6848388258367777,425.1710007037036,25,336,Wednesday,421.7038232558407,421.0065090758726,y,424.7191130076535,180,female,32,12,43,22,0.6973141799680889,425.4039518334903,0.4518876960501075,42,funeral,1
6,faceWord_exp,-1.8284590275958619,image_stim_p.png,2019102307,pos,6.72,432.7045864441898,0.6846588558983058,435.20476513099857,25,336,Wednesday,431.7042733414564,431.006755131064,b,434.71975108305924,180,female,31,11,44,21,0.6975182103924453,435.40440993895754,0.48501404793933034,42,river,1
6,faceWord_exp,1.5556418242275696,image_stim_n.png,2019102307,neg,3.19,442.70506091066636,0.6850175126455724,445.23855907213874,25,336,Wednesday,441.704697762616,441.0070852364879,y,444.719864647137,180,female,32,12,45,22,0.6976125261280686,445.4048821597826,0.5186944250017405,42,old,1
6,faceWord_exp,-1.1380831950062478,image_stim_p.png,2019102307,pos,7.0,452.70551837445237,0.6847114672418684,455.1723621881101,25,336,Wednesday,451.705172870541,451.0077813770622,b,454.7206063417252,180,female,31,11,46,21,0.6973914934787899,455.4053178089671,0.45175584638491273,42,pumpkin,1
6,faceWord_exp,-0.3659926056186196,image_stim_p.png,2019102307,neu,5.8,462.7060127307195,0.6845545952674001,468.0731621403247,25,180,Wednesday,461.70566305634566,461.0082208761014,b,467.3213741495274,336,female,41,13,47,21,0.6974421802442521,468.0059287447948,0.7517879907973111,42,finger,1
6,faceWord_exp,-0.8574934623041074,image_stim_n.png,2019102307,neu,5.26,472.70643811440095,0.6846822742372751,478.07356089749373,25,180,Wednesday,471.70609485614114,471.00914606964216,y,477.32172478642315,336,female,42,13,48,22,0.6969487864989787,478.0064070606604,0.7518361110705882,42,accordion,1
6,faceWord_exp,2.52891321026023,image_stim_n.png,2019102307,neg,4.11,482.7069488314446,0.6849097232334316,488.02430557552725,25,180,Wednesday,481.70655809435993,481.00914927758276,y,487.3219121347647,336,female,32,12,49,22,0.6974088167771697,488.00682185799815,0.7023934407625347,42,folly,1
6,faceWord_exp,-1.0219663684796234,image_stim_p.png,2019102307,pos,6.61,492.7073549670167,0.6846428157296032,495.42439334699884,25,336,Wednesday,491.70698315720074,491.00998689210974,b,494.72252634260803,180,female,31,11,50,21,0.696996265091002,495.40716915833764,0.701867004390806,42,camera,1
6,faceWord_exp,-2.035068499528653,image_stim_p.png,2019102307,pos,6.67,502.7078490022104,0.6847390565089881,505.574827745324,25,336,Wednesday,501.7074473579414,501.01033913274296,b,504.7228792249225,180,female,31,11,51,21,0.6971082251984626,505.4076182814315,0.8519485204014927,42,dolphin,1
6,faceWord_exp,0.4070035035588155,image_stim_p.png,2019102307,neu,5.21,512.7082673283294,0.6843319584149867,517.8085696522612,25,180,Wednesday,511.7078968018759,511.01068656146526,b,517.3238869928755,336,female,41,13,52,21,0.6972102404106408,518.0082189512905,0.48468265938572586,42,church,1
6,faceWord_exp,-1.6320665929887423,image_stim_p.png,2019102307,pos,6.68,522.7087818949949,0.6843941940460354,528.0092416685075,25,180,Wednesday,521.7083555487916,521.0112341707572,b,527.3242703515571,336,female,31,11,53,21,0.6971213780343533,528.0086645456031,0.6849713169503957,42,forest,1
6,faceWord_exp,-1.283661754694624,image_stim_p.png,2019102307,pos,6.21,532.709229093045,0.6847278282511979,535.3760176645592,25,336,Wednesday,531.708827448776,531.01182572986,b,534.7242724688258,180,female,31,11,54,21,0.6970017189159989,535.409000297077,0.6517451957333833,42,handshake,1
6,faceWord_exp,-1.5755240884938977,image_stim_p.png,2019102307,pos,6.81,542.709647419164,0.6850255324970931,547.8932046403643,25,180,Wednesday,541.7092807423323,541.0119155545253,b,547.324582812842,336,female,31,11,55,21,0.6973651878070086,548.0096083453391,0.5686218275222927,42,cheese,1
6,faceWord_exp,-1.1812540207039297,image_stim_p.png,2019102307,pos,6.32,552.7100699155126,0.6852231468074024,555.69375167205,25,336,Wednesday,551.709754246287,551.0121256799903,b,554.7247145341244,180,female,31,11,56,21,0.6976285662967712,555.4099376809318,0.9690371379256248,42,elm,1
6,faceWord_exp,-2.2453726125286497,image_stim_p.png,2019102307,pos,6.4,562.7106358106248,0.6848452419508249,567.9775233175606,25,180,Wednesday,561.7102697752416,561.0130912945606,b,567.3256712944712,336,female,31,11,57,21,0.6971784806810319,568.0105165364221,0.6518520230893046,42,dinner,1
6,faceWord_exp,-2.539279812815429,image_stim_p.png,2019102307,pos,7.63,572.7112347481307,0.685813422780484,575.1445354879834,25,336,Wednesday,571.7106643619481,571.0137457309756,b,574.725025391439,180,female,31,11,58,21,0.6969186309725046,575.4108388142195,0.41951009654439986,42,chocolate,1
6,faceWord_exp,1.5036737146000605,image_stim_n.png,2019102307,neg,3.68,582.7116874000058,0.6859619540628046,588.0120477250312,25,180,Wednesday,581.7112071593292,581.01375663816,y,587.3254970989656,336,female,32,12,59,22,0.6974505211692303,588.0114590530284,0.686550626065582,42,bee,1
6,faceWord_exp,3.587794463102913,image_stim_n.png,2019102307,neg,1.94,592.7120370743796,0.6849751668050885,597.8455558954738,25,180,Wednesday,591.7116437710356,591.0144142825156,y,597.3269060619641,336,female,32,12,60,22,0.6972294885199517,598.0118812287692,0.5186498335096985,42,prison,1
