word_trigger,img,delay_frames_after,word_score_warriner,age,delay_frames_before,scan day,condition,pause_trigger_t,offset_word,no,ID,word,pause_trigger,word_score_pc,duration_measured_word,duration_measured_img,key_t,duration_frames,word_label,offset_img,gender,session,rt,img_trigger,response,correct_resp,onset_img,onset_word
11,image_stim_p.png,336,7.33,24,180,Monday,faceWord_exp,182.6775126667926,181.67721560399514,19,2019102102,chipmunk,31,-1.071197614358652,0.6973315034992993,0.6852709462400526,185.3778966028476,42,pos,185.3773438606877,female,6,0.685823688399978,21,b,1,184.69207291444764,180.97988410049584
13,image_stim_p.png,336,5.24,24,180,Monday,faceWord_exp,192.6779900204856,191.6776547821937,20,2019102102,analogy,41,0.06851316647377265,0.6971377389272675,0.6854092120192945,195.57838223315775,42,neu,195.37782217678614,female,6,0.8859692683909088,21,b,1,194.69241296476685,190.98051704326645
13,image_stim_p.png,336,5.81,24,180,Monday,faceWord_exp,202.6785016999347,201.67810390517116,21,2019102102,satire,41,-0.9476055713690849,0.6974306312622502,0.6847287906566635,205.36197070044,42,neu,205.3782555804355,female,6,0.6684439106611535,21,b,1,204.69352678977884,200.9806732739089
13,image_stim_n.png,336,5.89,24,180,Monday,faceWord_exp,212.6788972489303,211.67855976510327,22,2019102102,audience,42,-0.7656585604551551,0.6972314132144675,0.6856722699012607,215.52926004410256,42,neu,215.3787727135932,female,6,0.8361596004106104,22,y,1,214.69310044369195,210.9813283518888
12,image_stim_n.png,336,1.94,24,180,Monday,faceWord_exp,222.67939930432476,221.67903294821735,23,2019102102,prison,32,3.587794463102913,0.6976516640279442,0.6849825452081859,225.11293743771967,42,neg,225.37920868373476,female,6,0.4187112991930917,22,y,1,224.69422613852657,220.9813812841894
13,image_stim_p.png,180,5.21,24,336,Monday,faceWord_exp,232.67983784084208,231.67946795595344,24,2019102102,church,41,0.4070035035588155,0.6974078543717042,0.6860020543681458,237.71348196733743,42,neu,237.97977727337275,female,6,0.4197067483328283,21,b,1,237.2937752190046,230.98206010158174
13,image_stim_p.png,180,5.05,24,336,Monday,faceWord_exp,242.68039250781294,241.67992702382617,25,2019102102,bugle,41,-0.441124933220443,0.6974697691621259,0.6845616528298706,247.9638847344322,42,neu,247.9802247924963,female,6,0.6682215947657824,21,b,1,247.29566313966643,240.98245725466404
13,image_stim_p.png,336,5.29,24,180,Monday,faceWord_exp,252.68078196165152,251.68038865819108,26,2019102102,era,41,0.38949539348709145,0.6976256790803745,0.6858673174865544,255.3309648509603,42,neu,255.38059647381306,female,6,0.6362356946337968,21,b,1,254.6947291563265,250.9827629791107
13,image_stim_p.png,336,5.95,24,180,Monday,faceWord_exp,262.6812419919297,261.6808490093099,27,2019102102,escalator,41,-0.1293625696653618,0.6971255484968424,0.6858955480856821,265.2647326787701,42,neu,265.38099041883834,female,6,0.5696378080174327,21,b,1,264.69509487075265,260.98372346081305
12,image_stim_n.png,336,4.59,24,180,Monday,faceWord_exp,272.6817052302649,271.68130422756076,28,2019102102,mayor,32,0.3271241198863318,0.6973337491508573,0.68615892669186,275.2818853285862,42,neg,275.38147835899144,female,6,0.5865658962866291,22,y,1,274.6953194322996,270.9839704784099
11,image_stim_p.png,336,6.61,24,180,Monday,faceWord_exp,282.6821440876229,281.6817632954335,29,2019102102,camera,31,-1.0219663684796234,0.6971717439591885,0.6859481596620753,285.39908911427483,42,pos,285.3819303691853,female,6,0.7031069047516212,21,b,1,284.6959822095232,280.9845915514743
13,image_stim_n.png,180,5.8,24,336,Monday,faceWord_exp,292.6827070954023,291.6822207593359,30,2019102102,finger,42,-0.3659926056186196,0.6965266108745709,0.6851904250215739,297.84956977213733,42,neu,297.982526547974,female,6,0.5522336491849273,22,y,1,297.2973361229524,290.98569414846133
13,image_stim_n.png,336,5.33,24,180,Monday,faceWord_exp,302.68305676977616,301.6826987544773,31,2019102102,quantity,42,-0.1985745460766808,0.695904896245338,0.6863690520403907,305.2999310916057,42,neu,305.38286614906974,female,6,0.603433994576335,22,y,1,304.69649709702935,300.986793858232
12,image_stim_n.png,336,3.08,24,180,Monday,faceWord_exp,312.68363998807035,311.68317995779216,32,2019102102,sin,32,3.1738538072533196,0.6976439647842199,0.685512189520523,315.10048036905937,42,neg,315.3833120641066,female,6,0.4026804944733158,22,y,1,314.69779987458605,310.98553599300794
11,image_stim_p.png,180,7.63,24,336,Monday,faceWord_exp,322.6839062538929,321.6835896221455,33,2019102102,chocolate,31,-2.539279812815429,0.6971489670686424,0.6847031264333054,327.95090347505175,42,pos,327.9839348694077,female,6,0.651671732077375,21,b,1,327.29923174297437,320.9864406550769
11,image_stim_p.png,336,6.32,24,180,Monday,faceWord_exp,332.68446637445595,331.68409584788606,34,2019102102,elm,31,-1.1812540207039297,0.6977787016658112,0.6859844103455544,335.3511959182797,42,pos,335.38431232527364,female,6,0.6528680033516139,21,b,1,334.6983279149281,330.98631714622024
11,image_stim_p.png,336,6.68,24,180,Monday,faceWord_exp,342.6849065149436,341.6845298932167,35,2019102102,forest,31,-1.6320665929887423,0.6973180297063664,0.6859032473294064,345.1517439126037,42,pos,345.38472904718947,female,6,0.4529181127436459,21,b,1,344.69882579986006,340.9872118635103
13,image_stim_p.png,180,5.84,24,336,Monday,faceWord_exp,352.6853668660624,351.684979978716,36,2019102102,soccer,41,-0.6912617476649511,0.6973889271030203,0.6856642497004941,357.919046537485,42,neu,357.9853358124383,female,6,0.6193749747471884,21,b,1,357.2996715627378,350.987591051613
13,image_stim_p.png,336,5.89,24,180,Monday,faceWord_exp,362.6857730016345,361.68549197888933,37,2019102102,chair,41,-0.4928774877246448,0.6975246262736619,0.6849485400598496,365.23601960227825,42,neu,365.3856118947733,female,6,0.5353562475647777,21,b,1,364.70066335471347,360.98796735261567
12,image_stim_n.png,336,3.14,24,180,Monday,faceWord_exp,372.68646529270336,371.68591255054343,38,2019102102,rumor,32,3.1728286127179004,0.6975137190893292,0.6849328208481893,375.0531989427982,42,neg,375.386076095514,female,6,0.35205566813237965,22,y,1,374.7011432746658,370.9883988314541
12,image_stim_n.png,336,3.25,24,180,Monday,faceWord_exp,382.68673187925015,381.686380600906,39,2019102102,politician,32,1.7380634654586231,0.6971720647998154,0.684543046168983,385.303534662351,42,neg,385.38651366962586,female,6,0.6015640388941392,22,y,1,384.7019706234569,380.98920853610616
11,image_stim_p.png,180,7.48,24,336,Monday,faceWord_exp,392.6871765110409,391.6868906763848,40,2019102102,home,31,-2.2232275900644445,0.6976077142171562,0.684789422317408,397.8042099508457,42,pos,397.98706910654437,female,6,0.5019302666187286,21,b,1,397.30227968422696,390.98928296216764
11,image_stim_p.png,336,6.73,24,180,Monday,faceWord_exp,402.6876217845129,401.68729488702957,41,2019102102,read,31,-1.87678309604286,0.6976551928091794,0.6858586558373645,405.23790848534554,42,pos,405.38744977035094,female,6,0.5363173708319664,21,b,1,404.7015911145136,400.9896396942204
12,image_stim_n.png,180,4.42,24,336,Monday,faceWord_exp,412.6881905667251,411.6877456140937,42,2019102102,protest,32,1.346131993343653,0.697367754066363,0.685919287498109,417.73845641547814,42,neg,417.98803889146075,female,6,0.43633681151550263,22,y,1,417.30211960396264,410.99037786002737
12,image_stim_n.png,180,3.94,24,336,Monday,faceWord_exp,422.68863551924005,421.68819120828994,43,2019102102,lawyer,32,1.4290259416609457,0.6971932377200574,0.6859927511541173,427.9057576287305,42,neg,427.988496996928,female,6,0.6032533829566091,22,y,1,427.3025042457739,420.9909979705699
11,image_stim_p.png,180,7.15,24,336,Monday,faceWord_exp,432.68905031646136,431.6886682411423,44,2019102102,girl,31,-1.313583728320736,0.6976032229140401,0.6854493123246357,437.82270515779965,42,pos,437.9889425911242,female,6,0.5192118790000677,21,b,1,437.3034932787996,430.99106501822826
13,image_stim_n.png,180,5.9,24,336,Monday,faceWord_exp,442.68954371020664,441.6891327626072,45,2019102102,medicine,42,0.597486551423763,0.6971120748203248,0.6859273075824603,448.10663142974954,42,neu,447.9895126565825,female,6,0.8030460807494819,22,y,1,447.30358534900006,440.99202068778686
12,image_stim_n.png,336,4.75,24,180,Monday,faceWord_exp,452.6899899459677,451.689583810512,46,2019102102,rake,32,0.5993691927879942,0.6976163758663461,0.6859471972566098,455.30672985175624,42,neg,455.3897746235598,female,6,0.6029024254530668,22,y,1,454.7038274263032,450.99196743464563
11,image_stim_p.png,336,6.72,24,180,Monday,faceWord_exp,462.6903813246172,461.69005667290185,47,2019102102,river,31,-1.8284590275958619,0.6960158938309178,0.68581278109923,465.37400078144856,42,pos,465.3901993656764,female,6,0.6696141968714073,21,b,1,464.70438658457715,460.99404077907093
13,image_stim_p.png,180,5.26,24,336,Monday,faceWord_exp,472.690806387458,471.6905394800706,48,2019102102,accordion,41,-0.8574934623041074,0.6971544206608087,0.6858814328443259,477.9913107526954,42,neu,477.99077790032607,female,6,0.6864142852136865,21,b,1,477.30489646748174,470.9933850594098
11,image_stim_p.png,180,6.4,24,336,Monday,faceWord_exp,482.6914098163834,481.6909748086473,49,2019102102,dinner,31,-2.2453726125286497,0.697487092576921,0.6855378536274657,487.8249790034024,42,pos,487.99123825132847,female,6,0.5192786057014018,21,b,1,487.305700397701,480.9934877160704
11,image_stim_p.png,336,6.92,24,180,Monday,faceWord_exp,492.6918698466616,491.69140789157245,50,2019102102,sun,31,-1.2017878999114775,0.6976093181874603,0.6855571018531919,495.27545420767274,42,pos,495.3915518675931,female,6,0.5694594419328496,21,b,1,494.7059947657399,490.993798573385
11,image_stim_p.png,180,7.53,24,336,Monday,faceWord_exp,502.69220540567767,501.691872733878,51,2019102102,honeymoon,31,-3.0889019952949432,0.6969154230318964,0.6857415629783645,507.8926069858717,42,pos,507.9921634447528,female,6,0.5861851040972397,21,b,1,507.30642188177444,500.9949573108461
12,image_stim_n.png,336,2.86,24,180,Monday,faceWord_exp,512.6926631904207,511.69238377176225,52,2019102102,fee,32,2.6698720582687456,0.6978669223608449,0.685649813618511,514.626409203629,42,neg,515.3925072164275,female,6,-0.08044819917995483,22,y,1,514.706857402809,510.9945168494014
12,image_stim_n.png,180,3.89,24,336,Monday,faceWord_exp,522.693156584166,521.692828403553,53,2019102102,judge,32,1.421533554407035,0.696022309944965,0.6849786955863237,527.8601639426779,42,neg,527.9930767685873,female,6,0.5520658696768805,22,y,1,527.308098073001,520.996806093608
13,image_stim_n.png,180,5.78,24,336,Monday,faceWord_exp,532.693646128173,531.693258919986,54,2019102102,advice,42,-0.30581232848456497,0.697240395587869,0.6856010517803952,538.0608831170248,42,neu,537.9935457813554,female,6,0.7529383874498308,22,y,1,537.307944729575,530.9960185243981
12,image_stim_n.png,336,3.68,24,180,Monday,faceWord_exp,542.6940112010343,541.6937038726173,55,2019102102,bee,32,1.5036737146000605,0.6976176589960232,0.6850938635179773,545.3276609095046,42,neg,545.3938882696675,female,6,0.6188665033550933,22,y,1,544.7087944061495,540.9960862136213
11,image_stim_p.png,180,7.11,24,336,Monday,faceWord_exp,552.6945636223536,551.6942174768774,56,2019102102,blueberry,31,-1.4048581699918157,0.6972609270596877,0.6856719490606338,558.0616751775378,42,pos,557.9944610298844,female,6,0.7528860967140645,21,b,1,557.3087890808238,550.9969565498177
12,image_stim_n.png,336,2.07,24,180,Monday,faceWord_exp,562.6950114622014,561.6946585798869,57,2019102102,funeral,32,4.494524106175375,0.6974136289209127,0.6858217637054622,565.1951949610375,42,neg,565.3948102551512,female,6,0.486206469591707,22,y,1,564.7089884914458,560.997244950966
12,image_stim_n.png,336,4.11,24,180,Monday,faceWord_exp,572.6954333171016,571.6951048156479,58,2019102102,folly,32,2.52891321026023,0.6973148217657581,0.6862131422385573,575.5291134375148,42,neg,575.3952821550192,female,6,0.8200444247340783,22,y,1,574.7090690127807,570.9977899938822
11,image_stim_p.png,180,6.67,24,336,Monday,faceWord_exp,582.6958420190495,581.6955597130582,59,2019102102,dolphin,31,-2.035068499528653,0.6972343004308641,0.6857037084409967,587.9129474468064,42,pos,587.9958754465915,female,6,0.6027757086558267,21,b,1,587.3101717381505,580.9983254126273
11,image_stim_p.png,180,6.38,24,336,Monday,faceWord_exp,592.6963957234984,591.6960162145551,60,2019102102,hygiene,31,-1.613773182399739,0.6973016688134521,0.6859606710495427,598.0801877076738,42,pos,597.996302113519,female,6,0.7698462652042508,21,b,1,597.3103414424695,590.9987145457417
