session,condition,scan day,correct_resp,rt,img_trigger,word_label,gender,delay_frames_before,duration_measured_word,age,ID,delay_frames_after,pause_trigger,no,onset_img,img,word_trigger,offset_word,offset_img,duration_measured_img,onset_word,key_t,word_score_pc,pause_trigger_t,word,response,word_score_warriner,duration_frames
1,faceWord_exp,Wednesday,1,0.7693977837916464,21,pos,female,336,0.697601618943736,23,2019102308,180,31,49,487.3192664794624,image_stim_p.png,11,481.70453287032433,488.0048001627438,0.6855336832813919,481.0069312513806,488.08866426325403,-1.1648995537800455,482.7048754871357,plum,b,6.15,42
1,faceWord_exp,Wednesday,1,0.6854095328599215,21,pos,female,336,0.697528796736151,23,2019102308,180,31,50,497.3205083045177,image_stim_p.png,11,491.7050294720102,498.00528489472345,0.684776590205729,491.00750067527406,498.00591783737764,-1.5151286486205269,492.70543175796047,lake,b,7.13,42
1,faceWord_exp,Wednesday,1,0.7533130841329694,21,pos,female,336,0.6971784809138626,23,2019102308,180,31,51,507.31967486068606,image_stim_p.png,11,501.7054397780448,508.00575230340473,0.6860774427186698,501.00826129713096,508.07298794481903,-1.4783411251765788,502.7057605802547,limousine,b,6.14,42
1,faceWord_exp,Wednesday,1,0.4024549706373364,21,pos,female,336,0.697595844278112,23,2019102308,180,31,52,517.3208056881558,image_stim_p.png,11,511.7058818433434,518.0061715918127,0.6853659036569297,511.00828599906527,517.7232606587932,-2.8785481086132907,512.7062822044827,kiss,b,7.78,42
1,faceWord_exp,Wednesday,1,0.6853187459055334,22,neg,female,336,0.6972477741073817,23,2019102308,180,32,53,527.3218152525369,image_stim_n.png,12,521.7063662547152,528.006664023269,0.6848487707320601,521.0091184806079,528.0071339984424,0.13451130194660302,522.7067483300343,diplomat,y,4.65,42
1,faceWord_exp,Wednesday,1,0.7186619599815458,22,neg,female,180,0.6976397943217307,23,2019102308,336,32,54,534.7221202070359,image_stim_n.png,12,531.7068259641528,535.4070193436928,0.6848991366568953,531.0091861698311,535.4407821670175,3.3697994362845387,532.7071509368252,envy,y,3.05,42
1,faceWord_exp,Wednesday,1,0.6693463269621134,21,pos,female,180,0.6973619796335697,23,2019102308,336,31,55,544.7217798361089,image_stim_p.png,11,541.7072763703763,545.4074444065336,0.6856645704247057,541.0099143907428,545.391126163071,-2.3673221107876317,542.70760775893,garden,b,7.25,42
1,faceWord_exp,Wednesday,1,0.6527618179097772,22,neg,female,336,0.6972984608728439,23,2019102308,180,32,56,557.322250260273,image_stim_n.png,12,551.7077100949828,558.0080200538505,0.6857697935774922,551.0104116341099,557.9750120781828,3.457530661450998,552.7080700348597,victim,y,2.05,42
1,faceWord_exp,Wednesday,1,0.885991724440828,21,pos,female,180,0.697643323102966,23,2019102308,336,31,57,564.7227759268135,image_stim_p.png,11,561.7081736540422,565.4083378405776,0.6855619137641042,561.0105303309392,565.6087676512543,-1.9273821271493088,562.7085416140035,sled,b,6.35,42
1,faceWord_exp,Wednesday,1,0.6352197143714875,22,neg,female,180,0.6968939295038581,23,2019102308,336,32,58,574.7240286590531,image_stim_n.png,12,571.7086250227876,575.4088264221791,0.684797763125971,571.0117310932837,575.3592483734246,2.561630339716405,572.7090638801455,hospital,y,3.52,42
1,faceWord_exp,Wednesday,1,0.6518937272485346,22,neu,female,180,0.6973895686678588,23,2019102308,336,42,59,584.7243619726505,image_stim_n.png,13,581.7090917897876,585.4092617507558,0.6848997781053185,581.0117022211198,585.376255699899,-0.9990759838186469,582.7095219856128,field,y,5.73,42
1,faceWord_exp,Wednesday,1,0.9364882300142199,22,neu,female,336,0.6971730273216963,23,2019102308,180,42,60,597.3240028026048,image_stim_n.png,13,591.7095386672299,598.0098213581368,0.6858185555320233,591.0123656399082,598.260491032619,-0.17528733847197087,592.7099659757223,rocket,y,5.8,42
