word_score_warriner,duration_measured_word,key_t,duration_measured_img,age,scan day,img,word,delay_frames_after,word_trigger,no,gender,offset_img,rt,onset_img,response,pause_trigger_t,duration_frames,onset_word,delay_frames_before,ID,word_label,offset_word,word_score_pc,condition,session,pause_trigger,img_trigger,correct_resp
5.71,0.6900025999998434,168.38461290000032,0.6826676999999108,24,Monday,image_stim_n.png,sum,180,13,17,female,168.51802180000004,0.5492588000001888,167.83535410000013,y,163.1897482000004,42,161.49938800000018,336,gr1nr1,neu,162.18939060000002,0.1511721542964875,faceWord_exp,3,42,22,1
6.71,0.6956015999999181,178.34423330000027,0.6891817999999148,24,Monday,image_stim_p.png,advantage,180,11,18,female,178.54303130000017,0.4903838000000178,177.85384950000025,b,173.21330669999998,42,171.5181177000004,336,gr1nr1,pos,172.21371930000032,-1.2474567486001964,faceWord_exp,3,31,21,1
5.58,0.6921314999999595,185.88733580000007,0.6766083000002254,24,Monday,image_stim_p.png,tuba,336,13,19,female,185.95305420000022,0.6108899000000747,185.2764459,b,183.24019080000016,42,181.5470680000003,180,gr1nr1,neu,182.23919950000027,-0.945340141786388,faceWord_exp,3,41,21,1
6.29,0.6893817999998646,198.36102660000006,0.6913928999997552,24,Monday,image_stim_p.png,flute,180,11,20,female,198.62715690000005,0.425262599999769,197.9357640000003,b,193.2479029000001,42,191.55857350000042,336,gr1nr1,pos,192.24795530000029,-1.6804307003665144,faceWord_exp,3,31,21,1
5.72,0.6921879999999874,208.28491440000016,0.6862180999996781,24,Monday,image_stim_p.png,plane,180,13,21,female,208.6348382000001,0.3362942999997358,207.94862010000043,b,203.3222307000001,42,201.6311241000003,336,gr1nr1,neu,202.3233121000003,0.20373950943912453,faceWord_exp,3,41,21,1
7.0,0.6911975999996685,215.85095740000042,0.6813410999998268,24,Monday,image_stim_p.png,coffee,336,11,22,female,216.03018500000007,0.5021135000001777,215.34884390000025,b,213.33326380000017,42,211.6416022000003,180,gr1nr1,pos,212.33279979999998,-1.8894778219780863,faceWord_exp,3,31,21,1
3.28,0.69497709999996,225.7220811000002,0.6791305000001557,24,Monday,image_stim_n.png,trial,336,12,23,female,226.0371882000004,0.3640233999999509,225.35805770000024,y,223.32262050000008,42,221.62776280000026,180,gr1nr1,neg,222.32273990000022,2.3068979902815,faceWord_exp,3,32,22,1
5.63,0.6944662999999309,238.6120036000002,0.6887510000001384,24,Monday,image_stim_n.png,pen,180,13,24,female,238.6441235000002,0.6566311000001406,237.95537250000007,y,233.3346389000003,42,231.63780990000032,336,gr1nr1,neu,232.33227620000025,-0.23071750329615884,faceWord_exp,3,42,22,1
5.1,0.6920003000000179,248.58613800000012,0.6881504000002678,24,Monday,image_stim_p.png,cabinet,180,13,25,female,248.66847560000042,0.605812799999967,247.98032520000015,b,243.33946640000022,42,241.64755630000036,336,gr1nr1,neu,242.33955660000038,0.05858023181365075,faceWord_exp,3,41,21,1
5.55,0.6912167000000409,258.64396560000023,0.6807449999996606,24,Monday,image_stim_p.png,faucet,180,13,26,female,258.6766597000001,0.6480508999998165,257.9959147000004,b,253.36493480000036,42,251.6733776000001,336,gr1nr1,neu,252.36459430000014,-0.123291752025302,faceWord_exp,3,41,21,1
6.75,0.6877560000002632,268.6527941000004,0.6835664000000179,24,Monday,image_stim_p.png,bird,180,11,27,female,268.7015523,0.6348082000004069,268.0179859,b,263.3728388000004,42,261.6857036000001,336,gr1nr1,pos,262.3734596000004,-1.0841943171680315,faceWord_exp,3,31,21,1
4.95,0.693659900000057,275.79593790000035,0.688807099999849,24,Monday,image_stim_n.png,debate,336,12,28,female,276.12923450000017,0.3555105000000367,275.4404274000003,y,273.39879210000026,42,271.7044638000002,180,gr1nr1,neg,272.39812370000027,1.239138220826116,faceWord_exp,3,32,22,1
6.32,0.6930429999997614,285.9052512000003,0.6740130000002864,24,Monday,image_stim_p.png,saxophone,336,11,29,female,286.13701340000034,0.4422508000002381,285.46300040000006,b,283.4234709000002,42,281.73050260000036,180,gr1nr1,pos,282.4235456000001,-1.100912149643323,faceWord_exp,3,31,21,1
5.61,0.689049999999952,296.1291024000002,0.6806572999998934,24,Monday,image_stim_p.png,witness,336,13,30,female,296.16180110000005,0.6479586000000381,295.48114380000015,b,293.43119700000034,42,291.7424068,180,gr1nr1,neu,292.4314568,0.5990623206044929,faceWord_exp,3,41,21,1
5.89,0.6958207000002403,308.65350880000005,0.686409100000219,24,Monday,image_stim_p.png,gum,180,13,31,female,308.78572580000036,0.5541920999999093,308.09931670000014,b,303.45689340000035,42,301.7607385000001,336,gr1nr1,neu,302.45655920000036,-1.0048841857254538,faceWord_exp,3,41,21,1
5.68,0.6921822000003885,318.6947062000004,0.6762241999999787,24,Monday,image_stim_p.png,cafeteria,180,13,32,female,318.77702020000015,0.5939102000002094,318.1007960000002,b,313.48276250000026,42,311.7907937,336,gr1nr1,neu,312.4829759000004,-0.4971407339658378,faceWord_exp,3,41,21,1
7.11,0.6934525000001486,328.5375003000004,0.6803998999998839,24,Monday,image_stim_p.png,rose,180,11,33,female,328.7694864,0.4484138000002531,328.0890865000001,b,323.474099,42,321.78074620000007,336,gr1nr1,pos,322.4741987000002,-2.098490136277324,faceWord_exp,3,31,21,1
4.85,0.6883722000002308,338.6620691000003,0.6829585999998926,24,Monday,image_stim_n.png,voter,180,12,34,female,338.7775074000001,0.5675203000000693,338.0945488000002,y,333.4652228,42,331.77735040000016,336,gr1nr1,neg,332.4657226000004,-0.3331872788781821,faceWord_exp,3,32,22,1
6.75,0.6905360999999175,346.6051917,0.6785216999996919,24,Monday,image_stim_p.png,agreement,336,11,35,female,346.18791650000003,1.095796899999641,345.50939480000034,b,343.47405770000023,42,341.78307330000007,180,gr1nr1,pos,342.4736094,-1.2126784285084091,faceWord_exp,3,31,21,1
4.6,0.6921327000000019,,0.6752981999998156,24,Monday,image_stim_n.png,cabbage,180,12,36,female,358.7953126000002,,358.1200144000004,,353.4818280000004,42,351.78992500000004,336,gr1nr1,neg,352.48205770000004,0.041184453360586966,faceWord_exp,3,32,22,
5.73,0.6916645999999673,366.0559543000004,0.6803389000001516,24,Monday,image_stim_p.png,reality,336,13,37,female,366.20463880000034,0.5316544000002068,365.5242999000002,b,363.49035410000033,42,361.7990199000001,180,gr1nr1,neu,362.49068450000004,0.30770997164376424,faceWord_exp,3,41,21,1
7.48,0.6891974999998638,376.0484961000002,0.6843128999998953,24,Monday,image_stim_p.png,hope,336,11,38,female,376.2127878000001,0.5200211999999738,375.5284749000002,b,373.49952150000036,42,371.8101128000003,180,gr1nr1,pos,372.49931030000016,-2.2287379941341,faceWord_exp,3,31,21,1
4.32,0.6936413000003085,388.75394140000026,0.6756260999995902,24,Monday,image_stim_n.png,cold,180,12,39,female,388.8026906,0.6268768999998429,388.1270645000004,y,383.5070117,42,381.8143537000001,336,gr1nr1,neg,382.5079950000004,1.7592404876513306,faceWord_exp,3,32,22,1
2.62,0.6923077000001285,,0.6767371999999341,24,Monday,image_stim_n.png,shame,336,12,40,female,396.19709060000014,,395.5203534000002,,393.5000124000003,42,391.8077948,180,gr1nr1,neg,392.50010250000014,4.2618443246155895,faceWord_exp,3,32,22,
7.23,0.6852704999996604,406.34033640000007,0.6772303000002466,24,Monday,image_stim_p.png,butterfly,336,11,41,female,406.20562610000025,0.8119406000000708,405.5283958,b,403.4911328000003,42,401.80598290000034,180,gr1nr1,pos,402.4912534,-2.484088237918995,faceWord_exp,3,31,21,1
4.68,0.6948127000000568,418.67965860000004,0.6864400000004025,24,Monday,image_stim_n.png,foot,180,12,42,female,418.8120092000004,0.5540894000000662,418.1255692,y,413.50024310000026,42,411.8054857000002,336,gr1nr1,neg,412.50029840000025,0.41231466195915456,faceWord_exp,3,32,22,1
4.18,0.6943052999999964,428.5879501000004,0.682202800000141,24,Monday,image_stim_n.png,belch,180,12,43,female,428.82009210000024,0.45006080000030124,428.1378893000001,y,423.50812220000034,42,421.81345520000013,336,gr1nr1,neg,422.50776050000013,1.9197700017151131,faceWord_exp,3,32,22,1
5.95,0.6913493000001836,438.4954609000001,0.6896257999997033,24,Monday,image_stim_p.png,egg,180,13,44,female,438.86120630000005,0.3238803999997799,438.17158050000035,b,433.5162742000002,42,431.82523850000007,336,gr1nr1,neu,432.51658780000025,-0.6884171372613734,faceWord_exp,3,41,21,1
2.11,0.6907333000003746,,0.6761567999997169,24,Monday,image_stim_n.png,criminal,336,12,45,female,446.27266580000014,,445.5965090000004,,443.5590841000003,42,441.8685596,180,gr1nr1,neg,442.5592929000004,3.6129749181587063,faceWord_exp,3,32,22,
6.62,0.6913550999997824,458.8967068000002,0.6742228000002797,24,Monday,image_stim_p.png,goldfish,180,11,46,female,458.8619255000003,0.7090041000001293,458.18770270000005,b,453.56715980000035,42,451.8748763000003,336,gr1nr1,pos,452.5662314000001,-1.0930411682114536,faceWord_exp,3,31,21,1
5.65,0.6921512999997503,468.62338520000003,0.6762352999999166,24,Monday,image_stim_p.png,pencil,180,13,47,female,468.8701430000001,0.4294774999998481,468.1939077000002,b,463.55866570000035,42,461.8667395000002,336,gr1nr1,neu,462.5588908,0.13339963708933658,faceWord_exp,3,41,21,1
6.26,0.6931496000001971,475.2160098000004,0.6791527000000315,24,Monday,image_stim_p.png,fountain,180,11,48,female,478.8610896,-2.9659270999995897,478.1819369,b,473.5682482000002,42,471.8736769000002,336,gr1nr1,pos,472.5668265000004,-2.0727743906520253,faceWord_exp,3,31,21,1
6.63,0.6776079999999638,485.9742056,0.6763390000000982,24,Monday,image_stim_p.png,car,336,11,49,female,486.2561227000001,0.39442189999999755,485.5797837,b,483.5597292000002,42,481.88229630000023,180,gr1nr1,pos,482.5599043000002,-1.4106928476010352,faceWord_exp,3,31,21,1
5.4,0.6968388999998751,498.63080130000026,0.6740998000000218,24,Monday,image_stim_p.png,harp,180,13,50,female,498.8625419,0.4423592000002827,498.1884421,b,493.5505635000004,42,491.8531296000001,336,gr1nr1,neu,492.5499685,-1.7878104403788575,faceWord_exp,3,41,21,1
5.81,0.6924312000001009,509.05445020000025,0.6901585999999043,24,Monday,image_stim_n.png,jam,180,13,51,female,508.8701175000001,0.8744913000000452,508.1799589000002,y,503.5604076000004,42,501.8670691000002,336,gr1nr1,neu,502.5595003000003,-1.343270424679961,faceWord_exp,3,42,22,1
6.84,0.6873332999998638,516.0162689000003,0.68412490000037,24,Monday,image_stim_p.png,computer,336,11,52,female,516.2819252000004,0.41846860000032393,515.5978003,b,513.5676503000004,42,511.8815292000004,180,gr1nr1,pos,512.5688625000003,-1.728066945394655,faceWord_exp,3,31,21,1
8.21,0.6916103000003204,528.5721981000002,0.6832063000001654,24,Monday,image_stim_p.png,joy,180,11,53,female,528.8875618000002,0.3678426000001309,528.2043555,b,523.5761659,42,521.8843397,336,gr1nr1,pos,522.5759500000004,-3.230607919269787,faceWord_exp,3,31,21,1
3.23,0.6885040000001936,535.9681372,0.6785392000001593,24,Monday,image_stim_n.png,snub,336,12,54,female,536.2817867000003,0.36488969999982146,535.6032475000002,y,533.5839252000001,42,531.8956186,180,gr1nr1,neg,532.5841226000002,3.9847946241932393,faceWord_exp,3,32,22,1
5.75,0.6905782999997427,549.0381863000002,0.6889267999999902,24,Monday,image_stim_n.png,year,180,13,55,female,548.9706295000001,0.7564836000001378,548.2817027000001,y,543.5760146000002,42,541.8849772000003,336,gr1nr1,neu,542.5755555000001,0.5062695562835388,faceWord_exp,3,42,22,1
5.48,0.6963272999996661,558.8310682000001,0.6773743000003378,24,Monday,image_stim_p.png,glass,180,13,56,female,558.9795344000004,0.5289081000000806,558.3021601,b,553.6665896000004,42,551.9708612000004,336,gr1nr1,neu,552.6671885000001,0.2046331385026182,faceWord_exp,3,41,21,1
3.45,0.6859066000001803,,0.6743680999998105,24,Monday,image_stim_n.png,grievance,336,12,57,female,566.3898800000002,,565.7155119000004,,563.6757956000001,42,561.9898121000001,180,gr1nr1,neg,562.6757187000003,3.6017940902369654,faceWord_exp,3,32,22,
5.34,0.6920333999996728,576.1487096000001,0.6768796999999722,24,Monday,image_stim_p.png,patent,336,13,58,female,576.3978085000003,0.4277807999997094,575.7209288000004,b,573.6838596000002,42,571.9926446000004,180,gr1nr1,neu,572.6846780000001,-0.1793860699809707,faceWord_exp,3,41,21,1
7.15,0.6885059000001092,584.2925041000003,0.6865728999996463,24,Monday,image_stim_p.png,symphony,180,11,59,female,589.0046004000001,-4.025523400000111,588.3180275000004,b,583.6926296000001,42,582.0041907,336,gr1nr1,pos,582.6926966000001,-1.9498998207384868,faceWord_exp,3,31,21,1
7.18,0.6911404000002221,596.0332538000002,0.677282600000126,24,Monday,image_stim_p.png,island,336,11,60,female,596.4145148000002,0.296021600000131,595.7372322000001,b,593.7018892000001,42,592.0107434000001,180,gr1nr1,pos,592.7018838000004,-1.7760144816699572,faceWord_exp,3,31,21,1
