gender,word_score_warriner,word_trigger,img_trigger,no,age,key_t,duration_measured_img,scan day,pause_trigger_t,word,correct_resp,img,duration_measured_word,rt,response,duration_frames,pause_trigger,offset_img,word_score_pc,condition,offset_word,onset_img,delay_frames_after,word_label,onset_word,delay_frames_before,ID,session
female,2.11,12,22,20,25,197.90687017072923,0.6860087912064046,Tuesday,192.6899325225968,criminal,1,image_stim_n.png,0.6972670222166926,0.6030429366510361,y,42,32,197.9898360252846,3.6129749181587063,faceWord_exp,191.68956456240267,197.3038272340782,180,neg,190.99229754018597,336,2019102205,3
female,2.81,12,22,21,25,207.92404816416092,0.6862307863775641,Tuesday,202.69036432239227,malice,1,image_stim_n.png,0.6973340699914843,0.6199581932742149,y,42,32,207.99032075726427,3.6887696102955196,faceWord_exp,201.690026196884,207.3040899708867,180,neg,200.9926921268925,336,2019102205,3
female,7.25,11,21,22,25,215.14100987254642,0.6858057235367596,Tuesday,212.69096229760908,family,1,image_stim_p.png,0.6972567564807832,0.43617448559962213,b,42,31,215.39064111048356,-1.6019047514101912,faceWord_exp,211.690466016531,214.7048353869468,336,pos,210.9932092600502,180,2019102205,3
female,3.47,12,22,23,25,225.30807946668938,0.6861464153043926,Tuesday,222.6914229693357,cyclone,1,image_stim_n.png,0.6971271524671465,0.6030968315899372,y,42,32,225.39112905040383,3.583082910341294,faceWord_exp,221.69092412199825,224.70498263509944,336,neg,220.9937969695311,180,2019102205,3
female,7.0,11,21,24,25,235.29189660167322,0.6855766708031297,Tuesday,232.69178996700794,coffee,1,image_stim_p.png,0.6973812277428806,0.5859066478442401,b,42,31,235.3915666246321,-1.8894778219780863,faceWord_exp,231.69135945057496,234.70598995382898,336,pos,230.99397822283208,180,2019102205,3
female,6.71,11,21,25,25,245.192423872184,0.685999808833003,Tuesday,242.69220700999722,advantage,1,image_stim_p.png,0.6972387917339802,0.4863854772411287,b,42,31,245.39203820377588,-1.2474567486001964,faceWord_exp,241.69188813259825,244.70603839494288,336,pos,240.99464934086427,180,2019102205,3
female,5.71,13,22,26,25,258.00997245614417,0.6860963702201843,Tuesday,252.69267794745974,sum,1,image_stim_n.png,0.6977087669074535,0.7034742233809084,y,42,42,257.99259460298344,0.1511721542964875,faceWord_exp,251.69231768674217,257.30649823276326,180,neu,250.99460891983472,336,2019102205,3
female,5.55,13,21,27,25,265.3599355316255,0.6858625053428113,Tuesday,262.6931463186629,faucet,1,image_stim_p.png,0.6972650974057615,0.6528747400734574,b,42,41,265.3929232968949,-0.123291752025302,faceWord_exp,261.69280979712494,264.70706079155207,336,neu,260.9955446997192,180,2019102205,3
female,4.18,12,22,28,25,277.9272670929786,0.6859523300081491,Tuesday,272.6937314616516,belch,1,image_stim_n.png,0.6974033631850034,0.619676849571988,y,42,32,277.99354257341474,1.9197700017151131,faceWord_exp,271.69322170712985,277.3075902434066,180,neg,270.99581834394485,336,2019102205,3
female,4.85,12,22,29,25,285.5444821068086,0.6858695631381124,Tuesday,282.69407022884116,voter,1,image_stim_n.png,0.6974999245721847,0.8364900266751647,y,42,32,285.3938616432715,-0.3331872788781821,faceWord_exp,281.69369649421424,284.7079920801334,336,neg,280.99619656964205,180,2019102205,3
female,7.15,11,21,30,25,295.4448444847949,0.6862327109556645,Tuesday,292.69450427405536,symphony,1,image_stim_p.png,0.6971771975513548,0.7367757328320295,b,42,31,295.3943014629185,-1.9498998207384868,faceWord_exp,291.6941340684425,294.70806875196286,336,pos,290.99695687089115,180,2019102205,3
female,5.63,13,22,31,25,305.3953937944025,0.6855436281766742,Tuesday,302.69495275546797,pen,1,image_stim_n.png,0.6976282454561442,0.6861595683731139,y,42,42,305.39477785420604,-0.23071750329615884,faceWord_exp,301.69461110117845,304.70923422602937,336,neu,300.9969828557223,180,2019102205,3
female,4.6,12,22,32,25,315.39577169925906,0.6859122298192233,Tuesday,312.6955645252019,cabbage,1,image_stim_n.png,0.6973298995289952,0.6864531021565199,y,42,32,315.39523082692176,0.041184453360586966,faceWord_exp,311.69506503641605,314.70931859710254,336,neg,310.99773513688706,180,2019102205,3
female,6.75,11,21,33,25,328.0130383623764,0.6854153072927147,Tuesday,322.695879552979,bird,1,image_stim_p.png,0.6975830122828484,0.7026510450523347,b,42,31,327.9958026246168,-1.0841943171680315,faceWord_exp,321.6955099888146,327.31038731732406,180,pos,320.99792697653174,336,2019102205,3
female,5.61,13,22,34,25,335.2965325138066,0.686340821441263,Tuesday,332.6964281247929,witness,1,image_stim_n.png,0.6965015882160515,0.5867285430431366,y,42,42,335.3961447922047,0.5990623206044929,faceWord_exp,331.6959594327491,334.70980397076346,336,neu,330.999457844533,180,2019102205,3
female,5.4,13,22,35,25,347.96376058412716,0.6858438989147544,Tuesday,342.6968025008682,harp,1,image_stim_n.png,0.6972365460824221,0.6528641537297517,y,42,42,347.99674032931216,-1.7878104403788575,faceWord_exp,341.69644961855374,347.3108964303974,180,neu,340.9992130724713,336,2019102205,3
female,3.37,12,22,36,25,355.4476123659406,0.6854117785114795,Tuesday,352.69733535312116,tobacco,1,image_stim_n.png,0.6972025409340858,0.735965707572177,y,42,32,355.3970584368799,2.411295736651624,faceWord_exp,351.6969224808272,354.7116466583684,336,neg,350.9997199398931,180,2019102205,3
female,6.62,11,21,37,25,365.3812005445361,0.6854727307800204,Tuesday,362.6977610576432,goldfish,1,image_stim_p.png,0.6970145509112626,0.6690803822129965,b,42,31,365.39759289310314,-1.0930411682114536,faceWord_exp,361.6973443357274,364.7121201623231,336,pos,361.00032978481613,180,2019102205,3
female,4.57,12,22,38,25,375.39842665800825,0.6855911067686975,Tuesday,372.69822461670265,reporter,1,image_stim_n.png,0.6972442453261465,0.6860601196531206,y,42,32,375.3979576451238,0.7962654471128737,faceWord_exp,371.69782008533366,374.7123665383551,336,neg,371.0005758400075,180,2019102205,3
female,5.65,13,22,39,25,385.38222871534526,0.6852603598963469,Tuesday,382.69872153922915,pencil,1,image_stim_n.png,0.6974931878503412,0.6690005024429411,y,42,42,385.39848857279867,0.13339963708933658,faceWord_exp,381.6982765868306,384.7132282129023,336,neu,381.0007833989803,180,2019102205,3
female,4.32,12,22,40,25,397.76623403304256,0.6862189166713506,Tuesday,392.6991058604326,cold,1,image_stim_n.png,0.697643323102966,0.45341631839983165,y,42,32,397.9990366313141,1.7592404876513306,faceWord_exp,391.69873597542755,397.31281771464273,180,neg,391.0010926523246,336,2019102205,3
female,7.0,11,21,41,25,405.2166232622694,0.6858544854912907,Tuesday,402.6996172189247,park,1,image_stim_p.png,0.6969093277584761,0.503093495266512,b,42,31,405.3993842524942,-1.9950971558262764,faceWord_exp,401.6992332187947,404.7135297670029,336,pos,401.0023238910362,180,2019102205,3
female,5.72,13,22,42,25,415.3501555570401,0.6860761598218232,Tuesday,412.70009393105283,plane,1,image_stim_n.png,0.6974813179112971,0.6363447674084455,y,42,42,415.3998869494535,0.20373950943912453,faceWord_exp,411.69971025153063,414.7138107896317,336,neu,411.00222893361934,180,2019102205,3
female,4.7,12,22,43,25,425.4007486240007,0.6854942245408893,Tuesday,422.7005565275904,radish,1,image_stim_n.png,0.6972699095495045,0.685974144609645,y,42,32,425.40026870393194,0.33736940436804663,faceWord_exp,421.7001019511372,424.71477447939105,336,neg,421.0028320415877,180,2019102205,3
female,4.68,12,22,44,25,435.2845062823035,0.6854287809692323,Tuesday,432.70093122450635,foot,1,image_stim_n.png,0.6976747617591172,0.5691867601126432,y,42,32,435.40074830316007,0.41231466195915456,faceWord_exp,431.7006046480965,434.71531952219084,336,neg,431.00292988633737,180,2019102205,3
female,5.75,13,21,45,25,447.8683508138638,0.6859160794410855,Tuesday,442.70142782642506,year,1,image_stim_p.png,0.6975233433768153,0.55296122841537,b,42,41,448.0013056648895,0.5062695562835388,faceWord_exp,441.7010300317779,447.31538958544843,180,neu,441.0035066884011,336,2019102205,3
female,6.32,11,21,46,25,455.3520351368934,0.6860113576985896,Tuesday,452.7018769492861,saxophone,1,image_stim_p.png,0.6964220295194536,0.6363845467567444,b,42,31,455.40166194783524,-1.100912149643323,faceWord_exp,451.70152887911536,454.71565059013665,336,pos,451.0051068495959,180,2019102205,3
female,6.63,11,21,47,25,467.90260446444154,0.6853928510099649,Tuesday,462.7022988041863,car,1,image_stim_p.png,0.6978550525382161,0.5857597202993929,b,42,31,468.0022375951521,-1.4106928476010352,faceWord_exp,461.701943034539,467.31684474414214,180,pos,461.0040879820008,336,2019102205,3
female,6.84,11,21,48,25,475.25297688366845,0.6857851922977716,Tuesday,472.7028018219862,computer,1,image_stim_p.png,0.6972785710822791,0.5361989948432893,b,42,31,475.40256308112293,-1.728066945394655,faceWord_exp,471.7024325786624,474.71677788882516,336,pos,471.00515400758013,180,2019102205,3
female,5.89,13,22,49,25,487.97034472762607,0.6850515175610781,Tuesday,482.7032143736724,gum,1,image_stim_n.png,0.697697538882494,0.652248855214566,y,42,42,488.0031473899726,-1.0048841857254538,faceWord_exp,481.70288009778596,487.3180958724115,180,neu,481.00518255890347,336,2019102205,3
female,3.0,12,22,50,25,497.870695236139,0.6857540744822472,Tuesday,492.70369301037863,tax,1,image_stim_n.png,0.6976304908748716,0.5528091683518142,y,42,32,498.00364014226943,3.4211910580769755,faceWord_exp,491.70333307026885,497.3178860677872,180,neg,491.005702579394,336,2019102205,3
female,7.11,11,21,51,25,505.4544752864167,0.6853370314929634,Tuesday,502.70414502057247,couple,1,image_stim_p.png,0.697143834317103,0.7358056271914393,b,42,31,505.40400669071823,-1.9002611819546853,faceWord_exp,501.703800479183,504.71866965922527,336,pos,501.00665664486587,180,2019102205,3
female,5.73,13,21,52,25,517.888242151821,0.6855789162218571,Tuesday,512.7046842891723,reality,1,image_stim_p.png,0.6974793933331966,0.5692791510373354,b,42,41,518.0045419170056,0.30770997164376424,faceWord_exp,511.70433204830624,517.3189630007837,180,neu,511.00685265497304,336,2019102205,3
female,8.21,11,21,53,25,528.1555133380461,0.685792249860242,Tuesday,522.7051571514457,joy,1,image_stim_p.png,0.6974485961254686,0.8362911292351782,b,42,31,528.0050144586712,-3.230607919269787,faceWord_exp,521.7046554167755,527.319222208811,180,pos,521.00720682065,336,2019102205,3
female,3.28,12,22,54,25,535.3726258235984,0.6858188763726503,Tuesday,532.7055087506305,trial,1,image_stim_n.png,0.6975884661078453,0.6530922441743314,y,42,32,535.4053524557967,2.3068979902815,faceWord_exp,531.7051523395348,534.719533579424,336,neg,531.007563873427,180,2019102205,3
female,5.58,13,22,55,25,545.3728622547351,0.6857252023182809,Tuesday,542.7059700640384,tuba,1,image_stim_n.png,0.6975830122828484,0.6528028806205839,y,42,42,545.4057845764328,-0.945340141786388,faceWord_exp,541.7055972919334,544.7200593741145,336,neu,541.0080142796505,180,2019102205,3
female,5.82,13,21,56,25,555.1900124023668,0.6854364802129567,Tuesday,552.7064900845289,spiritual,1,image_stim_p.png,0.6971165658906102,0.46920203045010567,b,42,41,555.4062468521297,-1.5026706526379858,faceWord_exp,551.7060752871912,554.7208103719167,336,neu,551.0089587213006,180,2019102205,3
female,5.48,13,21,57,25,565.4406583374366,0.6856552672106773,Tuesday,562.7069071272854,glass,1,image_stim_p.png,0.6974094584584236,0.7196150629315525,b,42,41,565.4066985417157,0.2046331385026182,faceWord_exp,561.706570926588,564.7210432745051,336,neu,561.0091614681296,180,2019102205,3
female,6.26,11,21,58,25,577.9576958194375,0.6858355579897761,Tuesday,572.7073453429621,fountain,1,image_stim_p.png,0.6970905810594559,0.6362510931212455,b,42,31,578.007280284306,-2.0727743906520253,faceWord_exp,571.7070110670757,577.3214447263163,180,pos,571.0099204860162,336,2019102205,3
female,3.95,12,22,59,25,587.9247927458491,0.6858846407849342,Tuesday,582.7079324109945,dusty,1,image_stim_n.png,0.6971662903670222,0.6028928013984114,y,42,32,588.0077845852356,1.8802224749820768,faceWord_exp,581.707528521074,587.3218999444507,180,neg,581.010362230707,336,2019102205,3
female,7.18,11,21,60,25,595.3917761084158,0.6854217234067619,Tuesday,592.708302937448,island,1,image_stim_p.png,0.6973244457039982,0.6690970638301224,b,42,31,595.4081007679924,-1.7760144816699572,faceWord_exp,591.7079045011196,594.7226790445857,336,pos,591.0105800554156,180,2019102205,3
