delay_frames_before,ID,duration_measured_word,duration_measured_img,offset_img,word_score_warriner,word_trigger,rt,key_t,scan day,word_label,gender,word_score_pc,onset_word,delay_frames_after,response,offset_word,onset_img,duration_frames,condition,word,correct_resp,pause_trigger_t,img,age,session,pause_trigger,img_trigger,no
336,mikkel,0.7035461280001982,0.6984673369997836,8.032336476999944,5.83,13,0.41899065299980975,7.7528597929999705,Monday,neu,male,-0.5273916336755435,1.0129216709999582,180,b,1.7164677990001564,7.333869140000161,42,faceWord_exp,scientist,1,2.716873272000157,image_stim_p.png,,4,41,21,1
336,mikkel,0.6945898930000567,0.7006675669999822,18.050159527999995,7.05,11,0.4707563189999746,17.820248279999987,Monday,pos,male,-2.30162279277581,11.03865109100002,180,b,11.733240984000076,17.349491961000012,42,faceWord_exp,heroism,1,12.73315446200013,image_stim_p.png,,4,31,21,2
336,mikkel,0.6969781089999287,0.6901499610000883,28.050368710000157,5.09,13,0.5596403619999819,27.91985911100005,Monday,neu,male,0.3545861367636661,21.05387088800012,180,b,21.75084899700005,27.36021874900007,42,faceWord_exp,put,1,22.749651429000096,image_stim_p.png,,4,41,21,3
180,mikkel,0.6975906630000281,0.7051896540001508,35.46852492000016,3.52,12,0.5401208109999516,35.303456076999964,Monday,neg,male,3.668156535681199,31.052807453000014,336,y,31.750398116000042,34.76333526600001,42,faceWord_exp,battle,1,32.75066064600014,image_stim_n.png,,4,32,22,4
180,mikkel,0.6978089169999748,0.6904435719998219,45.46918234999998,4.16,12,0.3381247209999856,45.11686349900015,Monday,neg,male,-0.10198134801944247,41.07033103100002,336,y,41.768139948,44.77873877800016,42,faceWord_exp,saw,1,42.769447764999995,image_stim_n.png,,4,32,22,5
336,mikkel,0.6978887339998892,0.6869391789998645,58.06569072299999,5.9,13,0.3221089749999919,57.700860519000116,Monday,neu,male,-0.29144085929118746,51.07112750100009,180,b,51.76901623499998,57.378751544000124,42,faceWord_exp,hand,0,52.76831441400009,image_stim_n.png,,4,42,22,6
180,mikkel,0.692985292000003,0.6896517259999655,65.46821438899997,5.38,13,0.5390324459999647,65.31759510899997,Monday,neu,male,0.6669259665908855,61.07206009200013,336,b,61.76504538400013,64.778562663,42,faceWord_exp,businessman,1,62.765835627000115,image_stim_p.png,,4,41,21,7
336,mikkel,0.6979750850000528,0.6894229069998801,78.06912981799996,7.23,11,0.3217134469998655,77.70142035799995,Monday,pos,male,-1.17416436554964,71.06993710699999,180,b,71.76791219200004,77.37970691100008,42,faceWord_exp,bay,1,72.76854470700005,image_stim_p.png,,4,31,21,8
336,mikkel,0.6964444270001877,0.70030864499995,88.09854811600007,6.53,11,0.4749557919999461,87.87319526300007,Monday,pos,male,-1.7974288604529352,81.07204305799996,180,b,81.76848748500015,87.39823947100012,42,faceWord_exp,bonfire,1,82.76562483700013,image_stim_p.png,,4,31,21,9
336,mikkel,0.6967077940000763,0.6987840010001491,98.13249267300012,3.36,12,0.502708599000016,97.93641727099998,Monday,neg,male,-0.3663992490442602,91.10287143999994,180,y,91.79957923400002,97.43370867199997,42,faceWord_exp,expensive,1,92.80025624600012,image_stim_n.png,,4,32,22,10
