response,word_label,scan day,pause_trigger_t,offset_word,onset_img,age,delay_frames_before,word_score_warriner,word_score_pc,delay_frames_after,rt,word_trigger,word,img_trigger,key_t,gender,ID,duration_measured_word,img,onset_word,duration_frames,condition,correct_resp,no,session,offset_img,pause_trigger,duration_measured_img
y,neg,Monday,2.7046894999948563,1.7041270999907283,4.742059399999562,23,180,4.76,3.561717315569441,336,0.6799518999905558,12,landslide,22,5.4220112999901175,male,74,0.6818262000015238,image_stim_n.png,1.0223008999892045,42,faceWord_exp,1,1,2,5.42040749998705,32,0.6783480999874882
y,neu,Monday,12.7211219999881,11.720014499995159,17.378874299989548,23,336,5.97,-0.02119054453060663,180,0.42549020001024473,13,power,22,17.804364499999792,male,74,0.6836874000000535,image_stim_n.png,11.036327099995106,42,faceWord_exp,1,2,2,18.069411799995578,42,0.6905375000060303
b,neu,Monday,22.769206899989513,21.76872489998641,27.42372500000056,23,336,5.55,-0.09980687036967174,180,0.5625346999877365,13,eggplant,21,27.986259699988295,male,74,0.6887070999946445,image_stim_p.png,21.080017799991765,42,faceWord_exp,1,3,2,28.10124669999641,41,0.6775216999958502
y,pos,Monday,32.80152919999091,31.800248599989573,34.854024499989464,23,180,7.0,-2.461915733068042,336,0.5640248999989126,11,embrace,21,35.41804939998838,male,74,0.688645499991253,image_stim_p.png,31.11160309999832,42,faceWord_exp,0,4,2,35.53328319999855,31,0.6792587000090862
b,pos,Monday,42.833339999997406,41.83217889998923,44.88660739999614,23,180,6.95,-2.0702836690965865,336,0.5966428999963682,11,restaurant,21,45.483250299992505,male,74,0.6894708999898285,image_stim_p.png,41.1427079999994,42,faceWord_exp,1,5,2,45.56534719999763,31,0.6787398000014946
b,pos,Monday,52.865957499991055,51.86495949998789,54.91897459999018,23,180,7.28,-1.6425048482978826,336,0.5303997000009986,11,knowledge,21,55.44937429999118,male,74,0.6893808999884641,image_stim_p.png,51.175578599999426,42,faceWord_exp,1,6,2,55.59773499998846,31,0.6787603999982821
b,neu,Monday,62.89813709999726,61.897026599996025,64.92082539999683,23,180,5.19,0.650019808676411,336,0.6254085999971721,13,highway,21,65.546233999994,male,74,0.6883483999990858,image_stim_p.png,61.20867819999694,42,faceWord_exp,1,7,2,65.61281749999034,41,0.691992099993513
b,pos,Monday,72.91342499999155,71.91191999999864,77.57064989999344,23,336,6.81,-1.5621536719325724,180,0.44256229999882635,11,sailboat,21,78.01321219999227,male,74,0.6917919999978039,image_stim_p.png,71.22012800000084,42,faceWord_exp,1,8,2,78.26153579998936,31,0.6908858999959193
y,neu,Monday,82.9622120999993,81.96101069998986,87.61505219999526,23,336,5.29,0.0657349158769076,180,0.5165964000043459,13,camel,22,88.13164859999961,male,74,0.692341399990255,image_stim_n.png,81.2686692999996,42,faceWord_exp,1,9,2,88.2932032999961,42,0.6781511000008322
y,neg,Monday,92.99368259999028,91.99272329999076,95.04937219999556,23,180,3.48,0.7321109855355353,336,0.5282724999997299,12,axe,22,95.57764469999529,male,74,0.6904210999928182,image_stim_n.png,91.30230219999794,42,faceWord_exp,1,10,2,95.74258259999624,32,0.6932104000006802
y,neg,Monday,103.04285289999098,102.04028539999854,105.09510890000092,23,180,2.53,3.4296451702105397,336,0.5476639999978943,12,angry,22,105.64277289999882,male,74,0.6907044000108726,image_stim_n.png,101.34958099998767,42,faceWord_exp,1,11,2,105.77463299999363,32,0.6795240999927046
b,pos,Monday,113.07567339998786,112.07378959999187,115.12759109999752,23,180,6.91,-1.7539828459428422,336,0.5975554000033299,11,spaghetti,21,115.72514650000085,male,74,0.6785710999974981,image_stim_p.png,111.39521849999437,42,faceWord_exp,1,12,2,115.80665929999668,31,0.6790681999991648
y,neg,Monday,123.10641339998983,122.10553849999269,125.159193399988,23,180,4.1,1.472290472628449,336,0.5977528000075836,12,clang,22,125.75694619999558,male,74,0.6933737999934237,image_stim_n.png,121.41216469999927,42,faceWord_exp,1,13,2,125.83872359999805,32,0.6795302000100492
y,neu,Monday,133.1389089999866,132.137870999999,135.19245289999526,23,180,5.62,-0.18776275500974607,336,0.730262600001879,13,speech,22,135.92271549999714,male,74,0.6922239000123227,image_stim_n.png,131.44564709998667,42,faceWord_exp,1,14,2,135.87065569999686,42,0.6782028000015998
b,neg,Monday,143.1711210999929,142.16999789999682,147.82775139999285,23,336,4.43,-0.14866519221167074,180,0.5927628000063123,12,van,22,148.42051419999916,male,74,0.6892536000086693,image_stim_n.png,141.48074429998815,42,faceWord_exp,0,15,2,148.51915159999044,32,0.6914001999975881
y,neg,Monday,153.21968679998827,152.21834619999572,155.23829509998905,23,180,4.54,0.6502198887451732,336,0.6142850000032922,12,office,22,155.85258009999234,male,74,0.6911606000066968,image_stim_n.png,151.52718559998902,42,faceWord_exp,1,16,2,155.91785649998928,32,0.6795614000002388
y,neg,Monday,163.21853869999177,162.21757219999563,165.2704792000004,23,180,4.57,0.2032181950076048,336,0.6148625999921933,12,lab,22,165.8853417999926,male,74,0.6943939000047976,image_stim_n.png,161.52317829999083,42,faceWord_exp,1,17,2,165.9503560999874,32,0.6798768999869935
b,pos,Monday,173.2505339999916,172.24939519999316,175.30348099999537,23,180,7.88,-1.8879163634684628,336,0.597058500003186,11,joke,21,175.90053949999856,male,74,0.6894497000030242,image_stim_p.png,171.55994549999014,42,faceWord_exp,1,18,2,175.98229789998732,31,0.6788168999919435
b,pos,Monday,183.282131999993,182.2811398999911,185.33601429998816,23,180,6.4,-1.0752281295040744,336,0.6463627000048291,11,mercy,21,185.982376999993,male,74,0.6933778999955393,image_stim_p.png,181.58776199999556,42,faceWord_exp,1,19,2,186.01433229999384,31,0.6783180000056745
b,neu,Monday,193.31471009999223,192.31362299999455,195.36806229999638,23,180,5.5,0.3495373155897487,336,0.5799987999926088,13,winter,21,195.948061099989,male,74,0.692194200004451,image_stim_p.png,191.6214287999901,42,faceWord_exp,1,20,2,196.04648029999225,41,0.6784179999958724
