offset_word,ID,word_label,img_trigger,gender,offset_img,delay_frames_after,img,session,word_score_pc,onset_img,rt,condition,pause_trigger_t,age,word,duration_frames,scan day,word_score_warriner,key_t,duration_measured_img,word_trigger,duration_measured_word,onset_word,no,response,delay_frames_before,pause_trigger,correct_resp
1.6873043000232428,74,neu,22,male,7.98618190002162,180,image_stim_n.png,4,0.37753019343780747,7.31110529997386,0.6089778000023216,faceWord_exp,2.686822999967262,23,door,42,Monday,5.43,7.920083099976182,0.6750766000477597,13,0.6926305000088178,0.9946738000144251,1,y,336,42,1
11.685932699998375,74,neg,22,male,15.385528700018767,336,image_stim_n.png,4,2.0765857872261098,14.703350999974646,0.5983432999928482,faceWord_exp,12.686246900004335,23,court,42,Monday,3.52,15.301694299967494,0.6821777000441216,12,0.6959911999874748,10.9899415000109,2,y,180,32,1
21.68399170000339,74,neg,22,male,27.98374659998808,180,image_stim_n.png,4,1.95458394600482,27.304117999970913,0.41376690001925454,faceWord_exp,22.685226699977648,23,snake,42,Monday,4.03,27.717884899990167,0.6796286000171676,12,0.6941719999886118,20.989819700014777,3,y,336,32,1
31.684849000012036,74,neg,22,male,37.99942790000932,180,image_stim_n.png,4,2.7437052692255306,37.313715299998876,0.5380415000254288,faceWord_exp,32.68526399997063,23,stampede,42,Monday,4.48,37.851756800024305,0.6857126000104472,12,0.6919197000097483,30.992929300002288,4,y,336,32,1
41.701014399994165,74,neg,22,male,48.014479400007986,180,image_stim_n.png,4,3.803034067475641,47.332097699982114,0.4689267000067048,faceWord_exp,42.698489899979904,23,flood,42,Monday,2.76,47.80102439998882,0.6823817000258714,12,0.6947244000039063,41.00628999999026,5,y,336,32,1
51.715135300008114,74,pos,21,male,55.431737900013104,336,image_stim_p.png,4,-1.3206920491180312,54.749851999979,0.416619100025855,faceWord_exp,52.715997499995865,23,harmonica,42,Monday,6.32,55.166471100004856,0.6818859000341035,11,0.6884744000271894,51.026660899980925,6,b,180,31,1
61.73086269997293,74,pos,21,male,65.42924129997846,336,image_stim_p.png,4,-2.93465986085152,64.75302720000036,0.5124252999667078,faceWord_exp,62.73200730001554,23,festival,42,Monday,6.84,65.26545249996707,0.6762140999780968,11,0.6854405999765731,61.04542209999636,7,b,180,31,1
71.72964450001018,74,neg,22,male,78.04545879998477,180,image_stim_n.png,4,3.668156535681199,77.36077039997326,0.48644200002308935,faceWord_exp,72.73065260000294,23,battle,42,Monday,3.52,77.84721239999635,0.6846884000115097,12,0.6853109000367112,71.04433359997347,8,y,336,32,1
81.7450340000214,74,neu,21,male,88.06078040000284,180,image_stim_p.png,4,-0.5273916336755435,87.37781039997935,0.46793859999161214,faceWord_exp,82.74609650002094,23,scientist,42,Monday,5.83,87.84574899997097,0.682970000023488,13,0.6915401000296697,81.05349389999174,9,y,336,41,0
91.7587107999716,74,pos,21,male,98.0590591999935,180,image_stim_p.png,4,-1.2094761189992442,97.38188850000734,0.6111986999749206,faceWord_exp,92.76086859998759,23,parent,42,Monday,6.73,97.99308719998226,0.6771706999861635,11,0.6972817999776453,91.06142899999395,10,b,336,31,1
