key_t,condition,scan day,word_score_pc,response,onset_img,word_trigger,session,word_label,offset_word,word_score_warriner,age,duration_frames,duration_measured_word,ID,word,duration_measured_img,img,delay_frames_before,no,pause_trigger,offset_img,correct_resp,onset_word,gender,img_trigger,rt,delay_frames_after,pause_trigger_t
7.924873173004016,faceWord_exp,Monday,0.0657349158769076,b,7.400639011990279,13,2,neu,1.721059493982466,5.29,24,42,0.7042573280050419,matilde,camel,0.7032686680031475,image_stim_p.png,336,1,41,8.103907679993426,1,1.016802165977424,female,21,0.5242341610137373,180,2.721124384988798
15.341663064988097,faceWord_exp,Monday,-0.02119054453060663,b,14.833294268988539,13,2,neu,11.804867286002263,5.97,24,42,0.6959196079988033,matilde,power,0.7052474730007816,image_stim_p.png,180,2,41,15.53854174198932,1,11.10894767800346,female,21,0.5083687959995586,336,12.805627306981478
25.50842688998091,faceWord_exp,Monday,-1.5621536719325724,b,24.865166016999865,11,2,pos,21.83825149599579,6.81,24,42,0.6934359850129113,matilde,sailboat,0.6894479039765429,image_stim_p.png,180,3,31,25.554613920976408,1,21.14481551098288,female,21,0.6432608729810454,336,22.83890275200247
35.4908287129947,faceWord_exp,Monday,-0.5451009915059291,y,34.88488183700247,13,2,neu,31.854861664993223,5.8,24,42,0.6929733710130677,matilde,toaster,0.7034562139888294,image_stim_n.png,180,4,42,35.5883380509913,1,31.161888293980155,female,22,0.6059468759922311,336,32.85533272099565
48.057984436978586,faceWord_exp,Monday,1.3393636650983416,y,47.51471981199575,12,2,neg,41.88822115899529,4.78,24,42,0.6938056540093385,matilde,heavy,0.6898019069922157,image_stim_n.png,336,5,32,48.20452171898796,1,41.194415504985955,female,22,0.5432646249828395,180,42.88877392699942
55.39006265098578,faceWord_exp,Monday,4.02985566434138,y,54.930272329977015,12,2,neg,51.90470818098402,3.52,24,42,0.6957603239861783,matilde,problem,0.6910565459984355,image_stim_n.png,180,6,32,55.62132887597545,1,51.20894785699784,female,22,0.45979032100876793,336,52.90509598600329
65.50744694998139,faceWord_exp,Monday,1.0482300490198866,y,64.946579749987,12,2,neg,61.92123873200035,4.75,24,42,0.6957276350003667,matilde,ricochet,0.6901803300133906,image_stim_n.png,180,7,32,65.63676008000039,1,61.22551109699998,female,22,0.5608671999943908,336,62.92132557698642
75.44016003498109,faceWord_exp,Monday,-2.5746228757417584,b,74.96566799099674,11,2,pos,71.93785843299702,7.1,24,42,0.695005512010539,matilde,barbecue,0.7053870550007559,image_stim_p.png,180,8,31,75.67105504599749,1,71.24285292098648,female,21,0.4744920439843554,336,72.93761383197852
88.10737927700393,faceWord_exp,Monday,0.17918122123944408,b,87.60048055299558,13,2,neu,81.97084366099443,5.27,24,42,0.6957552210078575,matilde,verb,0.7035004439821932,image_stim_p.png,336,9,41,88.30398099697777,1,81.27508843998658,female,21,0.5068987240083516,180,82.97158929999568
95.55666209099581,faceWord_exp,Monday,1.472290472628449,y,95.03485430899309,12,2,neg,92.00413056599791,4.1,24,42,0.6922114840126596,matilde,clang,0.7022841399884783,image_stim_n.png,180,10,32,95.73713844898157,1,91.31191908198525,female,22,0.5218077820027247,336,93.00498676698771
108.37469985100324,faceWord_exp,Monday,3.4738609063027237,y,107.66294128200389,12,2,neg,102.03733943597763,2.29,24,42,0.6952600019867532,matilde,sick,0.6899332699831575,image_stim_n.png,336,11,32,108.35287455198704,1,101.34207943399088,female,22,0.7117585689993575,180,103.03785173798678
115.65776102399104,faceWord_exp,Monday,0.6502198887451732,y,115.08040874998551,12,2,neg,112.05414839199511,4.54,24,42,0.6953045309928712,matilde,office,0.6900747090112418,image_stim_n.png,180,12,32,115.77048345899675,1,111.35884386100224,female,22,0.5773522740055341,336,113.05435489799129
125.72332748098415,faceWord_exp,Monday,-0.049892793833906636,b,125.0982506260043,13,2,neu,122.07037439598935,5.5,24,42,0.6961716910009272,matilde,nose,0.7054624669835903,image_stim_p.png,180,13,41,125.80371309298789,1,121.37420270498842,female,21,0.6250768549798522,336,123.07093396299751
135.8907443450007,faceWord_exp,Monday,0.3228926581020319,b,135.12970123498235,13,2,neu,132.10351364099188,5.07,24,42,0.6952858190052211,matilde,street,0.6907481040107086,image_stim_p.png,180,14,41,135.82044933899306,1,131.40822782198666,female,21,0.7610431100183632,336,133.1040393159783
145.67194635700434,faceWord_exp,Monday,4.537930167489568,y,145.1463297699811,12,2,neg,142.12011925299885,2.35,24,42,0.6949920850165654,matilde,terrorist,0.6903601730009541,image_stim_n.png,180,15,32,145.83668994298205,1,141.42512716798228,female,22,0.5256165870232508,336,143.12060842799838
158.25625091299298,faceWord_exp,Monday,0.1106807997481866,b,157.76451516299858,13,2,neu,152.1366193339927,5.65,24,42,0.6955168929998763,matilde,theory,0.7054234480019659,image_stim_p.png,336,16,41,158.46993861100054,1,151.44110244099284,female,21,0.4917357499944046,180,153.13702495599864
165.75643553599366,faceWord_exp,Monday,-0.14866519221167074,y,165.20056283599115,12,2,neg,162.16941614399548,4.43,24,42,0.6931463959917892,matilde,van,0.7024462599947583,image_stim_n.png,180,17,32,165.9030090959859,1,161.4762697480037,female,22,0.5558727000025101,336,163.17040824599098
175.75653429498198,faceWord_exp,Monday,-1.2502658664257256,b,175.22670114500215,11,2,pos,172.2029922560032,6.36,24,42,0.6961310650222003,matilde,day,0.6927631089929491,image_stim_p.png,180,18,31,175.9194642539951,1,171.506861190981,female,21,0.5298331499798223,336,173.20338289797655
188.2889834669768,faceWord_exp,Monday,-0.18776275500974607,b,187.8479977779789,13,2,neu,182.2194982029905,5.62,24,42,0.6953558489913121,matilde,speech,0.7049151570245158,image_stim_p.png,336,19,41,188.5529129350034,1,181.5241423539992,female,21,0.44098568899789825,180,183.22006645897636
195.8564034779847,faceWord_exp,Monday,2.166481281776448,y,195.28083474197774,12,2,neg,192.25258446499356,4.35,24,42,0.6957085040048696,matilde,plea,0.705406129010953,image_stim_n.png,180,20,32,195.9862408709887,1,191.5568759609887,female,22,0.5755687360069714,336,193.25322253297782
205.68874389797566,faceWord_exp,Monday,-1.8879163634684628,b,205.3122172759904,11,2,pos,202.2858435039816,7.88,24,42,0.6949115759925917,matilde,joke,0.690432283008704,image_stim_p.png,180,21,31,206.0026495589991,1,201.590931927989,female,21,0.3765266219852492,336,203.28664017198025
215.90569951198995,faceWord_exp,Monday,2.483224745184551,y,215.33180019797874,12,2,neg,212.3024708929879,3.57,24,42,0.6955674240016378,matilde,cough,0.703917282022303,image_stim_n.png,180,22,32,216.03571748000104,1,211.60690346898627,female,22,0.5738993140112143,336,213.303002998
228.48982834498747,faceWord_exp,Monday,-3.1565376907491283,b,227.9655171079794,11,2,pos,222.33558041098877,8.53,24,42,0.6929915680084378,matilde,vacation,0.7034211930003949,image_stim_p.png,336,23,31,228.6689383009798,1,221.64258884298033,female,21,0.524311237008078,180,223.33624465498724
238.47138041397557,faceWord_exp,Monday,0.4272037094573085,y,237.99677480998798,13,2,neu,232.36881096099387,5.03,24,42,0.6951299479987938,matilde,scissors,0.7054524169943761,image_stim_n.png,336,24,42,238.70222722698236,1,231.67368101299508,female,22,0.4746056039875839,180,233.36952530097915
248.603953532991,faceWord_exp,Monday,2.351878020671037,y,248.03095884999493,12,2,neg,242.40197666798485,4.29,24,42,0.6957520389987621,matilde,tired,0.7034575139987282,image_stim_n.png,336,25,32,248.73441636399366,1,241.7062246289861,female,22,0.5729946829960681,180,243.4026216850034
258.5716233139974,faceWord_exp,Monday,-2.0702836690965865,b,258.06346578800003,11,2,pos,252.43509947299026,6.95,24,42,0.6946798909921199,matilde,restaurant,0.7051071850000881,image_stim_p.png,336,26,31,258.7685729730001,1,251.74041958199814,female,21,0.5081575259973761,180,253.43584451498464
266.1892650630034,faceWord_exp,Monday,-0.09980687036967174,y,265.49760411999887,13,2,neu,262.46849371597636,5.55,24,42,0.695456364977872,matilde,eggplant,0.7037332019826863,image_stim_n.png,180,27,42,266.20133732198155,1,261.7730373509985,female,22,0.6916609430045355,336,263.46907910497976
278.5871251520002,faceWord_exp,Monday,-1.926056195769395,b,278.12953124698834,11,2,pos,272.5016458259779,6.8,24,42,0.6951242929790169,matilde,fireworks,0.7054713430115953,image_stim_p.png,336,28,31,278.83500258999993,1,271.8065215329989,female,21,0.45759390501189046,180,273.5023176529794
288.75565232199733,faceWord_exp,Monday,3.4296451702105397,y,288.16288477598573,12,2,neg,282.53462166999816,2.53,24,42,0.692278858012287,matilde,angry,0.7050863369950093,image_stim_n.png,336,29,32,288.86797111298074,1,281.8423428119859,female,22,0.5927675460116006,180,283.5353863359778
298.8380923799996,faceWord_exp,Monday,-1.0752281295040744,b,298.19963386599557,11,2,pos,292.5679815780022,6.4,24,42,0.6930763890268281,matilde,mercy,0.7017361689941026,image_stim_p.png,336,30,31,298.90137003498967,1,291.8749051889754,female,21,0.6384585140040144,180,293.5687273700023
306.1547196059837,faceWord_exp,Monday,-2.461915733068042,b,305.62655103,11,2,pos,302.6013298619946,7.0,24,42,0.6954057849943638,matilde,embrace,0.6912146989780013,image_stim_p.png,180,31,31,306.317765728978,1,301.90592407700024,female,21,0.5281685759837274,336,303.60171569199883
318.537159022002,faceWord_exp,Monday,0.2623575316864496,y,318.2454962229822,12,2,neg,312.61789979899186,4.8,24,42,0.6961409999930765,matilde,hoe,0.704557459015632,image_stim_n.png,336,32,32,318.9500536819978,1,311.9217587989988,female,22,0.29166279901983216,180,313.61829518098966
326.2206684159755,faceWord_exp,Monday,0.5494484707734639,y,325.67759872297756,12,2,neg,322.6508142329985,4.81,24,42,0.6952076690213289,matilde,stone,0.6899954120162874,image_stim_n.png,180,33,32,326.36759413499385,1,321.9556065639772,female,22,0.5430696929979604,336,323.6514794739778
338.77084187199944,faceWord_exp,Monday,-2.2291915044129413,b,338.2956886259781,11,2,pos,332.66740315497736,6.73,24,42,0.6961427679925691,matilde,luck,0.7051503910042811,image_stim_p.png,336,34,31,339.00083901698235,1,331.9712603869848,female,21,0.4751532460213639,180,333.66815291999956
348.83755894200294,faceWord_exp,Monday,-2.7563434535584275,b,348.32964715498383,11,2,pos,342.70067430098425,7.21,24,42,0.6951873259968124,matilde,optimism,0.7037863180157728,image_stim_p.png,336,35,31,349.0334334729996,1,342.00548697498743,female,21,0.5079117870191112,180,343.7000875659869
358.8700436849904,faceWord_exp,Monday,3.561717315569441,y,358.36117950300104,12,2,neg,352.7337695059832,4.76,24,42,0.6948859549884219,matilde,landslide,0.6893700789951254,image_stim_n.png,336,36,32,359.05054958199617,1,352.0388835509948,female,22,0.5088641819893382,180,353.734537013981
366.270259773999,faceWord_exp,Monday,-0.32263149533554664,b,365.78227680700365,13,2,neu,362.7504315190017,5.67,24,42,0.692865190008888,matilde,attribute,0.7012977009871975,image_stim_p.png,180,37,41,366.48357450799085,1,362.05756632899283,female,21,0.4879829669953324,336,363.75134936199174
376.17019914998673,faceWord_exp,Monday,-1.7608811602119443,b,375.80919887300115,11,2,pos,372.78354266498354,7.5,24,42,0.695665570005076,matilde,summer,0.6909762939903885,image_stim_p.png,180,38,31,376.50017516699154,1,372.08787709497847,female,21,0.36100027698557824,336,373.78418340798817
386.3866189919936,faceWord_exp,Monday,0.650019808676411,y,385.82777575898217,13,2,neu,382.8002728849824,5.19,24,42,0.6956867249973584,matilde,highway,0.7059784909943119,image_stim_n.png,180,39,42,386.5337542499765,1,382.10458615998505,female,22,0.5588432330114301,336,383.80004985199776
