duration_measured_word,img,offset_word,condition,scan day,word_score_warriner,rt,correct_resp,word_label,gender,word,offset_img,response,ID,word_trigger,delay_frames_before,age,session,pause_trigger,key_t,img_trigger,pause_trigger_t,duration_measured_img,delay_frames_after,no,duration_frames,onset_word,word_score_pc,onset_img
0.6896049834322184,image_stim_n.png,1.6794496702495962,faceWord_exp,Tuesday,5.89,0.6560227719601244,1,neu,female,chair,5.379713946953416,y,2019102204,13,180,23,6,42,5.363521778956056,22,2.6798894898965955,0.6722149399574846,336,1,42,0.9898446868173778,-0.4928774877246448,4.707499006995931
0.6957088862545788,image_stim_p.png,11.679947234457359,faceWord_exp,Tuesday,6.68,0.6771200050134212,1,pos,female,forest,17.980270667234436,b,2019102204,11,336,23,6,31,17.98081795568578,21,12.680522753391415,0.6765727165620774,180,2,42,10.98423834820278,-1.6320665929887423,17.30369795067236
0.6962237735278904,image_stim_n.png,21.680402452591807,faceWord_exp,Tuesday,5.65,0.675159903941676,1,neu,female,comb,25.38062855391763,y,2019102204,13,180,23,6,42,25.381210489198565,22,22.680881089530885,0.674577968660742,336,3,42,20.984178679063916,-0.15774590184623308,24.70605058525689
0.6968089167494327,image_stim_n.png,31.68089071358554,faceWord_exp,Tuesday,4.11,0.7152819882612675,1,neg,female,folly,35.38107029860839,y,2019102204,12,180,23,6,32,35.41492166323587,22,32.6812156860251,0.681430623633787,336,4,42,30.984081796836108,2.52891321026023,34.699639674974605
0.6952363445889205,image_stim_n.png,41.6813956561964,faceWord_exp,Tuesday,3.89,0.7116405628621578,1,neg,female,judge,45.381458790041506,y,2019102204,12,180,23,6,32,45.41535635013133,22,42.68176329531707,0.6777430027723312,336,5,42,40.98615931160748,1.421533554407035,44.703715787269175
0.6974389720708132,image_stim_n.png,51.68180628283881,faceWord_exp,Tuesday,3.14,0.6080134455114603,1,neg,female,rumor,57.9821181667503,y,2019102204,12,336,23,6,32,57.91599731286988,22,52.68223038339056,0.6741342993918806,180,6,42,50.98436731076799,3.1728286127179004,57.307983867358416
0.6958407356869429,image_stim_p.png,61.682279786793515,faceWord_exp,Tuesday,6.21,0.7430143726523966,1,pos,female,handshake,67.98253649286926,b,2019102204,11,336,23,6,31,68.04974679090083,21,62.68268431839533,0.675804074620828,180,7,42,60.98643905110657,-1.283661754694624,67.30673241824843
0.6961130967829376,image_stim_n.png,71.68275361158885,faceWord_exp,Tuesday,3.25,0.4601736953482032,1,neg,female,politician,77.98301609209739,y,2019102204,12,336,23,6,32,77.76675341161899,22,72.68316199281253,0.6764363758265972,180,8,42,70.98664051480591,1.7380634654586231,77.30657971627079
0.6973818694241345,image_stim_p.png,81.68316199281253,faceWord_exp,Tuesday,5.29,0.6258638401050121,1,neu,female,era,85.38335120189004,b,2019102204,13,180,23,6,41,85.3338119701948,21,82.68361721117981,0.6754030718002468,336,9,42,80.9857801233884,0.38949539348709145,84.70794813008979
0.6976227918639779,image_stim_n.png,91.68357935640961,faceWord_exp,Tuesday,4.75,0.7611544514074922,1,neg,female,rake,97.98390567628667,y,2019102204,12,336,23,6,32,98.06781950127333,22,92.6840053817723,0.6772406264208257,180,10,42,90.98595656454563,0.5993691927879942,97.30666504986584
