duration_measured_word,word_score_pc,duration_measured_img,rt,no,img_trigger,session,word,condition,pause_trigger,gender,response,delay_frames_before,correct_resp,pause_trigger_t,delay_frames_after,offset_img,word_trigger,word_label,offset_word,duration_frames,onset_img,onset_word,word_score_warriner,ID,key_t,age,img,scan day
0.7036000840016641,4.2176174504439885,0.710083976999158,0.5458987629972398,1,22,4,insult,faceWord_exp,32,female,y,336,1,2.7108625120017678,180,8.110614143981365,12,neg,1.710513109981548,42,7.4005301669822074,1.006913025979884,2.62,matilde,7.946428929979447,24,image_stim_n.png,Monday
0.695270313997753,2.7437052692255306,0.7039146900060587,0.5404484890168533,2,22,4,stampede,faceWord_exp,32,female,y,180,1,12.82823163899593,336,15.560933301982004,12,neg,11.827748547977535,42,14.857018611975946,11.132478233979782,4.48,matilde,15.397467100992799,24,image_stim_n.png,Monday
0.6939690909930505,0.1872293205875,0.690295217995299,0.4937283290200867,3,22,4,elevator,faceWord_exp,42,female,y,180,1,22.860116137977457,336,25.577234415977728,13,neu,21.86077008099528,42,24.88693919798243,21.16680099000223,5.95,matilde,25.380667527002515,24,image_stim_n.png,Monday
0.6912965060037095,-1.883093263099396,0.7033084380091168,0.42246147998957895,4,21,4,choir,faceWord_exp,31,female,b,336,1,32.877972215996124,180,38.21066613099538,11,pos,31.87653793898062,42,37.50735769298626,31.18524143297691,6.15,matilde,37.92981917297584,24,image_stim_p.png,Monday
0.6941123949945904,0.0196438746392397,0.6911750409926753,0.4774655319924932,5,22,4,worker,faceWord_exp,42,female,y,180,1,42.910550336004235,336,45.62709079799242,13,neu,41.910163697990356,42,44.93591575699975,41.216051302995766,5.95,matilde,45.41338128899224,24,image_stim_n.png,Monday
0.6950408670236357,-1.301667818567906,0.6915764599980321,0.5441718950169161,6,21,4,bicycle,faceWord_exp,31,female,b,180,1,52.92680353397736,336,55.64414414597559,11,pos,51.92720784500125,42,54.952567685977556,51.23216697797761,6.71,matilde,55.49673958099447,24,image_stim_p.png,Monday
0.6946095070161391,-1.5082836116280287,0.7056460699823219,0.5092756550002377,7,21,4,kitchen,faceWord_exp,31,female,b,180,1,62.944264038000256,336,65.67697706498438,11,pos,61.94315719199949,42,64.97133099500206,61.24854768498335,6.17,matilde,65.4806066500023,24,image_stim_p.png,Monday
0.695969497988699,-0.05436507667908295,0.6892826500115916,0.40959335799561813,8,21,4,mouth,faceWord_exp,41,female,b,336,1,72.97728462397936,180,78.29267451999476,13,neu,71.97686435398646,42,77.60339186998317,71.28089485599776,5.59,matilde,78.01298522797879,24,image_stim_p.png,Monday
0.6948145120113622,-1.6859102219357711,0.6910377829917707,0.5269332760071848,9,21,4,truce,faceWord_exp,31,female,b,180,1,82.99261498899432,336,85.70997073798208,11,pos,81.99237819999689,42,85.0189329549903,81.29756368798553,6.42,matilde,85.54586623099749,24,image_stim_p.png,Monday
0.6955724280269351,3.668156535681199,0.7045602830185089,0.5088449750037398,10,22,4,battle,faceWord_exp,32,female,y,336,1,93.01050412197947,180,98.34296145499684,12,neg,92.00983987300424,42,97.63840117197833,91.3142674449773,3.52,matilde,98.14724614698207,24,image_stim_n.png,Monday
0.6932228000077885,-1.17416436554964,0.7051527999865357,0.4417552589729894,11,21,4,bay,faceWord_exp,31,female,b,336,1,103.04361383899231,180,108.3762777739903,11,pos,102.04294543000287,42,107.67112497400376,101.34972262999509,7.23,matilde,108.11288023297675,24,image_stim_p.png,Monday
0.6955194159818348,-2.066768843681998,0.6912486549990717,0.47836913098581135,12,21,4,honey,faceWord_exp,31,female,b,336,1,113.07663621197571,180,118.39279224700294,11,pos,112.07607582397759,42,117.70154359200387,111.38055640799575,7.27,matilde,118.17991272298968,24,image_stim_p.png,Monday
0.6956892790040001,2.8314410724962364,0.6914390349993482,0.6447723709861748,13,22,4,denial,faceWord_exp,32,female,y,180,1,123.0932725549792,336,125.80946386099095,12,neg,122.09155628399458,42,125.1180248259916,121.39586700499058,3.57,matilde,125.76279719697777,24,image_stim_n.png,Monday
