no,key_t,offset_word,pause_trigger,duration_measured_img,delay_frames_before,img_trigger,img,condition,age,offset_img,word_score_warriner,correct_resp,word_trigger,scan day,onset_img,duration_frames,word_score_pc,gender,response,duration_measured_word,pause_trigger_t,word_label,session,onset_word,rt,word,delay_frames_after,ID
11,105.304797660443,101.68743956892285,41,0.6848814924014732,180,21,image_stim_p.png,faceWord_exp,25,105.38768940954469,5.5,1,13,Monday,104.70280791714322,42,0.3495373155897487,male,b,0.6973488267976791,102.68788355903234,neu,2,100.99009074212518,0.6019897432997823,winter,336,2019102101
12,115.22195756039582,111.68787521822378,31,0.6851233772467822,180,21,image_stim_p.png,faceWord_exp,25,115.38807276810985,7.5,1,11,Monday,114.70294939086307,42,-1.7608811602119443,male,b,0.6960611270042136,112.68826114316471,pos,2,110.99181409121957,0.5190081695327535,summer,336,2019102101
13,127.72246346541215,121.68835577985737,32,0.6854310266207904,336,22,image_stim_n.png,faceWord_exp,25,127.98866702208761,3.52,1,12,Monday,127.30323599546682,42,4.02985566434138,male,y,0.6976102805929258,122.68881163967308,neg,2,120.99074549926445,0.41922746994532645,problem,180,2019102101
14,135.3227850374533,131.68884371989407,41,0.6853835477959365,180,21,image_stim_p.png,faceWord_exp,25,135.3889934703475,5.27,1,13,Monday,134.70360992255155,42,0.17918122123944408,male,b,0.6976381903514266,132.68927166995127,neu,2,130.99120552954264,0.6191751149017364,verb,336,2019102101
15,145.23982335347682,141.6892543466529,32,0.6850553672993556,180,22,image_stim_n.png,faceWord_exp,25,145.3894830144709,4.75,1,12,Monday,144.70442764717154,42,1.0482300490198866,male,y,0.6970145509112626,142.68972528423183,neg,2,140.99223979574163,0.5353957063052803,ricochet,336,2019102101
16,157.89057277934626,151.6897673093481,32,0.68543359299656,336,22,image_stim_n.png,faceWord_exp,25,157.9900618698448,4.81,1,12,Monday,157.30462827684823,42,0.5494484707734639,male,y,0.6975300799822435,152.69010639726184,neg,2,150.99223722936586,0.5859445024980232,stone,180,2019102101
17,167.90761507325806,161.69022349000443,32,0.6854993574088439,336,22,image_stim_n.png,faceWord_exp,25,167.99054339388385,3.57,1,12,Monday,167.305044036475,42,2.483224745184551,male,y,0.6974001551279798,162.69067934982013,neg,2,160.99282333487645,0.602571036783047,cough,180,2019102101
18,177.87472194468137,171.69066330976784,42,0.6849215927068144,336,22,image_stim_n.png,faceWord_exp,25,177.9909456798341,5.82,1,13,Monday,177.3060240871273,42,-0.6680004122251881,male,y,0.6973327867453918,172.6910906182602,neu,2,170.99333052302245,0.5686978575540707,monkey,180,2019102101
19,185.34184036497027,181.69112622726243,42,0.685228600515984,180,22,image_stim_n.png,faceWord_exp,25,185.39132313570008,5.29,1,13,Monday,184.7060945351841,42,0.0657349158769076,male,y,0.6972208267543465,182.69158272875939,neu,2,180.99390540050808,0.635745829786174,camel,336,2019102101
20,197.80884714610875,191.69159010716248,41,0.6851269061444327,336,21,image_stim_p.png,faceWord_exp,25,197.99188081815373,5.94,1,13,Monday,197.3067539120093,42,-0.8400509032218062,male,b,0.697463353164494,192.69203377654776,neu,2,190.994126753998,0.5020932340994477,store,180,2019102101
21,205.44274226820562,201.6920796512859,41,0.6848843797342852,180,21,image_stim_p.png,faceWord_exp,25,205.39220758725423,5.65,1,13,Monday,204.70732320751995,42,0.1106807997481866,male,b,0.6973369570914656,202.6924960524775,neu,2,200.99474269419443,0.7354190606856719,theory,336,2019102101
22,215.3265073049115,211.69253807759378,31,0.6848019335884601,180,21,image_stim_p.png,faceWord_exp,25,215.39272215391975,7.59,1,11,Monday,214.7079202203313,42,-1.3695211950901562,male,b,0.6973866814514622,212.6929778973572,pos,2,210.99515139614232,0.6185870845802128,tree,336,2019102101
23,225.37691238184925,221.69299072946887,42,0.6851968410192057,180,22,image_stim_n.png,faceWord_exp,25,225.39320881071035,5.15,1,13,Monday,224.70801196969114,42,0.3296196251321362,male,y,0.6974293481325731,222.693347140681,neu,2,220.9955613813363,0.6689004121581092,pan,336,2019102101
24,237.72743686125614,231.6934863687493,31,0.6849466153653339,336,21,image_stim_p.png,faceWord_exp,25,237.99375237792265,6.76,1,11,Monday,237.3088057625573,42,-1.2978987804410356,male,b,0.6973693581530824,232.6938584992895,pos,2,230.9961170105962,0.41863109869882464,artist,180,2019102101
25,247.9280767973978,241.69390373234637,31,0.6851291517959908,336,21,image_stim_p.png,faceWord_exp,25,247.99419604730792,7.68,1,11,Monday,247.30906689551193,42,-1.3503642789447028,male,b,0.6971986913122237,242.69434772257227,pos,2,240.99670504103415,0.6190099018858746,musical,180,2019102101
26,255.39512977411505,251.69440707098693,32,0.6854098535841331,180,22,image_stim_n.png,faceWord_exp,25,255.3945446308935,4.52,1,12,Monday,254.70913477730937,42,2.373388118792564,male,y,0.6961310617625713,252.69479235436302,neg,2,250.99827600922436,0.6859949968056753,excuse,336,2019102101
27,267.7288961902959,261.6948231513379,41,0.6852789663244039,336,21,image_stim_p.png,faceWord_exp,25,267.99515043373685,5.48,1,13,Monday,267.30987146741245,42,-0.06058349899147484,male,b,0.6971018090844154,262.69524276058655,neu,2,260.9977213422535,0.4190247228834778,business,180,2019102101
28,277.7959993403638,271.6952873520786,42,0.6854056832380593,336,22,image_stim_n.png,faceWord_exp,25,277.99561752169393,5.43,1,13,Monday,277.31021183845587,42,-0.34443889393116306,male,y,0.6972015786450356,272.69575700641144,neu,2,270.99808577343356,0.4857875019079074,asparagus,180,2019102101
29,285.3796767340973,281.6957521943841,31,0.6851904249051586,180,21,image_stim_p.png,faceWord_exp,25,285.3959115688922,7.0,1,11,Monday,284.71072114398703,42,-2.461915733068042,male,b,0.6973565260414034,282.6961592923617,pos,2,280.9983956683427,0.6689555901102722,embrace,336,2019102101
30,297.8802631604485,291.6961782196304,32,0.6851528912084177,336,22,image_stim_n.png,faceWord_exp,25,297.9965449607698,3.48,1,12,Monday,297.3113920695614,42,0.7321109855355353,male,y,0.6974514834582806,292.69660841533914,neg,2,290.9987267361721,0.5688710908871144,axe,180,2019102101
31,307.7307622964727,301.6966722550569,31,0.6850338735384867,336,21,image_stim_p.png,faceWord_exp,25,307.9970280887792,6.95,1,11,Monday,307.3119942152407,42,-2.0702836690965865,male,b,0.6971271525835618,302.69705946324393,pos,2,300.99954510247335,0.41876808123197407,restaurant,180,2019102101
32,315.9645831207745,311.6970841649454,31,0.6850794274359941,180,21,image_stim_p.png,faceWord_exp,25,315.39728845178615,6.4,1,11,Monday,314.71220902435016,42,-1.0752281295040744,male,b,0.6973286161664873,312.6975724258227,pos,2,310.9997555487789,1.2523740964243189,mercy,336,2019102101
33,325.21490536653437,321.697582370718,41,0.6849886403651908,180,21,image_stim_p.png,faceWord_exp,25,325.39774399087764,5.8,1,13,Monday,324.71275535051245,42,-0.5451009915059291,male,b,0.697174952016212,322.69804592989385,neu,2,321.0004074187018,0.5021500160219148,toaster,336,2019102101
34,335.26528927043546,331.69806389475707,41,0.6844278782373294,180,21,image_stim_p.png,faceWord_exp,25,335.3982165324269,5.72,1,13,Monday,334.71378865418956,42,-0.5485436049411244,male,b,0.6968785307835788,332.69851494266186,neu,2,331.0011853639735,0.5515006162459031,apartment,336,2019102101
35,345.33245850587264,341.698525529122,41,0.6848006503423676,180,21,image_stim_p.png,faceWord_exp,25,345.39867624198087,5.03,1,13,Monday,344.7138755916385,42,0.4272037094573085,male,b,0.6971438342006877,342.69893808069173,neu,2,341.0013816949213,0.618582914234139,scissors,336,2019102101
36,355.21623573312536,351.69896791526116,31,0.6850088508799672,180,21,image_stim_p.png,faceWord_exp,25,355.39913595141843,7.28,1,11,Monday,354.71412710053846,42,-1.6425048482978826,male,b,0.6971114331390709,352.6994372488698,pos,2,351.0018564821221,0.5021086325868964,knowledge,336,2019102101
37,367.9169119198341,361.6994446272729,32,0.6849321791669354,336,22,image_stim_n.png,faceWord_exp,25,367.99980142340064,2.95,1,12,Monday,367.3148692442337,42,3.222893544100452,male,y,0.6972240346949548,362.6998459508177,neg,2,361.00222059257794,0.6020426756003872,perjury,180,2019102101
38,377.9339028854156,371.69992486806586,32,0.685226034023799,336,22,image_stim_n.png,faceWord_exp,25,378.000214295811,4.57,1,12,Monday,377.3149882617872,42,0.2032181950076048,male,y,0.6975631226086989,372.7002261013258,neg,2,371.00236174545716,0.6189146236283705,lab,180,2019102101
39,387.95115851284936,381.70031303877477,42,0.685121773276478,336,22,image_stim_n.png,faceWord_exp,25,388.0006724012783,5.67,1,13,Monday,387.3155506280018,42,-0.32263149533554664,male,y,0.6970180798089132,382.70080835721456,neu,2,381.00329495896585,0.635607884847559,attribute,180,2019102101
40,395.30135898210574,391.70085936482064,31,0.685041251941584,180,21,image_stim_p.png,faceWord_exp,25,395.4010591603583,6.73,1,11,Monday,394.7160179084167,42,-2.2291915044129413,male,b,0.6976510224631056,392.7013068838278,pos,2,391.00320834235754,0.585341073689051,luck,336,2019102101
41,405.43539846513886,401.7013524377253,32,0.6849049109732732,180,22,image_stim_n.png,faceWord_exp,25,405.401471711928,4.35,1,12,Monday,404.71656680095475,42,2.166481281776448,male,y,0.697656155214645,402.70175472367555,neg,2,401.00369628251065,0.7188316641841084,plea,336,2019102101
42,417.83576886332594,411.7017130193999,31,0.6853687908733264,336,21,image_stim_p.png,faceWord_exp,25,418.0020313191926,8.53,1,11,Monday,417.3166625283193,42,-3.1565376907491283,male,b,0.6969917740207165,412.7022423428716,pos,2,411.0047212453792,0.5191063350066543,vacation,180,2019102101
43,427.88624098780565,421.70224587176926,31,0.6848834172124043,336,21,image_stim_p.png,faceWord_exp,25,428.0024605524959,6.17,1,11,Monday,427.3175771352835,42,-1.3205598447631597,male,b,0.697419082513079,422.70262409746647,pos,2,421.0048267892562,0.5686638525221497,chicken,180,2019102101
44,437.7033904938726,431.7026776714483,31,0.6852873072493821,336,21,image_stim_p.png,faceWord_exp,25,438.00293598137796,7.21,1,11,Monday,437.3176486741286,42,-2.7563434535584275,male,b,0.6971762352623045,432.70307193731423,pos,2,431.005501436186,0.38574181974399835,optimism,180,2019102101
45,445.4038639336359,441.7031636866741,31,0.684797442285344,180,21,image_stim_p.png,faceWord_exp,25,445.4032986802049,6.4,1,11,Monday,444.71850123791955,42,-1.7947555393350414,male,b,0.697435443289578,442.7034950753441,pos,2,441.0057282433845,0.6853626957163215,piano,336,2019102101
46,457.8043052291032,451.7036150553031,41,0.685247206944041,336,21,image_stim_p.png,faceWord_exp,25,458.003883310128,5.97,1,13,Monday,457.31863610318396,42,-0.02119054453060663,male,b,0.6977094083558768,452.7039656920824,neu,2,451.0059056469472,0.4856691259192303,power,180,2019102101
47,465.2212790638441,461.7040705943946,41,0.684958805795759,180,21,image_stim_p.png,faceWord_exp,25,465.4042158536613,5.5,1,13,Monday,464.71925704786554,42,-0.049892793833906636,male,b,0.6979423108277842,462.7044603690738,neu,2,461.0061282835668,0.5020220159785822,nose,336,2019102101
48,477.93858980503865,471.70449950685725,32,0.6850207205861807,336,22,image_stim_n.png,faceWord_exp,25,478.0048094659578,4.8,1,12,Monday,477.3197887453716,42,0.2623575316864496,male,y,0.6976754033239558,472.704873883049,neg,2,471.0068241035333,0.618801059667021,hoe,180,2019102101
49,485.4055975485826,481.7049852013588,41,0.6847435475792736,180,21,image_stim_p.png,faceWord_exp,25,485.4050720746163,5.07,1,13,Monday,484.72032852703705,42,0.3228926581020319,male,b,0.6972930071642622,482.7053515574662,neu,2,481.00769219419453,0.6852690215455368,street,336,2019102101
50,495.17248409299646,491.7054173218785,32,0.6851997282356024,180,22,image_stim_n.png,faceWord_exp,25,495.4055904909037,4.78,1,12,Monday,494.7203907626681,42,1.3393636650983416,male,y,0.6972683054627851,492.7058921090793,neg,2,491.0081490164157,0.45209333032835275,heavy,336,2019102101
51,507.9899062808836,501.705917452462,41,0.6850909763015807,336,21,image_stim_p.png,faceWord_exp,25,508.00617897033226,5.55,1,13,Monday,507.3210879940307,42,-0.09980687036967174,male,b,0.6972737590549514,502.70632102154195,neu,2,501.00864369340707,0.6688182868529111,eggplant,180,2019102101
52,515.173491411726,511.70633289124817,32,0.6847640788182616,180,22,image_stim_n.png,faceWord_exp,25,515.4065480852732,2.35,1,12,Monday,514.721784006455,42,4.537930167489568,male,y,0.6970074933487922,512.7067781646037,neg,2,511.0093253978994,0.4517074052710086,terrorist,336,2019102101
53,525.3574499564711,521.7068381546997,32,0.6847990463720635,180,22,image_stim_n.png,faceWord_exp,25,525.406954541686,4.43,1,12,Monday,524.7221554953139,42,-0.14866519221167074,male,y,0.6977171077160165,522.7072256836109,neg,2,521.0091210469836,0.6352944611571729,van,336,2019102101
54,537.8246572389035,531.7072561598616,32,0.684556199121289,336,22,image_stim_n.png,faceWord_exp,25,538.007614560076,4.41,0,12,Monday,537.3230583609547,42,0.16339675594021513,male,b,0.6976288871373981,532.7076273279963,neg,2,531.0096272727242,0.5015988779487088,jaw,180,2019102101
55,545.3250287277624,541.7077299846569,31,0.6846514773787931,180,21,image_stim_p.png,faceWord_exp,25,545.4079458203632,6.36,1,11,Monday,544.7232943429844,42,-1.2502658664257256,male,b,0.697543874499388,542.7081688420149,pos,2,541.0101861101575,0.6017343847779557,day,336,2019102101
56,557.7256249707425,551.7082358896732,32,0.6863725809380412,336,22,image_stim_n.png,faceWord_exp,25,558.0084877834888,2.29,1,12,Monday,557.3221152025508,42,3.4738609063027237,male,y,0.6974469922715798,552.7086076993728,neg,2,551.0107888974017,0.403509768191725,sick,180,2019102101
57,567.9927389639197,561.7086186066736,32,0.6861971021862701,336,22,image_stim_n.png,faceWord_exp,25,568.0089436434209,4.54,1,12,Monday,567.3227465412347,42,0.6502198887451732,male,y,0.6961769365007058,562.7090385366464,neg,2,561.0124416701728,0.6699924226850271,office,180,2019102101
58,577.7597708317917,571.7091408725828,31,0.6861913276370615,336,21,image_stim_p.png,faceWord_exp,25,578.0094286962412,6.8,1,11,Monday,577.3232373686042,42,-1.926056195769395,male,b,0.6968753228429705,572.7094799603801,pos,2,571.0122655497398,0.43653346318751574,fireworks,180,2019102101
59,585.4103681974811,581.7095665769884,32,0.6862089717760682,180,22,image_stim_n.png,faceWord_exp,25,585.4097872247221,4.1,1,12,Monday,584.723578252946,42,1.472290472628449,male,y,0.6973276538774371,582.7099739958066,neg,2,581.012238923111,0.6867899445351213,clang,336,2019102101
60,595.3606047248468,591.710005755187,42,0.6858698838623241,180,22,image_stim_n.png,faceWord_exp,25,595.4102122875629,5.62,1,13,Monday,594.7243424037006,42,-0.18776275500974607,male,y,0.697253548540175,592.7104580862215,neu,2,591.0127522066468,0.6362623211462051,speech,336,2019102101
