ID,word,word_score_pc,correct_resp,duration_measured_img,response,delay_frames_after,offset_word,no,duration_measured_word,condition,session,offset_img,scan day,duration_frames,rt,gender,pause_trigger,onset_word,age,word_trigger,img,word_score_warriner,key_t,onset_img,pause_trigger_t,img_trigger,word_label,delay_frames_before
2019102205,pumpkin,-1.1380831950062478,1,0.6822034360375255,b,180,1.672778910258785,1,0.6891443117056042,faceWord_exp,6,7.9730872651562095,Tuesday,42,0.5992167296353728,female,31,0.9836345985531807,25,11,image_stim_p.png,7.0,7.890100558754057,7.290883829118684,2.673098108265549,21,pos,336
2019102205,table,0.1576901893660491,1,0.6859240995254368,y,180,11.67321616364643,2,0.6959225405007601,faceWord_exp,6,17.97355852369219,Tuesday,42,0.4696296595502645,female,42,10.97729362314567,25,13,image_stim_n.png,5.49,17.75726408371702,17.287634424166754,12.67367426911369,22,neu,336
2019102205,lost,3.7741942061665816,1,0.68449652986601,y,180,21.67368838423863,3,0.6967412275262177,faceWord_exp,6,27.97400957136415,Tuesday,42,0.434811718063429,female,32,20.976947156712413,25,12,image_stim_n.png,2.53,27.72432475956157,27.28951304149814,22.67411601357162,22,neg,336
2019102205,lawyer,1.4290259416609457,1,0.6856340942904353,y,180,31.674210970988497,4,0.6963026910088956,faceWord_exp,6,37.97443110542372,Tuesday,42,0.6527509107254446,female,32,30.9779082799796,25,12,image_stim_n.png,3.94,37.94154792185873,37.28879701113328,32.67463795864023,22,neg,336
2019102205,crow,0.8985553834191027,1,0.6855510065797716,y,336,41.674652073998004,5,0.6968243152368814,faceWord_exp,6,45.374811448622495,Tuesday,42,0.4693091781809926,female,32,40.97782775876112,25,12,image_stim_n.png,4.32,45.158569620223716,44.68926044204272,42.675045056734234,22,neg,180
2019102205,advice,-0.30581232848456497,0,0.6858968313317746,b,180,51.67511787870899,6,0.6960819789674133,faceWord_exp,6,57.975390303879976,Tuesday,42,0.5362063734792173,female,42,50.979035899741575,25,13,image_stim_n.png,5.78,57.82569984602742,57.2894934725482,52.67540660058148,22,neu,336
2019102205,sin,3.1738538072533196,1,0.6853046305477619,y,336,61.67555962339975,7,0.6978306716773659,faceWord_exp,6,65.3756849928759,Tuesday,42,0.4692767772357911,female,32,60.97772895172238,25,12,image_stim_n.png,3.08,65.15965713956393,64.69038036232814,62.676041468279436,22,neg,180
2019102205,old,1.5556418242275696,1,0.685766264796257,y,336,71.67597762844525,8,0.6976096387952566,faceWord_exp,6,75.37613828619942,Tuesday,42,0.46955427108332515,female,32,70.97836798965,25,12,image_stim_n.png,3.19,75.15992629248649,74.69037202140316,72.6763208869379,22,neg,180
2019102205,home,-2.2232275900644445,1,0.6856738736387342,b,336,81.6764366964344,9,0.6967768366448581,faceWord_exp,6,85.37661403580569,Tuesday,42,0.45277150603942573,female,31,80.97965985978954,25,11,image_stim_p.png,7.48,85.14371166820638,84.69094016216695,82.67685983446427,21,pos,180
2019102205,blueberry,-1.4048581699918157,1,0.6857329013291746,b,336,91.67692110757343,10,0.6970546511001885,faceWord_exp,6,95.37716549471952,Tuesday,42,0.519352711038664,female,31,90.97986645647325,25,11,image_stim_p.png,7.11,95.21078530442901,94.69143259339035,92.6772617995739,21,pos,180
