ID,img,correct_resp,img_trigger,onset_img,word_label,pause_trigger_t,session,duration_measured_img,response,delay_frames_before,condition,onset_word,scan day,delay_frames_after,pause_trigger,word,key_t,word_trigger,duration_frames,offset_word,no,duration_measured_word,gender,word_score_pc,rt,offset_img,age,word_score_warriner
77,image_stim_p.png,1,21,446.6518702100002,pos,444.62651946900587,2,0.6918201700027566,b,180,faceWord_exp,442.9299041960039,Monday,336,31,chicken,447.0296359530039,11,42,443.62547935699695,45,0.6955751609930303,female,-1.3205598447631597,0.3777657430036925,447.34369038000295,25,6.17
77,image_stim_p.png,1,21,459.2725696069974,neu,454.6482391659956,2,0.6929471850016853,b,336,faceWord_exp,452.9508949769952,Monday,180,41,pan,459.7524476599938,13,42,453.6472185939929,46,0.6963236169976881,female,0.3296196251321362,0.4798780529963551,459.9655167919991,25,5.15
77,image_stim_p.png,1,21,469.2952976499946,pos,464.6684823599935,2,0.6916243450104957,b,336,faceWord_exp,462.9738445779949,Monday,180,31,artist,469.65549646900035,11,42,463.66749545000494,47,0.6936508720100392,female,-1.2978987804410356,0.36019881900574546,469.9869219950051,25,6.76
77,image_stim_n.png,1,22,479.31863122299546,neg,474.68978211800277,2,0.706090100997244,y,336,faceWord_exp,472.99226087400166,Monday,180,32,plea,479.64553617700585,12,42,473.68854390199704,48,0.6962830279953778,female,2.166481281776448,0.3269049540103879,480.0247213239927,25,4.35
77,image_stim_p.png,1,21,489.3563898749999,neu,484.72754419999546,2,0.6898855540057411,b,336,faceWord_exp,483.02964518699446,Monday,180,41,speech,489.6665702820028,13,42,483.72686720700585,49,0.6972220200113952,female,-0.18776275500974607,0.3101804070029175,490.0462754290056,25,5.62
77,image_stim_n.png,1,22,499.3842233019968,neu,494.7492844609951,2,0.7007819510035915,y,336,faceWord_exp,493.05374114199367,Monday,180,42,highway,499.70533931399405,13,42,493.7481222770002,50,0.6943811350065516,female,0.650019808676411,0.3211160119972192,500.0850052530004,25,5.19
77,image_stim_p.png,1,21,506.81826377499965,pos,504.7880039199954,2,0.7041472519922536,b,180,faceWord_exp,503.0904926850053,Monday,336,31,piano,507.15981350900256,11,42,503.7873219989997,51,0.6968293139943853,female,-1.7947555393350414,0.34154973400291055,507.5224110269919,25,6.4
77,image_stim_p.png,1,21,519.4539251209935,neu,514.8264918299974,2,0.6910218910052208,b,336,faceWord_exp,513.1323429009935,Monday,180,41,power,519.8798307489924,13,42,513.8254330179916,52,0.6930901169980643,female,-0.02119054453060663,0.42590562799887266,520.1449470119987,25,5.97
77,image_stim_p.png,1,21,529.4767492560059,pos,524.8469189500029,2,0.7051532129989937,b,336,faceWord_exp,523.1513389460015,Monday,180,31,sailboat,529.9194352560007,11,42,523.8469014720031,53,0.695562526001595,female,-1.5621536719325724,0.4426859999948647,530.1819024690049,25,6.81
77,image_stim_p.png,1,21,539.5118277979927,neu,534.8843771510001,2,0.6915444710029988,b,336,faceWord_exp,533.1888600020029,Monday,180,41,street,539.9885427949921,13,42,533.8836009689985,54,0.694740966995596,female,0.3228926581020319,0.4767149969993625,540.2033722689957,25,5.07
77,image_stim_n.png,1,22,549.536540318004,neu,544.9059534109983,2,0.7051897409983212,y,336,faceWord_exp,543.208391387001,Monday,180,42,theory,550.1609530449932,13,42,543.9051552259916,55,0.6967638389905915,female,0.1106807997481866,0.6244127269892488,550.2417300590023,25,5.65
77,image_stim_n.png,1,22,556.9709346349991,neg,554.9444251690002,2,0.6907301290048053,y,180,faceWord_exp,553.2468760350021,Monday,336,32,excuse,557.448547441003,12,42,553.943305644003,56,0.6964296090009157,female,2.373388118792564,0.47761280600389,557.661664764004,25,4.52
77,image_stim_p.png,1,21,569.5989718250057,pos,564.9669342440029,2,0.703239089998533,b,336,faceWord_exp,563.2686645840004,Monday,180,31,day,570.1225030679925,11,42,563.9645186639973,57,0.6958540799969342,female,-1.2502658664257256,0.5235312429867918,570.3022109150043,25,6.36
77,image_stim_p.png,1,21,577.034675974006,pos,575.0046520350006,2,0.7033468949957751,b,180,faceWord_exp,573.308350021005,Monday,336,31,barbecue,577.4091405380022,11,42,574.0035884340032,58,0.695238412998151,female,-2.5746228757417584,0.37446456399629824,577.7380228690017,25,7.1
77,image_stim_n.png,1,22,589.6732967499993,neg,585.0423893840052,2,0.7046648459945573,y,336,faceWord_exp,583.3473826129921,Monday,180,32,clang,590.2650914279948,12,42,584.0417849959922,59,0.6944023830001242,female,1.472290472628449,0.5917946779954946,590.3779615959938,25,4.1
77,image_stim_p.png,1,21,599.7090498059988,pos,595.0806130069977,2,0.7069509269931586,b,336,faceWord_exp,593.3843899210042,Monday,180,31,vacation,600.0366018130007,11,42,594.0798179330013,60,0.6954280119971372,female,-3.1565376907491283,0.3275520070019411,600.416000732992,25,8.53
