delay_frames_after,word_score_pc,pause_trigger_t,word_score_warriner,offset_word,response,ID,duration_frames,scan day,word_trigger,word,img_trigger,gender,key_t,offset_img,condition,img,pause_trigger,word_label,duration_measured_img,age,session,duration_measured_word,no,correct_resp,rt,onset_word,onset_img,delay_frames_before
180,1.0482300490198866,322.6914495958481,4.75,321.6910806733649,y,2019102205,42,Tuesday,12,ricochet,22,female,327.9584609323647,327.99149104370736,faceWord_exp,image_stim_n.png,32,neg,0.685979277594015,25,2,0.6973472225945443,33,1,0.6529491662513465,320.9937334507704,327.30551176611334,336
336,0.2032181950076048,332.6918300674297,4.57,331.6915362125728,y,2019102205,42,Tuesday,12,lab,22,female,335.4089954851661,335.3916776222177,faceWord_exp,image_stim_n.png,32,neg,0.6852423949167132,25,2,0.6974736189004034,34,1,0.702560257865116,330.9940625936724,334.706435227301,180
336,-1.0752281295040744,342.6923430298921,6.4,341.69200073415413,b,2019102205,42,Tuesday,11,mercy,21,female,345.1591842772905,345.3921585045755,faceWord_exp,image_stim_p.png,31,pos,0.6858692422974855,25,2,0.6974883757065982,35,1,0.45289501501247287,340.99451235844754,344.706289262278,180
180,-0.18776275500974607,352.6928883935325,5.62,351.69242772180587,y,2019102205,42,Tuesday,13,speech,22,female,357.97651952761225,357.99275147519074,faceWord_exp,image_stim_n.png,42,neu,0.6854438586160541,25,2,0.697375132702291,36,1,0.6692119110375643,350.9950525891036,357.3073076165747,336
180,-0.02119054453060663,362.69333879998885,5.97,361.6929047545418,y,2019102205,42,Tuesday,13,power,22,female,367.97697827476077,367.99320990149863,faceWord_exp,image_stim_n.png,42,neu,0.6849520688410848,25,2,0.697435443289578,37,1,0.668720442103222,360.99546931125224,367.30825783265755,336
180,0.3495373155897487,372.69371285522357,5.5,371.6933705592528,y,2019102205,42,Tuesday,13,winter,22,female,377.9440873917192,377.9937004081439,faceWord_exp,image_stim_n.png,42,neu,0.6847781941760331,25,2,0.6973555635195225,38,1,0.6351651777513325,370.9960149957333,377.3089222139679,336
336,-1.2502658664257256,382.69432237930596,6.36,381.69384630885907,b,2019102205,42,Tuesday,11,day,21,female,385.6446278791409,385.3940037586726,faceWord_exp,image_stim_p.png,31,pos,0.6860306058079004,25,2,0.6976962555199862,39,1,0.9366547262761742,380.9961500533391,384.7079731528647,180
336,-2.7563434535584275,392.6947612366639,7.21,391.6942979984451,b,2019102205,42,Tuesday,11,optimism,21,female,395.17823254689574,395.3944637889508,faceWord_exp,image_stim_p.png,31,pos,0.6848112368024886,25,2,0.6972923658322543,40,1,0.4685799947474152,390.99700563261285,394.7096525521483,180
336,0.7321109855355353,402.6951211767737,3.48,401.69484817399643,y,2019102205,42,Tuesday,12,axe,22,female,405.31189059629105,405.3949693730101,faceWord_exp,image_stim_n.png,32,neg,0.685740600572899,25,2,0.6977007468231022,41,1,0.6026618238538504,400.99714742717333,404.7092287724372,180
336,-0.6680004122251881,412.69566333224066,5.82,411.6952373071108,b,2019102205,42,Tuesday,13,monkey,21,female,415.3623723448254,415.3953780750744,faceWord_exp,image_stim_p.png,41,neu,0.6852991769555956,25,2,0.6971961250528693,42,1,0.6522934467066079,410.99804118205793,414.7100788981188,180
336,-1.7539828459428422,422.69603353808634,6.91,421.6956405553501,b,2019102205,42,Tuesday,11,spaghetti,21,female,425.3795051050838,425.39583329320885,faceWord_exp,image_stim_p.png,31,pos,0.6850143044721335,25,2,0.6971104708500206,43,1,0.6686861163470894,420.9985300845001,424.7108189887367,180
336,4.02985566434138,432.69656703202054,3.52,431.69615865079686,y,2019102205,42,Tuesday,12,problem,22,female,435.2133834811393,435.3962907572277,faceWord_exp,image_stim_n.png,32,neg,0.6849068359006196,25,2,0.6973456186242402,44,1,0.5019995598122478,430.9988130321726,434.71138392132707,180
336,0.3228926581020319,442.6969856787473,5.07,441.69659654586576,b,2019102205,42,Tuesday,13,street,21,female,445.5139776710421,445.396746937884,faceWord_exp,image_stim_p.png,41,neu,0.6848670563194901,25,2,0.6972865911666304,45,1,0.8020977894775569,440.99930995469913,444.7118798815645,180
180,0.650019808676411,452.6974174785428,5.19,451.697039894294,y,2019102205,42,Tuesday,13,highway,22,female,458.0148733505048,457.99733830452897,faceWord_exp,image_stim_n.png,42,neu,0.6849831866566092,25,2,0.6972811373416334,46,1,0.7025182326324284,450.99975875695236,457.31235511787236,336
180,0.5494484707734639,462.69794936850667,4.81,461.6975262304768,y,2019102205,42,Tuesday,12,stone,22,female,467.9815022267867,467.9978044300806,faceWord_exp,image_stim_n.png,32,neg,0.6849437281489372,25,2,0.6973757741507143,47,1,0.6686415248550475,461.0001504563261,467.31286070193164,336
336,-2.461915733068042,472.6983776392881,7.0,471.6979512933176,b,2019102205,42,Tuesday,11,embrace,21,female,475.38193421904,475.39818188594654,faceWord_exp,image_stim_p.png,31,pos,0.6847502845339477,25,2,0.6973709622398019,48,1,0.6685026176273823,471.0005803310778,474.7134316014126,180
180,-1.5621536719325724,482.6987969279289,6.81,481.6984389126301,b,2019102205,42,Tuesday,11,sailboat,21,female,487.9324400278274,487.99870075122453,faceWord_exp,image_stim_p.png,31,pos,0.6850656329188496,25,2,0.6973148218821734,49,1,0.6188049095217139,481.0011240907479,487.3136351183057,336
180,-0.8400509032218062,492.6992280858103,5.94,491.69888803572394,b,2019102205,42,Tuesday,13,store,21,female,498.03309587575495,497.9991646313574,faceWord_exp,image_stim_p.png,41,neu,0.6849600891582668,25,2,0.6972246763762087,50,1,0.7188913335558027,491.00166335934773,497.31420454219915,336
180,-1.3695211950901562,502.6996951738838,7.59,501.6993304218631,b,2019102205,42,Tuesday,11,tree,21,female,507.90010349079967,507.9996471176855,faceWord_exp,image_stim_p.png,31,pos,0.68521320191212,25,2,0.6979384613223374,51,1,0.5856695750262588,501.0013919605408,507.3144339157734,336
180,-1.3503642789447028,512.7002090988681,7.68,511.6998048881069,b,2019102205,42,Tuesday,11,musical,21,female,517.8337282408029,518.0000689725857,faceWord_exp,image_stim_p.png,31,pos,0.6846841992810369,25,2,0.6972224307246506,52,1,0.5183434674981982,511.00258245738223,517.3153847733047,336
180,3.561717315569441,522.7006364073604,4.76,521.7002662017476,y,2019102205,42,Tuesday,12,landslide,22,female,527.7675740234554,528.0005039803218,faceWord_exp,image_stim_n.png,32,neg,0.6849690715316683,25,2,0.6973254082258791,53,1,0.45203911466524005,521.0029407935217,527.3155349087901,336
336,-1.6425048482978826,532.7010781520512,7.28,531.7007021717727,b,2019102205,42,Tuesday,11,knowledge,21,female,535.2679063745309,535.4008833609987,faceWord_exp,image_stim_p.png,31,pos,0.6847140337340534,25,2,0.6970668416470289,54,1,0.5517370472662151,531.0036353301257,534.7161693272647,180
180,2.351878020671037,542.7015279165935,4.29,541.7011715054978,y,2019102205,42,Tuesday,12,tired,22,female,547.9019330255687,548.0014535547234,faceWord_exp,image_stim_n.png,32,neg,0.6848664148710668,25,2,0.6974238946568221,55,1,0.5853458857163787,541.003747610841,547.3165871398523,336
180,-1.3205598447631597,552.7022433055099,6.17,551.7016299315728,b,2019102205,42,Tuesday,11,chicken,21,female,557.8189825695008,558.0018892039079,faceWord_exp,image_stim_p.png,31,pos,0.6848863044288009,25,2,0.6972054280340672,56,1,0.501979670021683,551.0044245035388,557.3170028994791,336
336,2.166481281776448,562.7023405085783,4.35,561.7021323079243,y,2019102205,42,Tuesday,12,plea,22,female,565.3692817818373,565.4022939279675,faceWord_exp,image_stim_n.png,32,neg,0.6853873974177986,25,2,0.6976006566546857,57,1,0.6523752512875944,561.0045316512696,564.7169065305497,180
336,0.2623575316864496,572.7029538822826,4.8,571.7025480675511,y,2019102205,42,Tuesday,12,hoe,22,female,575.3697604185436,575.4027866800316,faceWord_exp,image_stim_n.png,32,neg,0.6848089911509305,25,2,0.6975150024518371,58,1,0.6517827296629548,571.0050330650993,574.7179776888806,180
180,3.4738609063027237,582.7031912757084,2.29,581.702974092681,y,2019102205,42,Tuesday,12,sick,22,female,587.7869771006517,588.0032744277269,faceWord_exp,image_stim_n.png,32,neg,0.6850123796612024,25,2,0.697622150182724,59,1,0.46871505258604884,581.0053519424982,587.3182620480657,336
336,0.10630403813009667,592.7038338424172,5.86,591.7034604288638,b,2019102205,42,Tuesday,13,whole,21,female,595.5208306466229,595.4036262193695,faceWord_exp,image_stim_p.png,41,neu,0.6850130213424563,25,2,0.6974344810005277,60,1,0.8022174485959113,591.0060259478632,594.718613198027,180
