duration_frames,scan day,pause_trigger_t,session,pause_trigger,offset_word,rt,img,no,onset_img,word_label,response,correct_resp,word_score_pc,delay_frames_before,word_score_warriner,duration_measured_word,ID,condition,word,duration_measured_img,key_t,gender,onset_word,img_trigger,offset_img,word_trigger,age,delay_frames_after
42,Tuesday,1.3586050500161946,3,32,0.8582417416619137,,image_stim_n.png,1,3.689949624473229,neg,,,-0.33318727887818211,336,4.8499999999999996,0.3513934197835624,2019102304,faceWord_exp,voter,0.34456258156569675,,female,0.5068483218783513,22,4.034512206038926,12,23,180
42,Tuesday,6.38559829746373,3,32,5.885212532943115,,image_stim_n.png,2,7.402057688566856,neg,,,3.6129749181587063,180,2.1099999999999999,0.3460594439529814,2019102304,faceWord_exp,criminal,0.3505208381684497,,female,5.539153088990133,22,7.752578526735306,12,23,336
42,Tuesday,11.404218611191027,3,32,10.903830280294642,,image_stim_n.png,3,13.722848516947124,neg,,,2.3068979902815001,336,3.2799999999999998,0.3480429630726576,2019102304,faceWord_exp,trial,0.34888988052261993,,female,10.555787317221984,22,14.071738397469744,12,23,180
42,Tuesday,16.42283539613709,3,41,15.922470483812504,,image_stim_p.png,4,17.440023649542127,neu,,,0.13339963708933658,180,5.6500000000000004,0.34721914341207594,2019102304,faceWord_exp,pencil,0.3498327177367173,,female,15.575251340400428,21,17.789856367278844,13,23,336
42,Tuesday,21.44145635148743,3,42,20.941062246158253,,image_stim_n.png,5,22.457898740132805,neu,,,-0.68841713726137344,180,5.9500000000000002,0.34763490286422893,2019102304,faceWord_exp,egg,0.35059462260687724,,female,20.593427343294024,22,22.808493362739682,13,23,336
42,Tuesday,26.460091422195546,3,31,25.95969314640388,,image_stim_p.png,6,28.777107051981147,pos,,,-2.0984901362773241,336,7.1100000000000003,0.3474619905464351,2019102304,faceWord_exp,rose,0.3504804170806892,,female,25.612231155857444,21,29.127587469061837,11,23,180
42,Tuesday,31.478728738438804,3,41,30.978310893755406,,image_stim_p.png,7,33.79551306995563,neu,,,-0.4971407339658378,336,5.6799999999999997,0.3469823914929293,2019102304,faceWord_exp,cafeteria,0.3507322467630729,,female,30.631328502262477,21,34.146245316718705,13,23,180
42,Tuesday,36.49733397451928,3,32,35.99697034538258,,image_stim_n.png,8,38.81431784492452,neg,,,3.6017940902369654,336,3.4500000000000002,0.3478123064269312,2019102304,faceWord_exp,grievance,0.35055933438707143,,female,35.64915803895565,22,39.16487717931159,12,23,180
42,Tuesday,41.51596423314186,3,31,41.01559547119541,,image_stim_p.png,9,42.53262829594314,pos,,,-1.6804307003665144,180,6.29,0.34757074248045683,2019102304,faceWord_exp,flute,0.350362682773266,,female,40.668024728714954,21,42.88299097871641,11,23,336
42,Tuesday,46.53459802060388,3,42,46.034201348840725,,image_stim_n.png,10,47.55094513099175,neu,,,-1.7878104403788575,180,5.4000000000000004,0.3473558051045984,2019102304,faceWord_exp,harp,0.3506404973450117,,female,45.686845543736126,22,47.90158562833676,13,23,336
42,Tuesday,51.553205823060125,3,32,51.05284668516833,,image_stim_n.png,11,52.569689915922936,neg,,,1.2391382208261159,180,4.9500000000000002,0.3473253289121203,2019102304,faceWord_exp,debate,0.3505327078746632,,female,50.70552135625621,22,52.9202226237976,12,23,336
42,Tuesday,56.57185789622599,3,32,56.07149619190022,,image_stim_n.png,12,57.5884093575296,neg,,,0.41231466195915456,180,4.6799999999999997,0.34820817614672706,2019102304,faceWord_exp,foot,0.35046758502721786,,female,55.723288015753496,22,57.93887694255682,12,23,336
42,Tuesday,61.590519272664096,3,32,61.09007929265499,,image_stim_n.png,13,62.607171145034954,neg,,,3.6887696102955196,180,2.8100000000000001,0.34798489790409803,2019102304,faceWord_exp,malice,0.35034311382332817,,female,60.74209439475089,22,62.95751425885828,12,23,336
42,Tuesday,66.60911263903836,3,32,66.1087262329529,,image_stim_n.png,14,67.62574430089444,neg,,,2.4112957366516241,180,3.3700000000000001,0.3478909028926864,2019102304,faceWord_exp,tobacco,0.350378402043134,,female,65.76083533006022,22,67.97612270293757,12,23,336
42,Tuesday,71.62778299796628,3,32,71.12733082746854,,image_stim_n.png,15,73.94492919417098,neg,,,0.33736940436804663,336,4.7000000000000002,0.3478039655601606,2019102304,faceWord_exp,radish,0.35033766023116186,,female,70.77952686190838,22,74.29526685440214,12,23,180
42,Tuesday,76.64636032423005,3,32,76.14597776776645,,image_stim_n.png,16,78.96365120221162,neg,,,3.9847946241932393,336,3.23,0.3479858603095636,2019102304,faceWord_exp,snub,0.3502099809702486,,female,75.79799190745689,22,79.31386118318187,12,23,180
42,Tuesday,81.66500854777405,3,42,81.1646061015781,,image_stim_n.png,17,82.68176051037153,neu,,,0.50626955628353876,180,5.75,0.34740103816147894,2019102304,faceWord_exp,year,0.3502388531342149,,female,80.81720506341662,22,83.03199936350575,13,23,336
42,Tuesday,86.68359549809247,3,42,86.18323347298428,,image_stim_n.png,18,89.00069742364576,neu,,,-1.3432704246799609,336,5.8099999999999996,0.34716877748724073,2019102304,faceWord_exp,jam,0.3504329384304583,,female,85.83606469549704,22,89.35113036207622,13,23,180
42,Tuesday,91.70224211766617,3,31,91.20186084439047,,image_stim_p.png,19,92.7187762556714,pos,,,-2.0727743906520253,180,6.2599999999999998,0.347818722424563,2019102304,faceWord_exp,fountain,0.3504419208620675,,female,90.8540421219659,21,93.06921817653347,11,23,336
42,Tuesday,96.72087398031726,3,41,96.22050040628528,,image_stim_p.png,20,99.03721111372579,neu,,,-0.23071750329615884,336,5.6299999999999999,0.34830858721397817,2019102304,faceWord_exp,pen,0.35119099367875606,,female,95.8721918190713,21,99.38840210740454,13,23,180
42,Tuesday,101.73951418377692,3,42,101.2391120584216,,image_stim_n.png,21,104.05668379855342,neu,,,0.073326025163445288,336,5.7000000000000002,0.347951534553431,2019102304,faceWord_exp,jungle,0.3503065424156375,,female,100.89116052386817,22,104.40699034096906,13,23,180
42,Tuesday,106.75812166545074,3,41,106.25774520426057,,image_stim_p.png,22,107.7745784901781,neu,,,-0.1793860699809707,180,5.3399999999999999,0.3478261008858681,2019102304,faceWord_exp,patent,0.35055195598397404,,female,105.9099191033747,21,108.12513044616207,13,23,336
