duration_frames,scan day,pause_trigger_t,session,pause_trigger,offset_word,rt,img,no,onset_img,word_label,response,correct_resp,word_score_pc,delay_frames_before,word_score_warriner,duration_measured_word,ID,condition,word,duration_measured_img,key_t,gender,onset_word,img_trigger,offset_img,word_trigger,age,delay_frames_after
42,Tuesday,1.3548381922882982,4,41,0.854427726007998,,image_stim_p.png,1,2.384209224546794,neu,,,0.1872293205875,180,5.9500000000000002,0.35069471289170906,2019102304,faceWord_exp,elevator,0.3459734690259211,,female,0.5037330131162889,21,2.730182693572715,13,23,336
42,Tuesday,6.3817932642414235,4,42,5.881403650157154,,image_stim_n.png,2,7.398197798233014,neu,,,-0.40660388719912888,180,5.79,0.34675815084483474,2019102304,faceWord_exp,baseball,0.3506222115829587,,female,5.534645499312319,22,7.748820009815972,13,23,336
42,Tuesday,11.40040684118867,4,42,10.900042249646503,,image_stim_n.png,3,12.418172859062906,neu,,,-0.77742720086634676,180,5.4299999999999997,0.3469506321125664,2019102304,faceWord_exp,theme,0.3492270435090177,,female,10.553091617533937,22,12.767399902571924,13,23,336
42,Tuesday,16.419052819081116,4,31,15.918698172434233,,image_stim_p.png,4,17.435491678887047,pos,,,-1.3206920491180312,180,6.3200000000000003,0.3462843262241222,2019102304,faceWord_exp,harmonica,0.35054329433478415,,female,15.572413846210111,21,17.78603497322183,11,23,336
42,Tuesday,21.437680832110345,4,31,20.93730340851471,,image_stim_p.png,5,23.75490145443473,pos,,,-1.5215329943370883,336,6.5199999999999996,0.34800254204310477,2019102304,faceWord_exp,bread,0.3502914647106081,,female,20.589300866471604,21,24.10519291914534,11,23,180
42,Tuesday,26.456311090732925,4,32,25.955927251081448,,image_stim_n.png,6,27.472788125975057,neg,,,3.4698173961771306,180,3.3999999999999999,0.3471546621876769,2019102304,faceWord_exp,animosity,0.3505381614668295,,female,25.60877258889377,22,27.823326287441887,12,23,336
42,Tuesday,31.474889058619738,4,31,30.974549810460303,,image_stim_p.png,7,33.79163232748397,pos,,,-1.2316584124512135,336,6.3499999999999996,0.3471440757275559,2019102304,faceWord_exp,banjo,0.35078582068672404,,female,30.627405734732747,21,34.14241814817069,11,23,180
42,Tuesday,36.49354562303051,4,31,35.993177181866486,,image_stim_p.png,8,38.81030204478884,pos,,,-1.301667818567906,336,6.71,0.34788641170598567,2019102304,faceWord_exp,bicycle,0.3508137304452248,,female,35.6452907701605,21,39.161115775234066,11,23,180
42,Tuesday,41.512186147330794,4,41,41.01180391164962,,image_stim_p.png,9,43.82933875959134,neu,,,0.18094025084207666,336,5.2999999999999998,0.34704558947123587,2019102304,faceWord_exp,journalist,0.35036813642363995,,female,40.664758322178386,21,44.17970689601498,13,23,180
42,Tuesday,46.530818651546724,4,31,46.030405298108235,,image_stim_p.png,10,47.54703359148698,pos,,,-1.4261459702376329,180,6.2599999999999998,0.3478678051615134,2019102304,faceWord_exp,lust,0.3507864623097703,,female,45.68253749294672,21,47.89782005379675,11,23,336
